"GENE_SYMBOL","GSM4673103--P5","GSM4673104--P5"
"SUSD2",0,0
"SUSD3",2,0
"SUSD4",76,118
"SUSD5",0,0
"SUSD6",68,106
"SUV39H1",4,10
"SUV39H2",2,1
"SUZ12",16,27
"SV2A",2,3
"SV2B",0,0
"SV2C",0,3
"SVBP",11,22
"SVEP1",4,6
"SVIL",82,64
"SVIP",9,25
"SVOP",0,0
"SVOPL",2,1
"SWAP70",55,43
"SWI5",358,383
"SWSAP1",0,2
"SWT1",1,5
"SYAP1",63,66
"SYBU",1,3
"SYCE1",0,0
"SYCE1L",0,0
"SYCE2",0,4
"SYCE3",0,0
"SYCN",0,0
"SYCP1",0,0
"SYCP2",2,0
"SYCP2L",0,0
"SYCP3",0,0
"SYDE1",0,0
"SYDE2",3,0
"SYF2",27,38
"SYK",116,132
"SYMPK",12,16
"SYN1",0,0
"SYN2",0,0
"SYN3",0,0
"SYNC",3,0
"SYNCRIP",98,144
"SYNDIG1",2,0
"SYNDIG1L",0,0
"SYNE1",26,20
"SYNE2",37,39
"SYNE3",7,7
"SYNE4",0,0
"SYNGAP1",4,5
"SYNGR1",29,19
"SYNGR2",736,483
"SYNGR3",3,0
"SYNGR4",0,0
"SYNJ1",3,4
"SYNJ2",10,13
"SYNJ2BP",4,18
"SYNJ2BP-COX16",0,0
"SYNM",1,0
"SYNPO",82,54
"SYNPO2",0,3
"SYNPO2L",15,7
"SYNPR",0,0
"SYNRG",28,42
"SYP",0,1
"SYPL1",62,72
"SYPL2",0,0
"SYS1",6,2
"SYS1-DBNDD2",0,0
"SYT1",0,0
"SYT10",0,0
"SYT11",2,4
"SYT12",9,2
"SYT13",0,0
"SYT14",0,0
"SYT15",0,0
"SYT16",0,0
"SYT17",0,0
"SYT2",0,0
"SYT3",0,0
"SYT4",0,0
"SYT5",0,0
"SYT6",0,0
"SYT7",2,5
"SYT8",74,36
"SYT9",0,0
"SYTL1",17,21
"SYTL2",0,4
"SYTL3",1,5
"SYTL4",2,8
"SYTL5",10,12
"SYVN1",28,30
"SZRD1",74,103
"SZT2",11,19
"TAAR1",0,0
"TAAR2",0,0
"TAAR5",0,0
"TAAR6",0,0
"TAAR8",0,0
"TAAR9",0,0
"TAB1",10,10
"TAB2",46,53
"TAB3",173,103
"TAC1",0,0
"TAC3",0,1
"TAC4",0,0
"TACC1",57,37
"TACC2",68,77
"TACC3",4,8
"TACO1",6,6
"TACR1",1,1
"TACR2",0,0
"TACR3",0,0
"TACSTD2",14707,11462
"TADA1",1,5
"TADA2A",0,2
"TADA2B",13,16
"TADA3",8,25
"TAF1",23,7
"TAF10",58,74
"TAF11",13,26
"TAF12",4,12
"TAF13",25,38
"TAF15",140,214
"TAF1A",0,0
"TAF1B",3,13
"TAF1C",3,2
"TAF1D",16,39
"TAF1L",0,0
"TAF2",7,8
"TAF3",18,10
"TAF4",3,4
"TAF4B",2,1
"TAF5",1,6
"TAF5L",79,69
"TAF6",1,15
"TAF6L",1,6
"TAF7",24,61
"TAF7L",0,0
"TAF8",10,19
"TAF9",17,13
"TAF9B",1,1
"TAGAP",3,1
"TAGLN",23,15
"TAGLN2",196,217
"TAGLN3",0,0
"TAL1",5,2
"TAL2",0,0
"TALDO1",134,174
"TAMM41",0,1
"TANC1",11,13
"TANC2",23,12
"TANGO2",3,1
"TANGO6",6,11
"TANK",13,12
"TAOK1",149,157
"TAOK2",15,39
"TAOK3",81,98
"TAP1",308,260
"TAP2",45,68
"TAPBP",17,21
"TAPBPL",5,14
"TAPT1",20,25
"TARBP1",8,10
"TARBP2",4,15
"TARDBP",28,40
"TARM1",0,0
"TARS2",7,9
"TAS1R1",0,0
"TAS1R2",0,0
"TAS1R3",2,1
"TAS2R1",0,0
"TAS2R10",0,0
"TAS2R13",0,0
"TAS2R14",1,0
"TAS2R16",0,0
"TAS2R19",0,0
"TAS2R20",0,0
"TAS2R3",0,0
"TAS2R30",0,1
"TAS2R31",0,0
"TAS2R38",0,0
"TAS2R39",0,0
"TAS2R4",0,0
"TAS2R40",0,0
"TAS2R41",0,0
"TAS2R42",0,0
"TAS2R43",0,0
"TAS2R46",0,0
"TAS2R5",0,0
"TAS2R50",0,0
"TAS2R60",0,0
"TAS2R7",0,0
"TAS2R8",0,0
"TAS2R9",0,0
"TASP1",3,4
"TAT",0,0
"TATDN1",61,46
"TATDN2",41,35
"TATDN3",1,2
"TAX1BP1",198,209
"TAX1BP3",16,25
"TAZ",6,3
"TBATA",0,0
"TBC1D1",3,6
"TBC1D10A",5,12
"TBC1D10B",19,19
"TBC1D10C",7,21
"TBC1D12",32,40
"TBC1D13",7,10
"TBC1D14",68,49
"TBC1D15",13,13
"TBC1D16",20,15
"TBC1D17",5,5
"TBC1D19",1,0
"TBC1D2",10,7
"TBC1D20",177,152
"TBC1D21",0,0
"TBC1D22A",42,50
"TBC1D22B",7,6
"TBC1D23",15,36
"TBC1D24",2,5
"TBC1D25",24,21
"TBC1D26",0,0
"TBC1D28",0,0
"TBC1D2B",31,26
"TBC1D3",0,0
"TBC1D30",2,0
"TBC1D31",1,1
"TBC1D32",2,1
"TBC1D3B",0,0
"TBC1D3C",0,0
"TBC1D3D",0,0
"TBC1D3E",0,0
"TBC1D3F",0,0
"TBC1D3G",0,0
"TBC1D3H",0,0
"TBC1D3I",0,0
"TBC1D3K",0,0
"TBC1D4",6,7
"TBC1D5",6,8
"TBC1D7",12,10
"TBC1D8",14,12
"TBC1D8B",6,4
"TBC1D9",15,11
"TBC1D9B",97,107
"TBCA",29,66
"TBCB",302,274
"TBCC",4,11
"TBCCD1",4,4
"TBCD",13,12
"TBCEL",3,5
"TBCK",2,3
"TBK1",5,7
"TBKBP1",3,5
"TBL1X",113,55
"TBL1XR1",31,40
"TBL1Y",0,0
"TBL2",15,14
"TBL3",11,22
"TBP",1,2
"TBPL1",1,7
"TBPL2",0,0
"TBR1",0,0
"TBRG1",4,9
"TBRG4",15,14
"TBX1",4,4
"TBX10",0,0
"TBX15",0,0
"TBX18",0,1
"TBX19",0,0
"TBX2",0,1
"TBX20",0,0
"TBX21",1,0
"TBX22",0,0
"TBX3",4,2
"TBX4",0,0
"TBX5",0,0
"TBX6",5,1
"TBXA2R",0,0
"TBXAS1",6,11
"TC2N",26,38
"TCAF1",8,4
"TCAF2",64,66
"TCAIM",8,15
"TCAP",0,0
"TCEA1",4,27
"TCEA2",11,8
"TCEA3",8,18
"TCEAL1",5,3
"TCEAL2",0,0
"TCEAL3",23,13
"TCEAL4",68,72
"TCEAL5",0,0
"TCEAL6",0,0
"TCEAL7",0,0
"TCEAL8",13,26
"TCEANC",1,2
"TCEANC2",6,16
"TCERG1",25,28
"TCERG1L",3,0
"TCF12",12,4
"TCF15",12,0
"TCF19",5,7
"TCF20",54,65
"TCF21",0,0
"TCF23",0,0
"TCF24",0,0
"TCF25",621,640
"TCF3",52,33
"TCF4",21,14
"TCF7",2,0
"TCF7L1",2,1
"TCF7L2",14,11
"TCFL5",2,3
"TCHH",3,0
"TCHHL1",0,0
"TCHP",17,23
"TCIRG1",278,212
"TCL1A",0,0
"TCL1B",0,0
"TCN1",29,57
"TCN2",59,17
"TCOF1",38,27
"TCP1",99,129
"TCP10",0,0
"TCP10L",0,0
"TCP10L2",0,0
"TCP11",0,0
"TCP11L1",3,8
"TCP11L2",22,30
"TCP11X2",0,0
"TCTA",50,57
"TCTE1",0,0
"TCTE3",1,0
"TCTEX1D1",2,0
"TCTEX1D2",6,4
"TCTEX1D4",0,0
"TCTN1",0,4
"TCTN2",2,4
"TCTN3",4,3
"TDG",9,6
"TDGF1",0,0
"TDO2",1,2
"TDP1",1,3
"TDP2",12,17
"TDRD1",0,0
"TDRD10",0,0
"TDRD12",0,0
"TDRD15",0,0
"TDRD3",6,12
"TDRD5",0,0
"TDRD6",1,3
"TDRD7",7,8
"TDRD9",0,0
"TDRKH",1,0
"TDRP",1,2
"TEAD1",118,107
"TEAD2",4,3
"TEAD3",13,43
"TEAD4",4,8
"TEC",0,5
"TECPR1",54,53
"TECPR2",9,13
"TECR",125,126
"TECRL",0,0
"TECTA",0,0
"TECTB",0,0
"TEDDM1",0,0
"TEF",99,92
"TEFM",3,3
"TEK",5,5
"TEKT1",0,0
"TEKT2",0,0
"TEKT3",0,1
"TEKT4",0,0
"TEKT5",0,0
"TELO2",23,21
"TEN1",0,0
"TEN1-CDK3",2,3
"TENM1",0,0
"TENM2",26,14
"TENM3",8,0
"TENM4",9,8
"TEP1",10,11
"TEPP",9,11
"TERF1",4,11
"TERF2",16,17
"TERF2IP",45,42
"TERT",0,0
"TES",20,36
"TESC",0,1
"TESK1",4,3
"TESK2",3,4
"TESPA1",2,0
"TET1",0,0
"TET2",28,28
"TET3",79,52
"TEX10",4,9
"TEX101",2,6
"TEX11",0,0
"TEX12",0,0
"TEX13A",0,0
"TEX13B",0,0
"TEX14",0,0
"TEX15",0,0
"TEX19",0,0
"TEX2",9,32
"TEX22",0,0
"TEX26",0,0
"TEX261",139,135
"TEX264",49,35
"TEX28",0,0
"TEX29",0,0
"TEX30",1,5
"TEX33",0,0
"TEX35",0,1
"TEX36",0,0
"TEX37",0,0
"TEX38",0,0
"TEX43",0,0
"TEX9",15,12
"TF",5,12
"TFAM",12,28
"TFAP2A",55,31
"TFAP2B",1,7
"TFAP2C",309,595
"TFAP2D",0,0
"TFAP2E",1,0
"TFAP4",1,2
"TFB1M",13,4
"TFB2M",0,1
"TFCP2",20,15
"TFCP2L1",108,135
"TFDP1",19,32
"TFDP2",38,47
"TFDP3",0,0
"TFE3",416,327
"TFEB",2,1
"TFEC",1,0
"TFF1",0,0
"TFF2",0,0
"TFF3",0,0
"TFG",32,34
"TFIP11",20,20
"TFPI",1,6
"TFPI2",3,0
"TFPT",3,18
"TFR2",0,1
"TFRC",10,38
"TG",0,0
"TGDS",3,2
"TGFA",28,54
"TGFB1",30,18
"TGFB1I1",4,0
"TGFB2",0,1
"TGFB3",4,2
"TGFBI",101,26
"TGFBR1",16,22
"TGFBR2",22,9
"TGFBR3",0,5
"TGFBR3L",0,0
"TGFBRAP1",11,7
"TGIF1",186,198
"TGIF2",58,31
"TGIF2LX",0,0
"TGIF2LY",0,0
"TGM1",9817,9511
"TGM2",2,1
"TGM3",2582,2834
"TGM4",0,0
"TGM5",3,14
"TGM6",0,0
"TGM7",0,0
"TGOLN2",79,57
"TGS1",6,15
"TH",0,0
"THADA",9,8
"THAP1",2,7
"THAP10",0,1
"THAP11",6,15
"THAP2",3,4
"THAP3",6,3
"THAP4",7,8
"THAP5",3,5
"THAP6",0,11
"THAP7",32,38
"THAP8",2,0
"THAP9",0,1
"THBD",19,10
"THBS1",9,12
"THBS2",162,82
"THBS3",30,25
"THBS4",2,0
"THEG",0,1
"THEGL",0,0
"THEM4",3,3
"THEM5",0,0
"THEM6",4,10
"THEMIS",1,0
"THEMIS2",6,6
"THG1L",22,18
"THNSL1",2,5
"THNSL2",1,1
"THOC1",2,13
"THOC2",17,21
"THOC3",9,24
"THOC5",2,4
"THOC6",33,39
"THOC7",27,50
"THOP1",4,8
"THPO",0,0
"THRA",32,17
"THRAP3",93,94
"THRB",2,5
"THRSP",0,0
"THSD1",3,4
"THSD4",48,126
"THSD7A",3,0
"THSD7B",1,0
"THTPA",0,0
"THUMPD1",16,15
"THUMPD2",6,7
"THUMPD3",6,7
"THY1",162,43
"THYN1",6,11
"TIA1",9,35
"TIAF1",2,1
"TIAL1",46,49
"TIAM1",11,31
"TIAM2",0,2
"TICAM1",34,26
"TICAM2",1,0
"TICRR",4,11
"TIE1",18,4
"TIFA",28,53
"TIFAB",1,1
"TIGAR",55,29
"TIGD1",1,0
"TIGD2",0,2
"TIGD3",0,0
"TIGD4",0,0
"TIGD5",58,45
"TIGD6",0,2
"TIGD7",1,0
"TIGIT",1,1
"TIMD4",0,0
"TIMELESS",5,19
"TIMM10",10,21
"TIMM10B",4,13
"TIMM13",34,57
"TIMM17A",17,32
"TIMM17B",235,287
"TIMM21",15,26
"TIMM22",5,12
"TIMM23",17,29
"TIMM23B",1,0
"TIMM44",35,32
"TIMM50",21,35
"TIMM8A",6,3
"TIMM8B",38,76
"TIMM9",2,5
"TIMMDC1",24,38
"TIMP1",24,4
"TIMP2",65,47
"TIMP3",1,0
"TIMP4",0,0
"TINAG",0,0
"TINAGL1",21,3
"TINF2",26,20
"TIPARP",12,36
"TIPIN",0,1
"TIPRL",50,72
"TIRAP",17,16
"TJAP1",5,7
"TJP1",73,92
"TJP2",47,57
"TJP3",322,293
"TK1",107,174
"TK2",21,23
"TKFC",10,2
"TKT",91,93
"TKTL1",0,0
"TKTL2",0,0
"TLCD1",4,3
"TLCD2",67,84
"TLDC2",0,0
"TLE1",0,0
"TLE2",15,25
"TLE3",208,254
"TLE4",2,1
"TLE6",0,1
"TLK1",10,9
"TLK2",13,8
"TLL1",0,0
"TLL2",1,0
"TLN1",20,30
"TLN2",0,0
"TLR1",0,0
"TLR10",1,0
"TLR2",2,4
"TLR3",2,5
"TLR4",4,1
"TLR5",4,4
"TLR6",6,0
"TLR7",0,1
"TLR8",1,0
"TLR9",0,0
"TLX1",0,0
"TLX2",0,0
"TLX3",0,0
"TM2D1",2,10
"TM2D2",5,8
"TM2D3",5,5
"TM4SF1",44,33
"TM4SF18",2,2
"TM4SF19",0,0
"TM4SF20",0,0
"TM4SF4",0,0
"TM4SF5",0,0
"TM6SF1",5,1
"TM6SF2",0,1
"TM7SF2",20,27
"TM7SF3",19,35
"TM9SF1",3,4
"TM9SF2",38,57
"TM9SF3",102,104
"TM9SF4",29,30
"TMA16",5,13
"TMA7",195,314
"TMBIM1",2111,1664
"TMBIM4",6,12
"TMBIM6",209,300
"TMC1",0,0
"TMC2",0,0
"TMC3",0,0
"TMC4",66,101
"TMC5",6,18
"TMC6",38,14
"TMC7",3,2
"TMC8",7,4
"TMCC1",212,160
"TMCC2",2,0
"TMCC3",15,19
"TMCO1",84,123
"TMCO2",0,0
"TMCO3",25,14
"TMCO4",4,12
"TMCO5A",0,0
"TMCO6",1,5
"TMED1",38,44
"TMED10",353,329
"TMED2",69,91
"TMED3",43,64
"TMED4",57,46
"TMED5",8,10
"TMED6",0,1
"TMED7",6,23
"TMED7-TICAM2",0,0
"TMED8",11,30
"TMED9",1396,922
"TMEFF1",0,0
"TMEFF2",0,0
"TMEM100",0,0
"TMEM101",35,54
"TMEM102",8,20
"TMEM104",66,58
"TMEM105",1,0
"TMEM106A",1,1
"TMEM106B",6,19
"TMEM106C",7,12
"TMEM107",5,9
"TMEM108",1,0
"TMEM109",14,27
"TMEM11",17,21
"TMEM114",0,0
"TMEM115",15,20
"TMEM116",0,1
"TMEM117",3,13
"TMEM119",5,0
"TMEM120A",96,98
"TMEM120B",16,7
"TMEM121",2,0
"TMEM123",207,205
"TMEM125",3,5
"TMEM126A",7,4
"TMEM126B",13,18
"TMEM127",17,21
"TMEM128",4,10
"TMEM129",55,80
"TMEM130",0,0
"TMEM131",8,11
"TMEM132A",81,45
"TMEM132B",0,0
"TMEM132C",0,0
"TMEM132D",0,0
"TMEM132E",0,0
"TMEM134",81,70
"TMEM135",4,3
"TMEM138",5,0
"TMEM139",1,0
"TMEM140",1,2
"TMEM141",25,22
"TMEM143",2,3
"TMEM144",0,3
"TMEM145",0,0
"TMEM147",15,45
"TMEM14A",18,38
"TMEM14B",7,16
"TMEM14C",30,19
"TMEM150A",4,5
"TMEM150B",0,1
"TMEM150C",8,6
"TMEM151A",0,1
"TMEM151B",0,1
"TMEM154",67,93
"TMEM155",0,0
"TMEM156",0,2
"TMEM158",15,1
"TMEM159",45,65
"TMEM160",12,15
"TMEM161A",9,7
"TMEM161B",3,3
"TMEM163",1,0
"TMEM164",8,13
"TMEM165",58,73
"TMEM167A",58,69
"TMEM167B",14,32
"TMEM168",6,13
"TMEM169",0,0
"TMEM17",1,2
"TMEM170A",11,8
"TMEM170B",2,0
"TMEM171",3,2
"TMEM174",0,0
"TMEM175",2,3
"TMEM176A",92,27
"TMEM176B",8,1
"TMEM177",0,5
"TMEM178A",1,0
"TMEM178B",0,10
"TMEM179",0,0
"TMEM179B",15,12
"TMEM18",13,21
"TMEM181",7,17
"TMEM182",9,13
"TMEM183A",18,29
"TMEM184A",346,302
"TMEM184B",17,18
"TMEM184C",9,15
"TMEM185A",28,25
"TMEM185B",6,4
"TMEM186",48,70
"TMEM187",17,35
"TMEM189",14,12
"TMEM189-UBE2V1",0,0
"TMEM19",15,20
"TMEM190",0,0
"TMEM191B",0,1
"TMEM192",30,31
"TMEM196",0,0
"TMEM198",5,0
"TMEM199",4,14
"TMEM200A",0,0
"TMEM200B",14,20
"TMEM200C",0,0
"TMEM201",4,1
"TMEM202",0,0
"TMEM203",11,12
"TMEM204",0,0
"TMEM205",11,10
"TMEM207",0,0
"TMEM208",17,20
"TMEM209",5,7
"TMEM210",0,0
"TMEM211",0,0
"TMEM212",0,0
"TMEM213",0,0
"TMEM214",11,5
"TMEM215",0,0
"TMEM216",0,0
"TMEM217",1,1
"TMEM218",8,18
"TMEM219",26,25
"TMEM220",6,1
"TMEM221",0,0
"TMEM222",43,35
"TMEM223",1,10
"TMEM225",0,0
"TMEM229A",0,0
"TMEM229B",12,11
"TMEM230",17,14
"TMEM231",0,0
"TMEM232",0,0
"TMEM233",0,0
"TMEM234",10,0
"TMEM235",0,0
"TMEM236",0,2
"TMEM237",12,16
"TMEM238",2,1
"TMEM239",0,0
"TMEM240",1,0
"TMEM241",4,8
"TMEM242",101,107
"TMEM243",1,1
"TMEM244",0,0
"TMEM245",291,310
"TMEM248",491,615
"TMEM249",0,0
"TMEM25",0,0
"TMEM251",0,0
"TMEM252",0,0
"TMEM253",0,2
"TMEM254",41,35
"TMEM255A",0,0
"TMEM255B",0,2
"TMEM256",9,4
"TMEM258",31,47
"TMEM259",389,338
"TMEM26",1,0
"TMEM260",29,42
"TMEM262",0,0
"TMEM263",1,1
"TMEM30A",162,178
"TMEM30B",10,20
"TMEM31",0,0
"TMEM33",27,44
"TMEM37",6,8
"TMEM38A",9,6
"TMEM38B",5,7
"TMEM39A",5,6
"TMEM39B",12,11
"TMEM40",202,241
"TMEM41A",9,20
"TMEM41B",8,20
"TMEM42",5,2
"TMEM43",18,23
"TMEM44",40,25
"TMEM45A",8,28
"TMEM45B",50,69
"TMEM47",2,10
"TMEM50A",58,52
"TMEM50B",13,16
"TMEM51",85,59
"TMEM52",1,2
"TMEM52B",0,0
"TMEM53",6,10
"TMEM54",77,78
"TMEM59",1321,1215
"TMEM59L",0,0
"TMEM60",10,14
"TMEM61",0,0
"TMEM62",2,5
"TMEM63A",74,88
"TMEM63B",12,15
"TMEM63C",0,0
"TMEM64",28,22
"TMEM65",41,48
"TMEM67",2,1
"TMEM68",6,3
"TMEM69",5,11
"TMEM70",18,31
"TMEM71",1,0
"TMEM72",0,0
"TMEM74",1,2
"TMEM74B",0,1
"TMEM78",0,0
"TMEM79",37,65
"TMEM80",13,14
"TMEM81",0,2
"TMEM82",0,0
"TMEM86A",46,12
"TMEM86B",0,0
"TMEM87A",265,282
"TMEM87B",88,53
"TMEM88",0,0
"TMEM88B",0,1
"TMEM89",0,0
"TMEM8B",2,0
"TMEM9",172,144
"TMEM91",10,14
"TMEM92",0,0
"TMEM95",0,0
"TMEM97",0,1
"TMEM98",2,3
"TMEM99",4,6
"TMEM9B",32,36
"TMF1",9,40
"TMIE",0,12
"TMIGD1",0,0
"TMIGD2",1,7
"TMIGD3",0,0
"TMLHE",8,10
"TMOD1",0,2
"TMOD2",29,18
"TMOD3",91,108
"TMOD4",0,0
"TMPO",9,31
"TMPPE",4,5
"TMPRSS11A",85,200
"TMPRSS11B",161,169
"TMPRSS11D",203,359
"TMPRSS11E",393,396
"TMPRSS11F",8,21
"TMPRSS12",0,1
"TMPRSS13",39,35
"TMPRSS15",0,0
"TMPRSS2",113,142
"TMPRSS3",0,0
"TMPRSS4",274,284
"TMPRSS5",0,0
"TMPRSS6",0,2
"TMPRSS7",0,0
"TMPRSS9",1,0
"TMSB10",3780,3954
"TMSB15A",1,2
"TMSB15B",0,0
"TMSB4X",835,975
"TMSB4Y",1,0
"TMTC1",2,11
"TMTC2",12,43
"TMTC3",12,14
"TMTC4",3,4
"TMUB1",44,63
"TMUB2",12,15
"TMX1",16,25
"TMX2",77,123
"TMX3",9,25
"TMX4",82,153
"TNC",183,95
"TNF",0,0
"TNFAIP1",52,55
"TNFAIP2",31,58
"TNFAIP3",15,15
"TNFAIP6",9,0
"TNFAIP8",33,16
"TNFAIP8L1",13,23
"TNFAIP8L2",0,0
"TNFAIP8L3",92,68
"TNFRSF10A",3,14
"TNFRSF10B",21,12
"TNFRSF10C",8,4
"TNFRSF10D",2,3
"TNFRSF11A",8,5
"TNFRSF11B",1,0
"TNFRSF12A",119,16
"TNFRSF13B",0,0
"TNFRSF13C",0,1
"TNFRSF14",6,8
"TNFRSF17",0,0
"TNFRSF18",5,2
"TNFRSF19",3,9
"TNFRSF1A",23,25
"TNFRSF1B",6,6
"TNFRSF21",18,10
"TNFRSF25",59,55
"TNFRSF4",0,0
"TNFRSF6B",0,0
"TNFRSF8",0,0
"TNFRSF9",2,0
"TNFSF10",75,211
"TNFSF11",0,0
"TNFSF12",1,1
"TNFSF12-TNFSF13",0,0
"TNFSF13",0,2
"TNFSF13B",0,6
"TNFSF14",9,5
"TNFSF15",0,3
"TNFSF18",0,0
"TNFSF4",0,0
"TNFSF8",1,5
"TNFSF9",49,18
"TNIK",1,1
"TNIP1",39,47
"TNIP2",27,15
"TNIP3",13,29
"TNK1",0,0
"TNK2",10,7
"TNKS",7,10
"TNKS1BP1",90,111
"TNKS2",166,199
"TNMD",0,0
"TNN",0,2
"TNNC1",0,0
"TNNC2",0,1
"TNNI1",0,0
"TNNI2",0,0
"TNNI3",9,2
"TNNI3K",0,0
"TNNT1",31,18
"TNNT2",3,4
"TNNT3",0,0
"TNP1",0,0
"TNP2",0,0
"TNPO1",32,43
"TNPO2",78,92
"TNPO3",37,57
"TNR",0,0
"TNRC18",60,81
"TNRC6A",63,84
"TNRC6B",38,84
"TNRC6C",4,3
"TNS1",12,16
"TNS2",1,1
"TNS3",41,17
"TNS4",62,24
"TNXB",0,0
"TOB1",18,42
"TOB2",181,165
"TOE1",2,3
"TOLLIP",57,89
"TOM1",16,23
"TOM1L1",4,10
"TOM1L2",26,22
"TOMM20",104,120
"TOMM20L",0,0
"TOMM22",35,60
"TOMM34",6,11
"TOMM40",18,14
"TOMM40L",33,22
"TOMM5",14,25
"TOMM6",0,0
"TOMM7",47,53
"TONSL",0,1
"TOP1",52,75
"TOP1MT",5,4
"TOP2A",18,46
"TOP2B",15,29
"TOP3A",10,4
"TOP3B",0,2
"TOPAZ1",2,0
"TOPBP1",8,8
"TOPORS",15,16
"TOR1A",5,5
"TOR1AIP1",6,21
"TOR1AIP2",31,24
"TOR1B",73,56
"TOR2A",2,1
"TOR3A",5,9
"TOR4A",72,16
"TOX",0,2
"TOX2",1,0
"TOX3",0,0
"TOX4",76,91
"TP53",8,9
"TP53AIP1",60,93
"TP53BP1",6,7
"TP53BP2",12,9
"TP53I11",46,26
"TP53I13",8,11
"TP53I3",364,340
"TP53INP1",69,36
"TP53INP2",26,24
"TP53RK",10,4
"TP53TG3",0,0
"TP53TG3B",0,0
"TP53TG3C",0,0
"TP53TG3D",0,0
"TP53TG5",0,0
"TP63",270,277
"TP73",8,15
"TPBG",6,11
"TPBGL",0,0
"TPCN1",36,45
"TPCN2",21,11
"TPD52",22,39
"TPD52L1",41,55
"TPD52L2",275,256
"TPD52L3",0,0
"TPGS1",5,14
"TPGS2",22,26
"TPH1",0,0
"TPH2",0,0
"TPI1",109,184
"TPK1",0,1
"TPM1",36,18
"TPM2",20,14
"TPM3",145,180
"TPM4",438,414
"TPMT",14,14
"TPO",0,0
"TPP1",8,63
"TPP2",37,36
"TPPP",29,8
"TPPP2",0,0
"TPPP3",1,0
"TPR",160,188
"TPRA1",19,13
"TPRG1",25,46
"TPRG1L",109,89
"TPRKB",9,26
"TPRN",39,35
"TPRX1",0,0
"TPRXL",5,5
"TPSAB1",0,1
"TPSB2",0,1
"TPSD1",0,0
"TPSG1",0,0
"TPST1",7,1
"TPST2",121,85
"TPT1",2458,2532
"TPTE",0,0
"TPTE2",0,0
"TPX2",5,16
"TRA2A",208,216
"TRA2B",78,93
"TRABD",17,19
"TRABD2A",5,1
"TRABD2B",0,0
"TRADD",193,139
"TRAF1",2,6
"TRAF2",13,20
"TRAF3",54,32
"TRAF3IP1",22,37
"TRAF3IP2",23,17
"TRAF3IP3",2,4
"TRAF4",9,10
"TRAF5",0,3
"TRAF6",1,1
"TRAF7",155,147
"TRAFD1",22,29
"TRAIP",0,1
"TRAK1",10,18
"TRAK2",53,60
"TRAM1",138,123
"TRAM1L1",0,0
"TRAM2",52,15
"TRANK1",2,3
"TRAP1",41,73
"TRAPPC1",22,30
"TRAPPC10",3,8
"TRAPPC11",8,7
"TRAPPC12",14,6
"TRAPPC13",4,5
"TRAPPC2",1,10
"TRAPPC2B",4,3
"TRAPPC2L",26,22
"TRAPPC3",257,255
"TRAPPC3L",0,0
"TRAPPC4",15,19
"TRAPPC5",9,9
"TRAPPC6A",9,13
"TRAPPC6B",7,14
"TRAPPC8",37,30
"TRAPPC9",2,0
"TRAT1",0,0
"TRDMT1",1,2
"TRDN",0,0
"TREH",0,0
"TREM1",1,2
"TREM2",2,2
"TREML1",0,0
"TREML2",0,0
"TREML4",0,1
"TRERF1",4,6
"TREX1",0,0
"TREX2",0,2
"TRH",0,0
"TRHDE",0,0
"TRHR",0,0
"TRIAP1",18,10
"TRIB1",95,51
"TRIB2",21,16
"TRIB3",59,53
"TRIL",0,4
"TRIM10",0,0
"TRIM11",209,174
"TRIM13",31,43
"TRIM14",22,33
"TRIM15",0,0
"TRIM16",41,23
"TRIM16L",1,9
"TRIM17",2,16
"TRIM2",24,16
"TRIM21",0,16
"TRIM22",7,12
"TRIM23",2,4
"TRIM24",14,10
"TRIM25",153,169
"TRIM26",24,44
"TRIM27",7,8
"TRIM28",12,31
"TRIM29",188,305
"TRIM3",2,4
"TRIM31",1,0
"TRIM32",2,4
"TRIM33",20,22
"TRIM34",0,0
"TRIM35",8,7
"TRIM36",1,0
"TRIM37",4,11
"TRIM38",22,40
"TRIM39",4,6
"TRIM39-RPP21",0,0
"TRIM4",7,4
"TRIM40",0,0
"TRIM41",22,20
"TRIM42",0,0
"TRIM43",0,0
"TRIM44",37,40
"TRIM45",0,4
"TRIM46",1,0
"TRIM47",13,16
"TRIM48",0,0
"TRIM49",0,0
"TRIM49B",0,0
"TRIM49C",0,0
"TRIM49D1",0,0
"TRIM49D2",0,0
"TRIM5",10,7
"TRIM50",0,0
"TRIM51",0,0
"TRIM52",3,4
"TRIM54",1,0
"TRIM55",1,0
"TRIM56",155,201
"TRIM58",0,0
"TRIM59",2,10
"TRIM6",1,7
"TRIM6-TRIM34",0,0
"TRIM60",0,0
"TRIM61",0,0
"TRIM62",17,18
"TRIM63",0,0
"TRIM64",0,0
"TRIM64B",0,0
"TRIM64C",0,0
"TRIM65",2,7
"TRIM66",1,4
"TRIM67",0,0
"TRIM68",3,2
"TRIM69",27,54
"TRIM7",36,29
"TRIM71",0,0
"TRIM72",0,0
"TRIM73",0,0
"TRIM74",0,5
"TRIM77",0,0
"TRIM8",9,9
"TRIM9",0,0
"TRIML1",0,1
"TRIML2",2,0
"TRIO",11,19
"TRIOBP",17,21
"TRIP10",49,93
"TRIP11",83,99
"TRIP12",88,114
"TRIP13",1,2
"TRIP4",9,7
"TRIP6",86,85
"TRIQK",0,6
"TRIT1",10,7
"TRMT1",77,77
"TRMT10A",0,9
"TRMT10B",1,4
