"GENE_SYMBOL","GSM3036125","GSM3036126","GSM3036127","GSM3036128","GSM3036129","GSM3036130","GSM3036131","GSM3036132","GSM3036133","GSM3036134","GSM3036135"
"H1FNT",5.599899162,5.325034487,5.779158732,5.673977992,5.964760279,5.705413915,5.037400553,5.273169975,5.647701714,5.444540867,5.504294057
"ANP32D",3.647021471,4.010127094,3.801341361,3.7943231,4.038877753,3.869570685,3.860164737,3.756699307,3.855807204,3.61978855,4.073670577
"C12orf54",4.818324676,4.603524168,4.931377575,4.708480586,4.571524629,4.877661475,4.797099147,5.054898596,4.795714097,4.897461706,4.852240546
"OR8S1",4.38366318,4.173264072,4.211518455,4.283442368,4.077897779,4.256632204,4.319189253,4.203011877,4.08719171,4.307154413,4.364535988
"CACNB3",4.515823307,4.70500283,4.589393122,4.526650529,4.761201794,4.593665176,4.694187147,4.635549331,4.599903095,4.641942989,4.726022777
"CCDC65",4.013530969,3.802476274,3.97132003,3.822494729,3.822494729,4.156530331,4.123126771,4.164881221,4.224585664,4.097952847,4.17182199
"WNT1",3.739289754,3.595587901,3.626381155,3.892828725,3.716083701,3.774998709,3.75816585,3.631919404,3.800876263,3.800876263,3.749554173
"TUBA1C",6.280279543,5.634536468,5.3331897,5.392396614,6.351277505,5.392396614,5.797441128,5.202273679,5.526912622,5.397764007,5.311664931
"PRPH",5.596949953,5.323005744,5.949163936,5.420328156,5.481583356,5.639096726,5.560340041,6.006627922,5.508896457,5.919812771,5.880677884
"TROAP",5.017728883,5.051693008,5.232835011,5.09041893,5.042367864,5.210546595,4.93024871,5.338682771,5.176228135,4.983764757,5.040371633
"DNAJC22",4.482675999,4.167823695,4.417853466,4.398162636,4.268657528,4.351910811,4.499916649,4.398162636,4.315989485,4.408593104,4.510457084
"SPATS2",4.766312401,4.858052986,4.71534541,4.792231751,4.724740203,4.640375768,4.901905517,4.792231751,4.735732206,4.827472791,4.959986968
"KCNH3",3.930351229,3.820748075,3.90295044,3.908773055,3.834044872,3.908773055,3.918114077,3.852726918,3.848148863,3.875549652,3.994286402
"PRPF40B",4.699482674,4.89947415,5.032801801,5.096738463,4.763490195,4.714722156,5.088610457,4.804130228,4.843920962,5.043912439,4.921695425
"TMBIM6",6.561012002,7.160068574,5.351378539,5.397720972,8.07518878,5.278191159,6.911765268,5.102880766,5.489622363,5.512663,5.593305231
"AQP2",3.550473979,3.45954995,3.722219368,3.532827481,3.455358986,3.274599163,3.730802524,3.300421995,3.36862592,3.560576649,3.176675191
"AQP5",4.187415268,4.340109993,4.46008442,4.292900701,4.153693863,4.497616639,4.350221163,4.333843888,4.307389695,4.263762631,4.263762631
"AQP6",4.664211884,4.301036446,4.49913214,4.456968054,4.334555479,4.636506496,4.383520509,4.758919071,4.466116191,4.422094926,4.598179986
"ASIC1",4.03116191,3.946550686,3.908945698,3.999141146,3.945119584,4.017148333,3.927112397,3.963126772,4.03116191,4.002958169,4.002958169
"SMARCD1",4.547994779,4.618844838,4.527751905,4.513522461,4.623279293,4.623279293,4.505079628,4.623279293,4.497387595,4.477144721,4.618844838
"GPD1",4.903698711,4.678718202,4.796099337,4.792308383,4.642362477,4.792308383,4.684014117,4.925593632,4.874353427,5.001516324,4.913480473
"COX14",4.902850269,5.066656047,4.844348206,4.857200277,5.061016342,4.927751992,5.437292156,4.974786469,4.867749031,5.07835646,5.07835646
"LARP4",5.272291079,5.095242893,4.776556158,4.873259025,5.592314406,4.612502679,5.094506835,4.794241951,4.88278507,4.906391495,5.107046105
"DIP2B",4.646608394,4.759859704,4.657933525,4.731943605,4.947383984,4.652150872,4.708005785,4.532461772,4.737209442,4.499381692,4.703234049
"ATF1",4.645169592,4.50959829,4.436598359,4.483108379,4.801786861,4.617288793,4.466335828,4.466335828,4.718169523,4.499169729,4.374026989
"TMPRSS12",5.11498571,4.479285033,4.787786832,4.882839619,4.544700527,4.910256302,4.690922837,4.736617309,4.694301438,4.778438292,4.871923686
"METTL7A",5.321056015,6.637583197,5.788210822,5.310033932,6.611952515,5.890507185,6.222206187,5.268571557,5.480313336,5.618336347,5.437844717
"HIGD1C",4.670695811,5.010626835,4.640701897,4.815663127,5.126894188,4.590885139,4.96263335,4.96263335,5.090610605,5.010626835,4.670695811
"LETMD1",5.122741752,5.469416431,5.35024701,5.235424264,5.539973153,5.111958498,5.293041621,4.832102762,5.046906666,5.090241001,4.938570829
"DAZAP2",5.23285419,5.36337539,5.007408479,5.065062554,5.614560783,5.1749622,5.347661643,4.947312934,5.173526371,5.126064116,5.149795244
"SLC4A8",4.506467093,4.361117284,4.524635819,4.421039181,4.467478085,4.476765866,4.513916989,4.560355894,4.570057634,4.606395086,4.533720182
"SCN8A",4.404137974,4.093175884,4.326397451,4.322045778,4.322045778,4.341872221,4.272479669,4.371611886,4.378224466,4.47324066,4.47324066
"ANKRD33",4.713359023,4.445348178,4.655095796,4.612578195,4.604637919,4.739622605,4.398190752,4.914308669,4.678401087,4.608485214,4.713359023
"ACVRL1",4.914566589,4.813001231,4.997665518,4.792080053,4.910832994,4.901698152,4.910832994,4.993046568,4.83146766,5.006898732,5.071531232
"ACVR1B",4.570546669,4.559488401,4.703245882,4.551668223,4.551668223,4.487524309,4.712028009,4.559686212,4.61477974,4.636896275,4.559488401
"GRASP",4.213909875,4.133466152,4.187095301,4.080520657,4.223542175,4.098398347,4.241419865,4.303991779,4.365859129,4.392673703,4.499932001
"NR4A1",4.674668112,5.064106877,4.684166618,4.658631506,4.765587312,4.569501667,4.863630135,4.78341328,4.769653176,4.741157657,4.750656163
"KRT7",5.829046828,6.1676326,5.847857148,5.842200263,5.995983904,5.905522939,5.715554911,5.887430746,5.923098431,5.88547779,5.782021026
"KRT86",5.088352805,5.218525239,5.238551767,5.198239389,5.189606019,5.189606019,5.465873853,5.189606019,5.31865788,5.468856842,5.308644616
"KRT18",4.382154902,4.45188066,4.149735707,4.20492938,4.633030927,4.379341121,4.418980153,4.149434735,4.347292022,4.277566264,4.312429143
"EIF4B",5.416433184,5.770787396,5.256402249,5.245047626,5.851883095,5.245047626,5.795990354,5.037446018,5.302125373,5.176386781,5.233540687
"IGFBP6",4.413743543,4.308773899,4.361258721,4.518880039,4.335164264,4.443723585,4.510529322,4.293410679,4.560701044,4.371755685,4.350761756
"SOAT2",4.53793578,4.43481739,4.641054171,4.554828868,4.410478701,4.473631899,4.536785097,4.509719441,4.528561381,4.444191789,4.556684579
"ZNF740",4.416331551,4.515077876,4.515077876,4.309742125,4.446307906,4.526640718,4.470407749,4.390074937,4.515077876,4.383416109,4.449246992
"MFSD5",4.654250425,4.605765944,4.625159736,4.479184494,4.644405939,4.531359687,4.557447283,4.609622477,4.489403189,4.683341114,4.53788767
"ESPL1",4.110195256,3.994918262,4.033343926,4.059603508,4.005900407,4.149108676,4.041702474,4.113306609,4.02373751,4.090982423,4.187046585
"PFDN5",5.144946903,5.293460258,5.144946903,5.251655027,5.275710316,5.291747175,5.275710316,4.842715123,5.327732571,5.007857652,5.144946903
"C12orf10",4.232392243,4.222126058,4.252924614,4.269105794,4.228179984,4.408253549,4.301846442,4.301846442,4.314521725,4.335054096,4.181061317
"SP1",4.844012285,4.991485184,4.515034278,5.086131321,5.070236568,5.237131473,4.585446607,4.259604173,4.9120767,4.560410555,4.378905447
"AMHR2",4.111002097,4.182912423,4.09045629,3.994461146,4.061929471,4.264334446,4.011328227,4.078796552,3.936362736,3.936362736,4.018545965
"TARBP2",4.170800116,4.203329211,4.116584958,4.155380667,4.138956063,4.253928286,4.097894555,4.212866778,4.19248618,4.159957085,4.25754437
"HOXC13",5.494222017,5.383764774,5.555587152,4.935431502,5.09533535,5.498902204,5.331383887,5.872011181,5.469675963,5.592406233,5.567860179
"HOXC12",4.977551255,4.710931507,4.731440718,4.86168733,4.699727974,4.767921387,4.921356567,4.614486208,4.823732169,4.75194993,4.639149267
"HOXC11",4.148840161,3.860039944,3.869998572,4.00110021,3.905964527,4.174074179,3.923261924,4.052992401,4.029336623,4.049253879,3.929750341
"HOXC8",4.266710514,4.397315968,4.349823076,4.483365631,4.200425249,4.32617653,4.538381817,4.32617653,4.421062414,4.385442745,4.29045696
"HNRNPA1",6.466199453,7.323806458,5.946803661,6.273893317,8.843592797,5.619787995,7.192755555,5.409539855,5.922645718,6.32125179,6.164225156
"COPZ1",5.542362926,5.957856376,5.566105409,5.249645074,6.585370569,5.40678925,5.508932964,5.249645074,5.316809339,5.304938098,5.304938098
"NCKAP1L",4.389340356,4.567059786,4.365644432,4.384690155,4.722747636,4.282486731,4.48689358,4.384690155,4.35379647,4.424884242,4.424884242
"PDE1B",4.387237874,4.19445602,4.40651606,4.271905992,4.271905992,4.280813749,4.423337866,4.378799079,4.271568762,4.252290576,4.367959689
"MUCL1",4.779552606,5.20910081,4.930474948,5.159243903,5.386597538,5.26116105,4.798613998,4.563420582,4.965303181,4.744724373,4.767943195
"NEUROD4",4.882015757,4.364455326,4.60475124,4.574688377,4.647544727,4.80236447,4.984505344,4.510939071,5.020648016,4.909742209,5.076100919
"OR9K2",4.042477953,4.338609371,4.495384828,4.272044071,4.394655765,4.50783579,4.290907409,4.50783579,3.920541487,4.286350886,4.477965333
"OR10A7",4.078262342,3.848259661,3.827350326,4.172024806,4.121935637,4.155328417,3.82974882,4.739702051,4.611450375,4.036443673,4.20371835
"OR6C74",5.174054576,5.192013529,5.623028389,5.682729908,5.097635315,5.493989717,5.578922803,5.607233832,5.551192579,6.260571202,5.8834332
"OR6C1",6.914420874,5.430170788,7.519465495,7.074867346,5.950839541,6.049753988,7.011921789,7.380602909,6.621352386,7.661272828,7.491104029
"OR6C3",4.91509355,4.192473211,4.674220104,4.80925022,4.162423132,4.569000159,4.467355902,4.689125189,4.850243007,3.997921581,4.442611021
"OR6C75",4.196325167,4.380411132,4.830399046,4.714767607,4.31157221,4.706367703,4.328372018,4.82396636,4.441773121,4.359957136,4.615632087
"OR6C65",5.247359523,4.395023657,4.667419655,4.475565723,4.348689421,4.700039181,4.221813118,4.514604585,3.938101337,4.157775529,4.676206623
"OR6C76",4.197322511,3.555094793,3.509867489,3.765326453,3.670614737,3.774797625,4.021048089,3.992634574,3.916913226,4.061640599,3.781231314
"OR6C2",5.127281193,4.148464811,4.707788458,4.782126787,4.956082249,5.148348813,5.10257106,5.780081807,5.351010652,5.584062172,5.406943017
"OR6C68",4.991764577,4.267990528,5.496213157,4.413752642,4.642998574,5.117865147,4.421939996,5.740104104,4.564079912,4.925966936,4.838236749
"OR6C4",4.213764702,3.923940497,4.056776591,3.63432294,3.813761055,4.554918484,3.985397512,4.305265456,3.875636463,3.839408437,4.044700582
"OR2AP1",4.584322545,4.244960439,4.573010475,4.142762313,4.311997535,4.714938542,4.513468039,4.908350225,4.369393211,4.81056395,4.516450124
"OR10P1",3.308696679,3.918545175,3.414757287,3.326902365,3.307468234,3.598980206,3.326902365,3.375487694,3.291019912,3.096575464,3.229151224
"METTL7B",5.565310274,4.699433492,5.105647291,5.032142304,4.932534415,5.795802788,4.650312062,5.23965874,5.052198107,4.731503003,5.404962722
"GDF11",3.600619255,3.706232698,3.695671353,3.619404675,3.844114716,3.719275804,3.81082434,3.511210951,3.854091517,3.653425976,3.896336894
"ORMDL2",5.011351477,4.961512584,4.886754245,4.86621193,6.314410074,4.567377393,5.080759803,4.689976177,4.78707646,4.861834799,4.874294522
"DGKA",4.86257382,4.911399971,4.86257382,4.812139307,5.34048968,4.812139307,4.827679024,4.74998044,4.728301907,4.960226121,4.874780358
"CDK2",5.092392551,5.616322841,5.275158931,5.022708361,6.452852998,5.030480886,5.255884117,4.999390785,5.104576977,5.080208126,5.262974506
"RAB5B",6.190776467,6.080203374,6.166204669,6.011242825,6.485369808,5.917971943,5.925744517,6.120058854,6.031059777,6.117061072,6.031059777
"SUOX",4.570476542,4.789354677,4.628076051,4.500717541,5.00813365,4.469004034,4.841637739,4.302508123,4.501357131,4.466797426,4.3055188
"IKZF4",4.491994303,4.46902938,4.526441687,4.456646684,4.863008007,4.448678814,4.440710945,4.504453898,4.664231226,4.342722303,4.537924149
"RPS26",4.756311659,5.652024986,4.734728205,5.272481554,5.742845881,4.785613216,5.487033703,4.439028975,5.02610483,5.554899444,4.799478566
"RPL41",6.392442958,8.446011886,5.876048432,5.890494835,10.7646137,5.311546527,7.635163384,4.834305354,6.236323683,6.044176883,5.960112658
"ZC3H10",5.436561781,5.181350665,5.344685779,5.142795616,5.413962445,5.244483177,5.193639397,5.541071896,5.171142221,5.508020893,5.528437782
"ESYT1",4.590477218,4.81147747,4.541366051,4.559116096,5.273854201,4.403738247,4.535809418,4.403738247,4.541366051,4.578199426,4.541366051
"NABP2",5.292131986,5.280905556,5.516660589,5.328976992,5.48254599,5.34514215,5.231986046,5.563371778,5.370716997,5.415622718,5.393169857
"SLC39A5",4.64846737,4.452387781,4.669107327,4.592773394,4.431826224,4.575831586,4.499593453,4.694424238,4.503987673,4.52462763,4.64846737
"COQ10A",4.166081988,4.027814097,4.087071764,4.189389127,3.96375989,4.189389127,4.163354985,4.21542327,4.235215933,4.333978712,4.225339655
"IL23A",4.709306003,4.592251947,4.943414116,4.929407195,4.629209658,4.86760182,4.699844372,4.805796444,4.797096545,4.80685105,4.962923126
"SPRYD4",4.663828328,4.85529201,4.934129996,4.541405491,4.820544955,4.724839996,5.019930286,4.964102393,4.877817149,5.001705413,4.967917705
"RBMS2",5.307352836,5.739035698,5.652699125,5.409907589,5.904646835,5.800911187,5.984443488,5.202436292,5.620322911,5.231808336,5.167055907
"HSD17B6",4.451448947,4.315551342,4.56922687,4.502648685,4.363339419,4.437637694,4.511935969,4.391201272,4.415209586,4.596406391,4.54204735
"GPR182",4.053323672,4.120864667,4.154635165,4.1242806,4.132357242,4.083897393,3.954671128,4.188893733,4.154635165,4.030810007,4.042066839
"NAB2",5.001627415,4.991154969,5.064462093,5.010539194,4.847187828,5.035041898,4.961533784,5.222895968,5.0435172,5.27391102,5.19013145
"LRP1",4.674342273,5.072779501,4.534350814,4.837662737,4.854142248,4.62342909,5.035416872,4.384476177,4.717416567,4.577425109,4.598962256
"NXPH4",4.517750659,4.413975128,4.448566972,4.674939832,4.444624043,4.619346366,4.420798272,4.381088653,4.506220044,4.3909139,4.586934345
"SHMT2",5.172858785,5.022598824,5.044064533,5.057534466,5.228897439,5.106495316,5.049374325,5.212577156,5.151393077,5.044064533,5.140660222
"INHBC",3.55897512,3.859734706,4.09826817,3.890492126,3.680261233,4.100723018,3.671851997,4.041858368,3.859734706,3.714540423,3.849363685
"INHBE",4.78233935,4.811353925,4.772667825,4.870608932,4.683497983,4.602145396,4.724174276,4.838067897,4.82102545,5.05314205,4.927412225
"GLI1",4.888799712,4.783630746,4.795316186,4.960733808,4.685118274,4.763865569,4.850487594,4.952859078,4.771945305,4.736888983,4.877114271
"MARS",4.709286378,4.985664427,4.652104713,4.831289235,4.80425833,4.615041991,4.80425833,4.678114104,4.699756101,4.699756101,4.709286378
"MBD6",4.696391228,5.008504289,4.628116496,4.876397228,4.833596918,4.987678034,4.816476794,4.628155429,4.676884162,4.667130629,4.784173027
"KIF5A",4.251286151,4.01024727,4.268503214,4.112401922,4.093205186,4.179590496,4.160393761,4.169992128,4.173809368,4.242677619,4.225460556
"PIP4K2C",4.689877724,4.678529926,4.451573957,4.621707859,4.822175495,4.645763975,4.56557692,4.413221517,4.542356345,4.542356345,4.610443135
"DTX3",5.199419471,4.844329888,4.903511485,4.971537733,4.710330973,4.936710165,4.901882597,5.049899761,4.854193488,5.02187468,4.883784286
"OS9",5.766648077,6.324271638,5.692298268,5.796903406,7.900842862,5.472030402,5.835578764,5.139422326,5.902956058,5.704689903,5.940130963
"TSPAN31",5.359867261,6.214510984,6.132558846,5.83080534,7.11745751,5.688721052,6.099186775,5.657146765,6.003776915,5.898409881,6.074021605
"9-Mar",4.278617816,4.498069475,4.392732679,4.362112884,4.410996678,4.401219919,4.401219919,4.323005849,4.26983975,4.454179143,4.454179143
"XRCC6BP1",4.601492842,4.566330714,4.531168586,4.208633428,5.088520563,4.581198251,4.494002229,4.533636784,4.894510575,4.46084433,4.449123621
"SLC16A7",4.250555424,4.28086136,4.412187082,4.405078428,4.233574521,4.430804014,4.576582336,4.285025693,4.523308846,4.442493018,4.594022697
"USP15",4.827461269,4.874732959,4.756553732,5.171207225,4.981831114,4.871361715,4.642532247,4.650422918,4.839279191,4.721099964,5.028365954
"MON2",4.611027842,4.769928063,4.486177669,4.75285787,4.817093848,4.415618985,4.688621892,4.52000245,4.679127937,4.520227716,4.622377858
"TMEM5",4.852087407,4.815442571,5.099440055,5.011534413,4.835892348,5.057756009,4.946824178,4.919091221,5.007827963,5.136084891,5.053634009
"SRGAP1",4.81732109,4.828634643,4.81732109,4.881533053,4.737706442,4.833590849,4.977417459,4.705744973,4.873888853,4.749439775,4.681558459
"XPOT",4.376304565,4.489699208,4.138175816,4.382024702,4.647138983,4.197248081,4.341855871,4.132977952,4.330946708,4.206212601,4.330946708
"TBK1",4.662369913,4.433455436,4.341889645,4.510310771,4.90296049,4.326005802,4.486270993,4.510310771,4.59369557,4.639478466,4.59369557
"RASSF3",4.668938263,4.49970917,4.469845212,4.565647248,4.669576483,4.392431856,4.487700321,4.582968787,4.439981254,4.698802221,4.619165001
"TBC1D30",4.047215948,4.253094463,4.0678038,4.200364005,4.285389698,4.13234345,4.106835742,4.00480491,4.283976241,4.119273428,4.108979503
"LEMD3",4.770390354,4.724000055,4.700804905,4.640918689,5.086514247,4.577262181,4.672746944,4.537476864,4.816780652,4.584829158,4.49204856
"MSRB3",4.82398069,4.716069703,4.84796091,5.011400358,4.760190615,4.744490006,4.822993051,4.634585743,4.82398069,4.728059812,4.8359708
"HMGA2",4.095270595,3.853787588,4.095270595,4.081596221,3.995307903,4.081596221,4.148709358,4.119946585,4.139989671,4.131045856,4.175764931
"IRAK3",4.635451747,4.886392492,4.865480763,4.586837069,4.645761344,4.527912793,5.016142505,4.553166054,4.530893103,4.447246188,4.614540018
"HELB",4.436314814,4.198682526,4.328300137,4.477065444,4.616190911,4.149711404,4.567087805,4.297020722,4.231086928,4.36070454,4.609138296
"CAND1",4.993161069,4.919141622,4.734093005,4.826697051,5.679199612,4.772446888,4.834447074,4.687196632,4.85745875,5.017834218,4.943814771
"DYRK2",4.710135307,4.842707903,4.589614765,4.870388063,5.167957137,4.502342103,4.721603526,4.627634345,4.782447632,4.782447632,4.866812012
"RAP1B",5.235337694,5.460498794,4.922613944,4.651862204,8.415744048,4.536169115,4.651862204,4.466753261,4.947631844,5.235337694,5.197810844
"NUP107",5.054176727,5.031989444,5.675420649,5.617097599,5.674066096,5.885663368,4.607941376,5.014859208,5.631046083,5.009802161,5.797450705
"SLC35E3",4.882951403,5.410494431,5.256627714,5.078811816,5.671714925,5.143787499,5.119421618,4.973226331,4.948894281,5.080780038,5.157713396
"MDM2",5.715608223,5.878650273,5.665441439,4.990196445,10.87966385,4.859319391,5.213457301,4.689949087,5.928817057,5.590191262,5.778316704
"CPSF6",4.567802229,4.567802229,4.430431109,4.40425535,5.438191652,4.203640844,4.543142316,4.195924901,4.555313945,4.417942826,4.455407676
"LYZ",5.578797234,6.782221808,5.545056359,5.673568917,6.949306846,5.447488777,6.2952893,5.12451715,5.646278986,5.78124249,5.623785069
"YEATS4",4.736945594,4.823241072,4.539698787,4.470554229,6.130667326,4.555887146,4.462796692,4.455039154,4.589010489,5.082127505,4.724617668
"FRS2",4.408455753,4.189171396,4.408455753,4.178177977,4.848935465,4.170378471,4.217175505,4.287371056,4.28663111,4.274448646,4.432820681
"CCT2",6.413504207,6.934603713,5.929626093,6.114757204,9.772416673,5.565721639,5.720379544,5.063083445,6.041290273,6.041290273,5.929626093
"CNOT2",5.038313101,5.17524201,4.826695697,4.654826184,6.599735205,4.631672505,4.654826184,4.716569328,4.801799532,4.864039945,4.83914378
"KCNMB4",4.575198043,4.650325861,4.48933768,4.959286795,4.611273206,4.553270941,4.544984903,4.78528,4.779116406,4.886441861,4.725453679
"LGR5",4.386211344,4.373971129,4.398451558,4.473496703,4.319763881,4.542676473,4.350510445,4.750215783,4.48413306,4.459652631,4.459652631
"RAB21",5.36398466,5.214217023,5.36398466,5.037782426,6.22791217,4.991413734,5.261897767,5.122791693,5.351504024,5.438868479,5.264139569
"TBC1D15",4.580304667,4.604275243,4.676186969,4.585367549,5.009321343,4.561814561,4.601069542,4.52255958,4.556334092,4.712142833,4.772069272
"TPH2",4.354379401,3.926442593,4.191355855,4.061531793,4.181368772,4.378243807,4.027292657,4.284086182,4.262678656,4.191355855,4.232111741
"TRHDE",4.246359773,4.067097343,4.193635529,4.199636139,4.282657691,4.116614587,4.216240449,4.04189519,4.172545832,4.299084017,4.225270076
"ATXN7L3B",6.374858765,6.905811243,7.082795402,6.506684076,7.401189668,6.360310434,6.506684076,6.905145658,6.529719904,6.806257653,7.115979932
"GLIPR1L1",4.791356125,4.506223058,4.727993222,4.717302509,4.550194272,4.775790392,4.884410746,5.068229807,4.780795641,4.833598061,5.013126288
"GLIPR1L2",4.875242236,4.573985205,4.600566708,4.732256851,4.770618005,4.674715118,4.703485985,4.933652913,5.158778265,4.866381735,4.848660733
"GLIPR1",4.966614958,4.881546683,4.902813752,4.758052812,4.966103905,4.666510331,4.916171643,4.791340987,4.732677202,4.711410134,4.807111943
"ZDHHC17",4.70604222,4.896078576,4.8432907,4.816530857,4.858355714,4.875085656,4.799800914,4.624136517,4.695484645,4.874963426,4.790502823
"NAV3",4.360642911,4.149486236,4.392316413,4.482071446,4.323086297,4.364924494,4.180836427,4.323086297,4.360642911,4.381758579,4.371200745
"SYT1",4.827897688,4.603244659,4.861595642,4.756241338,5.167731189,4.780446623,4.780446623,4.764309766,4.805432385,4.917758899,4.917758899
"OTOGL",4.480652064,4.079965104,4.238376228,4.337606723,4.099321068,4.310112224,4.26428806,4.319277057,4.340877543,4.368832447,4.229057926
"PTPRQ",4.528415635,4.704074637,4.821180638,4.775220927,4.598790746,4.792863945,4.819328472,4.678184327,4.811421805,4.723592304,4.723592304
"MYF6",4.617146965,4.341283702,4.953355318,4.529768115,4.568754063,4.588247037,4.490782167,4.685711907,4.6602506,4.858527321,4.556801876
"MYF5",3.929408513,3.778978674,3.666156295,3.775670837,3.721189774,3.866472608,3.920953671,3.748430306,3.807184269,3.807184269,3.985819703
"ACSS3",4.366352953,4.388686115,4.388686115,4.487310014,4.309130772,4.284833603,4.608795861,4.365824167,4.243520562,4.500351925,4.478018763
"METTL25",4.306542638,4.188144624,4.316409139,4.228183245,4.420783018,4.21942871,4.298219526,4.377010342,4.346008642,4.267076633,4.484139658
"TMTC2",4.229475887,4.311808642,4.250059076,4.286994109,4.218982402,4.261489719,4.46552484,4.210480938,4.301517047,4.157434727,4.445599368
"LRRIQ1",4.316581647,4.167010367,4.348632635,4.299500624,4.058542347,4.382589685,4.30780953,4.291191718,4.369999961,4.124275716,4.273846996
"ALX1",4.481111907,4.062189257,4.384437449,4.501572354,3.998423039,4.518069052,4.69128439,4.41084051,4.448887088,4.20183014,4.631494397
"NTS",4.896234745,3.897809112,4.278161734,4.648293021,4.034361889,4.56703743,4.693435016,4.178816273,4.696549618,4.145038316,4.687040803
"C12orf29",4.949514584,4.870968514,4.915851983,4.897500786,5.010413537,4.760392446,4.873305197,4.881370393,4.84852678,4.983177185,4.837305913
"TMTC3",5.184025609,5.355005235,4.785073147,5.101793754,5.291457922,4.830844942,4.830844942,4.821813315,4.671086729,5.013045982,4.71858107
"C12orf74",3.599493715,3.871940219,3.959826188,4.017852291,3.80401422,3.959532817,3.96925273,3.872053606,4.232272692,3.78405425,3.836785832
"PLEKHG7",4.53303266,4.333575565,4.572924079,4.564192877,4.590203243,4.512172146,4.338769706,4.529512389,4.493141241,4.602842644,4.612815499
"NUDT4",5.380277967,5.699918554,5.197626204,5.202026528,5.9609078,5.305873439,5.377767454,5.090191393,5.220457674,5.231873409,5.163378998
"MRPL42",5.285800431,5.542623898,5.309148019,5.088387893,6.159075097,5.00907773,5.199422121,5.469076676,5.554297692,5.414212164,4.888891436
"SOCS2",4.43463038,4.350185986,4.392408183,4.43029909,4.238795148,4.396994057,4.396994057,4.347036507,4.265741591,4.413519281,4.424074831
"CRADD",3.95475829,4.117619451,4.203840066,4.182060316,4.120780852,4.225831362,4.190814525,4.041992969,4.146359656,4.088879246,4.146359656
"PLXNC1",4.828121046,4.710104775,4.619323028,4.767031346,4.823634991,4.795333169,4.672691936,4.757597405,4.746417474,4.800886522,4.900746444
"VEZT",4.683573696,4.907037712,4.589483584,4.599652936,5.122038007,4.425524579,4.852930546,4.504673832,4.518916,4.8129476,4.683573696
"METAP2",5.517691474,6.17256943,5.373396331,5.618106851,5.917083329,5.755474422,6.296864262,5.206004137,5.661986617,5.617588111,5.562089979
"SNRPF",4.699037175,4.974941798,4.83099156,4.922235539,5.189068533,4.686794662,4.765274954,4.490593931,4.723028881,4.914962532,4.771012294
"AMDHD1",4.588133912,4.3855362,4.680991197,4.439374876,4.439374876,4.45889883,4.468660808,4.507708717,4.419302485,4.605017055,4.495276627
"ELK3",4.696047286,4.983980721,4.708044512,5.160479341,4.99659891,4.504957615,4.957579759,4.551780596,4.792025097,4.756033418,4.660055607
"NEDD1",4.635277484,4.230242511,4.410258054,4.276857816,4.371985764,4.457600917,4.438575327,4.333934584,4.320250283,4.320250283,4.410258054
"TMPO",5.152459823,5.23750519,5.176758499,5.062410777,5.590070521,5.062410777,5.264163032,5.023612267,5.079563795,5.188907837,5.018817104
"SLC25A3",5.273272591,6.794899569,5.273272591,5.843365939,6.44151786,5.424659595,6.031356543,4.77523751,5.34428185,5.121109893,5.476156188
"APAF1",4.636577619,4.626215986,4.750555584,4.693336264,4.760609926,4.567198148,4.710154679,4.541970525,4.823087016,4.60549272,4.646939252
"FAM71C",4.728665417,4.50773832,4.132162256,4.073468618,4.332808556,4.138303603,5.029784638,4.551626628,4.364135708,4.518784675,4.905407094
"ACTR6",4.916100562,4.72255871,4.86080289,4.83317113,4.990478207,4.888691275,5.027491637,4.94421142,4.916100562,5.054344741,5.017479627
"SCYL2",5.064259502,4.843550989,4.890015939,4.789215704,5.290063383,4.741515925,4.749465888,4.78126574,4.680923664,4.808702276,4.785469801
"SLC17A8",4.803200557,4.650679315,4.884545219,4.842446772,4.591164944,4.867574955,4.750310102,4.959711626,4.945553716,4.986226047,4.986226047
"NR1H4",4.389615953,4.422480028,4.69634732,4.388901562,4.41338348,4.739809053,4.78877289,4.609238824,4.597755095,4.49916287,4.69634732
"GAS2L3",4.611365048,4.52290722,4.611365048,4.59603403,4.566985312,4.683180185,4.605716936,4.59603403,4.514061438,4.735206006,4.744051789
"ANO4",4.574897717,4.277696924,4.504968119,4.542952366,4.474019906,4.503562389,4.454324917,4.464172411,4.522450518,4.531191718,4.531191718
"UTP20",4.547808533,4.362661304,4.460680425,4.419188261,4.608122744,4.501333688,4.38633009,4.484904603,4.460680425,4.482462452,4.526026506
"SPIC",4.406209163,3.527459672,3.841298776,4.127728907,3.927564018,4.118197245,4.137260568,3.746462451,4.343441342,4.137204216,4.110303722
"MYBPC1",4.614516658,4.446875835,4.604039107,4.669113704,4.467588084,4.702701308,4.459191183,4.761479613,4.824067687,4.677381967,4.604039107
"CHPT1",4.279216171,4.601357927,4.543832613,4.431173448,4.694613871,4.319410844,4.654698655,4.247563456,4.382761735,4.440287049,4.428781986
"DRAM1",4.227590191,4.408015176,4.333722535,4.416563455,4.268226467,4.334154017,4.367117793,4.045720984,4.15329755,4.185137253,4.089618143
"PARPBP",4.789855032,4.767046704,4.675813393,4.776738429,5.161993487,4.680424664,4.752659988,4.784764576,4.801259196,4.90389667,5.006534145
