"GENE_SYMBOL","GSM7744827--R002","GSM7744829--R008","GSM7744830--R009","GSM7744832--R010","GSM7744833--R012","GSM7744834--R013","GSM7744836--R014","GSM7744837--R015","GSM7744838--R016","GSM7744839--R017","GSM7744841--R018","GSM7744842--R019","GSM7744843--R020","GSM7744844--R021","GSM7744845--R022"
"LANCL2",2444,2710,2799,1425,2153,1724,3277,2296,9703,2497,5256,1659,2528,854,6941
"LANCL3",23,14,40,0,108,49,115,70,98,20,115,320,217,59,9
"LAP3",13260,13347,26499,25054,23069,14823,29584,36311,40495,35731,8913,9109,93380,4969,39684
"LAPTM4A",75343,30697,110267,57578,69340,44211,77830,113339,143681,77226,41186,169536,105697,10030,263398
"LAPTM4B",19664,37442,26407,18566,5484,10787,18840,76984,62430,19699,39468,71678,32467,6922,37759
"LAPTM5",6829,17338,53984,10979,17169,84418,8305,31403,4221,18115,3242,9784,83440,20697,22170
"LARP1",8266,8953,5886,10394,9050,12258,13083,20653,10539,8650,14983,22694,12925,2547,18853
"LARP1B",2952,1937,976,1187,1227,1375,1008,1942,2296,2974,4569,1993,3015,1900,2837
"LARP4",2197,2630,3163,8532,5159,2860,3610,3968,8566,6063,5277,6291,6087,1329,6010
"LARP4B",6082,4423,5540,8124,3139,4274,4785,5836,27847,8638,8298,13680,8480,2217,21442
"LARP6",5114,882,1431,311,7215,3437,7481,12440,1096,552,4993,3586,2430,1365,2449
"LARP7",7994,4211,4762,4551,4506,5317,4492,4064,8692,3846,6182,7079,5823,2693,7657
"LARS2",1581,1142,1070,3382,2096,860,1334,2399,3411,2536,1225,3233,1103,939,3128
"LAS1L",7606,2517,3631,11290,4011,3378,5956,5169,13542,8436,6307,6698,6969,1505,9201
"LASP1",4297,5693,7755,10800,11741,12883,14411,11890,8061,11016,11675,14120,17898,3859,11755
"LAT",19,33,13,18,7,10,6,11,3,8,78,6,37,14,3
"LAT2",846,982,3811,943,2710,4297,803,2142,164,1603,419,772,6851,4804,1883
"LATS1",1993,2049,760,1208,1841,1778,2196,1507,3643,1283,3757,3570,1641,1360,3260
"LATS2",548,816,958,594,1478,1828,2109,1587,454,435,1517,2627,1343,113,1899
"LAX1",112,815,111,64,744,318,294,255,17,1302,83,0,7524,460,1389
"LAYN",242,699,903,695,412,2386,1930,3203,690,558,447,1926,973,50,1332
"LBH",4559,3372,12213,2421,4248,13168,8507,8196,6860,1945,3154,14262,9640,3410,4130
"LBHD1",319,71,137,105,112,163,139,56,326,146,221,310,181,14,273
"LBP",4875,21,0,2468,821,14,6258,0,4837,34456,1,62,329,0,5
"LBR",7601,5480,4241,1968,8668,3330,8296,4459,11094,14353,6000,10036,8259,5442,23513
"LBX1",0,68,0,0,0,72,3,2,0,0,0,0,1,0,0
"LBX2",87,67,64,62,23,154,123,274,174,679,1506,187,103,106,10
"LCA5",983,756,834,685,1320,571,677,684,728,524,240,866,713,587,454
"LCA5L",356,51,230,611,51,116,138,148,2548,239,330,229,754,58,1044
"LCAT",75,245,297,64,175,284,228,102,117,18333,969,275,161,84,148
"LCE1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCE1B",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"LCE1C",0,0,4,0,2,0,1,1,1,0,2,0,2,27,0
"LCE1D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCE1E",0,0,1,0,1,3,0,1,2,0,0,1,1,0,0
"LCE1F",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"LCE2A",0,0,1,0,0,0,0,0,0,0,24,1,1,0,0
"LCE2B",0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
"LCE2C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCE2D",0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"LCE3A",0,0,1,22,4,0,9,4,3,0,1,0,0,0,0
"LCE3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCE3C",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LCE3D",0,0,0,0,0,235,9,0,0,0,0,0,0,0,0
"LCE3E",0,0,1,0,0,2,0,0,0,0,5,0,0,0,0
"LCE4A",0,1,0,0,1,0,0,1,0,0,0,0,0,0,3
"LCE5A",0,0,0,146,0,0,0,0,0,0,0,1,0,0,0
"LCE6A",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"LCK",757,3048,1503,332,3424,1281,1925,1926,397,2833,1388,1420,19156,12274,3280
"LCLAT1",2979,2468,3593,2456,948,1487,2020,3055,7309,3864,3003,5897,2831,358,8072
"LCMT1",7477,2294,4437,11459,2704,4346,2800,3642,6068,3611,5076,7149,5167,2879,10420
"LCMT2",862,996,883,1966,1421,953,1401,979,2032,1187,833,1696,1607,543,1288
"LCN1",34,16,46,0,0,40,85,14,22,0,3,18,5,0,12
"LCN10",29,8,1,2,5,1,59,1,2,0,11,0,26,1,2
"LCN12",56,1,12,24,0,0,6,19,53,99,11,1,5,1,8
"LCN15",2,0,0,0,1,1,8,0,1,423,1,0,2,61,0
"LCN2",112,18003,244,27,295,1976,1632,50971,778,1058,2201,2791,6513,896,6265
"LCN6",71,19,46,2,80,1,334,0,19,0,17,0,55,0,17
"LCN8",2,82,4,0,0,0,3,1,2,6,0,1,0,164,15
"LCN9",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"LCNL1",1,2,0,1,4,0,0,6,2,5,0,9,2,43,7
"LCOR",2114,1271,1984,3218,1434,1683,1372,2146,3269,1502,2117,4025,2106,1865,1255
"LCORL",665,754,642,869,925,923,991,677,896,853,1386,1019,1236,958,1812
"LCP1",22816,24088,6913,5073,33459,46498,11773,27017,4139,16573,5815,33294,68509,45227,10860
"LCP2",680,2884,2635,1499,3984,10232,2537,13611,858,2806,650,1210,11276,6650,3138
"LCT",1228,1,1,0,9,10,78,6,2240,939,129,85,0,0,4
"LCTL",25,82,37,40,46,26,25,401,122,6,164,142,2,5,41
"LDAH",2127,1284,1297,970,2483,793,1858,2363,211,2370,55,3202,2649,19,5678
"LDB1",1785,1767,3705,3491,2777,4532,4114,3196,3276,2134,3054,8049,3504,1090,5050
"LDB2",245,999,965,857,4153,1037,6136,1611,1732,1369,803,2111,1417,69,2129
"LDB3",104,3,49,39,393,35,78,6,247,98,224,43,9,28,92
"LDHA",96157,60761,162664,79903,115392,186538,127277,267685,263208,157971,113984,200138,127670,35130,115264
"LDHAL6A",4,38,9,11,10,34,23,2,0,1,11,44,8,14,13
"LDHAL6B",1,4,19,0,0,26,0,34,0,1,0,0,0,0,0
"LDHB",92616,31058,61354,3818,65545,87755,39874,76301,120492,28878,63187,101778,17939,21144,67823
"LDHC",85,147,123,754,34,22,40,44,7,28,800,296,185,14,106
"LDHD",44,200,290,753,9750,199,3003,577,131,12324,573,332,868,211,678
"LDLR",6041,2215,2896,30838,6869,2292,4980,10954,11014,5808,2511,5839,4466,1258,4929
"LDLRAD1",1,1,62,334,0,0,26,0,40,23,7,0,367,0,1
"LDLRAD2",11,62,6,1,85,48,98,49,20,56,52,64,87,11,42
"LDLRAD3",6172,2698,1986,2734,4792,2090,6120,5510,37293,7598,2838,34383,4164,2870,14501
"LDLRAD4",1482,1857,771,3016,2318,2287,2239,1833,2865,1872,2441,11888,3548,557,6570
"LDLRAP1",1328,1788,3516,7006,5185,4027,4668,2318,2954,5254,3805,3191,8492,3007,6523
"LDOC1",6755,1215,14214,3497,3976,2958,5891,4273,15510,5518,601,8649,8175,1620,15098
"LEAP2",91,38,54,64,95,44,45,48,36,15185,77,67,37,0,60
"LECT2",0,0,0,0,0,4,0,7,0,14240,0,1,0,33,0
"LEF1",647,2112,1681,818,2368,2719,1976,2292,1933,642,747,2373,2620,6252,2479
"LEFTY1",122,1,31,86,2,9,3,4,4,44,1,0,0,59,4
"LEFTY2",138,42,100,13,1975,0,110,0,207,0,33,87,37,28,257
"LEKR1",151,152,88,164,69,24,85,94,117,86,1150,226,146,137,591
"LELP1",0,0,2,0,0,0,0,0,0,0,0,0,4,1,0
"LEMD1",141,245,4931,0,1,722,0,2961,321,6,723,5440,2,251,1129
"LEMD2",5580,3459,5273,12017,4221,5829,5766,11461,8388,6173,13150,18299,6115,2380,16075
"LEMD3",1961,1904,989,5252,2770,2136,2556,3710,3450,2216,2827,4538,3516,771,3704
"LENEP",0,0,4,0,0,0,0,0,0,7,0,4,0,0,2
"LENG1",410,951,968,2002,1106,1253,1082,1245,693,783,2357,1787,1483,678,1756
"LENG8",697,535,627,836,1093,734,1205,671,1171,663,2206,1146,845,486,1444
"LENG9",27,125,88,285,131,184,224,3,105,167,28,366,168,39,57
"LEO1",2249,2585,2431,6567,2368,3494,2300,3575,4602,2781,2703,5383,6261,1070,4151
"LEP",62,1,1007,0,35878,416,11870,27,172,2,23,1496,0,16,0
"LEPR",263,160,2115,54,5100,879,4056,261,2269,8880,232,1145,915,347,2635
"LEPROT",2513,5196,18062,10020,20998,14787,20068,14284,15300,10703,8852,12968,14169,4225,31336
"LEPROTL1",11347,4878,7539,9923,8566,5270,7457,7741,18840,6623,5897,10559,11624,4769,15100
"LETM1",3143,2208,3614,6917,6022,2686,7375,4210,10006,3898,7829,5130,5703,811,8444
"LETM2",230,38,291,611,150,324,102,209,132,104,202,78,89,104,179
"LETMD1",1248,853,1292,2071,3679,1796,1452,1689,1819,1708,4504,2342,2276,457,1045
"LEUTX",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"LFNG",167,409,327,1495,587,1076,727,210,203,1052,91,101,709,927,372
"LGALS1",41386,72301,86395,15190,97639,149970,115484,149254,55772,42438,42671,99177,33163,21262,93016
"LGALS12",85,2,2,1,30907,0,9576,46,26,174,10,5,19,587,12566
"LGALS13",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"LGALS14",0,0,3,0,4,0,0,0,0,0,0,0,0,0,0
"LGALS16",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"LGALS2",98,1367,202,69,413,855,518,271,359,625,109,71,1481,450,161
"LGALS3",14377,18213,101023,40127,58929,44671,62303,93286,16470,13261,25247,56794,53859,20151,136644
"LGALS3BP",16822,46699,158060,145859,106547,54635,90042,68098,560451,121791,28521,17880,99601,9383,147226
"LGALS4",2,1,8,2,0,51,4,5,12,17690,22,7,51,66,3
"LGALS7",852,29,304,34,6,742,99,252,26,2065,1486,183,4,2481,207
"LGALS8",3965,1906,3792,16878,5511,5419,6194,3917,11660,5003,13257,4901,4853,1829,17262
"LGALS9",1651,2611,6941,2824,1639,4271,4460,2116,3328,3795,705,1780,10044,1561,1858
"LGALS9B",4,9,7,11,3,10,4,5,4,3,2,5,33,9,2
"LGALS9C",2,5,8,8,12,31,1,5,5,3,5,1,26,18,2
"LGALSL",2846,2660,980,925,1830,969,2012,2178,2200,1660,6812,5629,1848,1565,7451
"LGI1",0,0,0,2,65,1,16,1,2,134,0,0,0,0,1
"LGI2",122,278,611,197,703,938,525,306,257,92,109,787,860,242,429
"LGI3",1,0,34,0,3,2,0,13,195,6,4,0,17,1,133
"LGI4",77,61,128,39,3298,49,1996,209,174,316,231,153,176,3,262
"LGMN",9341,21428,91824,47077,29575,22607,24279,24552,26633,33268,11455,18501,56076,2672,36385
"LGR4",2021,657,3502,439,4668,610,4610,497,8738,9157,1628,4849,1237,1137,1577
"LGR5",968,184,32,1,464,64,198,1097,11,25,0,1295,130,10,187
"LGR6",8,97,1908,0,91,292,229,914,994,475,6823,7141,237,883,5865
"LGSN",0,145,482,1,0,1,16,0,12,127,11,0,58,12,0
"LHB",0,0,2,0,0,5,8,4,8,0,7,28,0,0,8
"LHCGR",0,1,0,0,16,0,124,1,5,0,10,0,4,1,0
"LHFPL1",142,2,48,174,2,55,49,48,89,72,61,93,110,193,0
"LHFPL2",1936,3524,7357,8180,3403,12627,3706,6592,2384,2820,3769,5924,12484,200,5627
"LHFPL3",0,36,0,0,0,0,0,11,11,0,1,5,0,0,0
"LHFPL4",0,22,0,1,5,0,14,0,2,0,85,4,0,1,9
"LHFPL5",264,0,100,0,0,0,1,107,189,47,189,50,192,14,103
"LHPP",1621,1351,2699,1823,2064,1330,4071,2652,2626,3346,1825,5775,2627,1214,4458
"LHX1",0,0,2,33,0,56,0,6,9,0,5,1,0,0,2
"LHX2",250,22,2,111,0,5,46,126,397,365,307,464,62,158,7
"LHX3",0,0,2,1,0,2,1,0,0,3,3,1,0,0,0
"LHX4",27,48,46,186,20,18,3,15,2,2,228,117,51,5,5
"LHX5",0,0,0,0,0,13,1,1,0,0,0,4,0,1,0
"LHX6",160,383,310,788,1336,571,6096,903,970,126,1105,1612,1476,137,1558
"LHX8",1,1,11,38,144,0,0,183,0,14,0,5,25,7,78
"LHX9",10,97,323,3,46,187,1,4,772,1,92,14,20,1,2
"LIAS",467,501,782,543,1078,569,759,708,1396,981,780,216,753,94,947
"LIF",202,313,47,151,14,516,58,421,162,89,196,519,127,2,4055
"LIFR",2415,421,1586,1843,18590,950,13250,1410,2695,3808,558,1594,6977,7,1241
"LIG1",2839,2141,2425,8002,1032,1893,2743,2524,4011,4297,8964,7193,3726,1144,11464
"LIG3",2380,1114,1873,11464,1413,1334,2358,2756,6127,4536,6007,13858,4194,1183,4602
"LIG4",1007,899,446,409,542,392,804,1050,1870,337,504,954,868,368,838
"LILRA1",6,48,250,35,568,71,115,41,0,94,123,37,510,677,24
"LILRA2",109,153,739,279,1576,425,123,270,23,453,34,92,1182,1740,163
"LILRA4",30,102,348,74,122,247,276,7,1,166,35,59,359,1,218
"LILRA5",79,73,287,174,571,619,122,301,1,117,8,88,557,2238,139
"LILRA6",71,154,440,163,553,2083,96,379,10,378,143,77,525,698,92
"LILRB1",314,615,1647,346,589,2746,459,1059,153,1270,63,484,4970,670,1115
"LILRB2",216,975,1542,300,1136,3409,637,1668,39,1056,216,436,4450,3025,999
"LILRB3",11,199,323,58,483,1301,242,421,19,175,106,81,656,1322,124
"LILRB4",484,3728,3121,802,1164,10800,531,5163,127,3920,238,1155,23805,605,3438
"LILRB5",8,176,1146,8,2189,554,561,793,12,1208,171,48,2509,76,195
"LIM2",0,1,16,0,0,0,0,0,0,0,1,0,35,0,0
"LIMA1",1448,3779,5304,21625,22266,6423,16999,7774,6381,2837,7773,4613,13972,767,7926
"LIMCH1",338,2685,13006,5616,20429,5073,18888,3235,10760,2289,1028,5472,9138,98,9147
"LIMD1",1263,2735,1098,1524,1039,3744,2132,1925,1166,1911,3340,2132,1897,661,2301
"LIMD2",2675,5431,2700,588,4109,2858,2435,2367,375,4673,7791,3396,9023,9770,3525
"LIME1",79,72,46,25,48,157,71,100,18,202,326,133,134,26,109
"LIMK1",918,1835,4272,1175,580,4289,1264,1790,4968,3358,2376,1969,6404,340,3735
"LIMK2",2680,5150,6621,14878,3595,5522,6390,14208,10250,5035,10868,29534,10802,4019,20044
"LIMS1",8979,7052,8824,4002,10187,21711,11144,11013,13798,5224,7515,14225,15186,8874,15772
"LIMS2",154,994,1619,422,6914,3534,9620,656,812,2077,1394,4240,2621,610,1893
"LIMS3",0,0,0,0,1,2,1,0,1,1,0,0,0,0,1
"LIN28A",2,8,1,21,1,7,2,4,1,0,6,3,4,18,3
"LIN28B",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"LIN37",266,361,478,386,338,514,443,270,741,675,1692,997,678,129,698
"LIN52",1551,1826,1357,4464,3717,1159,1590,1533,2190,1910,2121,3763,2407,497,1659
"LIN54",1511,1374,737,1739,1070,1259,1240,803,2910,1353,905,1970,2819,347,2169
"LIN7A",24,29,210,236,1320,186,1128,253,46,1530,146,47,169,426,138
"LIN7B",323,824,736,1199,454,426,589,717,293,552,6142,1026,739,591,1599
"LIN7C",3273,2600,4054,6975,6505,2770,4951,5282,20224,6785,6186,16286,6903,1854,6072
"LIN9",2154,883,1485,2387,478,575,669,757,1631,1327,2186,3339,618,412,5116
"LINGO1",332,1464,579,391,355,709,1325,1379,1459,110,445,1753,3437,1782,778
"LINGO2",43,0,446,1,43,0,28,14,0,0,0,0,1,10,4
"LINGO3",23,120,111,41,267,166,146,111,81,91,61,234,635,622,74
"LINGO4",25,1,366,10,8,4,66,0,321,22,1,1,201,1,37
"LIPA",8197,6208,23000,20450,14969,31835,14041,7416,11483,30935,3484,9307,25560,3926,15131
"LIPC",6,16,94,8,40,119,113,14,0,10582,6,30,175,3,49
"LIPE",108,135,24,1986,53813,100,52663,141,128,257,765,258,255,173,746
"LIPF",0,1,11,0,0,0,2,0,78,19,0,0,0,0,1
"LIPG",4871,45,57,141,341,257,583,1488,2252,2269,176,260,566,20,345
"LIPH",90,392,324,3966,19,405,210,319,775,176,970,11124,583,65,889
"LIPI",1,1,1,0,1,0,6,4,1,1,0,6,0,0,10
"LIPJ",4,0,1,17,4,2,7,17,9,2,0,27,4,0,25
"LIPK",145,0,23,0,0,33,11,62,983,4,60,34,64,0,570
"LIPM",19,14,1,0,0,12,0,8,14,0,7,2,25,0,28
"LIPN",2,14,0,0,46,8,19,57,0,0,0,1,0,0,0
"LIPT1",1444,582,1238,723,783,750,574,251,2365,608,669,953,855,286,1480
"LIPT2",132,174,347,404,330,285,373,131,500,652,210,140,270,341,154
"LITAF",42113,32971,46107,99154,38812,57329,24273,134915,17040,36004,33283,136915,50463,39375,26357
"LIX1",7,37,37,41,0,60,49,91,43,0,39,169,11,429,1
"LIX1L",2131,1269,2327,534,6354,2700,3753,1334,4374,1728,1426,5289,2519,558,1592
"LKAAEAR1",32,45,105,22,16,72,88,205,35,792,135,15,19,311,19
"LLGL1",298,247,157,635,304,226,117,127,237,103,713,1124,803,17,283
"LLGL2",5744,5206,9211,15731,766,4993,4540,10418,31544,17800,18766,10831,9772,2875,25718
"LLPH",2711,4158,4563,7423,2830,4009,2798,3933,5634,3099,4514,4783,4444,1838,4342
"LMAN1",29200,7268,11193,25119,11248,16657,12823,27815,55063,25111,30001,56987,24490,4310,50323
"LMAN1L",0,0,0,0,0,5,20,0,0,5,0,8,4,0,30
"LMAN2",23691,21307,87344,86141,27065,32781,32757,42457,101794,63504,24288,67608,55661,9524,97276
"LMAN2L",4709,2944,4060,8883,5414,3111,4088,5359,24196,4806,6398,4333,6922,1275,8534
"LMBR1",6541,4479,4170,10491,3801,2641,7594,6634,12306,5731,6215,11870,6616,2361,20573
"LMBR1L",1247,1215,2559,3221,1871,3187,2165,1719,1861,2315,3882,3067,3303,1700,2611
"LMBRD1",2277,2266,4165,9768,6650,4682,6030,6181,14919,8746,2447,4568,6693,2488,7254
"LMBRD2",699,713,1103,3819,1279,854,1303,632,4448,2351,1011,1488,4738,176,1928
"LMCD1",1574,4967,6278,2469,17223,14787,22361,6871,3946,3411,6158,15496,8652,411,16061
"LMF1",562,928,1418,4024,1951,808,2830,4113,2304,1641,2437,2187,2638,836,5220
"LMF2",2682,2465,6759,7753,7830,6096,9994,11326,8572,13250,6760,8877,6841,1681,20042
"LMLN",528,416,592,2731,843,731,645,751,2453,1076,1491,947,1563,338,2380
"LMNA",79264,30287,76127,102698,73662,62739,116331,95847,160325,47514,90121,264190,55093,8793,167056
"LMNB1",3085,2575,1206,5627,755,1220,1057,2584,4480,4324,2579,6604,2436,1012,4076
"LMNB2",9816,4609,5703,7541,2794,3973,4825,12508,19212,5459,5503,13239,4547,858,8800
"LMNTD1",1,0,0,0,0,1,0,58,14,0,1,0,0,375,4
"LMNTD2",126,17,218,627,59,92,129,145,246,428,146,104,198,130,272
"LMO1",30,36,1456,14,13,15,14,20,443,340,15,2652,7,55,440
"LMO2",444,946,1892,990,3412,2368,5740,1589,1893,1487,444,1650,7941,1222,1924
"LMO3",2094,110,193,328,5036,614,1193,97,260,23,867,2569,409,12,155
"LMO4",19975,16376,17787,821,4883,6760,5708,9615,14918,30545,60063,8192,8098,4481,43429
"LMO7",1982,1440,1246,2947,430,2367,1028,3607,814,3125,1123,4886,2658,768,1899
"LMO7DN",5,17,7,0,40,4,2,3,3,0,15,4,9,7,3
"LMOD1",48,727,745,426,3571,1947,3793,653,835,201,821,1697,1598,80,763
"LMOD2",5,0,0,1,0,4,0,0,0,0,0,0,0,0,0
"LMOD3",15,47,13,1,0,18,8,69,6,11,30,1,25,8,25
"LMTK2",1364,863,971,1961,544,686,1190,1116,2096,985,2064,1725,1795,471,4758
"LMTK3",3,48,22,172,9,24,61,69,11,137,104,66,88,42,206
"LMX1A",0,1,0,0,134,0,51,0,4,0,0,4,0,4,5
"LMX1B",8,118,68,1539,52,45,82,55,692,229,400,835,320,12,942
"LNP1",431,171,324,327,363,333,157,577,1475,754,1263,1186,1089,55,1276
"LNPEP",1384,2004,1628,5437,7258,3813,4656,1261,5033,2653,1808,3725,5413,6458,4986
"LNX1",1483,1178,331,3073,1417,199,1038,2438,549,696,1896,818,2164,283,5228
"LNX2",1478,879,863,4010,1356,782,1672,1219,3447,3460,2506,2286,3632,580,3804
"LONP1",11663,4537,5340,15881,9930,13480,14573,15804,17150,11936,8880,16487,9455,1599,24729
"LONP2",3461,6828,5532,7153,9294,6285,8493,9131,12575,12731,10417,13042,9470,1980,12239
"LONRF1",3719,1519,1716,5637,2666,1121,2254,2852,9280,2417,3448,4472,1688,536,3093
"LONRF2",23,147,2,14,204,20,143,0,117,136,3623,75,11,36,4293
"LONRF3",22,4,261,83,287,453,252,275,355,258,369,173,639,246,918
"LOX",657,2858,6137,2498,17263,28836,16269,19035,8257,2616,3192,26591,5092,456,8639
"LOXHD1",176,0,1,0,89,5,252,27,8,0,49,55,19,19,0
"LOXL1",525,3415,5362,2943,12604,5801,7650,5824,12675,1836,5577,5409,10708,2467,14011
"LOXL2",4085,1925,4847,2240,5107,21885,11412,20604,182183,2893,1841,38831,2717,3064,9338
"LOXL3",1311,915,920,646,1152,2959,578,2663,1088,443,2369,3884,2198,185,2178
"LOXL4",2722,3464,700,460,1475,621,933,14189,346,523,10219,2336,1474,0,29541
"LPA",0,0,0,2,6,0,1,1,0,2690,4,0,0,1,0
"LPAR1",614,1036,1822,212,7687,2577,2561,3683,1432,1664,253,2309,4518,718,1625
"LPAR2",8479,1555,2462,4891,271,960,1200,1383,3409,1900,4844,4121,3638,2641,6632
"LPAR3",141,200,395,97,0,1953,27,533,151,743,1733,570,872,285,53
"LPAR4",125,285,125,50,89,278,146,187,34,23,88,71,96,77,123
"LPAR5",792,1341,823,441,947,608,390,998,34,934,954,894,3159,321,1239
"LPAR6",566,2693,6204,3887,8023,3789,8114,1730,2579,1373,1106,1610,3730,2258,3717
"LPCAT1",4547,6615,21087,6965,3703,14768,4777,12365,6006,19167,12685,7330,10369,6558,12923
"LPCAT2",178,2580,1877,1963,2462,3719,3410,9712,2328,1800,613,4809,4151,1265,4388
"LPCAT3",1561,1148,5064,6438,2717,749,4957,2387,1964,3736,983,2438,6523,532,1847
"LPCAT4",1449,1047,2129,1170,2146,1791,2526,2035,3253,1097,1267,3217,2619,410,2765
"LPGAT1",1795,6191,6792,12106,6314,3764,7095,2207,5806,10027,6030,10355,6758,1466,4734
"LPIN1",8126,1778,5113,2736,30684,1769,7360,2700,4789,3185,12508,13618,7164,1569,23322
"LPIN2",1487,2737,1730,2609,3917,4086,2932,3469,2409,10777,2836,5504,5808,2905,2535
"LPIN3",628,344,1219,701,864,642,548,350,952,664,3161,1129,500,100,554
"LPL",1650,2475,738,110,400420,8041,109690,1774,2210,108,1556,4312,525,99,310
"LPO",8,1,57,1,0,741,23,108,53,9,1029,260,71,1,1
"LPP",7909,13532,9610,4236,14510,17884,13477,13527,11923,4454,25442,41636,9107,4789,29584
"LPXN",862,2469,2895,917,2135,5732,1607,2517,1237,2234,799,1337,9712,3060,2101
"LRAT",2519,0,382,12,27,762,27,1268,516,1455,873,629,357,270,93
"LRBA",3337,1782,827,2981,2022,2049,2287,3237,3831,2175,5555,3988,4522,1301,4762
"LRCH1",838,1004,817,334,1658,2258,2155,3527,989,1441,880,3019,1383,854,3757
"LRCH2",20,9,39,14,103,211,98,107,12,1,12,224,121,36,41
"LRCH3",1724,1432,1385,1289,2080,1935,1871,1598,4029,1631,5866,5075,3103,1069,3565
"LRCH4",851,903,1266,1336,1421,1513,1141,934,1591,1442,1014,996,1913,1038,3588
"LRCOL1",7,36,0,0,12,40,52,113,78,284,6,0,0,63,0
"LRFN1",278,413,525,677,181,348,257,800,2039,1415,1777,1582,903,312,1338
"LRFN2",1,8,0,343,2,6,5,9,35,14,0,0,108,1,5
"LRFN3",369,219,362,789,282,331,551,509,995,1044,1336,1416,315,162,975
"LRFN4",16202,2190,6671,247,1089,1240,1878,2726,3774,1498,3566,13158,848,305,12235
"LRFN5",0,4,2,91,208,134,22,144,86,0,171,0,61,0,26
"LRG1",31,940,240,558,1162,1654,572,949,1200,54253,9,25,11637,2549,33
"LRGUK",41,17,2,23,0,8,80,8,74,12,123,3,39,0,1
"LRIF1",1293,1875,3166,3168,899,2363,1320,3130,5932,1434,3701,2560,3670,719,5828
"LRIG1",6770,3756,1782,27780,19390,6857,23541,12392,15881,9295,2630,5842,5475,1501,27724
"LRIG2",1171,1434,1254,1454,1594,1506,1661,1823,2914,877,4331,1893,1575,1101,1803
"LRIG3",1799,2327,1000,7803,3932,1701,3899,5957,2324,2670,4292,6081,4023,22,4636
"LRIT1",0,0,0,0,0,0,4,0,0,0,0,0,0,0,6
"LRIT2",8,0,0,0,0,0,0,0,0,0,0,7,1,0,6
"LRIT3",1,1,16,0,1,0,0,4,11,11,23,6,10,0,14
"LRP1",1639,5148,7147,1687,52231,30917,65684,11564,3947,7999,5246,13071,14548,1395,10310
"LRP10",7944,9921,12075,29721,21146,22397,24444,16750,26121,9451,29980,20424,31601,12980,23053
"LRP11",4719,2735,8742,973,5520,2574,6400,3210,4369,5600,4553,7343,6050,606,17398
"LRP12",1183,1026,1277,901,987,3494,2109,5868,3618,837,2237,4430,1389,440,8169
"LRP1B",50,1,34,0,319,0,257,9,0,10,0,72,10,29,19
"LRP2",36,241,7,538,0,74,0,65,398,67,14,5450,253,0,0
"LRP2BP",277,422,102,70,80,149,103,115,267,76,508,228,124,15,231
"LRP3",12947,3170,3681,7142,17915,3744,11068,2956,7534,16803,15393,9415,6107,1301,11421
"LRP4",75,186,99,80,868,361,409,400,424,42,230,271,126,438,77
"LRP5",16641,6192,4925,8019,11626,3439,11021,3950,10555,7928,14670,20351,3462,380,10950
"LRP5L",92,294,162,143,143,199,165,393,190,329,649,741,129,8,496
"LRP6",7782,2248,1900,2791,2499,1236,2806,7287,4155,2844,6816,17451,1795,307,4845
"LRP8",2709,1006,1482,195,380,940,857,1158,22461,752,2121,1976,2146,933,3335
"LRPAP1",13782,13398,27918,22448,22807,44705,25997,24446,64164,24769,31610,24201,46647,7618,39189
"LRPPRC",18538,8271,12779,7194,9902,5430,10839,16112,45191,13771,9587,22792,9498,3147,49035
"LRR1",1807,2448,1476,3683,921,843,1110,873,2106,1585,1317,2398,1260,74,4126
"LRRC1",6137,2384,2057,13638,1225,1913,2306,3649,6622,2962,5583,14906,3476,242,9917
"LRRC10",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"LRRC10B",2554,23,21,442,119,291,268,125,63,178,290,95,84,516,491
"LRRC14",3131,1003,3895,3468,2695,2180,4049,3039,5145,2265,2410,7732,4071,316,2295
"LRRC14B",128,109,16,16,0,0,156,0,27,234,519,20,102,0,12905
"LRRC15",71,3214,3736,703,390,2323,6139,3947,1855,12,47,3828,9122,745,14787
"LRRC17",126,240,500,77,1362,87,440,679,331,215,261,237,541,149,378
"LRRC18",0,0,0,0,4,15,7,0,0,0,0,0,0,0,1
"LRRC19",29,51,18,28,0,22,9,6,2,67,93,24,13,61,0
"LRRC2",277,34,54,43,374,3,291,33,40,1168,17,14,320,226,1
"LRRC20",1448,869,1963,769,928,627,852,223,2313,7646,671,2627,1707,64,1596
