"GENE_SYMBOL","GSM5133931--MGH27","GSM5133940--MGH98"
"TPD52L2",7463,10118
"TPD52L3",1,0
"TPGS1",651,627
"TPGS2",4891,4301
"TPH1",7,16
"TPH2",23,1
"TPI1",34984,67944
"TPK1",113,331
"TPM1",1424,5606
"TPM2",8074,1767
"TPM3",21032,29643
"TPM4",22343,28203
"TPMT",12907,8573
"TPO",50,2
"TPP1",51499,42063
"TPP2",3576,3176
"TPPP",2601,93
"TPPP2",0,0
"TPPP3",435,885
"TPR",6578,12096
"TPRA1",2733,2883
"TPRG1",19,13
"TPRG1L",4012,5443
"TPRKB",1443,1689
"TPRN",1388,2530
"TPRX1",0,1
"TPRXL",4,21
"TPSAB1",10,97
"TPSB2",18,5
"TPSD1",2,1
"TPSG1",0,1
"TPST1",7503,988
"TPST2",988,2007
"TPT1",188930,162242
"TPTE",123,35
"TPTE2",0,2
"TPX2",1387,2793
"TRA2A",380,1422
"TRA2B",12735,10326
"TRABD",3943,3221
"TRABD2A",39,22
"TRABD2B",94,49
"TRADD",2130,2749
"TRAF1",183,588
"TRAF2",1698,881
"TRAF3",1139,2006
"TRAF3IP1",884,1128
"TRAF3IP2",3568,1389
"TRAF3IP3",65,48
"TRAF4",12993,4288
"TRAF5",693,2340
"TRAF6",2246,1252
"TRAF7",5266,4625
"TRAFD1",1914,3374
"TRAIP",520,456
"TRAK1",6013,9040
"TRAK2",13698,15865
"TRAM1",9539,15941
"TRAM1L1",8,338
"TRAM2",12953,12258
"TRANK1",1379,176
"TRAP1",5423,5103
"TRAPPC1",7347,7557
"TRAPPC10",1303,1366
"TRAPPC11",2954,3420
"TRAPPC12",2488,2796
"TRAPPC13",1832,2220
"TRAPPC2",745,732
"TRAPPC2B",685,645
"TRAPPC2L",3235,3745
"TRAPPC3",6130,6823
"TRAPPC3L",1,0
"TRAPPC4",3904,4320
"TRAPPC5",313,252
"TRAPPC6A",1247,1707
"TRAPPC6B",2212,2564
"TRAPPC8",3389,4090
"TRAPPC9",2514,2110
"TRAT1",14,4
"TRDMT1",258,410
"TRDN",0,7
"TREH",4,6
"TREM1",13,258
"TREM2",372,479
"TREML1",23,3
"TREML2",1,2
"TREML4",0,0
"TRERF1",691,102
"TREX1",0,0
"TREX2",69,29
"TRH",1,0
"TRHDE",1,1
"TRHR",0,0
"TRIAP1",2484,3351
"TRIB1",8304,4798
"TRIB2",32929,35942
"TRIB3",13377,2559
"TRIL",112,166
"TRIM10",5,1
"TRIM11",2032,2987
"TRIM13",2391,2889
"TRIM14",755,1764
"TRIM15",57,2
"TRIM16",1823,667
"TRIM16L",2173,935
"TRIM17",26,344
"TRIM2",11953,27179
"TRIM21",1206,1515
"TRIM22",3530,870
"TRIM23",1239,1763
"TRIM24",1299,1319
"TRIM25",2210,4963
"TRIM26",4566,4910
"TRIM27",9886,10803
"TRIM28",23602,15393
"TRIM29",3,65
"TRIM3",3593,1233
"TRIM31",3,10
"TRIM32",1351,2324
"TRIM33",4864,3565
"TRIM34",2,21
"TRIM35",2003,1797
"TRIM36",134,407
"TRIM37",1575,1927
"TRIM38",5553,4023
"TRIM39",1689,1585
"TRIM39-RPP21",1,1
"TRIM4",5430,6000
"TRIM40",0,1
"TRIM41",3448,2917
"TRIM42",0,0
"TRIM43",4,0
"TRIM44",7671,9491
"TRIM45",30,515
"TRIM46",55,290
"TRIM47",2768,1875
"TRIM48",79,4
"TRIM49",0,0
"TRIM49B",0,0
"TRIM49C",0,0
"TRIM49D1",0,0
"TRIM49D2",0,0
"TRIM5",1577,1385
"TRIM50",1,8
"TRIM51",3126,456
"TRIM52",1231,614
"TRIM54",2,10
"TRIM55",6,1
"TRIM56",5431,3698
"TRIM58",0,1
"TRIM59",58,46
"TRIM6",84,463
"TRIM6-TRIM34",0,0
"TRIM60",0,0
"TRIM61",1,35
"TRIM62",815,1028
"TRIM63",10500,12108
"TRIM64",0,0
"TRIM64B",0,0
"TRIM64C",0,0
"TRIM65",1963,1152
"TRIM66",838,1248
"TRIM67",17,1376
"TRIM68",835,1296
"TRIM69",1910,5116
"TRIM7",35,35
"TRIM71",0,0
"TRIM72",29,5
"TRIM73",36,5
"TRIM74",148,100
"TRIM77",0,0
"TRIM8",2486,1960
"TRIM9",1029,1540
"TRIML1",0,0
"TRIML2",38,1
"TRIO",3716,5156
"TRIOBP",5532,1923
"TRIP10",2632,2087
"TRIP11",1995,3533
"TRIP12",6825,14316
"TRIP13",1583,877
"TRIP4",1473,2082
"TRIP6",23897,7622
"TRIQK",2238,1587
"TRIT1",1421,1736
"TRMT1",7841,2444
"TRMT10A",805,490
"TRMT10B",756,355
"TRMT10C",2207,2751
"TRMT11",76,523
"TRMT112",11567,9832
"TRMT12",1662,1664
"TRMT13",1208,748
"TRMT1L",610,3475
"TRMT2A",5162,2989
"TRMT2B",1672,1600
"TRMT44",876,601
"TRMT5",2003,2483
"TRMT6",1725,2743
"TRMT61A",3000,2246
"TRMT61B",745,1063
"TRMU",4466,2560
"TRNAU1AP",1342,1678
"TRNP1",10072,1928
"TRNT1",2936,1814
"TRO",156,1908
"TROAP",997,843
"TRPA1",20,11
"TRPC1",31,410
"TRPC3",8,6
"TRPC4",132,8
"TRPC4AP",7953,7199
"TRPC5",0,0
"TRPC6",139,63
"TRPC7",0,0
"TRPM1",436,10949
"TRPM2",4474,106
"TRPM3",19,14
"TRPM4",1429,660
"TRPM5",2,0
"TRPM6",479,19
"TRPM7",4216,5265
"TRPM8",2,138
"TRPS1",67,1076
"TRPT1",3279,1987
"TRPV1",2,3
"TRPV2",8090,11490
"TRPV3",12,56
"TRPV4",23,980
"TRPV5",0,0
"TRPV6",4,7
"TRRAP",5544,3926
"TRUB1",1301,1823
"TRUB2",4376,3049
"TSACC",47,35
"TSC1",3681,1534
"TSC2",6220,4349
"TSC22D1",7214,45527
"TSC22D2",2367,3117
"TSC22D3",7825,8653
"TSC22D4",15574,6210
"TSEN15",4964,5549
"TSEN2",992,925
"TSEN34",4178,3441
"TSEN54",2401,1186
"TSFM",1983,1991
"TSG101",7408,7768
"TSGA10",232,90
"TSGA10IP",0,76
"TSGA13",1,2
"TSHB",0,0
"TSHR",6,1
"TSHZ1",1679,3867
"TSHZ2",218,75
"TSHZ3",113,476
"TSKS",6,2
"TSKU",121,2107
"TSLP",1,91
"TSN",10242,11215
"TSNARE1",1029,818
"TSNAX",3140,9685
"TSNAX-DISC1",0,1
"TSNAXIP1",56,85
"TSPAN1",20,437
"TSPAN10",11909,7636
"TSPAN11",93,153
"TSPAN12",275,201
"TSPAN13",980,297
"TSPAN14",15349,5408
"TSPAN15",974,597
"TSPAN16",0,1
"TSPAN17",3688,2915
"TSPAN18",1095,124
"TSPAN19",167,5
"TSPAN2",55,82
"TSPAN3",18032,26593
"TSPAN31",2495,4830
"TSPAN32",20,113
"TSPAN33",867,447
"TSPAN4",12542,10935
"TSPAN5",1594,399
"TSPAN6",3123,4726
"TSPAN7",389,157
"TSPAN8",0,4
"TSPAN9",2713,3557
"TSPEAR",276,13
"TSPO",14719,18520
"TSPO2",103,0
"TSPY1",1,0
"TSPY10",0,0
"TSPY2",0,0
"TSPY3",0,0
"TSPY4",0,0
"TSPY6P",0,0
"TSPY8",0,0
"TSPYL1",1693,2453
"TSPYL2",2238,2640
"TSPYL4",1515,1275
"TSPYL5",104,62
"TSPYL6",0,0
"TSR1",4068,4043
"TSR2",3099,3390
"TSR3",4703,3926
"TSSC4",2335,2096
"TSSK1B",0,0
"TSSK2",0,0
"TSSK3",39,10
"TSSK4",55,56
"TSSK6",140,165
"TST",944,405
"TSTD1",62,13
"TSTD2",503,600
"TTBK1",0,3
"TTBK2",809,1283
"TTC1",3237,3495
"TTC12",402,666
"TTC13",1187,1311
"TTC14",1850,2359
"TTC16",9,19
"TTC17",4136,5119
"TTC19",3588,5981
"TTC21A",441,286
"TTC21B",1741,1302
"TTC22",1,7
"TTC23",1540,1776
"TTC23L",506,225
"TTC24",3,3
"TTC25",25,79
"TTC26",910,719
"TTC27",1805,1798
"TTC28",1784,1673
"TTC29",0,2
"TTC3",12545,13518
"TTC30A",12,875
"TTC30B",28,806
"TTC31",3713,2417
"TTC32",458,207
"TTC33",950,1049
"TTC34",190,57
"TTC36",4,0
"TTC37",4698,7658
"TTC38",1396,2055
"TTC39A",279,39
"TTC39B",652,123
"TTC39C",370,225
"TTC4",151,212
"TTC5",1757,2610
"TTC6",0,1
"TTC7A",717,477
"TTC7B",3303,2525
"TTC8",2125,1600
"TTC9",31,20
"TTC9B",38,66
"TTC9C",1553,1491
"TTF1",722,753
"TTF2",1244,1498
"TTI1",1669,2096
"TTI2",1240,988
"TTK",244,381
"TTL",3846,3587
"TTLL1",761,824
"TTLL10",4,4
"TTLL11",303,170
"TTLL12",3317,2483
"TTLL2",0,0
"TTLL3",2035,1391
"TTLL4",4284,4860
"TTLL5",1861,1511
"TTLL6",5,1057
"TTLL7",15,374
"TTLL8",1,0
"TTLL9",6,1
"TTN",824,402
"TTPA",74,46
"TTPAL",1616,1725
"TTR",132,82
"TTYH1",70,88
"TTYH2",1088,8711
"TTYH3",10415,10394
"TUB",22,835
"TUBA1A",7042,11979
"TUBA1B",13071,11728
"TUBA1C",4151,4048
"TUBA3C",0,0
"TUBA3D",2,2
"TUBA3E",0,2
"TUBA4A",185,115
"TUBA4B",3,1
"TUBA8",2,1
"TUBAL3",22,0
"TUBB",70287,56460
"TUBB1",15,5
"TUBB2A",3577,2943
"TUBB2B",212,1126
"TUBB3",118,495
"TUBB4A",10451,15106
"TUBB4B",11722,6746
"TUBB6",2065,4856
"TUBB8",0,1
"TUBD1",179,604
"TUBE1",1171,383
"TUBG1",3716,2631
"TUBG2",3577,2186
"TUBGCP2",2635,2427
"TUBGCP3",1970,2646
"TUBGCP4",876,1640
"TUBGCP5",1904,1955
"TUBGCP6",9233,3212
"TUFM",19271,20689
"TUFT1",829,1463
"TULP1",2,4
"TULP2",1,1
"TULP3",2544,3995
"TULP4",3374,2522
"TUSC1",179,1061
"TUSC2",3379,2748
"TUSC3",255,5886
"TUT1",1576,923
"TVP23A",66,16
"TVP23B",2378,2528
"TVP23C",363,79
"TVP23C-CDRT4",6,1
"TWF1",3638,6274
"TWF2",1942,3235
"TWIST1",94,295
"TWIST2",15,40
"TWSG1",1062,3994
"TXK",288,16
"TXLNA",8165,7843
"TXLNB",28,23
"TXLNG",1247,1215
"TXN",17163,5327
"TXN2",7213,8925
"TXNDC11",3518,2920
"TXNDC12",4232,7460
"TXNDC15",3842,3796
"TXNDC16",490,1119
"TXNDC17",3772,3610
"TXNDC2",0,0
"TXNDC5",414,500
"TXNDC8",4,0
"TXNDC9",2221,2659
"TXNIP",13134,46197
"TXNL1",4758,6094
"TXNL4A",6070,5185
"TXNL4B",989,1239
"TXNRD1",12439,7540
"TXNRD2",2752,2174
"TXNRD3",1305,1181
"TYK2",7522,3669
"TYMP",2140,859
"TYMS",4499,2896
"TYR",133836,118676
"TYRO3",9407,2945
"TYROBP",1685,1619
"TYRP1",157489,536552
"TYSND1",1682,1404
"TYW1",1600,1554
"TYW1B",203,150
"TYW3",2551,2927
"TYW5",844,603
"U2AF1",134,68
"U2AF1L4",823,497
"U2AF1L5",3,1
"U2AF2",13816,10223
"U2SURP",7793,6842
"UACA",5874,6314
"UAP1",3031,2827
"UAP1L1",12823,6795
"UBA1",15138,14589
"UBA2",10314,13065
"UBA3",3384,5409
"UBA5",4242,2595
"UBA52",30714,36895
"UBA6",2472,2332
"UBA7",4717,2106
"UBAC1",2415,2148
"UBAC2",4835,4891
"UBALD1",2568,1544
"UBALD2",2643,2507
"UBAP1",2913,2605
"UBAP1L",532,160
"UBAP2",3081,1941
"UBAP2L",11577,18740
"UBASH3A",11,4
"UBASH3B",1920,175
"UBB",26316,26902
"UBC",23676,26162
"UBD",80,17
"UBE2A",4279,5411
"UBE2B",3694,5358
"UBE2C",1330,1546
"UBE2D1",884,1286
"UBE2D2",4815,6692
"UBE2D3",21480,22100
"UBE2D4",2372,1802
"UBE2E1",4370,8125
"UBE2E2",243,198
"UBE2E3",417,3920
"UBE2F",1386,1352
"UBE2F-SCLY",3,1
"UBE2G1",2579,4232
"UBE2G2",11209,7921
"UBE2H",12543,8334
"UBE2I",6691,8148
"UBE2J1",3867,3302
"UBE2J2",2926,3401
"UBE2K",4643,5224
"UBE2L3",5861,6989
"UBE2L6",3149,2550
"UBE2M",4326,5362
"UBE2N",5088,8438
"UBE2O",2963,2826
"UBE2Q1",8031,12037
"UBE2Q2",1826,5468
"UBE2Q2L",10,10
"UBE2QL1",4,91
"UBE2R2",5095,4090
"UBE2S",4039,4348
"UBE2T",1068,1536
"UBE2U",0,1
"UBE2V1",284,403
"UBE2V2",4133,4055
"UBE2W",1504,2328
"UBE2Z",8338,11008
"UBE3A",4137,6953
"UBE3B",3460,4658
"UBE3C",6284,7650
"UBE3D",190,134
"UBE4A",1821,2596
"UBE4B",2987,4846
"UBFD1",4118,5550
"UBIAD1",2272,2526
"UBL3",27387,17518
"UBL4A",3363,3398
"UBL4B",0,1
"UBL5",9487,9655
"UBL7",3523,3729
"UBLCP1",3689,3361
"UBN1",2891,3814
"UBN2",1965,1205
"UBOX5",825,1369
"UBP1",6438,6283
"UBQLN1",10624,6384
"UBQLN2",3277,4766
"UBQLN3",0,0
"UBQLN4",2543,7777
"UBQLNL",0,4
"UBR1",2146,2749
"UBR2",4939,5669
"UBR3",3791,3955
"UBR4",10101,11711
"UBR5",3944,5360
"UBR7",2626,4571
"UBTD1",793,1360
"UBTD2",1518,2542
"UBTF",6301,9411
"UBTFL1",0,0
"UBXN1",8068,7454
"UBXN10",12,82
"UBXN11",180,1006
"UBXN2A",1917,3263
"UBXN2B",118,1343
"UBXN4",8200,8802
"UBXN6",11095,9065
"UBXN7",1429,1436
"UBXN8",1713,2266
"UCHL1",76,41
"UCHL3",710,397
"UCHL5",2945,4864
"UCK1",3430,2008
"UCK2",3738,4366
"UCKL1",2637,2552
"UCMA",0,0
"UCN",362,58
"UCN2",2,2300
"UCN3",0,0
"UCP1",0,0
"UCP2",1094,510
"UCP3",58,38
"UEVLD",1125,2063
"UFC1",7286,14676
"UFL1",2102,1706
"UFM1",7134,4759
"UFSP1",1131,393
"UFSP2",1935,2702
"UGCG",15861,1540
"UGDH",3426,1888
"UGGT1",3951,5478
"UGGT2",2200,1870
"UGP2",5185,6366
"UGT1A1",0,0
"UGT1A10",0,1
"UGT1A3",0,0
"UGT1A4",0,0
"UGT1A5",0,0
"UGT1A6",0,0
"UGT1A7",0,1
"UGT1A8",0,0
"UGT1A9",0,0
"UGT2A1",1,0
"UGT2A2",0,0
"UGT2A3",0,1
"UGT2B10",0,1
"UGT2B11",0,0
"UGT2B15",0,0
"UGT2B17",0,1
"UGT2B28",0,0
"UGT2B4",0,0
"UGT2B7",381,840
"UGT3A1",0,0
"UGT3A2",0,4
"UGT8",616,221
"UHMK1",6351,12611
"UHRF1",416,562
"UHRF1BP1",3379,3293
"UHRF1BP1L",841,1403
"UHRF2",2288,1844
"UIMC1",1738,1274
"ULBP1",2,4
"ULBP2",23,75
"ULBP3",0,0
"ULK1",2673,1581
"ULK2",324,2009
"ULK3",8568,3500
"ULK4",3066,187
"UMOD",0,0
"UMODL1",3,7
"UMPS",2576,3047
"UNC119",2260,2491
"UNC119B",2988,4275
"UNC13A",21,12
"UNC13B",3493,2088
"UNC13C",0,23
"UNC13D",301,194
"UNC45A",7175,7527
"UNC45B",2,1
"UNC50",2565,3069
"UNC5A",2,3
"UNC5B",644,1108
"UNC5C",19,35
"UNC5CL",13461,75
"UNC5D",15,0
"UNC79",35,57
"UNC80",269,50
"UNC93A",0,1
"UNC93B1",1294,1767
"UNCX",0,0
"UNG",2972,4406
"UNK",2228,2997
"UNKL",509,842
"UPB1",45,2
"UPF1",7878,6892
"UPF2",1280,1606
"UPF3A",3517,2622
"UPF3B",1768,1722
"UPK1A",50,70
"UPK1B",0,0
"UPK2",123,65
"UPK3A",1,0
"UPK3B",43,9
"UPP1",21141,9509
"UPP2",4,2
"UPRT",866,1012
"UQCC1",3247,3557
"UQCC2",5723,5206
"UQCC3",1795,1429
"UQCR10",6284,6815
"UQCR11",4633,7226
"UQCRB",16542,36102
"UQCRC1",12522,22552
"UQCRC2",10525,26699
"UQCRFS1",7439,12219
"UQCRH",11132,24722
"UQCRHL",445,1805
"UQCRQ",12932,14181
"URAD",0,0
"URB1",4996,3646
"URB2",920,1740
"URGCP",4404,3372
"URGCP-MRPS24",0,1
"URI1",4313,4895
"URM1",9515,5850
"UROC1",0,2
"UROD",11296,5741
"UROS",2061,2424
"USB1",3885,3430
"USE1",3873,1910
"USF1",2611,4886
"USF2",10820,11908
"USH1C",3,5
"USH1G",1,1
"USH2A",25,55
"USHBP1",342,24
"USO1",6983,7288
"USP1",2602,3202
"USP10",4769,4535
"USP11",3516,4402
"USP12",2241,2925
"USP13",464,1287
"USP14",5627,7343
"USP15",2511,3382
"USP16",2996,4033
"USP17L1",0,0
"USP17L10",0,0
"USP17L11",0,0
"USP17L12",0,0
"USP17L13",0,0
"USP17L15",0,0
"USP17L17",0,0
"USP17L18",0,0
"USP17L19",0,0
"USP17L2",0,0
"USP17L20",0,0
"USP17L21",0,0
"USP17L22",0,0
"USP17L24",0,0
"USP17L25",0,0
"USP17L26",0,0
"USP17L27",0,0
"USP17L28",0,0
"USP17L29",0,0
"USP17L3",0,0
"USP17L30",0,0
"USP17L5",0,0
"USP17L7",0,1
"USP17L8",0,0
"USP18",309,645
"USP19",6287,7104
"USP2",19,165
"USP20",5316,1498
"USP21",1864,2433
"USP22",12291,24312
"USP24",3955,4405
"USP25",236,3549
"USP26",1,0
"USP27X",343,457
"USP28",920,874
"USP29",0,0
"USP3",1121,1265
"USP30",1358,2005
"USP31",792,516
"USP32",3728,2197
"USP33",3965,4727
"USP34",2006,3915
"USP35",663,927
"USP36",4212,3484
"USP37",204,495
"USP38",1989,2619
"USP39",3859,4845
"USP4",5222,4777
"USP40",3194,3021
"USP41",0,31
"USP42",967,892
"USP43",2,88
"USP44",131,59
"USP45",415,374
"USP46",1688,1700
"USP47",5734,6738
"USP48",8629,8019
"USP49",2353,2509
"USP5",5368,4961
"USP50",0,2
"USP51",990,866
"USP53",136,885
"USP54",3627,1692
"USP6",32,16
"USP6NL",4329,1270
"USP7",6401,6816
"USP8",3509,5539
"USP9X",10142,9312
"USP9Y",2381,1594
"USPL1",1499,1604
"UST",481,958
"UTF1",0,2
"UTP14A",2724,2062
"UTP14C",1185,2420
"UTP15",1963,1902
"UTP18",4342,3380
"UTP20",4122,2959
"UTP23",1140,2104
"UTP3",4190,3447
"UTP6",3376,3339
"UTRN",2410,2361
"UTS2",0,0
"UTS2B",81,32
"UTS2R",7,5
"UTY",1475,1793
"UVRAG",2361,2037
"UVSSA",2884,988
"UXS1",3767,3012
"UXT",4010,4442
"VAC14",5692,5123
"VAMP1",446,704
"VAMP2",4711,7039
"VAMP3",7899,13941
"VAMP4",2145,2018
"VAMP5",571,5011
"VAMP7",9177,11938
"VAMP8",3148,4168
"VANGL1",1868,1989
"VANGL2",104,3966
"VAPA",8661,10884
"VAPB",4868,4306
"VARS2",8706,3957
"VASH1",1444,886
"VASH2",26,112
"VASN",271,549
"VASP",6122,4349
"VAT1",62268,37566
"VAT1L",0,53
"VAV1",120,106
"VAV2",1200,624
"VAV3",11753,447
"VAX1",0,3
"VAX2",279,206
"VBP1",3001,4036
"VCAM1",224,314
"VCAN",1725,3441
"VCL",9042,5698
"VCP",19241,12204
"VCPIP1",2014,2487
"VCPKMT",791,508
"VCX",0,0
"VCX2",0,0
"VCX3A",30,0
"VCX3B",2,0
"VCY",0,0
"VCY1B",0,0
"VDAC1",18823,19574
"VDAC2",4567,6755
"VDAC3",4474,10352
"VDR",3135,607
"VEGFA",6512,15941
"VEGFB",10969,13838
"VEGFC",341,164
"VENTX",14,47
"VEPH1",51,781
"VEZF1",2691,6800
"VEZT",2291,3108
"VGF",1914,279
"VGLL1",1,0
"VGLL2",0,0
"VGLL3",156,166
"VGLL4",878,3255
"VHL",1215,1899
"VHLL",0,0
"VIL1",0,3
"VILL",1254,872
"VIM",224251,269551
"VIP",18,1
"VIPAS39",2260,3735
"VIPR1",3,3
"VIPR2",13,0
"VIT",4,8
"VKORC1",2748,3389
"VKORC1L1",2843,2502
"VLDLR",3602,2692
"VMA21",4490,5457
"VMAC",549,371
"VMO1",24,192
"VMP1",18001,9285
"VN1R1",126,99
"VN1R2",0,0
"VN1R4",0,0
"VNN1",45,33
"VNN2",26,40
"VNN3",1,0
"VOPP1",593,1164
"VPREB1",0,0
"VPREB3",19,13
"VPS11",7700,6780
"VPS13A",2441,818
"VPS13B",1663,2437
"VPS13C",3604,3783
"VPS13D",3854,4962
"VPS16",4667,3427
"VPS18",4523,4920
"VPS25",10137,6468
"VPS26A",3422,4612
"VPS26B",4356,5005
"VPS28",10378,7994
"VPS29",4902,5045
"VPS33A",1773,1627
"VPS33B",1979,1692
"VPS35",8304,9671
"VPS36",5851,4589
"VPS37A",2859,3493
"VPS37B",3936,4332
"VPS37C",2551,2244
"VPS37D",269,221
"VPS39",8982,8269
"VPS41",10208,9903
"VPS45",3547,5038
"VPS4A",5428,4801
"VPS4B",2436,5072
"VPS50",2549,2283
"VPS51",5547,4741
"VPS52",3929,5804
"VPS53",2434,2535
"VPS54",2758,3396
"VPS72",2745,4300
"VPS8",4916,3505
"VPS9D1",1380,1121
"VRK1",763,1059
"VRK2",877,1034
"VRK3",1931,2367
"VRTN",0,0
"VSIG1",7,6
"VSIG10",731,800
"VSIG10L",173,159
"VSIG2",15,1
"VSIG4",429,883
"VSIG8",55,13
"VSNL1",21,84
"VSTM1",0,0
"VSTM2A",0,1
"VSTM2B",0,0
"VSTM2L",752,153
"VSTM4",253,267
"VSTM5",2,6
"VSX1",0,4
"VSX2",0,1
"VTA1",2379,2977
"VTCN1",10,0
"VTI1A",810,855
"VTI1B",5253,5919
"VTN",26,35
"VWA1",2086,737
"VWA2",1,1
"VWA3A",1,0
"VWA3B",1,2
"VWA5A",108,458
"VWA5B1",1,0
"VWA5B2",1,0
"VWA7",18,21
"VWA8",1730,2833
"VWC2",0,10
"VWC2L",0,1
"VWCE",656,22
"VWDE",1,7
"VWF",5493,3184
"WAC",4838,7528
"WARS2",1173,1466
"WAS",192,107
"WASF1",27,627
"WASF2",5555,10417
"WASF3",16,1759
"WASL",9039,6196
"WBP1",1376,1354
"WBP11",8071,9728
"WBP1L",1583,2177
"WBP2",12139,9138
"WBP2NL",289,129
"WBP4",1452,1555
"WDFY1",14512,27156
"WDFY2",4173,1796
"WDFY3",2443,3748
"WDFY4",107,48
"WDHD1",934,1084
"WDPCP",562,495
"WDR1",22120,24587
"WDR11",3075,2639
"WDR12",3017,3794
"WDR13",10074,6334
"WDR17",5,226
"WDR18",3637,2516
"WDR19",2427,1257
"WDR20",1908,2004
"WDR24",1683,1265
"WDR25",948,622
"WDR26",11573,18533
"WDR27",826,379
"WDR3",6045,4588
"WDR31",188,179
"WDR33",3813,4133
"WDR35",1585,2014
"WDR36",3845,2366
"WDR37",1284,1410
"WDR38",1,1
"WDR4",1364,580
"WDR41",2784,3118
"WDR43",5771,5229
"WDR44",252,1131
"WDR45",3617,2703
"WDR45B",4984,6204
"WDR46",10652,5680
"WDR47",1282,1639
"WDR48",2853,4560
"WDR49",1,0
"WDR5",2825,1579
"WDR53",531,402
"WDR54",469,901
"WDR55",3984,2398
"WDR59",3135,2274
"WDR5B",1194,1231
"WDR6",1856,4944
"WDR61",6082,7329
"WDR62",808,450
"WDR64",1,5
"WDR7",1101,1576
"WDR70",3209,2316
"WDR72",3,27
"WDR73",703,352
"WDR74",2358,1402
"WDR75",3923,3115
"WDR76",702,1030
"WDR77",2376,2120
"WDR81",6647,5191
"WDR82",8064,12781
"WDR83",633,369
"WDR83OS",7498,8026
"WDR86",61,57
"WDR87",69,4
"WDR88",110,22
"WDR89",1035,1078
"WDR90",3018,991
"WDR91",7740,2282
"WDR92",141,79
"WDR93",1,56
"WDSUB1",610,818
"WDTC1",2485,4268
"WEE1",3253,1843
"WEE2",0,3
"WFDC1",71,119
"WFDC10A",3,1
"WFDC10B",0,1
"WFDC11",0,0
"WFDC12",0,0
"WFDC13",1,5
"WFDC2",4,15
"WFDC3",4,15
"WFDC5",0,1
"WFDC6",0,0
"WFDC8",0,1
"WFDC9",0,0
"WFIKKN1",39,21
"WFIKKN2",0,2
"WFS1",1233,2703
"WHAMM",1583,973
"WIF1",0,0
"WIPF1",1033,7580
"WIPF2",2651,4206
"WIPF3",11,6043
"WIPI1",2648,5011
"WIPI2",6103,5714
"WIZ",4832,4544
"WLS",9216,10336
"WNK1",6550,9746
"WNK2",1,4
"WNK3",17,84
"WNK4",3006,209
"WNT1",1,2
"WNT10A",6,7
"WNT10B",24,36
"WNT11",9,92
"WNT16",17,0
"WNT2",17,33
"WNT2B",76,39
"WNT3",4,50
"WNT3A",0,1
"WNT4",109,2925
"WNT5A",28,153
"WNT5B",32,45
"WNT6",0,1
"WNT7A",0,1
"WNT7B",0,2
"WNT8A",0,0
"WNT8B",1,0
"WNT9A",14,32
"WNT9B",0,0
"WRAP53",1064,753
"WRAP73",2396,2032
"WRN",1174,995
"WRNIP1",6531,7112
"WSB1",23942,8282
"WSB2",8719,8461
"WSCD1",184,25
"WSCD2",0,0
"WT1",19,22
"WTAP",2577,3240
"WTIP",1219,513
"WWC1",4,287
"WWC2",1789,1733
"WWC3",3693,2722
"WWOX",587,682
"WWP1",4424,1962
"WWP2",6925,3305
"WWTR1",947,8789
"XAB2",4314,4002
"XAF1",265,298
"XAGE1A",0,0
"XAGE1B",4,0
"XAGE2",0,0
"XAGE3",6,0
"XAGE5",0,0
"XBP1",0,0
"XCL1",8,6
"XCL2",6,1
"XCR1",7,1
"XDH",0,3
"XG",142,182
"XIAP",2328,2625
"XIRP1",1,9
"XIRP2",5,10
"XK",2,2
"XKR3",1,0
"XKR4",3,1
"XKR5",0,21
"XKR6",7,264
"XKR7",0,1
"XKR8",83,385
"XKR9",7,20
"XKRX",3,1
"XPA",700,570
"XPC",3520,6599
"XPNPEP1",2592,3649
"XPNPEP2",1,17
"XPNPEP3",1546,1442
"XPO1",8678,11623
"XPO4",3524,3667
"XPO5",7027,7804
"XPO6",5390,6516
"XPO7",5874,9951
"XPOT",11323,4832
"XPR1",1928,3787
"XRCC1",2322,2275
"XRCC2",517,310
"XRCC3",1337,657
"XRCC4",454,646
"XRCC5",17192,30816
"XRCC6",20724,24332
"XRN1",1897,2700
"XRN2",6839,8317
"XRRA1",827,981
"XXYLT1",1341,769
"XYLB",1342,582
"XYLT1",586,2384
"XYLT2",2201,1763
"YAF2",1079,1203
"YAP1",8605,7258
"YARS2",1634,1586
"YBEY",910,685
"YBX1",39701,40840
"YBX2",44,12
"YBX3",11948,8877
"YDJC",2520,1600
"YEATS2",4515,1647
"YEATS4",1207,1625
"YES1",3621,3719
"YIF1A",7010,4122
"YIF1B",4336,3930
"YIPF1",2410,2559
"YIPF2",3566,2768
"YIPF3",11690,15329
"YIPF4",3899,5152
"YIPF5",4664,5447
"YIPF6",4256,6101
"YIPF7",3,17
"YJEFN3",1066,92
"YKT6",15094,9755
"YLPM1",3135,4470
"YME1L1",5610,6817
"YOD1",1264,1495
"YPEL1",76,239
"YPEL2",679,1627
"YPEL3",2412,2242
"YPEL4",316,631
"YPEL5",6091,10356
"YRDC",2769,1888
"YTHDC1",4081,5989
"YTHDC2",3350,2064
"YTHDF1",4525,4358
"YTHDF2",9131,8315
"YTHDF3",6107,9054
"YWHAB",21650,25040
"YWHAE",30911,42198
"YWHAG",12894,16767
"YWHAH",5453,10259
