"GENE_SYMBOL","GSM4799042--1060699","GSM4799043--1014406","GSM4799044--1048276","GSM4799050--1097378","GSM4799052--1048434","GSM4799063--1082336","GSM4799072--1095369","GSM4799074--1020492","GSM4799077--1094680","GSM4799080--1058310","GSM4799081--1092277","GSM4799082--1048939","GSM4799083--1031074","GSM4799092--1050416","GSM4799109--1037570","GSM4799112--1081859","GSM4799114--1048099","GSM4799115--1025388","GSM4799118--1029017","GSM4799119--1072745"
"CD28",306,33,925,26,16,1,383,77,0,29,82,0,19,230,53,31,4,194,0,0
"CD2AP",1459,757,757,844,649,7,1307,1449,17,4352,1971,346,247,1953,1790,393,305,1435,610,128
"CD2BP2",879,722,325,906,414,8,1689,284,2,1516,2179,1579,104,1894,1186,590,0,1112,578,130
"CD300A",152,487,151,50,45,0,946,19,37,197,1124,6,28,1359,146,96,0,134,18,130
"CD300C",0,3,0,1,4,0,154,8,7,14,1131,0,0,459,70,0,1,43,0,220
"CD300E",0,0,1,51,0,2,16,6,1,24,909,1,20,69,0,26,1,1,0,1
"CD300LB",0,32,0,0,30,0,0,199,0,21,80,0,47,49,51,4,901,1,0,0
"CD300LD",0,0,0,32,18,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0
"CD300LF",128,6,193,37,64,0,132,138,0,79,2153,0,32,471,167,0,532,9,16,0
"CD300LG",106,1822,290,0,8,0,0,146,7,4,1201,1,21,32,0,54,39,2,0,10
"CD302",329,382,143,243,15,1,231,372,1,124,324,216,28,356,133,160,4,119,67,14
"CD320",281,168,44,276,349,0,536,139,11,411,228,24,203,75,489,234,6,462,414,105
"CD33",104,244,326,100,39,29,454,413,18,157,2356,13,133,1004,366,0,3280,115,52,28
"CD34",2021,4124,2016,201,200,5,471,2668,1,680,1789,1573,226,2265,458,1922,66,386,4,161
"CD36",1532,31967,1781,489,1458,21,18309,6557,3119,1738,13943,392,260,3523,476,22107,386,579,76,123
"CD37",703,54,2746,79,113,5,2676,295,42,334,2811,24,33,1875,578,18,73,426,85,12
"CD38",151,25,1065,42,25,0,589,21,4,418,1192,0,91,290,335,330,2,338,89,1
"CD3D",1734,12,6904,18,126,7,2014,1455,1,328,1157,1,13,708,351,23,0,293,45,92
"CD3E",1225,48,2514,15,124,6,1362,312,3,165,841,17,11,598,330,0,24,279,56,0
"CD3EAP",236,114,74,149,80,0,460,5,4,362,390,41,138,387,217,128,6,491,45,39
"CD3G",2383,35,6830,44,164,4,1820,602,1,251,1211,1,295,1151,365,74,333,496,63,1
"CD4",1217,579,837,469,297,10,1761,522,1,644,6888,431,79,4152,1112,132,16,652,178,307
"CD40",1279,461,3026,152,75,4,1661,478,4,520,3820,1124,32,998,486,373,5,275,113,6
"CD40LG",597,2,230,0,4,0,283,5,0,76,102,0,1,88,5,0,1,42,32,8
"CD44",36993,6107,12727,58366,4857,511,22795,24850,80,48460,38572,12347,1851,15445,35855,3157,5859,51345,1212,2971
"CD46",8437,3428,4914,4259,2168,19,5828,9191,21,8674,17753,2145,421,10376,9961,1596,266,7346,1174,350
"CD47",6419,1187,4582,4922,4121,10,7730,3810,1,4950,8190,1635,329,9474,4098,1012,1,3671,968,66
"CD48",5486,13,6470,0,628,13,2928,635,25,240,1318,8,79,954,258,3,0,377,244,46
"CD5",398,39,803,20,30,2,259,176,1,31,108,4,12,86,75,2,0,52,99,1
"CD52",6280,1893,20808,100,134,46,10229,4223,12,826,23057,900,52,1962,2216,651,24752,1321,153,467
"CD53",2325,290,13779,246,242,22,6123,1361,270,1393,14687,237,46,6122,1564,130,13147,1320,139,349
"CD55",1498,971,1041,354,801,4,7512,875,5,2629,6030,142,360,1916,7487,1252,97,967,1101,201
"CD58",488,133,581,244,496,4,581,752,2,2600,3906,249,177,1610,5058,397,56,11269,336,251
"CD59",51261,4585,10523,9583,17175,174,54761,20798,30,91489,45032,13500,977,61404,50786,9858,10754,56313,3063,959
"CD5L",0,0,0,61,20,0,1167,0,0,0,0,1,74,8,0,0,23,1,52,0
"CD6",303,6,1355,40,71,0,520,196,1,22,193,107,22,100,97,0,438,71,203,0
"CD63",107592,15694,16369,27569,68083,399,92378,14330,5687,193411,79616,8722,7273,70197,124328,25800,36808,135856,33147,8605
"CD68",5,0,14,4,0,0,36,2,22,3,58,0,0,38,6,0,2,11,0,2
"CD69",1537,218,4011,0,2,4,1499,1918,2,338,736,0,20,694,419,1,0,376,8,0
"CD7",0,1,0,0,5,0,6,8,0,0,2,0,4,1,0,0,0,0,1,0
"CD70",0,44,16,4,11,0,6,21,0,36,84,2,68,18,19,1,0,0,74,0
"CD72",7,474,1050,69,20,2,1737,0,1,73,757,0,47,680,239,0,10,156,59,22
"CD74",47505,10776,106998,9775,19382,391,104180,18637,18510,27194,362232,13212,259,184493,58441,8768,82502,21270,12994,11496
"CD79A",0,0,1898,1,0,1,1774,14,1,1,14,0,0,35,95,10,0,233,0,0
"CD79B",253,177,2296,415,4,2,2869,109,2694,49,186,1,1,128,72,82,0,225,3,10
"CD80",77,1,6,36,18,0,30,133,1,25,500,0,59,121,76,0,0,29,0,7
"CD81",4547,5885,2882,3266,1720,20,11700,2960,1649,5738,4141,3077,683,4422,4575,1944,2783,5641,455,298
"CD82",2293,171,844,753,37,1,886,1327,4,607,4600,2079,100,2231,491,182,1,210,21,152
"CD83",2916,905,2816,298,20,4,2029,929,55,820,4956,1,74,2931,823,128,0,818,140,12
"CD84",3729,1061,1669,314,219,6,2095,2760,15,702,4266,753,244,5760,1551,390,400,668,186,8
"CD86",450,198,542,240,253,7,860,575,43,396,4793,33,35,2538,733,175,8207,209,368,11
"CD8A",1149,12,2612,1,666,7,593,427,0,23,357,1,24,233,263,39,1,104,277,0
"CD8B",237,17,47,0,176,0,346,91,0,52,163,5,6,128,55,5,0,31,56,0
"CD9",8034,130,551,736,638,52,629,12497,64,9494,34199,5601,278,5318,5509,1362,15,8077,184,291
"CD93",1628,2205,2501,278,333,5,564,1619,2,1057,5657,886,33,1756,953,1406,558,504,34,332
"CD96",1484,29,3569,57,77,4,787,689,37,187,774,12,206,952,375,74,1,269,60,0
"CD99",1345,2005,814,3670,817,2,2525,1625,97,1146,2723,652,418,3035,4277,1160,6645,4013,484,221
"CD99L2",840,168,250,398,555,1,415,160,0,800,1428,124,103,2356,778,991,162,993,105,64
"CDA",166,0,0,14,21,0,2,155,0,40,470,0,94,156,1,123,4,12,0,26
"CDADC1",467,477,148,832,209,0,801,588,2,1188,314,79,232,722,813,315,0,1250,239,18
"CDAN1",181,264,16,440,214,0,307,262,0,172,126,394,142,216,353,117,9,295,172,14
"CDC123",6064,689,912,839,500,5,3924,1210,4,3686,3876,1351,219,4659,2064,1331,0,3564,227,37
"CDC14A",938,420,819,10,96,1,363,180,0,175,427,183,39,262,337,87,0,193,10,0
"CDC14B",762,796,186,1826,225,0,625,208,0,1299,604,211,355,1807,1046,176,54,1159,78,45
"CDC16",5320,1580,3722,3205,1117,19,4026,2062,100,2796,2370,3596,819,3372,4805,1566,61,6732,1744,859
"CDC20",588,18,4,28,13,0,211,92,0,89,134,2,47,231,563,11,0,78,14,28
"CDC20B",0,0,3,1,37,0,24,0,0,0,30,0,87,0,12,27,6,0,0,0
"CDC23",2132,107,1509,2517,204,13,1904,905,0,1836,3500,671,136,3224,946,353,0,2678,96,1
"CDC25A",22,0,0,2,2,0,154,0,0,42,55,1,52,59,232,0,0,29,18,9
"CDC25B",1216,195,1159,1124,256,2,1243,378,0,284,1698,1060,237,753,1714,95,9027,1187,491,241
"CDC25C",169,0,0,2,20,0,136,7,1,76,86,54,38,153,396,0,0,46,2,66
"CDC26",513,207,381,475,105,4,818,309,0,1424,727,132,97,1204,944,564,2,962,97,0
"CDC27",2704,1106,1458,2052,330,8,2841,2769,4,3585,2972,1033,255,3478,2219,1467,7,3225,274,54
"CDC34",12,99,3,12,27,0,72,36,2,33,17,9,7,9,35,92,12,15,46,3
"CDC37",570,736,522,888,625,1,1914,938,23,578,1883,298,119,1044,2344,1707,969,796,819,732
"CDC37L1",672,817,735,966,217,1,805,1014,3,434,1146,457,120,1183,984,3644,281,525,170,72
"CDC40",1309,482,1615,559,220,0,1494,1188,0,1067,1451,479,125,1271,993,369,129,547,173,34
"CDC42",8620,2774,6486,3596,1342,22,8118,5951,16,8091,23068,2490,709,23369,12659,3651,5670,9220,782,384
"CDC42BPA",6796,3199,1528,271,1004,28,2754,3330,3,6814,3355,1914,575,11944,6137,2737,31,8450,3115,77
"CDC42BPB",1956,1861,692,1221,674,0,230,1854,13,1095,803,702,132,686,1205,832,991,450,798,309
"CDC42BPG",232,0,0,5,16,0,0,95,0,44,19,1282,51,4,0,0,8,5,1,126
"CDC42EP1",91,167,10,79,91,1,60,84,1,106,78,95,87,156,36,50,2548,161,84,55
"CDC42EP2",121,255,55,37,13,0,23,211,8,40,405,52,43,304,90,254,0,35,1,42
"CDC42EP3",3332,266,2350,1080,1062,11,3332,1067,4,955,2913,256,532,1338,2965,2390,12689,4842,302,177
"CDC42EP4",548,775,7,358,308,0,357,274,1,386,334,287,8,260,223,68,2,150,22,6
"CDC42EP5",6,0,0,0,0,0,8,3,0,1,0,0,0,1,0,0,0,1,0,1
"CDC42SE1",902,138,1535,1218,570,5,1819,1150,7,2464,2410,187,226,3525,2678,663,1,2417,406,51
"CDC42SE2",2677,149,5205,1542,579,6,3350,769,27,1371,3446,574,96,1954,1254,513,4,1475,289,29
"CDC45",365,24,0,4,6,1,720,371,3,261,474,0,98,360,346,0,0,161,87,1
"CDC5L",3364,2415,2677,2131,584,10,3657,2106,17,10371,2693,1224,252,6510,2687,3407,120,3805,853,84
"CDC6",553,62,213,96,75,4,1108,67,0,447,756,96,88,510,457,41,0,261,26,34
"CDC7",567,31,204,60,155,2,245,80,0,759,683,36,86,742,1136,26,0,834,229,39
"CDC73",1310,503,1577,925,472,4,1215,1531,2,2483,1055,120,248,2357,1907,733,727,1577,769,227
"CDCA2",322,292,351,73,82,0,109,97,0,110,146,0,89,163,120,76,4,47,55,5
"CDCA3",268,66,1,20,92,0,694,148,0,452,460,3,174,630,376,8,0,231,270,56
"CDCA4",323,1,27,130,64,0,282,78,0,157,88,118,52,177,539,17,0,250,95,1
"CDCA5",379,88,1,12,35,73,498,87,2,232,222,0,52,292,321,29,1,154,34,24
"CDCA7",413,240,301,0,12,0,424,585,1,43,288,17,105,118,249,0,0,548,1,14
"CDCA7L",481,267,395,868,12,0,354,549,0,385,999,233,65,1158,415,52,0,747,1,0
"CDCA8",195,151,167,31,20,0,417,506,1,298,608,26,203,460,749,21,0,115,34,22
"CDCP1",618,234,0,21,14,6,817,1071,5,30,1940,1379,374,483,3641,22,0,43,1,1147
"CDCP2",0,0,0,1,2,0,0,0,0,0,11,0,18,0,0,0,0,0,0,0
"CDH1",16839,0,64,9461,3270,11,4516,2060,0,4601,4724,1527,714,77,29,0,0,7266,1515,195
"CDH10",0,0,0,0,11,0,11,0,0,0,3,0,119,24,0,0,0,0,0,0
"CDH11",1378,574,3005,197,43,11,328,2346,5,1966,2059,141,238,6289,2366,625,306,1242,48,80
"CDH12",366,2,0,0,34,0,0,0,0,0,0,1,146,31,11,0,0,0,18,0
"CDH13",1873,447,739,232,45,3,468,501,4,526,2490,721,454,670,539,2904,32,1104,0,68
"CDH15",0,1,0,9,25,0,157,0,0,0,0,0,32,1,2,123,8,0,0,0
"CDH16",0,0,0,1,20,0,0,0,25,0,0,0,58,0,0,0,0,0,0,0
"CDH17",0,0,125,14,114,0,19,17,0,27,3,0,113,52,20,1,0,0,0,0
"CDH18",0,0,0,0,34,0,0,0,1,0,0,0,225,0,0,0,8,0,0,0
"CDH19",528,25,0,2,619,26,8851,342,0,30306,488,100,1353,9458,7331,0,0,23813,609,123
"CDH2",48,29,15,156,91,3,22,0,1,1984,0,0,161,4453,2375,68,1,1053,5,0
"CDH20",20,30,0,1,1,0,11,12,2,0,0,2,151,4,1,1,0,3,0,0
"CDH22",2,0,0,12,11,0,0,6,0,0,0,87,9,0,0,0,20,0,0,0
"CDH23",18,201,415,14,62,2,42,222,5,15,117,15,199,58,36,156,29,28,13,29
"CDH24",35,9,0,11,9,0,4,29,0,9,3,26,8,41,25,0,0,2,16,2
"CDH26",77,1,0,21,9,0,0,8,0,54,248,10,96,41,0,19,0,67,60,13
"CDH3",1373,1,271,918,68,1,748,1035,1,130,810,1128,579,1055,26,0,458,54,1,1005
"CDH4",28,0,0,85,73,0,1,2,8,182,0,38,87,0,2,33,12,23,2,1
"CDH5",877,2612,795,229,371,1,211,703,0,307,2415,420,121,548,209,919,0,178,19,184
"CDH6",31,48,293,65,58,0,119,80,7,184,502,9,120,1447,239,196,1,222,2,0
"CDH7",0,0,0,0,26,0,0,26,0,0,0,0,425,6,1,0,0,106,4,0
"CDH8",8,0,0,77,15,0,0,6,4,77,73,1,121,131,153,0,24,5,0,6
"CDH9",0,0,28,0,14,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0
"CDHR1",133,0,1,3,14,0,6,5103,3,1,42,21355,102,4,0,0,12,0,103,1482
"CDHR2",1,0,0,51,26,0,5,0,9,0,7,0,17,2,20,0,1,2,0,0
"CDHR3",46,153,9,337,83,4,62,48,0,53,139,114,314,112,68,111,5,157,33,19
"CDHR4",3,0,0,0,4,0,0,0,7,0,0,1,142,0,1,3,8,0,2,0
"CDHR5",1,0,0,19,3,0,2,4,0,0,0,0,3,0,1,0,5,0,0,1
"CDIP1",1412,340,129,1351,175,10,642,284,0,656,628,106,153,1096,98,396,15,514,102,124
"CDIPT",749,1240,280,805,662,2,1261,664,1,1193,579,552,192,826,1303,358,212,654,374,133
"CDK1",1839,56,10,14,8,2,2165,753,5,1498,930,75,84,1073,1248,130,1,394,25,159
"CDK10",777,271,318,1128,241,2,943,469,4,506,976,1139,275,1159,1498,257,25,1117,273,249
"CDK11A",58,464,476,251,123,1,303,364,1,280,158,91,69,160,197,102,0,112,314,76
"CDK11B",108,161,238,166,140,0,383,335,6,109,256,214,130,321,544,450,70,228,208,52
"CDK12",1790,1184,1090,2656,530,3,1871,2004,1,1577,1198,1511,220,1274,1504,730,1,1680,714,179
"CDK13",2807,966,3048,3517,1484,9,2104,1630,31,2867,1791,1108,409,3681,3294,917,1,2631,1273,346
"CDK14",1455,185,1320,44,237,0,336,455,32,544,718,36,136,2878,881,157,0,162,263,12
"CDK15",22,0,0,2922,40,0,1,12,1,91,7,8,137,141,12,0,6,52,39,57
"CDK16",620,102,87,337,205,0,607,178,1129,608,600,173,122,584,757,1207,0,690,224,181
"CDK17",2295,585,1379,973,632,6,890,880,2,827,775,72,137,949,1163,483,27,716,367,152
"CDK18",112,34,1,466,180,1,315,115,0,119,178,44,134,148,70,32,0,239,38,8
"CDK19",1003,585,322,900,257,1,1645,340,1,1186,695,95,211,1377,1295,115,0,1571,88,184
"CDK2",4977,137,127,6353,2425,11,928,682,0,4580,4248,221,599,522,6402,77,8,4500,751,125
"CDK20",181,0,99,767,221,2,152,4,0,552,174,476,111,558,326,12,0,835,11,10
"CDK2AP1",924,224,313,483,774,5,1526,294,1,2007,610,49,66,1363,7864,606,4,1236,305,4
"CDK2AP2",302,82,165,92,176,2,558,178,34,446,1182,87,47,300,716,231,0,234,137,108
"CDK3",0,2,0,4,8,0,10,1,0,10,5,66,0,12,11,4,0,6,0,0
"CDK4",780,93,76,907,224,9,3045,495,34,1304,1630,149,87,2971,2820,261,0,2213,88,9
"CDK5",280,0,151,333,185,0,1678,290,1,3579,887,305,30,1086,1506,136,0,894,172,9
"CDK5R1",306,71,0,294,216,0,871,58,0,102,298,0,177,176,182,86,0,1154,243,47
"CDK5R2",0,0,0,0,2,0,0,0,3,0,1,0,4,0,0,0,0,0,0,0
"CDK5RAP1",2074,153,3299,2267,1192,17,1556,1634,1,1868,3158,591,325,2079,1429,634,16,2160,640,65
"CDK5RAP2",3290,1550,1300,2270,2052,1,1798,2869,0,1761,2040,1153,600,2766,2566,2845,191,2515,3781,143
"CDK5RAP3",4707,1684,4798,8574,2304,17,8091,2732,21,4969,7448,6494,500,6038,4783,1722,32599,7740,3544,363
"CDK6",2328,1422,433,1958,567,14,3072,2658,3,4405,1488,1876,494,5563,7677,202,65,5399,691,475
"CDK7",853,57,219,776,186,2,1387,337,4,2865,2176,574,90,2178,1183,668,0,1413,191,27
"CDK8",138,618,452,80,66,5,855,1054,25,523,385,881,81,712,376,203,14,832,222,64
"CDK9",731,1100,345,730,273,3,703,416,3,591,723,514,114,858,532,198,7,663,281,222
"CDKAL1",729,389,664,1157,664,1,1365,868,3,1652,1245,1078,227,2755,1031,548,90,1297,283,137
"CDKL1",298,1,678,238,111,1,434,317,0,174,612,59,117,489,226,118,10,86,80,8
"CDKL2",0,0,0,58,1,0,0,1,0,2,1056,0,70,87,0,0,0,263,0,0
"CDKL3",96,15,0,330,85,0,80,269,0,208,106,23,16,212,147,112,0,178,45,9
"CDKL4",10,0,0,25,3,0,6,0,0,0,6,0,46,4,41,0,0,47,0,0
"CDKL5",742,28,254,232,132,0,531,291,6,504,1526,711,314,1023,1041,115,34,809,111,32
"CDKN1A",1458,4805,69,281,265,10,2373,582,2647,23153,1891,164,45,9638,2837,883,4,3752,715,1723
"CDKN1B",813,358,687,349,352,1,456,627,0,538,309,252,33,297,169,582,986,393,117,57
"CDKN1C",189,2045,192,245,242,1,106,610,8,208,417,173,24,648,687,585,0,48,21,9
"CDKN2A",27,13,13,1,128,0,383,0,0,16,1,0,53,83,5,0,12,181,184,1
"CDKN2AIP",564,35,1045,344,106,1,264,191,0,742,166,51,17,475,447,564,0,800,296,174
"CDKN2AIPNL",198,146,12,267,123,0,415,183,1,305,553,26,19,717,809,320,0,752,36,81
"CDKN2B",790,1413,0,21,185,0,1488,329,0,132,523,56,309,1285,87,217,0,1421,145,77
"CDKN2C",387,764,182,33,45,1,510,102,0,405,353,182,43,338,308,228,2,107,30,5
"CDKN2D",100,100,16,4,8,0,211,19,1,115,112,225,50,25,98,217,0,14,4,2
"CDKN3",309,11,73,23,47,0,593,87,18,476,261,0,63,425,675,212,0,308,67,1
"CDNF",112,102,132,66,10,0,5,11,2,10,12,179,63,27,0,246,0,27,9,0
"CDO1",201,1095,20,1555,22,0,11,5,0,15,761,0,15,571,71,443,0,4,0,1
"CDON",448,233,98,253,250,1,670,1008,0,590,366,1258,156,484,350,163,43,550,72,76
"CDPF1",236,70,155,653,218,4,736,217,0,296,546,320,49,829,694,229,1,706,233,72
"CDR1",36,172,1,3,11,0,0,32,0,40,12,10,1,37,35,18,0,2,0,0
"CDR2",587,62,1026,248,221,2,711,286,10,580,745,374,95,1090,896,272,34,175,386,7
"CDR2L",189,182,2,60,36,0,235,273,2,183,529,112,64,655,577,124,1,56,6,4
"CDRT1",11,13,44,19,13,0,37,0,0,0,22,27,14,17,0,5,0,3,0,0
"CDRT15",0,0,0,1,1,0,12,0,0,0,2,1,3,3,6,0,0,15,0,0
"CDRT15L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDRT4",17,16,26,51,3,0,5,11,0,23,31,8,16,40,9,0,0,19,10,0
"CDS1",792,175,0,0,4,1,6,760,3,265,377,1162,49,46,9,81,0,11,0,24
"CDS2",5787,1498,1336,2905,1609,12,2286,2880,1,1913,4215,1135,692,4076,4284,790,7,5943,343,178
"CDSN",28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40
"CDT1",33,20,1,13,10,0,31,61,1,48,67,2,27,16,102,17,8,15,14,5
"CDV3",6908,2325,7630,2327,1262,15,6011,2671,23388,6660,7783,275,223,8263,7873,5686,43342,6543,849,483
"CDX1",0,0,11,0,2,0,13,10,0,2,25,0,12,15,1,0,0,0,1,0
"CDX2",0,0,0,0,6,0,0,60,0,0,0,0,3,0,0,0,6,0,0,0
"CDX4",0,0,0,0,4,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
"CDY1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDY2A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDYL",1496,455,105,1530,224,1,861,487,0,2343,431,676,226,1744,909,362,62,1892,227,108
"CDYL2",900,547,88,12,27,0,114,26,0,267,399,0,106,625,1193,10,23,771,1,1
"CEACAM1",633,459,538,283,1986,7,13875,952,14,730,28631,847,94,193,1418,55,40,2558,1000,1
"CEACAM16",0,0,0,0,1,0,0,0,0,0,0,0,18,5,0,0,0,0,0,0
"CEACAM18",0,0,0,0,2,0,0,0,4,0,0,0,19,0,0,0,4,0,0,0
"CEACAM19",105,2,331,31,59,7,25,41,12,75,88,79,94,15,64,146,30,87,5,23
"CEACAM20",0,0,0,1,7,0,0,0,1,0,0,0,89,0,0,0,0,0,1,0
"CEACAM21",1,1,15,7,46,0,306,208,2,75,574,0,18,231,153,0,0,52,21,50
"CEACAM3",0,38,0,0,9,0,0,1,0,4,177,0,53,6,0,0,0,2,0,0
"CEACAM4",0,104,0,0,1,1,0,0,5,0,91,0,7,15,0,0,7,0,9,0
"CEACAM5",232,5,0,0,13,0,1,55,4,0,532,4,68,0,0,0,11,0,0,4
"CEACAM6",1338,0,0,0,49,1,0,2713,21,0,54903,4574,122,0,0,0,0,0,0,0
"CEACAM7",4,0,0,0,5,0,0,39,0,0,2,99,10,0,0,0,0,0,0,0
"CEACAM8",0,132,1,0,10,0,0,27,0,6,1,0,86,14,0,2,0,0,0,0
"CEBPA",17,74,0,4,0,0,3,27,0,14,103,6,2,46,36,24,0,6,0,0
"CEBPB",222,857,119,40,94,1,314,196,9,237,261,175,23,75,270,357,64,45,95,218
"CEBPD",93,737,140,57,51,0,428,48,0,459,222,54,6,137,63,97,3183,81,14,189
"CEBPE",0,0,0,0,5,0,4,0,0,0,0,0,3,1,0,0,0,0,0,0
"CEBPG",831,255,273,273,274,0,458,379,0,575,517,145,77,497,726,691,1,243,406,47
"CEBPZ",2858,1296,1349,2190,493,2,2430,1854,11,3205,2882,668,107,1472,2857,1589,6,2307,758,474
"CEBPZOS",968,419,261,1679,511,4,1175,223,72,3348,1041,878,383,1206,2397,1521,46,2203,359,48
"CECR2",366,250,5,818,63,0,0,124,6,19,179,2,439,100,11,799,22,92,61,34
"CEL",0,0,0,21,8,0,0,8,0,3,1,0,13,4,0,0,0,11,2,0
"CELA1",0,0,58,0,0,0,0,0,0,0,0,0,52,0,0,0,0,2,0,0
"CELA2A",14,0,0,0,12,0,0,1,0,0,0,0,127,1,0,0,0,0,0,0
"CELA2B",0,1,4,19,23,0,0,28,0,0,9,0,48,12,56,0,0,2,0,0
"CELA3A",0,0,0,0,3,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0
"CELA3B",2,1,0,0,7,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0
"CELF1",5200,2245,2848,5007,1367,5,4047,3829,60,3703,3790,2151,450,3241,4438,2304,756,2369,517,459
"CELF2",4878,3303,3096,2512,2582,3,3429,4724,64,1822,4239,935,1046,2964,4888,1916,21895,3206,1345,144
"CELF3",0,0,0,0,2,0,0,0,1,1,0,0,9,0,0,0,0,2,0,0
"CELF4",38,1,0,6,24,0,0,17,0,0,25,0,86,24,0,0,8,1,0,0
"CELF5",0,0,0,36,24,0,17,0,0,0,0,0,68,0,0,0,20,5,0,0
"CELF6",3,0,0,26,11,0,0,0,0,1,1,0,38,2,1,0,0,1,0,0
"CELSR1",804,34,640,348,56,2,378,450,2,338,968,1493,127,76,392,1,50,408,128,401
"CELSR2",649,41,23,841,592,1,179,371,0,968,125,704,165,160,1371,77,2,2877,341,390
"CELSR3",18,0,0,1,32,10,4,10,6,21,72,1,109,23,277,0,0,35,20,4
"CEMIP",239,80,1151,570,143,0,87,393,40,210,166,259,139,2233,867,93,2034,89,41,86
"CEMP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CEND1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0
"CENPA",77,0,128,0,1,0,43,0,0,49,1,0,17,34,65,0,0,29,0,14
"CENPB",107,227,40,221,242,1,137,158,1,84,45,194,42,94,319,297,18,107,106,127
"CENPBD1",406,0,1,217,10,0,196,84,0,137,435,0,71,437,155,53,0,550,39,3
"CENPC",2455,1490,2793,2211,748,5,2894,1511,8,2666,1743,1560,245,3075,2226,1008,234,2564,1234,46
"CENPE",1588,764,302,28,78,0,1526,1338,12,733,562,523,149,1056,1625,289,12,281,575,1
"CENPF",4377,847,287,219,245,4,7519,2092,2,5462,3768,277,582,3825,7322,420,98,1116,4447,90
"CENPH",85,6,51,99,89,0,184,62,105,73,110,42,37,66,105,27,22,63,35,8
"CENPI",55,4,0,210,176,1,220,1,0,136,67,95,173,185,213,0,28,84,30,0
"CENPJ",687,969,1048,1223,531,2,1793,772,2,913,1528,1262,213,1557,2411,284,31,1511,1187,8
"CENPK",752,189,271,83,453,6,583,781,25,868,842,132,130,339,941,74,135,974,2105,31
"CENPL",893,83,8,535,121,0,660,73,0,841,271,80,275,943,418,342,2,516,190,26
"CENPM",428,14,209,239,76,1,461,45,6,584,396,112,215,244,671,165,46,309,84,0
"CENPN",785,2,311,107,45,0,1506,434,0,1090,696,0,128,662,846,136,6,471,176,28
"CENPO",241,6,0,309,104,0,172,187,1,385,424,39,119,306,319,21,0,238,5,95
"CENPP",43,13,155,119,14,0,95,198,0,109,117,211,50,278,101,176,8,82,11,23
"CENPQ",149,36,256,97,83,4,357,55,1,1402,450,1,53,966,420,139,0,555,86,0
"CENPT",367,239,231,401,347,1,669,386,3,456,235,1129,92,305,333,364,29,270,653,389
"CENPU",290,110,83,42,42,0,313,732,0,786,277,24,62,425,836,66,0,486,321,8
"CENPV",91,247,155,517,38,1,57,271,1,78,574,195,53,123,33,91,0,108,167,0
"CENPW",420,198,410,48,131,0,330,208,0,377,362,0,76,447,394,132,0,228,47,24
"CEP104",710,96,500,1348,354,1,1381,1051,64,868,789,377,386,592,1044,707,33,533,288,126
"CEP112",870,1096,497,497,152,0,569,728,0,459,1042,88,156,617,1869,927,4746,477,772,14
"CEP120",883,300,1001,377,267,1,775,679,5,777,673,175,52,537,433,258,0,788,402,0
"CEP126",277,1614,85,0,170,1,511,488,3,510,442,494,110,317,717,423,0,291,414,2
"CEP128",321,251,1167,123,118,3,467,855,0,523,798,842,144,618,968,247,10,382,315,0
"CEP131",1,2,16,17,10,0,18,9,0,8,8,0,33,4,150,5,30,3,41,0
"CEP135",1274,445,2510,1146,205,9,954,777,0,862,544,199,327,962,993,177,98,757,334,1
"CEP152",1307,806,717,427,818,3,1264,1161,1,1163,1610,28,453,1351,1766,250,8,911,1768,21
"CEP162",2007,858,1698,357,535,0,976,1480,2,1320,1009,991,163,2454,1985,270,0,642,863,17
"CEP164",888,628,496,1054,403,0,837,766,11,1068,326,794,225,448,557,95,44,281,588,490
"CEP170",2570,1415,1444,12079,2111,6,5161,1131,34,11294,2240,189,578,7922,6358,505,53,10569,3084,51
"CEP170B",83,41,0,61,49,0,58,170,13,103,31,198,23,32,237,4,4,84,13,220
"CEP19",310,3,6,105,70,0,379,158,0,295,105,25,183,586,455,13,0,273,112,0
"CEP192",1836,295,2974,2087,265,2,1082,1233,51,1810,1301,771,408,2614,798,654,10,909,486,43
"CEP250",498,500,200,478,508,1,1240,835,1,877,676,180,641,819,1212,557,21,697,759,61
"CEP290",2329,3019,5140,1624,787,26,3061,2599,3,4268,1720,1682,159,2237,5724,969,16,1033,2241,43
"CEP295",1477,366,791,742,248,0,1113,1030,1,1208,1258,374,78,985,1014,240,18,545,629,17
"CEP295NL",127,0,43,362,187,0,28,184,6,91,41,13,14,70,143,1,0,168,472,10
"CEP350",11990,5854,7049,3429,2269,21,9484,6796,12,8539,5526,2995,861,6796,7715,5470,4179,11907,6070,431
