"GENE_SYMBOL","GSM4799042--1060699","GSM4799043--1014406","GSM4799044--1048276","GSM4799050--1097378","GSM4799052--1048434","GSM4799063--1082336","GSM4799072--1095369","GSM4799074--1020492","GSM4799077--1094680","GSM4799080--1058310","GSM4799081--1092277","GSM4799082--1048939","GSM4799083--1031074","GSM4799092--1050416","GSM4799109--1037570","GSM4799112--1081859","GSM4799114--1048099","GSM4799115--1025388","GSM4799118--1029017","GSM4799119--1072745"
"RPS15",1663,912,819,5705,4040,14,12777,2392,4603,1265,8162,2041,1048,7160,23876,2804,31781,14335,2179,1058
"RPS15A",10425,4880,20467,7340,2151,56,22086,7227,5131,33993,10018,4411,458,11499,16119,6895,21801,15064,2175,761
"RPS16",14435,8804,15525,13675,3887,56,27426,7289,3625,34859,12389,7011,927,8589,23695,7729,30522,23124,4175,2289
"RPS17",10781,7307,20594,9307,3509,51,24299,8222,450,36232,9347,5069,660,8385,18443,4737,21643,23051,4709,922
"RPS18",65163,31174,78983,75735,15419,301,137399,50739,22423,516348,49054,36147,3890,93062,101649,20068,80709,131496,21105,6517
"RPS19",32099,19743,43073,51345,11043,243,65155,18522,14510,138519,36233,16235,1808,24630,63597,11478,48840,52600,13530,3507
"RPS19BP1",108,203,107,127,243,3,375,178,0,103,250,44,213,315,437,255,33,354,128,33
"RPS2",17841,10543,10417,48218,6774,76,19802,9943,285,22580,5954,13142,2321,6207,21141,9888,28110,10904,8980,5187
"RPS20",20427,16226,27136,12472,4577,109,70539,12023,9461,41934,18759,7543,390,19557,17257,13931,9502,13222,7071,1407
"RPS21",4559,4247,10717,3993,1909,28,14727,4761,3038,24633,4642,2639,296,4706,11467,3775,10287,9424,1832,746
"RPS23",17162,8321,30865,15058,4086,60,31109,11837,23264,59261,15114,4062,255,15997,19022,12960,72990,21511,5168,1008
"RPS24",17208,8531,18459,5459,1975,51,17953,11403,6084,46089,10931,6018,370,8609,15230,12344,28196,13372,3657,494
"RPS25",20049,12312,34761,13753,2936,80,36057,14905,11914,53453,17897,8404,642,13493,19906,17356,33337,18155,2793,1897
"RPS26",7763,2735,10732,4285,1017,11,7170,1606,22,5623,5078,2541,134,2911,4575,2788,137,8228,747,580
"RPS27",33326,18539,71559,11127,3840,178,74878,20964,1742,136498,23515,11582,367,28560,36698,11081,76512,35611,5665,1148
"RPS27A",33175,15369,61791,12564,2404,96,51287,19442,4142,103362,27157,11360,694,26202,40490,11379,37340,34475,3682,1249
"RPS27L",6172,2009,4282,2721,2740,70,8068,2489,4086,19534,5908,1873,772,5390,13054,2847,9750,13746,2587,225
"RPS28",9410,7087,8827,12674,4310,52,16768,6077,3515,23612,10113,5648,606,6529,12768,5500,18991,8274,3512,1815
"RPS29",8558,4244,24479,6029,2814,117,15549,8826,2329,27170,7307,4725,520,5833,10926,5938,18395,11515,2321,868
"RPS3",52698,15099,57304,24173,6390,214,71226,27340,17151,157346,50304,22370,1814,49907,40720,12182,67931,45429,5787,3463
"RPS3A",26127,10381,53772,18563,2116,77,66964,21226,2516,133565,28657,10410,502,38551,51792,14902,51407,86069,4777,908
"RPS4X",53389,19238,31256,33858,12817,157,41448,15446,503,73484,20111,22904,1541,32732,43036,14878,7757,69962,15121,1328
"RPS4Y1",1,1,10700,10316,0,24,21853,7664,59,0,16116,264,868,0,17634,0,2,0,0,830
"RPS4Y2",0,0,0,0,0,0,1,0,0,0,1,0,10,0,21,0,0,0,0,0
"RPS5",17429,6876,17064,14073,2737,70,28959,13009,610,37536,28164,7919,901,15593,22051,7751,38987,30625,3919,3078
"RPS6",38952,18032,52872,33964,4029,171,60667,22930,9850,78600,39130,17471,1070,37480,71168,15297,48484,49979,7692,1725
"RPS6KA1",906,482,1000,302,207,5,563,393,1359,211,3073,915,88,775,1224,226,16,270,107,12
"RPS6KA2",860,556,961,99,163,3,375,928,6,324,2604,410,322,297,231,697,6,69,35,305
"RPS6KA3",4475,749,1442,1446,876,4,5665,1390,4,2178,2328,642,474,3163,3022,1855,0,5381,622,188
"RPS6KA4",175,105,52,102,69,0,104,41,46,78,51,49,27,40,73,56,4,23,70,79
"RPS6KA5",1283,570,1648,1853,547,10,1277,1103,14,1357,1130,757,821,495,1533,582,21,1947,177,138
"RPS6KA6",453,94,251,51,9,0,4,43,1,0,10,35,102,0,0,48,1,0,13,68
"RPS6KB1",1426,503,621,2242,775,2,1563,981,1,1379,1456,582,195,1895,2151,988,18,1853,503,178
"RPS6KB2",105,34,3,92,88,1,191,113,0,26,110,65,122,157,107,100,66,96,20,87
"RPS6KC1",905,427,1504,1878,380,2,857,568,2,1166,578,282,174,2042,1185,459,34,830,365,226
"RPS6KL1",16,161,0,2,16,1,7,106,0,146,207,1,132,40,2,297,0,143,68,62
"RPS7",14409,6486,18141,10313,1783,54,26452,7187,78,41478,11733,5064,650,8238,27091,5999,13629,19107,2778,706
"RPS8",21190,13811,22364,33131,5724,173,35056,12145,6442,54247,17249,10247,1341,15123,37816,13073,27508,22803,7282,3468
"RPS9",7507,5142,8476,10310,1988,42,15328,4785,2688,15877,11614,3299,479,5975,11157,4723,11179,11171,1709,1027
"RPSA",20055,9220,25781,14155,4800,64,27722,17348,975,69191,18446,10093,1724,17612,28973,6853,79068,32272,4486,3558
"RPTN",0,0,0,0,0,0,0,0,0,0,0,467,3,0,0,0,44,0,0,0
"RPTOR",35,46,20,261,117,1,139,33,0,54,88,28,37,130,304,76,32,115,39,22
"RPUSD1",133,60,1,115,80,0,158,92,0,64,82,246,22,64,112,82,0,46,166,5
"RPUSD2",264,29,2,311,278,1,313,82,0,279,60,126,215,231,247,84,32,342,113,7
"RPUSD3",573,217,401,621,269,3,664,293,0,822,452,358,217,501,830,241,34,615,41,165
"RPUSD4",1757,524,361,1516,267,0,1005,1599,0,2286,1229,933,81,1268,998,2538,1,1433,64,249
"RRAD",20,13,7,1,34,0,8,12,0,0,127,0,10,22,14,5393,0,0,1,35
"RRAGA",1197,355,1240,497,173,0,836,572,0,924,691,635,138,1119,1440,1204,0,783,17,1
"RRAGB",1562,315,813,1414,347,1,889,614,3,1892,1672,95,152,1938,786,438,4,1374,254,92
"RRAGC",2259,766,917,1124,368,1,1521,626,0,2761,1152,251,380,2290,1559,326,16,1497,150,117
"RRAGD",5525,185,325,535,733,5,1220,869,6,1356,1007,796,381,595,919,1679,20829,1549,579,0
"RRAS",496,1331,254,114,98,0,546,300,0,239,936,217,59,312,222,759,0,38,61,169
"RRAS2",541,115,519,244,16,0,255,391,1,598,246,62,26,397,711,1430,18,213,2,0
"RRBP1",1275,1297,851,946,1156,45,1280,2432,4,605,1615,481,215,2057,2901,666,669,929,2260,784
"RREB1",2290,1509,1222,4065,1570,7,1349,1826,1254,1108,1421,2192,232,1101,1169,826,0,1118,1006,1049
"RRH",0,0,5,42,2,1,37,0,0,28,0,0,47,9,6,0,0,8,0,0
"RRM1",4333,900,915,756,295,0,3573,4407,0,2155,2642,385,249,3209,2278,1254,7,1928,175,75
"RRM2",622,0,230,53,29,4,1015,369,21,542,926,5,200,572,1297,35,12914,337,23,0
"RRM2B",1145,198,793,207,295,1,3372,364,2,1923,1636,0,70,1535,1552,993,194,993,271,8
"RRN3",972,966,1059,1420,382,2,1534,490,2,1680,1552,609,137,1870,1727,333,1,1896,426,96
"RRNAD1",738,316,223,915,610,1,523,366,2,613,320,417,109,430,577,355,0,475,542,21
"RRP1",409,55,110,112,30,0,240,60,10,40,17,148,78,107,228,35,0,140,52,130
"RRP12",400,227,13,369,222,2,827,292,6,679,548,562,210,357,651,962,38,471,197,195
"RRP15",2155,464,396,2148,936,2,3133,930,2,3394,1800,575,374,2093,3135,1278,1,2826,586,147
"RRP1B",1492,823,848,855,252,0,1678,914,1,1128,500,708,188,1445,987,411,0,1473,505,365
"RRP36",568,432,96,591,104,1,740,369,0,1965,394,440,144,1195,808,440,0,604,205,70
"RRP7A",557,431,146,828,369,1,664,520,10,535,1147,1027,323,504,1101,395,409,651,226,85
"RRP8",1649,403,566,766,184,12,1123,426,1,761,612,935,164,1065,862,457,70,531,340,308
"RRP9",299,328,0,286,146,1,471,121,0,372,65,648,110,337,598,148,0,233,125,106
"RRS1",60,52,9,132,127,0,597,96,1,221,55,50,29,71,172,163,0,94,281,41
"RS1",0,0,0,8,7,0,0,0,0,0,63,28,13,4,6,0,0,5,0,0
"RSAD1",639,840,1056,1050,815,0,1135,190,1231,1049,739,711,144,582,2094,1003,49,947,590,389
"RSAD2",92,310,830,17,55,1,112,237,0,498,1745,8,97,1113,1118,96,25,52,54,248
"RSBN1",969,155,1343,1084,233,2,824,729,0,1205,717,609,281,1061,1453,285,194,3319,116,23
"RSBN1L",1306,396,1299,1216,295,1,2473,787,2,971,1147,317,342,1290,1612,532,229,1333,407,37
"RSC1A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RSF1",3668,3543,4688,2873,1221,10,3991,4311,18,4624,3067,2109,542,4419,4003,2500,21352,3183,1651,255
"RSL1D1",8381,3407,5095,5560,1259,20,15794,3535,49,15839,9062,1274,442,11544,10215,6802,96,15481,1907,242
"RSL24D1",3034,1478,5425,1836,976,14,6689,3024,17,7994,4274,743,152,5083,5345,2502,1,8517,1407,133
"RSPH1",110,0,0,35,1,0,0,0,4,26,48,48,15,30,0,0,0,17,0,0
"RSPH10B",6,2,2,31,2,0,0,0,0,4,1,8,59,0,5,0,0,5,9,0
"RSPH10B2",0,0,0,3,9,0,5,10,0,1,1,0,33,3,9,0,0,5,0,0
"RSPH14",7,0,1,4,18,0,0,12,0,24,0,14,116,24,0,0,1,0,0,1
"RSPH3",1381,357,315,430,101,6,377,452,0,461,1196,891,258,779,1369,797,2,547,34,10
"RSPH4A",32,24,0,274,28,0,4,22,0,19,66,0,35,47,25,5,0,28,35,8
"RSPH6A",7,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
"RSPH9",48,98,61,64,25,1,87,10,4,1920,93,5,46,116,41,6,20040,103,120,13
"RSPO1",217,0,0,1,0,0,53,24,0,6,116,136,112,0,0,0,60,0,6,0
"RSPO2",0,0,0,0,4,0,0,0,0,0,29,32,18,1,0,6,0,0,0,0
"RSPO3",67,107,1638,17,4,2,121,414,0,74,22,0,2,107,29,3677,20,41,1,0
"RSPO4",8,0,0,0,5,1,0,2,2,0,6,1,7,0,2,0,0,0,0,0
"RSPRY1",2219,130,1436,1934,596,1,2102,1807,1,2528,1919,790,375,5420,2467,792,43,2017,518,116
"RSRC1",1702,1623,1616,1205,1072,16,2637,3080,4,3090,1532,593,276,3093,2725,1168,14076,1396,2593,42
"RSRC2",5049,3503,4730,2610,1572,8,4586,4620,55,7042,3666,2749,261,4835,5311,3167,1393,2826,3048,329
"RSRP1",4997,2154,5069,8525,1007,16,6209,5617,43,2059,8389,2667,612,6726,10132,2087,154,4877,911,179
"RSU1",4172,1082,3838,563,914,8,4321,2066,15,5738,7664,1050,295,7748,3614,1326,36,2637,738,140
"RTBDN",0,0,0,0,3,0,0,0,1,0,1,0,38,0,1,0,0,0,0,0
"RTCA",653,276,338,498,121,2,1352,381,8,1181,1741,837,325,1449,1455,858,0,657,404,24
"RTCB",5836,1024,2150,3296,403,18,4388,2156,10031,7048,10141,1568,446,11058,4565,1197,3145,8195,782,211
"RTEL1",5,0,2,22,19,0,13,38,0,23,21,0,9,17,18,0,0,11,30,4
"RTEL1-TNFRSF6B",1,1,0,2,4,0,0,1,0,1,1,0,10,0,7,0,0,0,1,6
"RTF1",1964,1007,816,1400,1070,4,2247,1782,104,1865,2187,427,236,2519,2214,1777,1599,2722,1356,257
"RTKN",283,1,15,469,142,1,268,469,0,266,426,517,145,313,698,68,10,350,110,233
"RTKN2",711,51,620,7,18,0,188,68,1,246,8273,19,97,235,325,123,6,179,240,0
"RTL1",0,0,0,1,1,0,0,31,0,3,0,0,33,28,14,1,0,1,0,0
"RTN1",91,33,206,44,0,0,0,32,0,87,342,467,49,110,53,79,0,11,5,0
"RTN2",13,9,289,34,30,0,675,59,0,118,135,22,47,119,58,1902,0,13,37,1
"RTN3",3838,3127,1393,1076,454,2,1705,2610,0,2562,4220,1139,239,1901,2953,4426,271,1285,267,87
"RTN4",17799,14224,6531,2120,2581,24,5201,14856,25,8462,8246,6412,856,10534,9062,20303,161,4588,1809,943
"RTN4IP1",80,181,47,126,78,0,153,105,0,139,115,152,47,385,196,252,0,327,18,73
"RTN4R",6,0,2,1,2,0,7,2,4,0,3,0,7,0,7,1,0,1,2,0
"RTN4RL1",44,10,1,0,83,0,0,100,0,0,15,155,4,4,1,7,16,4,63,0
"RTN4RL2",0,0,1,49,15,0,0,4,0,11,0,101,0,0,0,0,0,0,16,1
"RTP1",0,0,0,0,24,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"RTP2",0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"RTP3",0,0,0,163,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"RTP4",958,10,820,941,182,7,672,767,0,3282,1335,0,22,640,1350,45,0,1288,278,1
"RTP5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RTTN",4290,351,90,11025,550,0,229,486,0,746,1207,500,424,855,288,510,36,1048,240,55
"RUFY1",910,823,711,1434,602,12,1383,552,11829,1218,1874,817,119,1174,1241,1113,1183,1057,813,293
"RUFY2",827,331,1885,1177,251,1,825,864,1,1042,849,883,136,913,1004,320,8,612,397,37
"RUFY3",4170,1541,2915,4716,553,22,1852,4087,7,2061,2289,1636,396,4018,3287,1087,108,3056,1041,313
"RUFY4",0,1,0,0,95,0,1,230,0,0,1,0,44,7,0,0,28,16,56,0
"RUNDC1",392,364,157,965,326,1,879,324,5,1000,678,137,259,569,828,694,143,757,198,299
"RUNDC3A",15,0,0,6,7,1,34,16,0,17,6,0,124,18,3,0,9,12,0,25
