"GENE_SYMBOL","GSM4673094--P2","GSM4673095--P2","GSM4673096--P2","GSM4673106--P7","GSM4673113--P23","GSM4673114--P23"
"OAS1",33,46,25,32,9,8
"OAS2",8,33,7,10,2,8
"OAS3",61,121,30,42,18,17
"OASL",0,0,1,2,1,5
"OAT",71,37,48,26,10,6
"OAZ1",245,301,266,278,175,283
"OAZ2",27,29,29,35,23,37
"OAZ3",1,2,2,0,0,0
"OBP2A",0,0,0,0,0,0
"OBP2B",0,1,0,0,0,2
"OBSCN",10,7,7,15,2,8
"OBSL1",39,129,49,128,1,12
"OC90",0,0,0,0,0,0
"OCA2",1,3,3,0,0,0
"OCEL1",4,6,6,9,25,19
"OCIAD1",509,537,603,278,292,364
"OCIAD2",183,77,147,42,93,81
"OCLN",8,3,6,7,6,2
"OCM",0,0,0,0,0,0
"OCM2",0,0,0,0,0,0
"OCRL",67,81,88,122,98,76
"OCSTAMP",0,0,0,0,0,0
"ODAM",0,0,0,1,4,4
"ODC1",108,92,89,70,53,120
"ODF1",0,0,0,0,0,0
"ODF2",9,10,4,11,6,3
"ODF2L",28,17,8,12,20,24
"ODF3",0,0,0,0,0,0
"ODF3B",5,9,2,19,7,24
"ODF3L1",1,0,0,1,0,2
"ODF3L2",1,0,0,0,0,0
"ODF4",0,0,0,0,0,0
"OFD1",62,46,56,28,42,56
"OGDH",77,84,34,44,48,49
"OGDHL",0,0,4,26,0,0
"OGFOD1",29,27,17,5,8,14
"OGFOD2",7,15,13,5,1,0
"OGFOD3",11,26,8,6,7,8
"OGFR",77,92,99,133,25,48
"OGFRL1",4,10,12,11,4,12
"OGG1",32,40,25,15,25,16
"OGN",0,0,0,3,0,0
"OGT",40,21,20,34,20,37
"OIP5",4,3,5,1,1,1
"OIT3",0,0,0,14,0,0
"OLA1",77,49,48,32,43,77
"OLAH",1,0,0,0,0,0
"OLFM1",2,2,1,0,0,0
"OLFM2",0,3,0,8,1,0
"OLFM3",0,0,0,0,0,0
"OLFM4",3920,2045,1490,196,287,960
"OLFML1",2,0,0,1,0,0
"OLFML2A",2,5,0,2,3,2
"OLFML2B",3,3,1,3,1,0
"OLFML3",9,6,4,4,1,4
"OLIG1",0,0,0,0,0,1
"OLIG2",0,0,0,2,0,0
"OLIG3",0,0,0,0,0,0
"OLR1",0,0,0,4,0,0
"OMA1",12,10,6,7,8,11
"OMD",0,0,0,0,0,0
"OMG",0,0,0,0,0,0
"OMP",0,0,0,0,0,0
"ONECUT1",0,0,1,14,0,0
"ONECUT2",25,18,12,65,18,21
"ONECUT3",0,2,0,0,3,15
"OOEP",0,0,0,0,0,0
"OOSP2",0,0,0,0,0,0
"OPA1",53,38,36,19,28,13
"OPA3",46,53,34,52,20,34
"OPALIN",0,0,0,0,0,0
"OPCML",0,0,0,1,3,3
"OPHN1",8,3,4,9,2,1
"OPLAH",72,122,75,122,63,110
"OPN1LW",0,0,0,0,0,0
"OPN1MW",0,0,0,0,0,0
"OPN1MW2",0,0,0,0,0,0
"OPN1MW3",0,0,0,0,0,0
"OPN1SW",0,0,0,0,0,0
"OPN3",10,15,15,16,19,6
"OPN4",0,0,0,0,0,0
"OPN5",0,0,0,0,0,0
"OPRD1",0,13,2,6,0,4
"OPRK1",0,0,0,0,0,0
"OPRL1",0,5,0,11,1,5
"OPRM1",0,1,0,0,0,0
"OPTC",0,0,0,0,0,0
"OPTN",547,410,356,633,225,357
"OR10A2",0,0,0,0,0,0
"OR10A3",0,0,0,0,0,0
"OR10A4",0,0,0,0,0,0
"OR10A5",0,0,0,0,0,0
"OR10A6",0,0,0,0,0,0
"OR10A7",0,0,0,0,0,0
"OR10AD1",0,0,0,0,0,0
"OR10AG1",0,0,0,0,0,0
"OR10C1",0,0,0,0,0,0
"OR10D3",0,0,0,0,0,0
"OR10G2",0,0,0,1,0,0
"OR10G3",0,0,0,0,0,0
"OR10G4",0,0,0,0,0,0
"OR10G6",0,0,0,0,0,0
"OR10G7",0,0,0,0,0,0
"OR10G8",0,0,0,0,0,0
"OR10G9",0,0,0,0,0,0
"OR10H1",0,0,0,0,0,0
"OR10H2",0,0,0,0,0,0
"OR10H3",0,0,0,0,0,0
"OR10H4",0,0,0,0,0,0
"OR10H5",0,0,0,0,0,0
"OR10J1",0,0,0,0,0,0
"OR10J3",0,0,0,0,0,0
"OR10J5",0,0,0,0,0,0
"OR10K1",0,0,0,0,0,0
"OR10K2",0,0,0,0,0,0
"OR10P1",0,0,0,0,0,0
"OR10Q1",0,0,0,0,0,1
"OR10R2",0,0,0,0,0,0
"OR10S1",0,0,0,0,0,0
"OR10T2",0,0,0,0,0,0
"OR10V1",0,0,0,0,0,0
"OR10W1",0,0,0,0,0,0
"OR10X1",0,0,0,0,0,0
"OR10Z1",0,0,0,0,0,0
"OR11A1",0,0,0,0,0,0
"OR11G2",0,0,0,0,0,0
"OR11H1",0,0,0,0,0,0
"OR11H12",0,0,0,0,0,0
"OR11H2",0,0,0,0,0,0
"OR11H4",0,0,0,0,0,0
"OR11H6",0,0,0,0,0,0
"OR11L1",0,0,0,0,0,0
"OR12D2",0,0,0,0,0,0
"OR12D3",0,0,0,0,0,0
"OR13A1",1,1,1,0,2,1
"OR13C2",0,0,0,0,0,0
"OR13C3",0,0,0,0,0,0
"OR13C4",0,0,0,0,0,0
"OR13C5",0,0,0,0,0,0
"OR13C8",0,0,0,0,0,0
"OR13C9",0,0,0,0,0,0
"OR13D1",0,0,0,0,0,0
"OR13F1",0,0,0,0,0,0
"OR13G1",0,0,0,0,0,0
"OR13H1",0,0,0,0,0,0
"OR13J1",0,1,0,0,0,0
"OR14A16",0,0,0,0,0,0
"OR14A2",0,0,0,0,1,0
"OR14C36",0,0,0,0,0,0
"OR14I1",0,0,0,1,1,0
"OR14J1",0,0,0,0,0,0
"OR14K1",0,0,0,0,0,0
"OR1A1",0,0,0,0,0,0
"OR1A2",0,0,0,0,0,0
"OR1B1",0,0,0,0,0,0
"OR1C1",0,0,0,0,0,0
"OR1D2",0,0,0,0,0,0
"OR1D5",0,0,0,0,0,0
"OR1E1",0,0,0,0,0,0
"OR1E2",0,0,0,0,0,0
"OR1F1",0,0,0,0,0,0
"OR1G1",0,0,0,0,0,0
"OR1I1",0,0,0,0,0,0
"OR1J1",0,0,0,0,0,0
"OR1J2",0,0,0,0,0,0
"OR1J4",0,1,0,0,0,0
"OR1K1",0,0,0,0,0,0
"OR1L1",0,0,0,0,0,0
"OR1L3",0,0,0,0,0,0
"OR1L4",0,0,0,0,0,0
"OR1L6",0,0,0,0,0,0
"OR1L8",0,0,0,0,0,0
"OR1M1",0,0,0,0,0,0
"OR1N1",0,0,0,0,0,0
"OR1N2",0,0,0,0,0,0
"OR1Q1",0,0,0,0,0,0
"OR1S1",0,0,0,0,0,0
"OR1S2",0,0,0,0,0,0
"OR2A1",0,0,0,0,0,0
"OR2A12",0,0,0,0,0,0
"OR2A14",0,0,0,0,0,0
"OR2A2",0,0,0,0,0,0
"OR2A25",0,0,0,0,0,0
"OR2A4",0,0,0,0,0,0
"OR2A42",0,0,0,0,0,0
"OR2A5",0,0,0,0,0,0
"OR2A7",0,0,0,0,0,0
"OR2AE1",0,0,0,0,0,0
"OR2AG1",0,0,0,0,0,0
"OR2AG2",0,0,0,0,0,0
"OR2AJ1",0,0,0,0,0,0
"OR2AK2",0,0,0,0,0,0
"OR2AP1",0,0,0,0,0,0
"OR2AT4",0,0,0,0,0,0
"OR2B11",0,0,0,0,0,0
"OR2B2",0,0,0,0,0,0
"OR2B3",0,0,0,0,0,0
"OR2B6",0,0,0,0,0,0
"OR2C1",0,0,0,0,0,0
"OR2C3",0,0,0,0,0,0
"OR2D2",0,0,0,0,0,0
"OR2D3",0,0,0,0,0,0
"OR2F2",0,0,0,0,0,0
"OR2G2",0,0,0,0,0,0
"OR2G3",0,0,0,0,0,0
"OR2G6",0,0,0,0,0,0
"OR2H1",0,0,0,0,0,0
"OR2H2",0,0,0,0,0,0
"OR2J1",0,0,0,0,0,0
"OR2J2",0,0,0,0,0,0
"OR2J3",0,0,0,0,0,0
"OR2K2",0,0,0,0,0,0
"OR2L13",0,0,0,0,0,0
"OR2L2",0,0,0,0,0,0
"OR2L3",0,0,0,0,0,0
"OR2L5",0,0,0,0,0,0
"OR2L8",0,0,0,0,0,0
"OR2M2",0,0,0,0,0,0
"OR2M3",0,0,0,0,0,0
"OR2M4",0,0,0,0,0,0
"OR2M5",0,0,0,0,0,0
"OR2M7",0,0,0,0,0,0
"OR2S2",0,0,0,0,0,0
"OR2T1",0,0,0,0,0,0
"OR2T10",0,0,0,0,0,0
"OR2T11",0,0,0,0,0,0
"OR2T12",0,0,0,0,0,0
"OR2T2",0,0,0,0,0,0
"OR2T27",0,0,0,0,0,0
"OR2T29",0,0,0,0,0,0
"OR2T3",0,0,0,0,0,0
"OR2T33",0,0,0,0,0,0
"OR2T34",0,0,0,0,0,0
"OR2T35",0,0,0,0,0,0
"OR2T4",0,0,0,0,0,0
"OR2T5",0,0,0,0,0,0
"OR2T6",0,0,0,0,0,2
"OR2T7",0,0,0,0,0,0
"OR2T8",0,0,0,0,0,0
"OR2V1",2,0,0,0,0,0
"OR2V2",0,0,0,0,0,0
"OR2W1",0,0,0,0,0,0
"OR2W3",0,0,0,0,0,0
"OR2Y1",0,0,0,0,0,0
"OR2Z1",0,0,0,0,0,0
"OR3A1",0,0,0,0,0,0
"OR3A2",0,0,0,0,0,0
"OR3A3",0,0,0,0,0,0
"OR4A15",0,0,0,0,0,0
"OR4A16",0,0,0,0,0,0
"OR4A47",0,0,0,0,0,0
"OR4A5",0,0,0,0,0,0
"OR4B1",0,0,0,0,0,0
"OR4C11",0,0,0,0,0,0
"OR4C12",0,0,0,0,0,0
"OR4C13",0,0,0,0,0,0
"OR4C15",0,0,0,0,0,0
"OR4C16",0,0,0,0,0,0
"OR4C3",0,0,0,0,0,0
"OR4C46",0,0,0,0,0,0
"OR4C5",0,0,0,0,0,0
"OR4C6",0,0,0,0,0,0
"OR4D1",0,0,0,0,0,0
"OR4D10",0,0,0,0,0,0
"OR4D11",0,0,0,0,0,0
"OR4D2",0,0,0,0,0,0
"OR4D5",0,0,0,0,0,0
"OR4D6",0,0,0,0,0,0
"OR4D9",0,0,0,0,0,0
"OR4E2",0,0,0,0,0,0
"OR4F15",0,0,0,0,0,0
"OR4F17",0,0,0,0,0,0
"OR4F21",0,0,0,0,0,0
"OR4F3",0,0,0,0,0,0
"OR4F4",0,0,0,0,0,0
"OR4F5",0,0,0,0,0,0
"OR4F6",0,0,0,0,0,0
"OR4K1",0,0,0,0,0,0
"OR4K13",0,0,0,0,0,0
"OR4K14",0,0,0,0,0,0
"OR4K15",0,0,0,0,0,0
"OR4K17",0,0,0,0,0,0
"OR4K2",0,0,0,0,0,0
"OR4K5",0,0,0,1,0,0
"OR4L1",0,0,0,0,0,0
"OR4M1",0,0,0,0,0,0
"OR4M2",0,0,0,0,0,0
"OR4N2",0,0,0,0,0,0
"OR4N4",0,0,0,0,0,0
"OR4N5",0,0,0,0,0,0
"OR4P4",0,0,0,0,0,0
"OR4Q3",0,0,0,0,0,0
"OR4S1",0,0,0,0,0,0
"OR4S2",0,0,0,0,0,0
"OR4X1",0,0,0,0,0,0
"OR4X2",0,0,0,0,0,0
"OR51A2",0,0,0,0,0,0
"OR51A4",0,0,0,0,0,0
"OR51A7",0,0,0,0,0,0
"OR51B2",0,0,0,0,0,0
"OR51B4",0,0,0,0,0,0
"OR51B5",0,0,0,0,0,0
"OR51B6",0,0,0,0,0,0
"OR51D1",0,0,0,0,0,0
"OR51E1",2,2,2,0,2,5
"OR51E2",2,0,0,0,0,0
"OR51F1",0,0,0,0,0,0
"OR51F2",0,0,0,0,0,0
"OR51G1",0,0,0,0,0,0
"OR51G2",0,0,0,0,0,0
"OR51H1",0,0,0,0,0,0
"OR51I1",0,0,0,0,0,0
"OR51I2",0,0,0,0,0,0
"OR51J1",0,0,0,0,0,0
"OR51L1",0,0,0,0,0,0
"OR51M1",0,0,0,0,0,0
"OR51Q1",0,0,0,0,0,0
"OR51S1",0,0,0,0,0,0
"OR51T1",0,0,0,0,0,0
"OR51V1",0,0,1,0,0,0
"OR52A1",0,0,0,0,0,0
"OR52A5",0,0,0,0,0,0
"OR52B2",0,0,0,0,0,0
"OR52B6",0,0,0,0,0,0
"OR52D1",0,0,0,0,0,0
"OR52E2",0,0,0,0,0,0
"OR52E4",0,0,0,0,0,0
"OR52E5",0,0,0,0,0,0
"OR52E6",0,0,0,0,0,0
"OR52E8",0,0,0,0,0,0
"OR52H1",0,0,0,0,0,0
"OR52I1",0,0,0,0,0,0
"OR52I2",0,0,0,0,0,0
"OR52J3",0,0,0,0,0,0
"OR52K1",0,0,0,0,0,0
"OR52K2",0,0,0,0,0,0
"OR52L1",0,0,0,0,0,0
"OR52M1",0,0,0,0,0,0
"OR52N1",0,0,0,0,0,0
"OR52N2",0,0,0,0,0,0
"OR52N4",0,0,0,0,0,0
"OR52N5",0,0,0,0,0,0
"OR52R1",0,0,0,0,0,0
"OR52W1",0,0,0,0,0,0
"OR56A1",0,0,0,0,0,0
"OR56A3",0,0,0,0,0,0
"OR56A4",0,0,0,0,0,0
"OR56A5",0,0,0,0,0,0
"OR56B1",0,0,0,0,0,0
"OR56B4",0,0,0,0,0,0
"OR5A1",0,0,0,0,0,0
"OR5A2",0,0,0,0,0,0
"OR5AC2",0,0,0,0,0,0
"OR5AK2",0,0,0,0,0,0
"OR5AN1",0,0,0,0,0,0
"OR5AP2",0,0,0,0,0,0
"OR5AR1",0,0,0,0,0,0
"OR5AS1",0,0,0,0,0,0
"OR5AU1",0,0,0,0,0,0
"OR5B12",0,0,0,0,0,0
"OR5B17",0,0,0,0,0,0
"OR5B2",0,0,0,0,0,0
"OR5B21",0,0,0,0,0,0
"OR5B3",0,0,0,0,0,0
"OR5C1",0,0,0,0,0,0
"OR5D13",0,0,0,0,0,0
"OR5D14",0,0,0,0,0,0
"OR5D16",0,0,0,0,0,0
"OR5D18",0,0,0,0,0,0
"OR5F1",0,0,0,0,0,0
"OR5H1",0,0,0,0,0,0
"OR5H14",0,0,0,0,0,0
"OR5H15",0,0,0,0,0,0
"OR5H2",0,0,0,0,0,0
"OR5H6",0,0,0,0,0,0
"OR5I1",0,0,0,0,0,0
"OR5J2",0,0,0,0,0,0
"OR5K1",0,0,0,0,0,0
"OR5K2",0,0,0,0,0,0
"OR5K3",0,0,0,0,0,0
"OR5K4",0,0,0,0,0,0
"OR5L1",0,0,0,0,0,0
"OR5L2",0,0,0,0,0,0
"OR5M1",0,0,0,0,0,0
"OR5M10",0,0,0,0,0,0
"OR5M11",0,0,0,0,0,0
"OR5M3",0,0,0,0,0,0
"OR5M8",0,0,0,0,0,0
"OR5M9",0,0,0,0,0,0
"OR5P2",0,0,0,0,0,0
"OR5P3",0,0,0,0,0,1
"OR5R1",0,0,0,0,0,0
"OR5T1",0,0,0,0,0,0
"OR5T2",0,0,0,0,0,0
"OR5T3",0,0,0,0,0,0
"OR5V1",0,0,0,0,0,0
"OR5W2",0,0,0,0,0,0
"OR6A2",0,0,0,0,0,0
"OR6B1",0,0,0,0,0,0
"OR6B2",0,0,0,0,0,0
"OR6B3",0,0,0,0,0,0
"OR6C1",0,0,0,0,0,0
"OR6C2",0,0,0,0,0,0
"OR6C3",0,0,0,0,0,0
"OR6C4",0,0,0,0,0,0
"OR6C6",0,0,0,0,0,0
"OR6C65",0,0,0,0,0,0
"OR6C68",0,0,0,0,0,0
"OR6C70",0,0,0,0,0,0
"OR6C74",0,0,0,0,0,0
"OR6C75",0,0,0,0,0,0
"OR6C76",0,0,0,0,0,0
"OR6F1",0,0,0,0,0,0
"OR6J1",0,0,0,0,0,0
"OR6K2",0,0,0,0,0,0
"OR6K3",0,0,0,0,0,0
"OR6K6",0,0,0,0,0,0
"OR6M1",0,0,0,0,0,0
"OR6N1",0,0,0,0,0,0
"OR6N2",0,0,0,0,0,0
"OR6P1",0,0,0,0,0,0
"OR6Q1",0,0,0,0,0,0
"OR6S1",0,0,0,0,0,0
"OR6T1",0,0,0,0,0,0
"OR6V1",0,0,0,0,0,0
"OR6X1",0,0,0,0,0,0
"OR6Y1",0,0,0,0,0,0
"OR7A10",0,0,0,2,1,1
"OR7A17",0,0,0,0,0,0
"OR7A5",0,0,0,0,0,0
"OR7C1",0,0,0,0,0,0
"OR7C2",0,0,0,0,0,0
"OR7D2",0,0,0,0,0,0
"OR7D4",0,0,0,0,0,0
"OR7E24",0,0,0,0,0,0
"OR7G1",0,0,0,0,0,0
"OR7G2",0,0,0,0,0,0
"OR7G3",0,0,0,0,0,0
"OR8A1",0,0,0,0,0,0
"OR8B12",0,0,0,0,0,0
"OR8B4",0,0,0,0,0,0
"OR8B8",0,0,0,0,0,0
"OR8D1",0,0,0,0,0,0
"OR8D2",0,0,0,0,0,0
"OR8D4",0,0,0,0,0,0
"OR8G1",0,0,0,0,0,0
"OR8G5",0,0,0,0,0,0
"OR8H1",0,0,0,0,0,0
"OR8H2",0,0,0,0,0,0
"OR8H3",0,0,0,0,0,0
"OR8I2",0,0,0,0,0,0
"OR8J1",0,0,0,0,0,0
"OR8J3",0,0,0,0,0,0
"OR8K1",0,0,0,0,0,0
"OR8K3",0,0,0,0,0,0
"OR8K5",0,0,0,0,0,0
"OR8U1",0,0,0,0,0,0
"OR9A2",0,0,0,0,0,0
"OR9A4",0,0,0,0,0,0
"OR9G1",0,0,0,0,0,0
"OR9G4",0,0,0,0,0,0
"OR9I1",0,0,0,0,0,0
"OR9K2",0,0,0,0,0,0
"OR9Q1",0,0,0,0,0,0
"OR9Q2",0,0,0,0,0,0
"ORAI1",18,11,25,14,3,8
"ORAI2",100,110,39,59,30,33
"ORAI3",7,5,8,9,5,3
"ORC1",2,4,8,1,2,1
"ORC2",30,32,33,7,7,18
"ORC3",20,9,9,4,6,4
"ORC4",17,22,11,11,16,18
"ORC5",13,17,12,2,4,1
"ORC6",16,13,8,8,4,15
"ORM1",1,1,0,1046,0,0
"ORM2",0,0,0,206,0,0
"ORMDL1",34,29,25,15,19,9
"ORMDL2",83,29,63,26,35,25
"ORMDL3",136,63,85,74,44,44
"OS9",130,136,113,239,133,88
"OSBP",297,279,283,256,181,164
"OSBP2",0,10,3,1,3,3
"OSBPL10",29,51,15,24,15,18
"OSBPL11",15,6,19,7,1,7
"OSBPL1A",19,11,11,8,0,2
"OSBPL2",49,48,50,25,15,23
"OSBPL3",58,41,25,33,33,50
"OSBPL5",11,21,33,23,34,33
"OSBPL6",8,4,1,3,0,0
"OSBPL7",5,0,0,7,10,9
"OSBPL8",305,349,181,197,150,213
"OSBPL9",32,13,22,18,16,18
"OSCAR",1,0,0,5,0,1
"OSCP1",42,44,21,16,32,35
"OSER1",44,60,59,35,14,21
"OSGEP",16,10,19,7,13,9
"OSGEPL1",6,7,2,1,0,6
"OSGIN1",3,2,3,11,2,1
"OSGIN2",49,41,47,34,17,36
"OSM",1,3,2,0,0,0
"OSMR",13,9,5,30,9,11
"OSR1",0,0,0,0,0,0
"OSR2",2,1,0,0,0,1
"OST4",75,88,97,72,40,26
"OSTC",47,73,61,64,39,52
"OSTF1",50,23,15,13,19,21
"OSTM1",14,14,10,20,8,9
"OSTN",0,0,0,0,0,0
"OTC",1,0,0,17,1,2
"OTOA",0,0,0,1,0,0
"OTOF",0,0,1,0,0,0
"OTOG",0,0,0,0,0,0
"OTOGL",0,1,2,0,0,0
"OTOL1",0,0,0,0,0,0
"OTOP1",0,0,0,0,0,0
"OTOP2",0,0,0,0,0,0
"OTOP3",0,0,0,0,0,0
"OTOR",0,0,0,0,0,0
"OTOS",0,0,0,0,0,0
"OTP",0,0,0,1,0,0
"OTUB1",31,47,21,51,23,56
"OTUB2",7,9,3,4,5,7
"OTUD1",8,7,4,8,10,12
"OTUD3",18,32,18,18,22,72
"OTUD4",13,14,16,3,15,9
"OTUD5",182,205,122,326,134,224
"OTUD6A",0,0,0,0,0,0
"OTUD6B",47,14,38,10,6,11
"OTUD7A",3,0,1,1,0,3
"OTUD7B",37,53,41,80,29,42
"OTULIN",18,17,17,18,1,3
"OTX1",2,6,0,0,0,0
"OTX2",0,0,0,0,0,0
"OVCA2",0,0,0,0,0,0
"OVCH1",0,0,0,0,0,0
"OVCH2",0,0,0,0,0,0
"OVGP1",6,2,2,3,1,3
"OVOL1",38,84,49,75,65,88
"OVOL2",19,22,18,9,34,35
"OVOL3",0,0,0,0,0,0
"OVOS2",2,0,1,0,1,0
"OXA1L",173,131,138,79,97,104
"OXCT1",13,17,6,7,8,11
"OXCT2",0,0,0,0,0,0
"OXER1",0,0,1,2,0,3
"OXGR1",0,0,1,0,0,0
"OXLD1",18,29,27,18,9,20
"OXNAD1",24,17,16,5,6,16
"OXR1",37,23,25,27,15,23
"OXSM",7,14,10,5,10,6
"OXSR1",55,55,49,57,44,83
"OXT",0,1,0,1,0,0
"OXTR",5,19,17,8,0,5
"P2RX1",0,0,0,2,1,1
"P2RX2",0,0,0,0,0,0
"P2RX3",0,0,0,0,0,0
"P2RX4",19,9,21,15,13,8
"P2RX5",2,0,0,1,1,0
"P2RX5-TAX1BP3",3,1,1,3,4,0
"P2RX6",0,1,0,0,3,0
"P2RX7",8,1,3,1,0,0
"P2RY1",1,1,2,1,13,2
"P2RY10",4,0,0,0,2,5
"P2RY11",7,13,24,26,20,50
"P2RY12",0,0,0,0,0,0
"P2RY13",1,2,7,1,0,1
"P2RY14",0,0,0,0,0,0
"P2RY2",7,1,1,2,3,6
"P2RY4",0,0,0,0,0,0
"P2RY6",3,1,0,3,1,4
"P2RY8",0,0,1,0,2,1
"P3H1",8,5,0,3,10,3
"P3H2",4,1,0,2,1,0
"P3H3",3,6,1,12,1,3
"P3H4",59,54,28,53,36,29
"P4HA1",22,25,46,45,8,14
"P4HA2",17,10,19,18,21,15
"P4HA3",0,0,0,0,1,0
"P4HB",386,486,400,659,282,286
"P4HTM",59,94,42,71,58,94
"PA2G4",208,199,149,68,65,81
"PAAF1",36,47,52,22,29,22
"PABPC1",1444,1170,1265,808,700,929
"PABPC1L",5,19,12,11,7,4
"PABPC1L2A",0,0,0,0,0,0
"PABPC1L2B",0,0,0,0,0,0
"PABPC3",18,13,18,8,3,13
"PABPC4",232,363,128,757,342,568
"PABPC4L",0,0,0,0,0,0
"PABPC5",0,0,0,0,0,0
"PABPN1",92,62,83,46,72,89
"PABPN1L",0,0,0,0,0,0
"PACRG",0,0,0,1,0,2
"PACRGL",4,8,10,2,8,11
"PACS1",29,32,20,48,15,41
"PACS2",60,100,63,131,49,122
"PACSIN1",0,1,0,0,0,0
"PACSIN2",206,303,229,263,179,179
"PACSIN3",17,28,11,11,3,3
"PADI1",3,1,0,0,1,0
"PADI2",53,51,31,25,335,182
"PADI3",6,0,0,3,0,2
"PADI4",2,0,0,0,0,0
"PADI6",0,0,0,0,0,0
"PAEP",0,0,0,0,0,1
"PAF1",32,22,16,23,11,5
"PAFAH1B1",125,114,128,208,172,108
"PAFAH1B2",791,722,848,407,258,445
"PAFAH1B3",23,36,14,13,22,22
"PAFAH2",26,27,29,21,44,44
"PAG1",50,57,63,38,46,57
"PAGE1",0,0,0,0,0,0
"PAGE2",0,0,0,0,0,0
"PAGE2B",0,0,0,0,0,0
"PAGE3",0,0,0,0,0,0
"PAGE4",0,0,0,0,0,0
"PAGE5",0,0,0,0,0,0
"PAGR1",5,6,5,2,2,0
"PAH",0,1,0,161,0,0
"PAICS",115,95,164,53,53,52
"PAIP1",151,188,149,85,73,90
"PAIP2",46,32,20,49,21,26
"PAIP2B",13,18,20,17,21,11
"PAK1",44,38,44,24,30,27
"PAK1IP1",58,28,43,6,13,11
"PAK2",90,162,80,145,52,100
"PAK3",1,0,3,0,0,1
"PAK4",21,20,27,27,14,26
"PAK6",0,0,0,0,0,0
"PALB2",7,9,16,3,6,6
"PALD1",13,16,9,31,2,9
"PALLD",62,56,54,37,39,37
"PALM",1,0,0,2,0,6
"PALM3",19,39,21,31,2,5
"PALMD",4,2,0,11,2,1
"PAM",38,19,10,17,21,23
"PAM16",8,9,17,9,7,9
"PAMR1",2,6,2,4,0,3
"PAN2",4,14,2,9,8,12
"PAN3",13,19,13,49,24,31
"PANK1",21,7,25,16,7,2
"PANK2",17,31,30,15,22,11
"PANK3",16,15,21,34,15,18
"PANK4",13,9,4,4,15,5
"PANO1",0,0,0,0,1,0
"PANX1",49,44,46,35,12,36
"PANX2",0,1,0,7,0,0
"PANX3",0,0,0,0,0,0
"PAOX",1,7,7,15,4,3
"PAPLN",2,3,3,3,1,1
"PAPOLA",872,848,1039,764,509,772
"PAPOLB",0,0,0,1,0,0
"PAPOLG",6,8,7,3,7,5
"PAPPA",3,4,2,4,0,1
"PAPPA2",1,0,0,25,0,2
"PAPSS1",57,67,51,17,30,44
"PAPSS2",67,58,49,39,18,19
"PAQR3",19,24,20,41,13,37
"PAQR4",27,23,37,15,12,20
"PAQR5",11,13,25,14,4,5
"PAQR6",4,2,6,3,2,19
"PAQR7",6,2,3,5,1,5
"PAQR8",45,22,53,8,22,23
"PAQR9",0,0,0,2,1,0
"PARD3",43,23,20,7,14,21
"PARD3B",61,44,35,50,40,33
"PARD6A",13,5,8,3,3,2
"PARD6B",6,4,11,3,0,4
"PARD6G",3,7,2,3,0,1
"PARG",17,14,25,5,9,10
"PARK7",170,123,96,57,74,69
"PARL",71,28,81,25,23,21
"PARM1",504,407,668,57,310,496
"PARN",37,58,31,30,31,28
"PARP1",126,122,119,93,68,99
"PARP10",82,170,92,189,78,204
"PARP11",4,7,8,1,0,4
"PARP12",24,22,5,15,7,5
"PARP14",57,59,75,28,20,22
"PARP15",1,2,0,1,0,2
"PARP16",16,12,13,11,8,19
"PARP2",13,5,9,6,9,3
"PARP3",9,15,4,8,10,11
"PARP4",271,122,253,146,104,104
"PARP6",11,17,18,11,8,7
"PARP8",13,10,10,17,52,47
"PARP9",89,51,68,22,16,17
"PARPBP",17,11,12,4,7,15
"PARS2",2,1,2,4,0,2
"PARVA",49,73,60,50,58,89
"PARVB",30,32,45,19,1,4
"PARVG",3,0,1,5,0,2
"PASD1",0,0,0,0,0,0
"PASK",3,2,4,3,4,8
"PATE1",0,0,0,0,0,0
"PATE2",1,1,0,0,0,0
"PATE3",0,0,0,0,0,0
"PATE4",0,0,0,0,0,0
"PATL1",28,48,42,71,36,35
"PATL2",2,0,0,1,2,0
"PATZ1",26,59,72,51,31,68
"PAWR",44,91,41,7,63,71
"PAX1",0,0,0,0,0,0
"PAX2",0,0,0,0,0,0
"PAX3",1,1,0,0,0,0
"PAX4",0,0,0,0,0,0
"PAX5",0,1,0,0,5,16
"PAX6",0,2,0,1,1,0
"PAX7",0,0,0,0,0,0
"PAX8",7,9,4,1,2,0
"PAX9",0,2,0,0,2,1
"PAXBP1",22,19,33,15,16,19
"PAXIP1",7,6,4,5,9,9
"PBDC1",28,22,19,6,6,13
"PBK",15,7,12,5,5,2
"PBLD",40,30,53,57,23,10
"PBOV1",0,0,0,0,0,0
"PBRM1",67,91,51,67,67,44
"PBX1",106,68,41,36,55,78
"PBX2",113,148,125,128,56,104
"PBX3",36,29,8,55,14,32
"PBX4",0,4,2,0,4,4
"PBXIP1",23,54,21,74,67,75
"PC",9,13,28,280,7,7
"PCBD1",91,119,86,56,80,52
"PCBD2",18,6,7,15,22,22
"PCBP1",118,96,113,81,52,70
"PCBP2",161,174,131,205,113,154
"PCBP3",6,6,2,3,1,1
"PCBP4",10,24,3,14,15,13
"PCCA",54,27,87,34,41,34
"PCCB",202,196,238,120,210,119
"PCDH1",27,25,18,45,15,35
"PCDH10",0,0,0,0,0,0
"PCDH11X",0,0,0,0,0,0
"PCDH11Y",0,0,0,0,0,0
