"GENE_SYMBOL","GSM5133918--MGH200","GSM5133935--MGH253","GSM5133942--MGHPDL002"
"ERBB4",573,8,15
"ERC1",11032,1708,4853
"ERC2",0,7,18
"ERCC1",3623,4835,5058
"ERCC2",1569,4404,2998
"ERCC3",3969,8605,5423
"ERCC4",1085,317,1211
"ERCC5",2164,4735,2010
"ERCC6",1971,708,821
"ERCC6L",516,209,502
"ERCC6L2",6664,896,2058
"ERCC8",1108,534,596
"EREG",0,9,1
"ERF",1305,6612,4902
"ERG",592,406,503
"ERGIC1",10239,7294,9709
"ERGIC2",3494,1242,3119
"ERGIC3",12673,30388,21309
"ERH",1745,3380,6463
"ERI1",1346,1549,1766
"ERI2",596,738,1504
"ERI3",1907,9394,2996
"ERICH1",737,3639,2165
"ERICH2",43,11,56
"ERICH3",0,6,22
"ERICH4",0,0,1
"ERICH5",0,2,3
"ERICH6",61,6,14
"ERICH6B",1,18,50
"ERLEC1",10521,3682,7437
"ERLIN1",1619,2379,2928
"ERLIN2",2673,3459,5782
"ERMAP",1797,2889,1041
"ERMARD",3535,4081,1625
"ERMN",25,19,55
"ERMP1",1664,882,2185
"ERN1",1180,2616,2105
"ERN2",0,18,1
"ERO1A",3126,2558,5114
"ERO1B",1098,2552,1254
"ERP27",26,22,372
"ERP29",3759,5207,10822
"ERP44",4819,1667,7107
"ERRFI1",519,1191,1922
"ERV3-1",1230,322,485
"ERVFRD-1",293,7,260
"ERVMER34-1",22,720,27
"ERVV-1",0,0,1
"ERVV-2",0,1,1
"ERVW-1",146,1,7
"ESAM",637,722,871
"ESCO1",3070,5027,2669
"ESCO2",84,219,1040
"ESD",6353,2948,9577
"ESF1",2415,3068,3288
"ESM1",40,1056,140
"ESPL1",240,3707,1428
"ESPN",8,3107,16
"ESPNL",33,750,142
"ESR1",465,220,342
"ESR2",28,67,127
"ESRP1",166,6935,921
"ESRP2",94,69,14
"ESRRA",477,15253,4136
"ESRRB",45,58,57
"ESRRG",0,90,79
"ESX1",0,0,0
"ESYT1",9722,8275,9251
"ESYT2",11247,9143,16886
"ESYT3",20,141,15
"ETAA1",2823,2013,1412
"ETF1",4161,4861,15712
"ETFA",4189,2675,7247
"ETFB",809,97,4621
"ETFDH",2061,3946,1578
"ETHE1",1239,150,1789
"ETNK1",2300,4278,6730
"ETNK2",389,5021,2876
"ETNPPL",0,0,235
"ETS1",7737,7708,13726
"ETS2",3070,3205,2228
"ETV1",1456,2104,6535
"ETV2",36,299,157
"ETV3",1040,2616,4271
"ETV3L",0,7,6
"ETV4",37,4486,4786
"ETV5",1817,6384,18084
"ETV6",7406,3630,3223
"ETV7",183,12,1598
"EVA1A",233,2123,3389
"EVA1B",261,9741,1429
"EVA1C",511,63,254
"EVC",14403,2110,3093
"EVC2",2565,1713,500
"EVI2A",1343,21,1708
"EVI2B",6218,30,4719
"EVI5",4292,1175,1704
"EVI5L",1410,444,1602
"EVL",7960,9348,7972
"EVPL",12,1272,75
"EVPLL",0,0,0
"EVX1",0,1,0
"EVX2",0,6,18
"EWSR1",15094,37064,22278
"EXD1",0,15,1
"EXD2",964,1584,2227
"EXD3",1086,2179,1297
"EXO1",368,2220,1210
"EXO5",520,1751,521
"EXOC1",5923,10363,5222
"EXOC2",3454,2895,6192
"EXOC3",4021,12024,4623
"EXOC3L1",40,188,174
"EXOC3L4",19,20,326
"EXOC4",13332,3335,11031
"EXOC5",5075,1284,5792
"EXOC6",1787,440,1457
"EXOC6B",5621,1962,2827
"EXOC7",4018,8183,6896
"EXOC8",684,1609,2653
"EXOG",749,831,823
"EXOSC1",1037,1362,1292
"EXOSC10",5562,19831,6322
"EXOSC2",650,5708,3203
"EXOSC3",673,700,2499
"EXOSC4",201,4641,1431
"EXOSC5",105,2107,2249
"EXOSC6",237,2348,4362
"EXOSC7",1012,2422,2413
"EXOSC8",1828,3978,2521
"EXOSC9",2020,2254,3357
"EXPH5",355,27,98
"EXT1",4319,3508,3236
"EXT2",9461,4584,4747
"EXTL1",588,29481,1413
"EXTL2",619,3023,1783
"EXTL3",3725,3598,4324
"EYA1",1375,344,5826
"EYA2",1792,31,299
"EYA3",4163,3814,3452
"EYA4",837,1206,869
"EYS",1507,35,56
"EZH1",4411,5587,4665
"EZH2",716,4822,3074
"EZR",1472,1071,13166
"F10",300,432,92
"F11",2,6,0
"F11R",2,1135,2964
"F12",6,250,43
"F13A1",2930,136,1697
"F13B",4,10,0
"F2",133,22,0
"F2R",2664,3775,28398
"F2RL1",94,35,290
"F2RL2",633,341,390
"F2RL3",30,6,127
"F3",260,178,602
"F5",587,10,98
"F7",173,12,7
"F8",845,153,1132
"F8A1",1210,1228,834
"F8A2",0,0,2
"F8A3",0,4,11
"F9",0,0,0
"FA2H",0,4,38
"FAAH",551,1087,272
"FAAH2",101,64,71
"FAAP100",1666,12351,4574
"FAAP20",1016,18623,3414
"FAAP24",49,703,492
"FABP1",0,28,36
"FABP12",0,14,0
"FABP2",26,0,0
"FABP3",1026,3616,457
"FABP4",400,16,1037
"FABP5",1461,1713,1455
"FABP6",0,0,6
"FABP7",23,12,792
"FABP9",0,0,0
"FADD",200,366,1147
"FADS1",682,2253,4697
"FADS2",4721,480,2658
"FADS3",1036,8652,5072
"FADS6",0,12,2
"FAF1",5122,3020,3882
"FAF2",2877,3833,4475
"FAH",2940,6509,3692
"FAHD1",277,2962,5630
"FAHD2A",412,831,2610
"FAHD2B",508,24,739
"FAIM",480,641,767
"FAIM2",15,28,55
"FAM102A",3471,4746,11083
"FAM102B",2476,982,3006
"FAM104A",405,1380,1201
"FAM104B",705,1333,1264
"FAM106A",13,11,261
"FAM107A",34,44,122
"FAM107B",1042,185,4685
"FAM110A",33,1155,905
"FAM110B",415,151,139
"FAM110C",2,0,30
"FAM110D",5,249,129
"FAM111A",4022,673,6120
"FAM111B",127,295,498
"FAM114A1",12596,4256,5799
"FAM114A2",2612,1377,2201
"FAM117A",864,1300,1361
"FAM117B",1297,1800,1148
"FAM118A",1041,3369,2197
"FAM118B",843,942,1083
"FAM120A",20741,9947,18954
"FAM120AOS",854,1996,4117
"FAM120B",7391,3353,3778
"FAM120C",1467,1888,1791
"FAM122A",858,1010,3608
"FAM122B",1306,4497,5025
"FAM122C",459,422,439
"FAM124A",118,220,558
"FAM124B",138,12,101
"FAM126A",3201,3179,7498
"FAM126B",1590,638,1526
"FAM131A",548,2959,1967
"FAM131B",52,21,96
"FAM131C",0,4,1
"FAM133A",123,0,123
"FAM133B",937,1221,1215
"FAM135A",4763,510,1206
"FAM135B",61,0,171
"FAM136A",289,7813,3858
"FAM13A",2386,5951,1739
"FAM13B",7875,2895,6258
"FAM13C",1048,31,89
"FAM149A",1007,818,1933
"FAM149B1",2976,2935,1817
"FAM151A",83,19,18
"FAM151B",810,88,194
"FAM153A",0,14,15
"FAM153B",14,27,3
"FAM155A",83,50,57
"FAM155B",1,0,7
"FAM156A",0,86,42
"FAM156B",0,14,19
"FAM160A1",73,14,10
"FAM160A2",2936,4623,2586
"FAM160B1",5956,1655,2857
"FAM160B2",3465,27941,6907
"FAM161A",634,2077,1051
"FAM161B",220,85,349
"FAM162A",1875,1995,3269
"FAM162B",36,20,36
"FAM163A",0,1,10
"FAM163B",0,0,6
"FAM166A",42,144,7
"FAM166B",18,42,56
"FAM167A",40,126,135
"FAM167B",17,105,6341
"FAM168A",1102,4606,4917
"FAM168B",1636,7155,10648
"FAM169A",92,12,78
"FAM170A",0,0,0
"FAM170B",0,0,0
"FAM171A1",904,143,714
"FAM171A2",173,328,71
"FAM171B",1931,327,214
"FAM172A",2793,1318,2569
"FAM174A",161,325,1233
"FAM174B",352,4838,365
"FAM177A1",2904,1117,2735
"FAM177B",62,1,220
"FAM178B",953,6945,1675
"FAM180A",98,64,81
"FAM180B",11,53,155
"FAM181A",8,18,0
"FAM181B",0,0,36
"FAM183A",39,0,2
"FAM184A",255,36,80
"FAM184B",99,47,23
"FAM185A",684,236,407
"FAM186A",427,791,10
"FAM186B",341,134,29
"FAM187A",0,0,0
"FAM187B",0,5,1
"FAM189A1",274,33,10
"FAM189A2",226,426,1738
"FAM189B",414,12720,3683
"FAM193A",6436,8626,3635
"FAM193B",2577,15381,4875
"FAM199X",1497,1197,6273
"FAM200A",524,1209,1220
"FAM200B",856,1563,3756
"FAM204A",1835,1521,1888
"FAM205A",124,0,0
"FAM207A",208,1024,1614
"FAM209A",11,26,8
"FAM209B",9,70,12
"FAM20A",5256,337,1965
"FAM20B",1692,7007,8676
"FAM20C",3578,3919,4172
"FAM210A",357,4039,2024
"FAM210B",1223,43625,39353
"FAM214A",5495,1255,2761
"FAM214B",713,5968,5590
"FAM216A",568,757,510
"FAM216B",265,2,5
"FAM217A",0,5,4
"FAM217B",1087,2428,3489
"FAM218A",21,92,34
"FAM219A",454,2430,2976
"FAM219B",506,890,1762
"FAM220A",267,1960,2002
"FAM221A",383,43,123
"FAM221B",9,6,7
"FAM222A",131,983,559
"FAM222B",877,4778,2913
"FAM227A",318,359,260
"FAM227B",143,117,269
"FAM228A",14,23,21
"FAM228B",690,1509,654
"FAM229A",72,1625,372
"FAM229B",424,180,741
"FAM24A",0,0,0
"FAM24B",0,9,26
"FAM25A",0,0,2
"FAM25C",0,0,0
"FAM25G",0,0,0
"FAM32A",1238,5418,7408
"FAM3A",552,5780,3609
"FAM3B",99,10,31
"FAM3C",3760,2846,7060
"FAM3D",0,0,17
"FAM43A",88,784,1135
"FAM43B",9,65,28
"FAM47A",0,0,0
"FAM47B",0,0,0
"FAM47C",0,0,0
"FAM47E",20,442,12
"FAM47E-STBD1",0,10,0
"FAM50A",4148,9176,5946
"FAM50B",71,25,339
"FAM53A",13,1561,234
"FAM53B",165,10550,4979
"FAM53C",1783,2691,2830
"FAM71A",0,0,0
"FAM71B",0,0,0
"FAM71C",4,0,0
"FAM71D",18,33,11
"FAM71E1",4,24,47
"FAM71E2",0,1,0
"FAM71F1",16,2,0
"FAM71F2",278,560,84
"FAM72A",95,261,124
"FAM72B",133,264,150
"FAM72C",2,78,72
"FAM72D",3,152,88
"FAM76A",1119,1655,1031
"FAM76B",2294,1842,2335
"FAM78A",304,2036,6343
"FAM78B",76,4358,2443
"FAM81A",155,38,102
"FAM81B",24,14,0
"FAM83A",1,22,13
"FAM83B",0,6,1
"FAM83C",0,0,3
"FAM83D",25,1438,915
"FAM83E",0,56,6
"FAM83F",4,32,6
"FAM83G",189,494,932
"FAM83H",488,4719,1170
"FAM86B1",31,761,110
"FAM86B2",6,4,11
"FAM89A",71,1665,2560
"FAM89B",121,3029,940
"FAM8A1",1337,2305,4504
"FAM90A1",244,7,195
"FAM90A26",0,0,1
"FAM91A1",16269,2919,10227
"FAM98A",1894,2942,4180
"FAM98B",2148,941,2840
"FAM98C",492,1744,1620
"FAM9A",0,0,0
"FAM9B",0,73,2
"FAM9C",6,1,4
"FAN1",3752,1532,2134
"FANCA",550,1606,1756
"FANCB",197,337,265
"FANCC",2177,921,1439
"FANCD2",2405,3367,2152
"FANCD2OS",4,2,5
"FANCE",301,2435,622
"FANCF",460,2193,1717
"FANCG",1294,5166,2641
"FANCI",3165,5058,4742
"FANCL",2860,3962,2108
"FANCM",2568,604,546
"FANK1",180,320,100
"FAP",19733,308,3398
"FAR1",2913,4643,4119
"FAR2",1018,4266,3037
"FARP1",18413,3924,7034
"FARP2",7306,7263,13317
"FARS2",1463,1157,1198
"FARSA",1205,5388,5275
"FARSB",2083,9124,3730
"FAS",9639,711,1809
"FASLG",192,1,427
"FASN",6976,50374,28423
"FASTK",1318,28131,11111
"FASTKD1",1222,4648,1573
"FASTKD2",3506,2183,3242
"FASTKD3",736,987,909
"FASTKD5",568,1806,2748
"FAT1",44117,9782,8440
"FAT2",1074,30,53
"FAT3",4188,56,19
"FAT4",27407,470,417
"FATE1",0,1,8
"FAU",5860,12796,23017
"FAXC",34,14,2012
"FAXDC2",1252,5081,2803
"FBF1",91,4981,474
"FBL",2624,11872,10760
"FBLIM1",1076,9111,2313
"FBLL1",23,576,106
"FBLN1",74686,3148,17171
"FBLN2",6047,975,10853
"FBLN5",5967,62,1629
"FBLN7",1560,265,344
"FBN1",142021,844,13569
"FBN2",4571,526,474
"FBN3",73,73,2
"FBP1",839,64,1175
"FBP2",0,37,64
"FBRS",3450,10096,7216
"FBRSL1",1763,14314,3826
"FBXL12",169,7283,1482
"FBXL13",881,58,135
"FBXL14",461,215,1423
"FBXL15",44,1654,1360
"FBXL16",32,17,157
"FBXL17",1683,498,2635
"FBXL18",509,374,786
"FBXL19",805,4609,3099
"FBXL2",754,1123,896
"FBXL20",2355,2705,1850
"FBXL22",26,57,163
"FBXL3",2467,1592,5227
"FBXL4",1707,983,2707
"FBXL5",9523,2698,9745
"FBXL6",411,18370,1905
"FBXL7",1443,222,1125
"FBXL8",638,786,1386
"FBXO10",10,2303,634
"FBXO11",8860,1741,3188
"FBXO15",92,404,21
"FBXO16",140,173,195
"FBXO17",121,4640,197
"FBXO2",5,164,183
"FBXO21",1482,2427,2683
"FBXO22",1657,2194,3186
"FBXO24",205,406,62
"FBXO25",2520,1315,3510
"FBXO27",27,23,41
"FBXO28",1187,4791,4619
"FBXO3",1636,1558,2505
"FBXO30",2669,1122,2179
"FBXO31",1039,4919,3364
"FBXO32",4455,5080,4382
"FBXO33",802,800,1878
"FBXO34",1960,1272,2701
"FBXO36",126,93,113
"FBXO38",6202,2249,3213
"FBXO39",22,1,9
"FBXO4",825,665,1088
"FBXO40",4,28,5
"FBXO41",336,7301,1404
"FBXO42",2845,7682,2522
"FBXO43",22,468,234
"FBXO44",318,11632,3053
"FBXO45",156,1050,2266
"FBXO46",343,6751,1872
"FBXO47",1,0,1
"FBXO48",82,265,297
"FBXO5",445,634,1224
"FBXO6",516,1041,1683
"FBXO7",11279,15936,61505
"FBXO8",803,522,1923
"FBXO9",4598,9969,5195
"FBXW10",27,13,2
"FBXW11",3513,1488,4715
"FBXW12",14,29,3
"FBXW2",3069,5106,8309
"FBXW4",2465,8835,2859
"FBXW5",3345,15324,11648
"FBXW7",1693,4151,2876
"FBXW8",2166,1622,1847
"FBXW9",237,1561,1165
"FCAMR",0,8,486
"FCAR",14,4,31
"FCER1A",60,16,233
"FCER1G",5237,365,6830
"FCER2",0,6,972
"FCF1",2291,571,3387
"FCGBP",650,109,2548
"FCGR1A",2494,20,1807
"FCGR1B",504,23,334
"FCGR2A",7924,324,30316
"FCGR2B",931,58,2871
"FCGR3A",3794,294,18524
"FCGR3B",6,4,42
"FCGRT",7078,11473,9109
"FCHO1",481,48,875
"FCHO2",14223,1192,2498
"FCHSD1",2076,7531,3094
"FCHSD2",3661,1613,3828
"FCMR",256,684,3589
"FCN1",79,2,784
"FCN2",0,0,2
"FCN3",0,14,106
"FCRL1",0,0,1517
"FCRL2",1,4,1035
"FCRL3",352,7,1866
"FCRL4",0,0,31
"FCRL5",18,5,3333
"FCRL6",105,18,209
"FCRLA",19,104,2869
"FCRLB",60,168,431
"FDCSP",26,1,5736
"FDFT1",5602,19590,19218
"FDPS",1892,3623,5918
"FDX1",824,555,976
"FDXACB1",199,518,116
"FDXR",245,3950,1422
"FECH",2191,5210,2508
"FEM1A",14,198,315
"FEM1B",8497,4650,10976
"FEM1C",2016,962,2697
"FEN1",251,2037,3762
"FER",7025,1166,2177
"FER1L5",142,7,6
"FER1L6",1445,4,6
"FERD3L",0,0,0
"FERMT1",173,8,9
"FERMT2",5556,3893,4112
"FERMT3",3541,3588,8414
"FES",1356,3554,2950
"FETUB",0,0,1
"FEV",0,0,2
"FEZ1",1008,99,415
"FEZ2",2355,3472,3294
"FEZF1",0,2441,12
"FEZF2",0,0,0
"FFAR1",0,1,17
"FFAR2",66,0,21
"FFAR3",14,0,15
"FFAR4",37,4,172
"FGA",0,0,0
"FGB",0,1,0
"FGD1",2033,12577,3349
"FGD2",1595,91,4366
"FGD3",1186,89,2028
"FGD4",5123,859,2476
"FGD5",2813,246,1050
"FGD6",4890,133,1158
"FGF1",106,61,1074
"FGF10",271,0,65
"FGF11",2,12,30
"FGF12",76,11,32
"FGF13",56,8,446
"FGF14",168,25,139
"FGF16",127,4,31
"FGF17",29,171,74
"FGF18",56,260,205
"FGF19",0,0,0
"FGF2",241,16,879
"FGF20",24,0,7
"FGF21",0,0,1
"FGF22",0,24,53
"FGF23",0,0,1
"FGF3",0,0,0
"FGF4",0,0,0
"FGF5",40,2,2
"FGF6",0,1,0
"FGF7",1929,23,1247
"FGF8",0,9,2
"FGF9",15,10,1
"FGFBP1",0,0,10
"FGFBP2",32,40,105
"FGFBP3",25,131,222
"FGFR1",19464,3288,5337
"FGFR1OP2",1745,2720,4099
"FGFR2",1232,6,293
"FGFR3",6,171,106
"FGFR4",17,5094,87
"FGFRL1",428,146,1700
"FGG",0,0,4
"FGGY",2979,401,1577
"FGL1",2,3,0
"FGL2",4112,38,8614
"FGR",840,117,1471
"FH",3140,9275,9228
"FHAD1",5760,65,1854
"FHDC1",466,9885,2360
"FHIT",74,704,1184
"FHL1",16786,2224,1987
"FHL2",830,295,2379
"FHL3",1160,3616,1110
"FHL5",59,14,35
"FHOD1",2546,5755,3109
"FHOD3",6814,126,541
"FIBCD1",0,46,130
"FIBIN",1330,96,1257
"FIBP",4643,5697,3900
"FICD",397,322,778
"FIG4",4792,550,1939
"FIGLA",0,20,0
"FIGN",652,5240,1187
"FIGNL1",587,903,1663
"FILIP1",1249,83,144
"FILIP1L",4799,601,2783
"FIP1L1",7324,3043,4776
"FIS1",1883,6002,10185
"FITM1",22,45,13
"FITM2",218,3161,2738
"FIZ1",179,2531,1779
"FJX1",186,1698,292
"FKBP10",13640,73173,11077
"FKBP11",1325,7684,9136
"FKBP14",1607,1309,3452
"FKBP15",10916,4641,7174
"FKBP1A",4345,18125,27743
"FKBP1B",35,652,136
"FKBP1C",40,34,262
"FKBP2",820,5321,4019
"FKBP3",1978,3107,2622
"FKBP4",821,5263,7905
"FKBP5",1643,303,5807
"FKBP6",13,9,10
"FKBP7",1657,1220,2419
"FKBP8",3476,10107,13257
"FKBP9",22489,13379,9583
"FKBPL",157,514,682
"FKRP",463,5717,1292
"FKTN",1753,1246,2360
"FLAD1",1614,7757,4361
"FLCN",3049,13238,4050
"FLG",9648,1,822
"FLG2",1203,2,36
"FLI1",5386,177,2895
"FLII",9856,6296,13001
"FLNA",70593,43486,100413
"FLNB",15628,9771,6462
"FLNC",21175,3079,422
"FLOT1",4104,18544,25903
"FLOT2",1067,6121,9318
"FLRT1",65,1364,33
"FLRT2",4327,450,993
"FLRT3",457,408,58
"FLT1",1489,720,1160
"FLT3",122,0,177
"FLT3LG",51,66,110
"FLT4",621,760,443
"FLVCR1",1026,3813,1739
"FLVCR2",1170,180,677
"FLYWCH1",3320,13747,10630
"FLYWCH2",680,1104,1434
"FMN1",21229,8029,17002
"FMN2",0,11,10
"FMNL1",5595,261,4861
"FMNL2",17359,12782,17767
"FMNL3",15100,6382,8111
"FMO1",545,104,1647
"FMO2",213,5,1128
"FMO3",283,69,173
"FMO4",834,346,1022
"FMO5",586,132,505
"FMOD",2400,1623,2767
"FMR1",10873,2461,5185
"FMR1NB",0,7,2
"FN1",838527,121829,307849
"FN3K",642,1568,1356
"FN3KRP",309,6943,2687
"FNBP1",7041,5134,7699
"FNBP1L",2258,2235,1877
"FNBP4",8271,37339,6458
"FNDC1",60355,423,5510
"FNDC3A",28205,4326,9794
"FNDC3B",43302,1884,5826
"FNDC4",493,388,607
"FNDC5",135,443,83
"FNDC7",0,16,1
"FNDC8",4,1,1
"FNDC9",0,0,5
"FNIP1",10299,3858,2651
"FNIP2",7135,4001,6291
"FNTA",1805,7815,5261
"FNTB",498,1419,1570
"FOCAD",9030,1443,1451
"FOLH1",139,88,84
"FOLR1",212,0,2
"FOLR2",1533,121,1463
"FOLR3",0,18,2
"FOS",6948,2068,3463
"FOSB",444,478,651
"FOSL1",20,119,835
"FOSL2",10632,1756,4749
"FOXA1",0,0,3
"FOXA2",0,14,1
"FOXA3",0,0,6
"FOXB1",0,1,11
"FOXB2",11,0,0
"FOXC1",500,105,274
"FOXC2",20,5,10
"FOXD1",1,7,43
"FOXD2",92,377,387
"FOXD3",83,1621,1340
"FOXD4",16,418,18
"FOXD4L1",0,107,10
"FOXD4L3",0,6,2
"FOXD4L4",0,1,4
"FOXD4L5",12,0,0
"FOXD4L6",0,0,0
"FOXE1",10,1,1
"FOXE3",0,10,0
"FOXF1",12,395,43
"FOXF2",211,2039,1309
"FOXG1",7,28,4
"FOXH1",0,265,9
"FOXI1",0,0,0
"FOXI2",0,9,11
"FOXI3",0,0,2
"FOXJ1",4,38,2
"FOXJ2",3085,1431,2593
"FOXJ3",4316,11412,4488
"FOXK1",2337,4270,6749
"FOXK2",2054,9304,4405
"FOXL1",86,75,50
"FOXL2",0,183,6
"FOXL2NB",0,127,2
"FOXM1",208,2904,2130
"FOXN1",1,0,4
"FOXN2",1825,2465,3382
"FOXN3",3624,1679,5019
"FOXN4",6,9,2
"FOXO1",1934,491,3495
"FOXO3",3805,4825,2453
"FOXO4",1291,1636,2563
"FOXO6",30,18,41
"FOXP1",13704,1070,1824
"FOXP2",4508,103,339
"FOXP3",201,113,746
"FOXP4",2251,7803,2973
"FOXQ1",2,75,6
"FOXR1",7,0,1
"FOXR2",0,0,0
"FOXRED1",2379,7099,1620
"FOXRED2",1094,11793,4186
"FOXS1",102,78,125
"FPGS",1825,2977,5607
"FPGT",1083,433,1359
"FPGT-TNNI3K",8,60,27
"FPR1",347,15,777
"FPR2",42,0,70
"FPR3",4298,54,3777
"FRA10AC1",1237,1645,1179
"FRAS1",8483,63,2071
"FRAT1",14,138,469
"FRAT2",13,1397,1434
"FREM1",1174,931,242
"FREM2",190,40,185
"FREM3",78,1,0
"FRG1",2010,1193,2053
"FRG2",3,5,0
"FRG2B",0,0,0
"FRG2C",1,0,0
"FRK",352,77,294
"FRMD1",1,54,1
"FRMD3",457,88,1691
"FRMD4A",5244,2022,1884
"FRMD4B",4869,1223,2492
"FRMD5",734,5,801
"FRMD6",13914,1111,7486
"FRMD7",727,4,53
"FRMD8",968,13710,4311
"FRMPD1",6,6,34
"FRMPD2",0,0,0
"FRMPD3",101,0,174
"FRMPD4",4,4,11
"FRRS1",1270,39,333
"FRRS1L",0,15,0
"FRS2",3482,1335,2087
"FRS3",231,1415,447
"FRY",10577,421,1125
"FRYL",12517,3768,7435
"FRZB",481,2450,311
"FSBP",0,0,0
"FSCB",6,0,1
"FSCN1",4804,24734,3559
"FSCN2",95,76,28
"FSCN3",20,23,1
"FSD1",1,401,33
"FSD1L",1057,855,1160
"FSD2",114,9,6
"FSHB",0,0,0
"FSHR",27,0,0
"FSIP1",156,4,36
"FSIP2",2566,111,137
"FST",574,39,819
"FSTL1",51355,12891,25761
"FSTL3",208,2435,1410
"FSTL4",20,118,69
"FSTL5",0,177,1957
"FTCD",63,256,9
"FTCDNL1",160,88,66
"FTH1",72381,65401,35416
"FTHL17",0,1,0
"FTL",707137,218856,194420
"FTMT",1,0,1
"FTO",8778,967,4790
"FTSJ1",1289,6011,2972
"FTSJ3",2615,11486,5047
"FUBP1",7040,2145,8611
"FUBP3",5486,2887,6548
"FUCA1",6080,1672,4549
"FUCA2",4300,4413,6274
"FUNDC1",402,1094,1847
"FUNDC2",2671,2616,6099
"FUOM",276,1757,481
"FURIN",3415,6375,10046
"FUS",27604,52348,27759
"FUT1",48,27,57
"FUT10",791,230,775
"FUT11",2047,1409,1437
"FUT2",120,136,70
"FUT3",0,31,8
"FUT4",379,516,867
"FUT5",0,1,0
"FUT6",4,16,6
"FUT7",30,0,104
"FUT8",5440,557,3196
"FUT9",0,0,0
"FUZ",704,2484,1540
"FXN",444,603,943
"FXR1",10321,4822,12606
"FXR2",2282,2721,3907
"FXYD1",47,113,9
"FXYD2",46,0,17
"FXYD3",1181,536,21347
"FXYD4",0,0,0
"FXYD5",12373,20129,5764
"FXYD6",1320,483,539
"FXYD6-FXYD2",0,0,0
"FXYD7",33,493,16
"FYCO1",5514,1139,3440
"FYN",3475,5388,6698
"FYTTD1",4689,1994,6652
"FZD1",1430,1373,5322
"FZD10",72,4,16
"FZD2",544,246,541
"FZD3",1083,1409,1807
"FZD4",335,1220,1846
"FZD5",44,10,718
"FZD6",3407,769,2215
"FZD7",1039,857,1914
"FZD8",229,1213,459
"FZD9",8,759,306
"FZR1",2223,8508,4293
"G0S2",45,72,358
"G2E3",2469,1221,1700
"G3BP1",10363,5101,12131
"G3BP2",4576,7061,14746
"G6PC",0,4,0
"G6PC2",15,1,1
"G6PC3",8409,4890,5787
"G6PD",1104,1640,4491
"GAA",11518,7922,6506
"GAB1",11523,6201,4092
"GAB2",5283,2366,4776
"GAB3",1378,67,873
"GAB4",0,0,0
"GABARAP",1941,865,1991
"GABARAPL1",2435,2477,4667
"GABARAPL2",3011,3052,10003
"GABBR1",8947,75339,6590
"GABBR2",0,26,3
"GABPA",2176,2770,2748
"GABPB1",812,3565,4173
"GABPB2",1088,2539,1854
"GABRA1",0,0,0
"GABRA2",18,1,37
"GABRA3",134,53,1398
"GABRA4",0,0,1
"GABRA5",0,103,1
"GABRA6",0,1,0
"GABRB1",0,2,21
"GABRB2",602,12,8
"GABRB3",130,611,45
"GABRD",82,364,89
"GABRE",366,454,420
"GABRG1",9,0,0
"GABRG2",0,0,0
"GABRG3",1,0,33
"GABRP",22,1,86
"GABRQ",61,15,19
"GABRR1",12,65,86
"GABRR2",54,38,43
"GABRR3",0,3,0
"GAD1",124,0,32
"GAD2",0,34,45
"GADD45A",643,1107,1344
"GADD45B",456,622,2409
"GADD45G",137,56,324
"GADD45GIP1",311,2145,3361
"GADL1",34,10,3
"GAGE1",0,0,1
"GAGE10",0,0,0
"GAGE12B",0,0,0
"GAGE12C",0,0,0
"GAGE12D",0,0,0
"GAGE12E",0,0,0
"GAGE12H",0,0,0
"GAGE13",0,0,0
"GAGE2E",0,0,0
"GAK",3582,7868,9460
"GAL",28,672,304
"GAL3ST1",12,100,32
"GAL3ST2",10,6,0
"GAL3ST3",1,2,2
"GAL3ST4",1421,2480,4512
"GALC",4041,6293,3380
"GALE",801,6682,2059
"GALK1",325,4021,1522
"GALK2",2750,709,1769
"GALM",1857,6601,2430
"GALNS",2761,1365,1789
"GALNT1",11941,9022,9100
"GALNT10",4526,637,3346
"GALNT11",2746,5112,7349
"GALNT12",1601,985,723
"GALNT13",591,0,58
"GALNT14",30,1,43
"GALNT15",707,91,282
"GALNT16",1410,184,104
"GALNT18",218,186,290
"GALNT2",4389,19511,9699
"GALNT3",2151,3675,698
"GALNT4",22,0,39
"GALNT5",5023,87,360
"GALNT6",493,116,803
"GALNT7",3022,4392,2423
"GALNT8",34,9,41
"GALNT9",0,5,25
"GALNTL5",0,14,0
"GALNTL6",14,1031,554
"GALP",0,0,0
"GALR1",6,38,6
"GALR2",0,18,10
"GALR3",0,26,1
"GALT",1405,3515,3791
"GAMT",169,1937,863
"GAN",1820,821,923
"GANAB",18158,45324,31850
"GANC",6755,2030,3991
"GAP43",9,24,17
"GAPDH",49581,89693,110131
"GAPDHS",55,25,809
"GAPT",95,0,1045
"GAPVD1",10271,3746,5618
"GAR1",343,4400,3057
"GARNL3",2480,3330,473
"GART",3284,8474,6040
"GAS1",1065,268,5925
"GAS2",9,1081,210
"GAS2L1",1063,3661,2244
"GAS2L2",0,5,2
"GAS2L3",3459,627,4590
"GAS6",6312,2332,4848
"GAS7",9941,12136,16672
"GAS8",669,2027,1971
"GAST",0,0,0
"GATA1",10,0,13
"GATA2",216,42,177
"GATA3",278,2,553
"GATA4",0,3202,421
"GATA5",0,1,0
"GATA6",227,49,151
"GATAD1",1624,11194,5552
"GATAD2A",3803,14600,10415
"GATAD2B",3155,4551,4339
