"GENE_SYMBOL","GSM5133918--MGH200","GSM5133935--MGH253","GSM5133942--MGHPDL002"
"LRP5L",220,2533,268
"LRP6",7236,2855,4658
"LRP8",410,10215,2151
"LRPAP1",1868,10068,23469
"LRPPRC",14158,26641,10775
"LRR1",679,783,818
"LRRC1",782,2065,1164
"LRRC10",0,0,0
"LRRC10B",0,5,2
"LRRC14",1366,7866,2734
"LRRC14B",0,15,8
"LRRC15",12103,115,7783
"LRRC17",7375,426,89
"LRRC18",129,0,4
"LRRC19",93,11,12
"LRRC2",77,145,48
"LRRC20",127,363,426
"LRRC23",328,596,610
"LRRC24",0,1,1
"LRRC25",743,36,1034
"LRRC26",0,0,16
"LRRC27",655,1616,615
"LRRC28",1344,1957,1395
"LRRC29",80,436,324
"LRRC3",57,584,950
"LRRC30",0,0,0
"LRRC31",21,0,0
"LRRC32",3521,680,1769
"LRRC34",306,52,88
"LRRC36",355,55,225
"LRRC37A",1956,357,41
"LRRC37A2",4960,1661,267
"LRRC37A3",1840,1548,129
"LRRC37B",2704,1191,726
"LRRC38",0,0,0
"LRRC39",467,4545,86
"LRRC3B",4,0,0
"LRRC3C",0,0,2
"LRRC4",935,250,175
"LRRC40",1681,559,1348
"LRRC41",4167,14019,6322
"LRRC42",1330,2785,1644
"LRRC43",35,83,24
"LRRC45",610,7896,2578
"LRRC46",38,185,81
"LRRC47",1167,17037,4454
"LRRC49",1043,399,123
"LRRC4B",28,3,88
"LRRC4C",92,102,101
"LRRC52",0,0,28
"LRRC53",0,0,0
"LRRC55",21,37,41
"LRRC56",51,2080,236
"LRRC57",430,1078,1889
"LRRC58",2169,2164,6870
"LRRC59",1882,5613,8532
"LRRC6",135,72,150
"LRRC61",362,25,425
"LRRC63",47,107,27
"LRRC66",46,1110,21
"LRRC69",81,421,70
"LRRC7",101,44,38
"LRRC70",276,20,23
"LRRC71",116,123,5
"LRRC72",0,0,0
"LRRC73",16,51,51
"LRRC74A",45,0,2
"LRRC74B",0,1087,3
"LRRC75A",65,243,124
"LRRC75B",415,17712,383
"LRRC8A",2111,2359,5088
"LRRC8B",1446,856,1045
"LRRC8C",2805,486,2105
"LRRC8D",2604,1800,2726
"LRRC8E",16,11,9
"LRRC9",104,1,0
"LRRCC1",2430,1826,1573
"LRRD1",12,158,2
"LRRFIP1",10051,13778,10132
"LRRFIP2",4619,4276,5957
"LRRIQ1",40,6,28
"LRRIQ3",17,0,153
"LRRIQ4",33,3,8
"LRRK1",7506,364,3659
"LRRK2",8629,51,3770
"LRRN1",36488,9,77
"LRRN2",95,10,217
"LRRN3",1411,23,32
"LRRN4",0,3,2
"LRRN4CL",112,8192,3687
"LRRTM1",535,16,1
"LRRTM2",625,9,237
"LRRTM3",18,0,2
"LRRTM4",194,13,1265
"LRSAM1",2046,4517,2269
"LRTM1",0,6,0
"LRTM2",0,0,0
"LRTOMT",856,559,420
"LRWD1",810,3817,3280
"LSAMP",2530,8214,1208
"LSG1",2843,4644,4505
"LSM1",623,752,1974
"LSM10",643,3794,2518
"LSM11",269,607,763
"LSM12",528,403,791
"LSM14A",8678,12405,11725
"LSM14B",2518,7308,4597
"LSM2",770,3581,4542
"LSM3",1429,3140,3276
"LSM4",547,9405,7417
"LSM5",774,2544,3628
"LSM6",790,621,1374
"LSM7",644,3946,5534
"LSM8",1499,3322,3608
"LSMEM1",12,942,81
"LSMEM2",30,12,5
"LSP1",12856,505,7842
"LSR",857,254,922
"LSS",3308,10015,3592
"LST1",1302,119,1987
"LTA",0,23,362
"LTA4H",8864,1280,7368
"LTB",116,10,5592
"LTB4R",264,3806,1088
"LTB4R2",25,146,227
"LTBP1",8140,335,3713
"LTBP2",7074,1650,7012
"LTBP3",17174,35783,10173
"LTBP4",2817,19229,3080
"LTBR",3681,8989,5237
"LTC4S",0,0,1
"LTF",67,12,4629
"LTK",82,10817,282
"LTN1",8797,1688,2948
"LTV1",1776,2433,2069
"LUC7L",2574,30284,6300
"LUC7L2",1376,17778,4403
"LUC7L3",12998,32270,13823
"LUM",62282,1802,60714
"LURAP1",20,509,315
"LURAP1L",322,36,326
"LUZP1",3453,3245,3993
"LUZP2",207,1,30
"LUZP4",0,0,23
"LVRN",88,21,84
"LXN",2202,62,1128
"LY6D",0,0,48
"LY6E",2681,21122,14108
"LY6G5B",34,429,523
"LY6G5C",22,120,243
"LY6G6C",0,10,18
"LY6G6D",0,0,1
"LY6G6F",0,0,0
"LY6H",1,0,30
"LY6K",0,52,4
"LY75",86,60,886
"LY75-CD302",0,0,1
"LY86",1195,20,1392
"LY9",428,3,1127
"LY96",2889,62,2635
"LYAR",651,1311,2736
"LYG1",36,221,41
"LYG2",70,7,1
"LYL1",114,154,1337
"LYN",4639,356,5157
"LYNX1",29,1588,301
"LYPD1",38,277,1018
"LYPD2",0,0,2
"LYPD3",142,154,235
"LYPD4",0,14,0
"LYPD5",12,68,237
"LYPD6",510,926,209
"LYPD6B",5,1032,25
"LYPD8",0,3,242
"LYPLA1",1732,5063,7176
"LYPLA2",2051,13754,5390
"LYPLAL1",1668,3288,3290
"LYRM1",416,471,1311
"LYRM2",384,1534,4360
"LYRM4",296,4019,3337
"LYRM7",357,1301,1787
"LYRM9",40,1480,584
"LYSMD1",363,2028,1338
"LYSMD2",304,63,1616
"LYSMD3",1777,468,2570
"LYSMD4",270,1236,953
"LYST",69065,17611,49719
"LYVE1",291,33,133
"LYZ",39528,74,45197
"LYZL1",0,4,0
"LYZL2",0,0,0
"LYZL4",0,0,0
"LYZL6",0,0,0
"LZIC",1659,1364,1990
"LZTFL1",1521,535,2224
"LZTR1",4606,36945,10171
"LZTS1",979,14514,23526
"LZTS2",1837,29085,6892
"LZTS3",98,9139,1996
"M1AP",225,56,120
"M6PR",4058,2181,9587
"MAB21L1",119,1,32
"MAB21L2",16,0,3
"MAB21L3",1,0,3
"MACC1",253,12,247
"MACF1",165202,14540,14963
"MACROD1",105,1898,2214
"MACROD2",265,295,846
"MAD1L1",1462,6180,2356
"MAD2L1",70,1855,2635
"MAD2L1BP",686,5999,2385
"MAD2L2",425,5410,2120
"MADCAM1",5,149,76
"MADD",12957,9634,5255
"MAEA",1922,9575,7837
"MAEL",0,6,66
"MAF",4880,7133,8250
"MAF1",1990,12915,7439
"MAFA",0,24,3
"MAFB",6885,434,7510
"MAFF",69,1582,3856
"MAFG",18,6298,5780
"MAFK",75,1400,2440
"MAG",0,0,3430
"MAGEA1",0,1,2930
"MAGEA10",0,16,364
"MAGEA11",409,0,13
"MAGEA12",12,36,4006
"MAGEA2",0,6,19
"MAGEA2B",0,5,20
"MAGEA3",183,1305,4946
"MAGEA4",0,0,8574
"MAGEA6",351,338,4325
"MAGEA8",1,0,2
"MAGEA9",0,0,0
"MAGEA9B",0,0,0
"MAGEB1",0,0,3
"MAGEB10",0,0,1
"MAGEB16",0,4,3
"MAGEB17",10,1,5
"MAGEB18",0,0,0
"MAGEB2",0,0,4
"MAGEB3",0,1,0
"MAGEB4",0,0,0
"MAGEB5",0,0,0
"MAGEB6",0,0,1
"MAGEC1",5539,0,3004
"MAGEC2",287,8,9373
"MAGEC3",16,30,2
"MAGED1",23097,9556,14110
"MAGED2",7954,24105,26642
"MAGED4",0,6,0
"MAGED4B",0,7,3
"MAGEE1",233,6,394
"MAGEE2",0,0,1
"MAGEF1",442,2816,5809
"MAGEH1",1119,2494,2480
"MAGEL2",599,190,120
"MAGI1",1096,464,247
"MAGI2",1392,867,1585
"MAGI3",2876,587,871
"MAGIX",56,319,136
"MAGOH",1276,1715,2268
"MAGOHB",450,656,1408
"MAGT1",3275,2638,7590
"MAK",1604,87,67
"MAK16",2014,2636,2348
"MAL",96,10,414
"MAL2",272,351,43
"MALAT1",976937,9646,20427
"MALL",312,0,44
"MALRD1",1861,14,10
"MALSU1",632,1702,1840
"MALT1",4027,3187,3252
"MAMDC2",444,608,183
"MAMDC4",1190,4511,983
"MAML1",5517,2904,4268
"MAML2",5416,1406,2736
"MAML3",1582,2108,3311
"MAMLD1",2746,3018,3465
"MAMSTR",119,321,104
"MAN1A1",10362,109,3727
"MAN1A2",10008,2276,4780
"MAN1B1",9426,13830,7648
"MAN1C1",3727,2173,1313
"MAN2A1",15572,2531,3826
"MAN2A2",6944,25083,10367
"MAN2B1",9512,3476,13013
"MAN2B2",5445,1785,6642
"MAN2C1",7130,10087,7911
"MANBA",5941,6930,3127
"MANBAL",382,8049,4821
"MANEA",1176,318,1747
"MANEAL",88,357,277
"MANF",824,3345,4271
"MANSC1",377,68,1247
"MANSC4",52,10,5
"MAOA",263,104,156
"MAOB",137,107,7477
"MAP10",288,161,199
"MAP1A",25373,1429,761
"MAP1B",66300,2310,1698
"MAP1LC3A",253,3530,1487
"MAP1LC3B",2733,1734,11572
"MAP1LC3B2",8,8,99
"MAP1LC3C",338,103,79
"MAP1S",1825,1578,2877
"MAP2",526,1117,944
"MAP2K1",2766,1998,4019
"MAP2K2",5289,15489,10970
"MAP2K3",1670,2112,5079
"MAP2K4",2653,2496,2322
"MAP2K5",2840,1991,2227
"MAP2K6",427,509,449
"MAP2K7",1044,13024,3423
"MAP3K1",12457,1447,6938
"MAP3K10",743,1250,1920
"MAP3K11",2082,29838,22198
"MAP3K12",2678,9236,2345
"MAP3K13",820,92,3302
"MAP3K14",1487,1883,2563
"MAP3K15",11,64,2
"MAP3K19",74,28,17
"MAP3K2",8077,4346,4870
"MAP3K3",5472,10468,5173
"MAP3K4",9368,3601,1550
"MAP3K5",4175,168,1564
"MAP3K6",2114,11185,4060
"MAP3K7",5229,3592,4799
"MAP3K7CL",326,449,236
"MAP3K8",1542,571,916
"MAP3K9",108,30,509
"MAP4",33126,10743,23874
"MAP4K1",1634,937,2578
"MAP4K2",1161,4431,2099
"MAP4K3",7012,2371,2962
"MAP4K4",76825,8572,18129
"MAP4K5",12861,6652,4161
"MAP6",86,519,108
"MAP6D1",30,2839,161
"MAP7",321,20,154
"MAP7D1",4664,11051,7951
"MAP7D2",0,2423,276
"MAP7D3",2537,1781,1875
"MAP9",510,1109,1635
"MAPK1",3898,6818,15902
"MAPK10",271,57,255
"MAPK11",270,7046,1076
"MAPK12",887,5895,981
"MAPK13",1565,776,1659
"MAPK14",3475,4622,8641
"MAPK15",27,19759,35
"MAPK1IP1L",3285,3917,5809
"MAPK3",2489,2913,4301
"MAPK4",5,0,573
"MAPK6",6419,1703,4451
"MAPK7",1804,2028,1886
"MAPK8",2125,4195,1792
"MAPK8IP1",1183,1131,107
"MAPK8IP2",193,1476,96
"MAPK8IP3",6910,62806,9299
"MAPK9",2357,1367,3235
"MAPKAP1",5984,3140,10706
"MAPKAPK2",11679,9789,11688
"MAPKAPK3",3605,1790,3993
"MAPKAPK5",4265,3786,3293
"MAPKBP1",4296,3362,3032
"MAPRE1",4192,5153,13285
"MAPRE2",3036,5235,7046
"MAPRE3",481,808,618
"MAPT",38,184,116
"MARCKS",5336,5112,21141
"MARCKSL1",271,40419,26553
"MARCO",1058,14,211
"MARK1",737,2717,934
"MARK2",3754,4285,3349
"MARK3",9418,8829,6142
"MARK4",2172,5850,2536
"MARS2",389,1195,1325
"MARVELD1",913,9495,5521
"MARVELD2",16,26,34
"MARVELD3",4,43,29
"MAS1",0,31,1
"MAS1L",10,0,5
"MASP1",747,2,11
"MASP2",679,501,101
"MAST1",107,143,45
"MAST2",29719,34444,4808
"MAST3",2958,7401,1784
"MAST4",6961,350,593
"MASTL",1801,852,787
"MAT1A",0,11,36
"MAT2A",8978,19345,19103
"MAT2B",4363,1792,7319
"MATK",75,68,400
"MATN1",6,569,32
"MATN2",2079,1555,1522
"MATN3",337,3,935
"MATN4",0,233,8
"MATR3",550,183,384
"MAU2",4196,22293,6597
"MAVS",5484,16972,15820
"MAX",4469,3874,8101
"MAZ",5306,2301,6210
"MB",0,807,173
"MB21D2",427,35,310
"MBD1",3918,20514,7107
"MBD2",5665,6035,5745
"MBD3",86,20384,4833
"MBD3L1",0,0,1
"MBD3L2",0,0,0
"MBD3L3",0,0,0
"MBD3L4",0,0,0
"MBD3L5",0,0,0
"MBD4",2806,1241,4014
"MBD5",8237,1613,1296
"MBD6",7050,23788,4816
"MBIP",1156,737,1556
"MBL2",4,0,1
"MBLAC1",67,643,193
"MBLAC2",144,471,1613
"MBNL1",9650,4004,13026
"MBNL2",8216,3436,16312
"MBNL3",995,248,2947
"MBOAT1",2074,1201,2412
"MBOAT2",1175,4354,2085
"MBOAT4",8,0,7
"MBOAT7",535,14288,3822
"MBP",3338,19958,14159
"MBTD1",2156,5376,2470
"MBTPS1",10621,5228,12826
"MBTPS2",3171,2025,3684
"MC1R",15,972,669
"MC2R",0,0,0
"MC3R",0,0,3
"MC4R",0,0,17
"MC5R",0,7,12
"MCAM",1494,15486,20481
"MCAT",177,1315,1658
"MCC",3997,5464,8029
"MCCC1",2825,2613,2399
"MCCC2",3604,4525,6013
"MCCD1",1,0,3
"MCEE",602,1119,695
"MCEMP1",9,1,0
"MCF2",10,32,21
"MCF2L",7507,18696,2165
"MCF2L2",294,21,80
"MCFD2",1521,4043,8818
"MCHR1",0,31,22
"MCHR2",0,1,5
"MCIDAS",0,0,48
"MCL1",3797,11805,39860
"MCM10",34,327,509
"MCM2",1110,1302,5180
"MCM3",2230,9177,9142
"MCM3AP",10021,10258,6059
"MCM4",1171,8138,8085
"MCM5",981,4655,9704
"MCM6",2054,3124,4260
"MCM7",2349,26997,14982
"MCM8",1539,2823,2736
"MCM9",1061,663,1510
"MCMBP",3876,2870,4720
"MCMDC2",41,586,228
"MCOLN1",5236,6046,2931
"MCOLN2",471,3574,1184
"MCOLN3",991,1518,6616
"MCPH1",3362,1377,2137
"MCRS1",1497,5118,4393
"MCTP1",3038,134,1015
"MCTP2",2510,55,649
"MCTS1",1858,899,2791
"MCU",1281,186,1248
"MCUR1",1321,3894,4536
"MDC1",4784,14943,5177
"MDFI",794,4090,466
"MDFIC",5323,1590,5595
"MDGA1",2452,259,1086
"MDGA2",92,186,123
"MDH1",5925,5729,14595
"MDH1B",39,36,43
"MDH2",5506,13665,17312
"MDK",20046,10901,5099
"MDM1",1002,703,1244
"MDM2",9790,3532,5797
"MDM4",7920,21019,4595
"MDN1",20304,9332,5125
"MDP1",39,44,77
"MDS2",44,10,29
"ME1",2801,15,781
"ME2",4828,3511,4752
"ME3",1272,364,454
"MEA1",993,5897,3774
"MEAF6",2141,5390,3933
"MECOM",1032,245,303
"MECP2",1910,4404,8080
"MECR",657,6040,1990
"MED1",6715,1690,4457
"MED10",923,978,1699
"MED11",159,687,947
"MED12",10096,10372,5907
"MED12L",238,114,55
"MED13",17035,4327,5503
"MED13L",35636,3096,6328
"MED14",12843,11507,4679
"MED15",11377,39605,12151
"MED16",1714,4247,3387
"MED17",2914,4224,2642
"MED18",272,425,1275
"MED19",445,921,851
"MED20",378,2331,1667
"MED21",527,610,1702
"MED22",472,3656,4799
"MED23",5607,3840,3665
"MED24",3930,8644,6801
"MED25",3509,4161,3750
"MED26",90,1234,584
"MED27",577,974,1477
"MED28",2274,2930,6481
"MED29",971,2718,4953
"MED30",411,733,675
"MED31",175,111,398
"MED4",1787,1969,4751
"MED6",621,858,1319
"MED7",328,860,1050
"MED8",1428,3148,3151
"MED9",178,1315,1459
"MEDAG",1397,143,561
"MEF2A",7478,5769,7148
"MEF2C",3157,3727,4761
"MEF2D",2749,8263,6621
"MEFV",117,52,116
"MEGF10",451,1205,5732
"MEGF11",188,25,34
"MEGF6",2039,1028,2626
"MEGF8",5946,15068,5958
"MEGF9",1659,1632,3772
"MEI1",141,134,971
"MEI4",0,0,0
"MEIG1",4,0,2
"MEIKIN",0,16,1
"MEIOB",0,18,1
"MEIS1",2797,3542,643
"MEIS2",2864,77,2337
"MEIS3",1641,396,543
"MELK",78,1652,1983
"MEMO1",149,472,283
"MEN1",1145,17276,3589
"MEOX1",20,252,223
"MEOX2",325,103,275
"MEP1A",69,3,31
"MEP1B",171,25,4
"MEPCE",3138,6574,5762
"MEPE",0,0,1
"MERTK",8881,334,1404
"MESP1",1,106,153
"MESP2",7,43,22
"MEST",3933,484,199
"MET",8185,262,9558
"METAP1",1889,13186,4279
"METAP1D",419,9912,664
"METAP2",4356,5035,6474
"METRN",144,5182,9478
"METRNL",2448,6206,3044
"METTL1",151,2729,1344
"METTL11B",19,4,0
"METTL14",2053,2856,2710
"METTL15",1208,1790,882
"METTL16",1061,2438,2796
"METTL17",3511,6507,4230
"METTL18",313,2052,980
"METTL21A",434,1163,1564
"METTL21C",6,0,0
"METTL22",1946,4084,1280
"METTL23",631,3077,1681
"METTL24",76,0,19
"METTL25",1569,245,356
"METTL2A",847,951,1398
"METTL2B",995,1938,2422
"METTL3",2990,2253,5495
"METTL4",525,5657,1050
"METTL5",1167,1381,1410
"METTL6",774,504,1349
"METTL7A",895,279,3293
"METTL7B",34,20,154
"METTL8",1087,2149,1420
"METTL9",6284,8892,27299
"MEX3A",136,8092,1187
"MEX3B",299,2400,748
"MEX3C",1407,3262,5613
"MEX3D",378,986,1147
"MFAP1",862,1074,3617
"MFAP2",8540,236,1157
"MFAP3",1589,204,1872
"MFAP3L",146,2897,3389
"MFAP4",8175,142,4427
"MFAP5",2185,270,4352
"MFF",4127,8130,6100
"MFGE8",3937,47034,26024
"MFHAS1",1771,2295,3473
"MFN1",5586,3703,4232
"MFN2",8591,17957,8894
"MFNG",512,120,1828
"MFRP",0,0,0
"MFSD1",24587,1527,11374
"MFSD10",1718,25065,6472
"MFSD11",4584,6620,1636
"MFSD12",2643,22514,14531
"MFSD2A",861,186,367
"MFSD2B",25,3,25
"MFSD3",106,6182,1598
"MFSD5",1922,1539,3034
"MFSD6",6304,168,4227
"MFSD6L",13,17,5
"MFSD8",1553,80,1700
"MFSD9",404,280,861
"MGA",16641,4531,3957
"MGAM",76,10,17
"MGAM2",52,7,119
"MGARP",0,39,8
"MGAT1",4049,8139,19944
"MGAT2",61,61,488
"MGAT3",73,1459,755
"MGAT4A",3379,313,4408
"MGAT4B",5091,13947,13069
"MGAT4C",0,1,9
"MGAT4D",0,0,0
"MGAT5",6115,7220,19129
"MGAT5B",28,5724,95
"MGLL",3625,731,2247
"MGME1",1067,18449,4649
"MGMT",651,69,505
"MGP",15752,1397,11275
"MGRN1",8169,5213,11043
"MGST1",176,1055,164
"MGST2",2263,177,1569
"MGST3",6340,4366,8710
"MIA",303,407,2764
"MIA2",435,221,161
"MIA3",13687,12945,7311
"MIB1",9809,6675,4909
"MIB2",1508,22825,3186
"MICA",873,268,1629
"MICAL1",9263,9779,7930
"MICAL2",18912,1571,3100
"MICAL3",6815,3879,10158
"MICALL1",2625,4881,5251
"MICALL2",994,4221,2129
"MICB",258,34,1748
"MICU1",2333,1339,3221
"MICU2",2045,1715,4729
"MICU3",948,117,282
"MID1",990,2579,4751
"MID1IP1",276,1747,4990
"MID2",1128,12,137
"MIDN",1321,4815,8915
"MIEF1",1266,4874,8534
"MIEF2",148,534,976
"MIEN1",426,1377,2333
"MIER1",7731,2137,3282
"MIER2",618,4257,1373
"MIER3",1545,1105,2059
"MIF",358,1910,4983
"MIF4GD",489,1092,1643
"MIIP",948,18198,2459
"MILR1",526,25,696
"MINK1",8888,14431,9219
"MINPP1",654,746,1197
"MIOS",2978,4026,3279
"MIOX",40,40,6
"MIP",0,7,17
"MIPEP",1563,566,3860
"MIPOL1",820,8,184
"MIS12",669,2588,2471
"MIS18A",260,2933,655
"MIS18BP1",4932,776,1414
"MISP",33,1,20
"MITD1",1106,444,2394
"MITF",10420,8850,22008
"MIXL1",0,60,96
"MKI67",282,4229,2846
"MKKS",1696,7991,5443
"MKLN1",11338,2074,5475
"MKNK1",2800,11024,2924
"MKNK2",2078,3716,8667
"MKRN1",4848,15996,15283
"MKRN2",1452,1868,3647
"MKRN2OS",55,19,24
"MKRN3",14,1,1796
"MKS1",1052,2218,1412
"MKX",88,8,41
"MLANA",13904,8048,43437
"MLC1",55,3,36
"MLEC",3525,10444,23981
"MLF1",884,572,920
"MLF2",3251,10179,11415
"MLH1",6449,2450,3665
"MLH3",7177,3961,2573
"MLIP",5,26,305
"MLKL",758,387,1658
"MLLT1",1626,55295,9292
"MLLT10",7732,3099,2996
"MLLT11",376,1264,1644
"MLLT3",744,48,340
"MLLT6",9028,18597,13689
"MLN",12,0,1
"MLNR",1,19,2
"MLPH",17265,98266,14867
"MLST8",1223,4794,4923
"MLX",3082,5518,4267
"MLXIP",8696,10652,9292
"MLXIPL",58,18,196
"MLYCD",728,1540,2103
"MMAA",638,785,1025
"MMAB",1195,1607,2316
"MMACHC",417,1474,1382
"MMADHC",4107,3201,5788
"MMD",717,499,1609
"MMD2",0,3,1
"MME",13428,218,12442
"MMEL1",42,101,64
"MMGT1",1206,1350,5256
"MMP1",60,64,2427
"MMP10",0,2,23
"MMP11",6894,1126,5905
"MMP12",31,8,70
"MMP13",688,13,1357
"MMP14",61753,12373,36159
"MMP15",452,387,6065
"MMP16",1971,472,1630
"MMP17",438,162050,1711
"MMP19",898,770,760
"MMP2",472722,20134,33779
"MMP20",4,0,0
"MMP21",14,35,3
"MMP23B",12,24,27
"MMP24",287,34,41
"MMP25",38,39,254
"MMP26",0,0,0
"MMP27",166,0,6
"MMP28",47,132,198
"MMP3",183,27,1298
"MMP7",2,0,74
"MMP8",417,196,2
"MMP9",725,78,6840
"MMRN1",1674,16,208
"MMRN2",652,481,1177
"MMS19",6238,11131,6276
"MMS22L",1394,642,1126
"MN1",778,85,550
"MNAT1",1683,525,913
"MND1",81,575,542
"MNDA",1092,15,1920
"MNS1",586,141,264
"MNT",1297,4596,2605
"MNX1",0,0,7
"MOAP1",342,1394,4559
"MOB1A",7111,2992,11786
"MOB1B",1776,4217,5019
"MOB2",827,5332,1558
"MOB3A",779,3254,4666
"MOB3B",742,369,4660
"MOB3C",511,1735,2218
"MOB4",131,1131,1864
"MOBP",0,16,0
"MOCOS",1021,160,889
"MOCS1",1266,1337,975
"MOCS2",1902,972,3604
"MOCS3",147,2038,1824
"MOG",13,21,41
"MOGAT1",20,0,4
"MOGAT2",6,0,13
"MOGAT3",0,21,0
"MOGS",1691,8785,6087
"MOK",320,17484,7235
"MON1A",176,1554,1199
"MON1B",1664,2499,6253
"MON2",27269,5207,4571
"MORC1",32,0,748
"MORC2",3128,13767,2575
"MORC3",7389,2664,3603
"MORC4",2975,591,1668
"MORF4L1",29254,10753,22865
"MORF4L2",2953,18453,23080
"MORN1",356,1767,549
"MORN2",514,656,1025
"MORN3",28,32,42
"MORN4",90,495,551
"MORN5",0,6,4
"MOS",0,8,0
"MOSPD1",601,2391,2406
"MOSPD2",3002,1025,5844
"MOSPD3",1553,2405,1796
"MOV10",8483,7934,5593
"MOV10L1",12,28,15
"MOXD1",2104,10915,1774
"MPC1",600,2117,2171
"MPC2",1350,1232,2260
"MPDU1",6537,2824,3883
"MPDZ",6150,2622,558
"MPEG1",9427,146,10261
"MPG",570,777,3337
"MPHOSPH10",3526,2422,3400
"MPHOSPH6",690,1365,1726
"MPHOSPH8",5416,4170,8695
"MPHOSPH9",2022,1359,1896
"MPI",1956,3436,2413
"MPL",112,10,1
"MPLKIP",641,1256,3643
"MPND",1033,1137,1299
"MPO",9,20,28
"MPP1",4889,1488,4090
"MPP2",108,135,479
"MPP3",314,1548,435
"MPP4",49,513,30
"MPP5",3705,368,2524
"MPP6",3417,917,1268
"MPP7",329,8,82
"MPPE1",440,1788,1771
"MPPED1",0,1,3
"MPPED2",1948,788,492
"MPRIP",19265,22121,16368
"MPST",722,64,4561
"MPV17",2423,10340,4761
"MPV17L",43,29,85
"MPV17L2",766,1401,1658
"MPZ",124,1049,2611
"MPZL1",5634,8186,10903
"MPZL2",159,175,394
"MPZL3",39,20,338
"MR1",1849,747,6075
"MRAP",16,4,5
"MRAP2",14,75,413
"MRAS",1846,2200,10590
"MRC1",23184,95,2259
"MRC2",30039,2023,6451
"MREG",675,1517,3354
"MRFAP1",373,9182,26899
"MRFAP1L1",304,3739,7671
"MRGBP",601,10581,2255
"MRGPRD",0,1,1
"MRGPRE",0,0,0
"MRGPRF",771,232,205
"MRGPRG",0,0,0
"MRGPRX1",0,0,0
"MRGPRX2",0,0,0
"MRGPRX3",0,5,61
"MRGPRX4",0,0,26
"MRI1",470,5110,2444
"MRLN",0,4,0
"MRM1",78,1486,912
"MRO",93,40,96
"MROH1",9538,13343,4377
"MROH2A",40,1,0
"MROH2B",0,0,0
"MROH6",38,6571,570
"MROH7",517,170,4
"MROH7-TTC4",80,16,0
"MROH8",318,189,152
"MROH9",384,0,3
"MRPL1",1659,930,1242
"MRPL10",374,2655,3031
"MRPL11",1091,2583,2556
"MRPL12",6,3167,1060
"MRPL13",769,1610,2531
"MRPL14",284,2432,1854
"MRPL15",1270,7166,4274
"MRPL16",841,1744,3410
"MRPL17",428,3261,2953
"MRPL18",1178,2257,3406
"MRPL19",2169,691,2314
"MRPL2",459,2500,1749
"MRPL20",1503,9996,3801
"MRPL21",959,2474,2115
"MRPL22",1291,948,1247
"MRPL23",255,3013,340
"MRPL24",754,6847,6059
"MRPL27",775,3777,2276
"MRPL28",342,2874,4063
"MRPL3",3432,3235,6793
"MRPL30",148,585,2456
"MRPL32",542,3001,3334
"MRPL33",1943,1727,2242
"MRPL34",121,9175,3418
"MRPL35",780,3450,4683
"MRPL36",186,1260,1321
"MRPL37",3391,7391,4850
"MRPL38",58,999,629
"MRPL39",932,596,1232
"MRPL4",1039,4016,2972
"MRPL40",1200,2398,3091
"MRPL41",372,3440,5851
"MRPL42",1369,2979,3842
"MRPL43",966,3410,2888
"MRPL44",1740,1946,3793
"MRPL45",1621,2242,2697
"MRPL46",190,759,849
"MRPL47",1490,1063,2063
"MRPL48",806,2883,1562
"MRPL49",756,2368,3819
"MRPL50",409,2069,3717
"MRPL51",1291,3267,5360
"MRPL52",768,2320,3075
"MRPL53",12,641,197
"MRPL54",603,564,1432
"MRPL55",138,9381,3068
"MRPL57",1004,3122,5928
"MRPL9",787,4499,3676
"MRPS10",1498,1999,2866
"MRPS11",668,1347,1627
"MRPS12",131,3022,2594
"MRPS14",196,1414,3598
"MRPS15",1245,6613,3550
"MRPS16",1857,1915,3942
"MRPS17",11,788,888
"MRPS18A",276,512,958
"MRPS18B",2721,6592,6552
"MRPS18C",1063,745,1232
"MRPS2",718,4228,3373
"MRPS21",1203,12887,7985
"MRPS22",1828,976,2505
"MRPS23",591,2923,2830
"MRPS24",22,240,401
"MRPS25",1015,18811,7482
"MRPS26",114,11535,4809
"MRPS27",1965,3810,5546
"MRPS28",167,373,533
"MRPS30",2317,1287,2810
"MRPS31",810,620,1915
"MRPS33",946,2944,3481
"MRPS34",353,6576,5879
"MRPS35",1228,1699,3412
"MRPS36",841,481,1677
"MRPS5",1458,3523,3308
"MRPS6",243,7443,2986
"MRPS7",1655,7208,4456
"MRPS9",1064,666,1636
"MRRF",1714,11104,3768
"MRS2",2103,4631,3614
"MRTO4",1179,8773,3872
"MS4A1",96,2,15600
"MS4A10",0,0,0
"MS4A12",0,8,12
"MS4A13",0,0,0
"MS4A14",1693,1890,303
"MS4A15",0,0,0
"MS4A18",0,0,0
"MS4A2",412,29,150
"MS4A3",0,0,5
"MS4A4A",4314,85,2215
"MS4A4E",188,30,92
"MS4A5",6,0,1
"MS4A6A",14863,256,10290
"MS4A6E",28,1,2
"MS4A7",9401,2080,3778
"MS4A8",0,0,4
"MSANTD1",6,158,20
"MSANTD2",699,4817,664
"MSANTD3",1074,1794,3439
"MSANTD3-TMEFF1",13,4,19
"MSANTD4",441,684,2728
"MSC",183,2324,1080
"MSGN1",0,0,0
"MSH2",3951,2041,2936
"MSH3",6161,561,1593
"MSH4",58,18,25
"MSH5",134,1299,548
"MSH5-SAPCD1",4,352,25
