"GENE_SYMBOL","GSM5430032--HN001","GSM5430035--HN002","GSM5430037--HN003","GSM5430039--HN004","GSM5430041--HN005","GSM5430043--HN007","GSM5430045--HN008","GSM5430047--HN009","GSM5430049--HN010","GSM5430051--HN012","GSM5430053--HN014"
"FAM209A",0,21,1,55,14,17,19,1,7,3,15
"FAM209B",5,23,0,64,23,6,31,9,3,17,14
"FAM20A",4406,1011,1852,598,2884,357,1475,3622,3427,3937,110
"FAM20B",3727,2335,3739,4327,2638,2435,3690,3365,4812,3458,1699
"FAM20C",13435,3650,2861,8684,2044,4442,2831,6759,3871,3488,1549
"FAM210A",1043,820,1507,711,591,909,1427,861,1909,1030,1138
"FAM210B",17620,3045,10570,2984,5018,4467,7360,5324,8303,6988,4477
"FAM214A",1575,946,1061,1049,4829,3105,940,3516,2255,3044,985
"FAM214B",5744,4127,4170,3083,2616,10162,5017,3111,7866,2210,13832
"FAM216A",304,180,132,141,106,253,147,28,290,175,21
"FAM216B",10,0,0,0,0,1,0,0,0,0,0
"FAM217A",0,0,0,4,0,0,0,0,1,0,1
"FAM217B",853,628,845,945,540,2162,1327,856,870,783,462
"FAM218A",17,14,6,11,4,1,4,1,0,14,0
"FAM219A",2512,2647,3211,1913,1101,2249,1296,1696,2748,1173,4400
"FAM219B",3072,2120,3256,2458,6108,2684,2252,4374,3068,5250,2888
"FAM220A",1576,646,1911,2886,1040,2085,2154,1619,3250,1482,2921
"FAM221A",40,42,26,12,465,22,53,18,90,454,44
"FAM221B",16,0,0,0,1,7,0,0,10,26,0
"FAM222A",321,147,75,174,591,792,91,98,463,206,124
"FAM222B",3409,976,1687,2520,2458,2362,5174,4377,2716,3268,2691
"FAM227A",191,130,159,37,36,31,28,35,10,77,23
"FAM227B",159,33,57,91,38,30,107,70,23,227,23
"FAM228A",28,0,8,0,0,0,0,4,0,10,1
"FAM228B",432,242,294,72,148,57,90,113,42,258,50
"FAM229A",424,510,632,283,428,253,232,405,236,374,188
"FAM229B",644,376,149,194,75,22,83,217,66,355,99
"FAM24A",0,0,0,0,0,3,0,0,0,0,0
"FAM24B",75,41,48,154,48,113,20,1,125,34,12
"FAM25A",8,1647,3914,2329,20719,8289,7217,5673,6339,13291,12616
"FAM25C",0,100,124,22,79,62,12,25,37,43,56
"FAM25G",0,4,86,15,41,23,14,10,20,42,101
"FAM32A",8077,4128,6902,7130,6356,9198,5403,4382,8199,6278,4701
"FAM3A",6528,2141,7094,3631,4796,4168,4169,5249,4677,3600,7695
"FAM3B",6,32,3,3,3709,25,1,0,32,7991,1
"FAM3C",8528,2926,4920,3675,969,2898,5205,8039,1591,2374,1587
"FAM3D",3,96,1,254,8909,5353,72,1561,1386,12987,88
"FAM43A",2086,3601,1918,4857,2834,23602,3192,7294,4305,2402,6202
"FAM43B",74,44,23,23,205,11,54,15,467,132,34
"FAM47A",0,0,0,0,1,0,0,0,0,0,0
"FAM47B",0,0,0,0,0,0,0,0,0,0,0
"FAM47C",0,0,0,8,1,2,0,0,1,0,1
"FAM47E",31,7,8,1,2,11,4,20,30,68,2
"FAM47E-STBD1",0,0,0,0,0,0,0,0,0,1,0
"FAM49A",1201,700,271,196,214,288,531,3587,227,410,166
"FAM49B",6158,3675,9506,5972,2415,4028,6424,5924,4615,2609,2532
"FAM50A",8798,2410,1603,7509,5083,3447,1161,2652,6731,3102,13751
"FAM50B",1230,218,938,546,729,768,740,839,179,1420,721
"FAM53A",88,24,135,142,55,48,29,25,15,110,14
"FAM53B",7801,1378,3591,6037,3827,6318,3446,5795,6525,5770,2998
"FAM53C",3166,2289,2647,1757,1736,3640,2400,2510,5085,2874,1471
"FAM71A",8,0,0,0,1,0,0,0,0,0,5
"FAM71B",0,0,0,0,0,10,0,0,0,0,0
"FAM71C",0,0,0,0,0,2,0,0,0,0,0
"FAM71D",70,6,17,63,39,28,1,36,38,20,16
"FAM71E1",155,39,96,52,131,211,184,111,139,175,54
"FAM71E2",1,8,0,0,0,0,0,0,0,0,0
"FAM71F1",7,8,10,0,7,2,13,6,1,1,0
"FAM71F2",279,285,156,147,187,158,99,182,66,148,51
"FAM72A",79,43,128,147,60,91,74,46,120,23,40
"FAM72B",115,77,180,249,30,88,77,49,153,19,69
"FAM72C",19,35,47,12,9,25,17,32,9,3,10
"FAM72D",45,15,51,123,36,18,12,27,33,30,13
"FAM76A",999,590,857,1005,956,583,556,718,1238,1286,589
"FAM76B",479,702,855,333,383,481,742,588,1026,521,401
"FAM78A",2759,474,269,282,379,391,271,310,212,924,107
"FAM78B",165,98,149,83,77,36,76,29,143,120,8
"FAM81A",88,24,60,74,41,53,61,65,108,158,18
"FAM81B",0,0,0,8,2,1,13,21,0,0,1
"FAM83A",4341,12575,51175,27212,16352,42917,60089,55799,29815,8075,67032
"FAM83B",1058,3338,7452,2499,1191,6113,9341,2944,6408,1447,3039
"FAM83C",1101,7282,2442,6726,6745,23206,6073,622,15951,6735,5783
"FAM83D",1452,954,2269,1608,7080,8114,1251,1085,7172,2362,1132
"FAM83E",327,0,297,134,1112,532,465,1045,3987,2075,311
"FAM83F",3091,2528,7699,9096,5272,6037,5785,2701,9361,15007,8566
"FAM83G",7088,10432,21765,16562,11283,34676,37977,13748,26714,14754,42425
"FAM83H",13481,10943,72242,36189,30870,37111,39907,48182,38040,20911,48126
"FAM86B1",177,33,77,67,125,10,12,2,14,168,70
"FAM86B2",1,40,6,12,5,14,1,1,0,6,0
"FAM86C1",1434,388,739,491,922,522,354,443,1715,753,1627
"FAM89A",558,1699,2349,2992,1332,3049,4270,3079,4276,209,3208
"FAM89B",5034,1101,1590,1963,1926,1993,1890,2623,4303,1494,2507
"FAM8A1",1313,1027,1730,1326,1256,2017,1172,1727,1025,2030,1360
"FAM90A1",97,42,13,0,20,30,6,18,45,31,7
"FAM90A26",0,0,0,0,0,0,1,0,0,0,0
"FAM91A1",3429,2481,7020,4106,1328,4804,4439,4878,3788,2242,1528
"FAM92B",1,0,0,0,7,133,0,0,0,0,0
"FAM98A",4268,2220,5066,3477,2536,2808,3409,3270,4995,3627,2406
"FAM98B",1395,720,1817,1583,1267,1218,897,1728,2966,1797,601
"FAM98C",1399,551,1394,770,1917,1047,717,1458,1336,1595,929
"FAM9A",0,0,0,0,0,0,0,0,0,0,0
"FAM9B",0,0,0,8,0,0,14,2,10,0,4
"FAM9C",1,13,1,1,0,1,0,0,0,0,0
"FAN1",1613,814,1991,1387,1261,889,1018,1390,2053,2142,484
"FANCA",1602,1281,1447,2196,902,1138,761,1000,1431,908,1025
"FANCB",90,118,146,93,64,90,30,47,155,60,17
"FANCC",616,416,758,798,502,313,595,319,1236,391,628
"FANCD2",947,836,1030,1343,768,628,666,504,831,1142,434
"FANCD2OS",11,2,24,14,4,2,10,15,5,16,5
"FANCE",1111,504,1744,1949,1006,2250,2043,1830,3066,987,2702
"FANCF",1010,325,616,586,426,381,562,583,880,785,300
"FANCG",1145,855,1649,869,1096,1354,669,450,1599,1170,2834
"FANCI",1245,2231,2440,5071,2101,2456,2157,1935,3831,1987,1432
"FANCL",394,272,702,723,701,468,648,358,1026,753,392
"FANCM",501,189,484,347,280,337,451,243,629,266,103
"FANK1",847,200,573,297,430,571,205,539,153,269,119
"FAP",10333,3433,8479,1362,671,694,2224,3493,258,36,174
"FAR1",2817,2575,2653,2517,3344,1779,2192,1123,4347,3917,618
"FAR2",720,356,141,90,130,168,105,45,81,114,53
"FARP1",10150,3429,3596,2185,1668,1081,2777,1258,1934,3695,442
"FARP2",2182,2269,4319,2970,2200,4248,3329,3610,6617,2715,2211
"FARS2",1741,652,1055,1097,591,1450,716,791,1506,856,1373
"FARSA",7719,2981,8486,8862,6827,8804,4804,3584,10804,6924,4726
"FARSB",4116,2013,5091,9716,5809,3006,2862,3076,6870,4991,4615
"FAS",1327,864,1009,486,1439,860,679,1296,396,613,160
"FASLG",116,12,30,20,39,3,38,72,71,20,10
"FASN",10705,5407,22484,20408,27606,16258,16644,36226,35914,21850,25141
"FASTK",8719,3834,7953,8402,7239,5395,5284,6442,3812,7747,4685
"FASTKD1",1233,740,1700,1070,1356,1028,727,1090,2351,1581,536
"FASTKD2",1825,1421,2505,2099,1370,1885,1805,2475,3520,2032,1379
"FASTKD3",362,334,518,781,278,434,304,285,1224,421,309
"FASTKD5",1811,871,2859,1276,1599,2492,908,2947,1962,2075,1096
"FAT1",41879,17963,19423,51042,5011,18998,36821,28852,46443,5269,12149
"FAT2",27713,12050,47415,17868,11053,21921,21081,54036,63553,22746,18130
"FAT3",128,0,11,12,8,40,19,3,1,18,1
"FAT4",936,1007,518,112,43,116,191,107,175,409,72
"FATE1",3,26,1,0,0,7,20,5,0,22,9
"FAU",32873,14565,27005,39696,26900,26167,17680,23869,35036,24720,31433
"FAXC",398,129,236,70,257,87,46,4,313,342,6
"FAXDC2",1310,234,161,269,80,307,199,575,292,991,62
"FBF1",466,169,485,264,751,209,350,235,286,879,262
"FBL",10041,4456,10873,15838,11921,10518,4850,7695,11851,14577,6673
"FBLIM1",25299,12405,14821,15781,4312,12049,17974,15226,9795,2894,22200
"FBLL1",88,38,7,38,69,17,69,130,0,25,74
"FBLN1",40301,7164,5612,8127,3418,3927,5247,13049,6756,4769,5931
"FBLN2",16977,1778,9385,3090,1669,1163,5011,2410,761,2014,766
"FBLN5",3337,2291,1851,664,404,325,648,395,224,814,112
"FBLN7",1687,556,396,175,68,277,343,192,141,92,56
"FBN1",34988,11186,10955,3549,1298,1633,9673,1613,8821,811,433
"FBN2",1445,7284,213,777,1121,218,1611,32,7930,581,734
"FBN3",1,1,0,10,23,17,3,0,6,417,0
"FBP1",14148,93,72,39,903,70,64,105,20,645,185
"FBP2",41,0,0,1,28,7,1,1,5,1456,11
"FBRS",10297,4864,8625,7519,11746,23554,11017,13064,11420,9514,10973
"FBRSL1",6838,2393,5489,7485,8724,5198,4502,5962,16938,7053,7456
"FBXL12",1761,1168,1598,1225,1058,1336,1642,779,1708,1167,1009
"FBXL13",36,35,34,34,17,2,50,14,38,11,2
"FBXL14",615,182,354,257,445,401,326,337,314,671,173
"FBXL15",2556,822,1608,1955,1332,1777,792,1346,1564,1438,1735
"FBXL16",148,59,1099,173,1814,1337,1535,1002,1601,2048,1239
"FBXL17",709,555,709,440,539,1322,262,1050,705,1885,401
"FBXL18",2812,796,1125,1592,294,1547,963,1004,1538,798,1196
"FBXL19",4256,2250,3679,4854,4043,10164,3958,4824,4470,3062,4061
"FBXL2",389,685,445,381,52,244,212,143,104,174,75
"FBXL20",2116,1061,1278,1202,1095,1623,1547,1971,2333,1278,1874
"FBXL22",119,26,54,23,90,23,54,20,503,147,48
"FBXL3",1681,1496,2836,2154,1218,2684,2292,1685,1579,2276,1238
"FBXL4",1749,461,1396,657,468,930,645,827,1218,876,364
"FBXL5",5429,4290,2215,2809,3120,3617,3258,2342,2976,6490,2362
"FBXL6",2211,1123,5993,4806,1917,1558,2515,3239,1525,1549,1935
"FBXL7",1688,815,396,276,164,175,398,91,127,356,72
"FBXL8",666,275,1070,408,634,325,436,373,333,610,1005
"FBXO10",1392,266,301,307,342,619,89,198,129,709,381
"FBXO11",3547,3092,6237,5394,3014,4677,5747,3727,6416,3433,2546
"FBXO15",82,6,11,13,40,20,32,10,5,31,14
"FBXO16",23,26,10,17,20,59,49,31,0,117,41
"FBXO17",1127,812,1231,655,748,1433,621,994,615,537,137
"FBXO2",11762,845,1788,1227,567,2181,2475,3937,3598,1060,3977
"FBXO21",2577,1409,1903,1662,1452,3083,1420,2059,3314,3384,1484
"FBXO22",1001,1002,1644,1332,1530,1151,1281,1496,2215,1483,950
"FBXO24",54,14,30,36,63,11,19,23,9,106,14
"FBXO25",1433,897,998,1170,1224,1487,808,1014,2957,1988,789
"FBXO27",1207,638,1101,2093,3840,2577,1600,1283,567,1354,777
"FBXO28",1830,1360,2151,1947,1431,2458,2135,2172,3124,2043,1008
"FBXO3",2168,2570,3121,2420,2439,9341,2563,2272,3252,4378,1105
"FBXO30",1285,1045,1083,667,621,1196,664,753,1202,781,338
"FBXO31",4237,1495,3356,2523,1506,2046,1694,1990,3064,4412,2035
"FBXO32",19972,1023,4033,1555,4503,1944,4859,9174,619,8448,1540
"FBXO33",991,922,952,916,854,1104,965,996,791,766,622
"FBXO34",2858,932,2167,1715,5980,3182,3010,2891,2767,4405,1308
"FBXO36",318,170,119,133,212,162,310,370,301,264,213
"FBXO38",2220,1852,3129,1186,1635,1740,1530,2366,2385,2374,1190
"FBXO39",94,181,46,52,15,102,186,86,12,3,15
"FBXO4",785,581,435,436,380,211,202,237,749,566,639
"FBXO40",128,1,0,2,67,0,18,0,0,4717,1
"FBXO41",663,541,1062,631,392,785,845,444,1016,707,383
"FBXO42",2942,1270,2601,2867,2452,2586,2298,2662,3704,3486,3359
"FBXO43",43,50,24,37,51,18,15,11,15,14,15
"FBXO44",2742,903,2578,2469,1303,1157,833,2041,2004,1930,2367
"FBXO45",1848,1331,2805,4798,1416,5674,4026,6500,5072,1599,4624
"FBXO46",3216,1791,4675,3918,3156,6119,3276,6598,5534,2079,3139
"FBXO47",1,0,1,6,0,0,0,1,0,0,2
"FBXO48",240,229,431,242,220,200,343,184,207,186,297
"FBXO5",475,734,555,597,275,485,333,268,1132,556,206
"FBXO6",1502,550,1166,977,1039,2228,354,2964,3353,505,1163
"FBXO7",10076,4618,7499,6456,4737,5437,5184,3197,7866,5917,8281
"FBXO8",735,545,755,763,996,952,1113,1242,1671,826,939
"FBXO9",3544,2654,3928,2942,2594,4204,2154,3535,3366,4902,2774
"FBXW10",18,8,28,26,36,8,1,29,22,17,76
"FBXW11",3012,1453,2661,1949,3106,4633,1566,3558,5487,3782,1385
"FBXW12",0,0,0,4,2,11,0,0,1,0,0
"FBXW2",5570,2950,4603,9040,2869,4670,3573,2871,7137,4538,3274
"FBXW4",5008,1461,2666,2706,3928,6087,1662,2604,3251,4277,1747
"FBXW5",13938,6798,6944,15480,14300,10014,4044,8090,11745,13942,9732
"FBXW7",1683,2125,1461,2584,2092,1830,2441,1831,2052,4090,1288
"FBXW8",1960,554,1161,588,1049,559,661,505,1216,1191,691
"FBXW9",1183,554,1570,1010,1119,1112,578,343,898,1010,1050
"FCAMR",3,0,2,0,0,8,0,2,1,1,7
"FCAR",17,193,1,4,10,38,460,20,7,3,1
"FCER1A",1979,73,147,30,1203,88,26,90,37,630,135
"FCER1G",10532,2779,788,483,1613,699,2303,1652,481,376,499
"FCER2",24,6,1,3,1,4,1,1,5,8,0
"FCF1",5556,2530,3822,2956,1633,3336,3416,3775,3931,2347,1677
"FCGBP",19615,47,1190,387,2138,3965,240,803,709,4502,5749
"FCGR1A",446,84,71,8,88,40,92,189,31,60,36
"FCGR1B",38,69,13,12,15,6,40,32,6,12,0
"FCGR2A",3637,4646,1160,427,805,851,9289,1352,641,337,495
"FCGR2B",980,261,142,30,362,280,471,135,93,121,114
"FCGR3A",4505,1952,1176,142,431,506,2007,2309,305,369,246
"FCGR3B",91,5069,60,75,0,647,5227,416,19,0,65
"FCGRT",11646,4936,1681,1966,2151,1718,2389,3738,676,4366,852
"FCHO1",636,510,53,116,160,166,421,140,777,90,385
"FCHO2",1563,1333,1476,477,2650,1851,865,1482,1408,1370,603
"FCHSD1",1109,1674,2113,2389,1055,12841,1585,3388,3777,2234,1289
"FCHSD2",2873,1015,2010,1016,720,1682,1383,2544,4721,1358,2634
"FCMR",1109,650,575,538,219,336,289,250,380,215,346
"FCN1",829,1749,15,16,7,54,331,103,26,16,3
"FCN2",0,0,0,0,0,0,0,0,0,11,0
"FCN3",147,53,63,25,64,30,39,50,71,55,29
"FCRL1",28,25,0,0,0,0,4,2,0,0,0
"FCRL2",8,11,2,0,0,10,2,17,4,6,1
"FCRL3",20,72,8,3,5,39,10,71,26,1,2
"FCRL4",9,0,0,0,0,20,0,0,0,0,0
"FCRL5",5,10,6,20,0,867,46,9,19,5,4
"FCRL6",18,19,5,0,1,2,44,1,1,20,4
"FCRLA",20,59,69,95,8,71,34,77,14,51,37
"FCRLB",89,66,185,30,52,108,143,71,89,22,228
"FDCSP",3,13,6,108,5,75,0,313,46,6720,1054
"FDFT1",3796,2861,5504,3928,6918,9475,4796,4396,19150,10095,6099
"FDPS",6588,5345,10445,6979,8443,9183,5313,11402,9518,8361,16839
"FDX1",2680,849,1676,815,1376,1717,371,1822,825,1638,682
"FDXACB1",128,60,118,142,126,81,89,108,42,137,50
