"GENE_SYMBOL","GSM5430032--HN001","GSM5430035--HN002","GSM5430037--HN003","GSM5430039--HN004","GSM5430041--HN005","GSM5430043--HN007","GSM5430045--HN008","GSM5430047--HN009","GSM5430049--HN010","GSM5430051--HN012","GSM5430053--HN014"
"MYLK2",563,22,12,29,240,36,2,11,19,1342,3
"MYLK3",59,10,4,0,19,3,6,1,3,3207,22
"MYLK4",137,82,113,238,101,444,98,159,65,556,137
"MYLPF",49175,8,4,18,2324,63,5,5,10,29523,13
"MYNN",1231,1093,1541,1503,857,944,836,1069,2106,1123,628
"MYO10",10727,5926,10509,10336,2497,6743,19631,7324,32056,4430,10892
"MYO15A",67,20,53,36,25,60,61,7,23,45,83
"MYO15B",2688,1456,1142,499,1744,304,968,728,429,3140,182
"MYO16",48,68,101,32,10,25,58,12,15,71,78
"MYO18A",14320,6021,9255,8635,10064,11365,8788,13923,12882,16833,12370
"MYO18B",5166,28,4,51,547,43,6,2,14,8951,107
"MYO19",3632,3820,5805,7717,6855,4679,5424,5810,8165,5877,3894
"MYO1A",0,1,2,8,12,6,3,1,13,30,5
"MYO1B",12502,18366,36563,26642,3714,22857,33828,20493,21885,1765,17639
"MYO1C",27148,13129,21289,14076,16881,19085,28786,11195,29924,14309,18422
"MYO1D",10484,5544,12565,10211,9140,13674,19702,10232,16916,9572,14841
"MYO1E",8255,6269,6561,8124,5869,14656,12880,9703,19512,3801,5453
"MYO1F",8614,5523,755,415,931,578,2616,992,298,458,400
"MYO1G",2325,1755,1422,365,640,1770,876,628,470,220,521
"MYO1H",14,9,70,49,60,98,49,92,324,28,444
"MYO3A",12,6,30,3,112,15,5,1,571,118,0
"MYO3B",1178,81,245,128,26,28,1764,179,277,16,192
"MYO5A",5818,6965,6627,5244,2087,9362,11435,6632,13547,2101,3519
"MYO5B",678,2840,707,1485,6547,9764,3428,2670,6097,9452,3164
"MYO5C",366,281,81,149,938,321,367,271,413,3393,127
"MYO6",2994,3486,3263,1571,8013,8773,4562,4854,8271,7630,3881
"MYO7A",824,75,168,87,246,226,787,245,1000,46,371
"MYO7B",190,89,379,21,31,72,64,3,178,25,1594
"MYO9A",1981,1934,2312,1821,1741,1956,2158,1408,3680,2123,830
"MYO9B",20979,7131,10188,8660,6261,9193,10781,4572,10382,4833,4833
"MYOC",12,0,0,0,0,0,0,0,1,385,4
"MYOCD",129,138,10,10,7,10,11,0,1,13,19
"MYOD1",1337,0,0,0,97,4,2,1,0,483,4
"MYOF",34444,11682,21692,15918,11391,23398,25215,23398,42417,12789,12749
"MYOG",7529,0,0,0,965,31,7,1,0,4282,0
"MYOM1",5704,45,26,58,741,53,43,23,40,23708,56
"MYOM2",3731,82,26,150,446,58,2,5,284,7375,24
"MYOM3",8733,518,561,371,1235,3032,716,193,4100,16193,484
"MYOT",5348,0,2,0,879,8,1,0,1,25495,4
"MYOZ1",7532,1,4,4,1274,52,1,6,8,29832,5
"MYOZ2",5157,1,0,5,1221,3,1,1,0,7939,0
"MYOZ3",698,71,18,27,195,27,18,6,6,6110,10
"MYPN",3816,0,27,13,385,27,1,4,0,8666,0
"MYPOP",2078,567,1407,1471,1101,979,1298,2361,1378,1112,723
"MYRF",134,31,14,112,49,82,72,47,291,98,185
"MYRFL",16,7,1,43,17,11,27,59,30,18,10
"MYRIP",131,26,3,1,4,7,2,2,1,390,13
"MYSM1",1539,1768,3010,1829,1378,1009,1753,1195,1776,1964,855
"MYT1",12,0,11,17,5,71,2,4,70,11,9
"MYT1L",53,2,0,0,2,13,0,2,1,9,1
"MYZAP",31,33,165,200,1262,325,66,262,187,907,74
"MZB1",158,44,31,15,11,5434,123,24,111,84,60
"MZF1",1771,689,2219,720,2180,1088,1122,1777,1833,2011,925
"MZT1",367,629,579,901,252,439,494,525,406,338,237
"MZT2A",2827,2154,3012,4706,2676,3521,2861,2304,3901,4098,3150
"MZT2B",7094,5508,6635,11547,11204,7425,6426,6349,10525,7555,5652
"N4BP1",5493,4041,11058,11074,8210,19861,20432,15642,13290,5945,14076
"N4BP2",555,763,294,430,488,612,810,565,429,813,332
"N4BP2L1",484,156,176,30,238,132,77,374,175,569,92
"N4BP2L2",2984,2791,4793,3249,2763,2162,1354,2372,1836,5032,1728
"N4BP3",517,741,473,1205,1998,1516,914,1087,2765,2643,1994
"N6AMT1",631,310,471,475,352,282,272,464,201,665,95
"NAA10",4238,1998,4053,5047,3878,3192,2516,4494,3334,2828,5673
"NAA11",0,0,0,0,0,0,0,0,0,0,1
"NAA15",2463,2562,3138,5677,2704,3995,2896,3494,6231,3504,1914
"NAA16",451,611,1053,747,566,601,211,351,471,1080,208
"NAA20",5133,6643,8587,8171,9613,9095,5003,8758,10318,5723,5063
"NAA25",1474,1215,1613,1572,1250,2151,1009,1554,2331,1915,933
"NAA30",1658,1002,1848,1474,775,2272,1845,1339,2142,1685,874
"NAA35",1183,1084,1785,1074,1023,1378,1077,1593,2175,1575,1378
"NAA38",5514,3352,2882,3668,3545,4042,2139,2502,3522,3894,3876
"NAA40",3135,986,1468,1509,1376,1116,1601,1566,2758,1886,1686
"NAA50",7548,5485,8915,9473,6060,10867,6528,12730,18373,9135,4424
"NAA60",2736,803,1575,2107,2226,3717,1273,2458,2535,2086,2172
"NAAA",1426,491,295,428,963,512,395,809,881,1214,410
"NAALAD2",27,4,9,5,1,3,8,1,2,36,2
"NAALADL1",445,315,88,81,61,112,75,33,154,200,58
"NAALADL2",126,46,48,79,27,17,23,3,17,1047,89
"NAB1",2114,2236,4266,5335,2604,4246,4297,2885,9244,2877,3183
"NAB2",3346,1325,2424,2068,2114,4504,5591,5098,4630,3029,2846
"NABP1",4882,4032,10933,3304,5035,3929,8899,6393,4686,1733,5543
"NABP2",3717,1902,2879,2454,2378,4095,2685,2951,3396,2687,2452
"NACA",37675,17487,36376,24539,51571,53091,26079,35037,52273,56724,33439
"NACA2",11,1,11,2,15,28,7,10,20,20,30
"NACAD",263,307,145,163,41,363,456,27,114,226,261
"NACC1",12655,4693,11120,13466,8697,12827,9378,7130,12860,6389,8572
"NACC2",3870,1554,3014,4640,1502,1655,768,574,3542,2858,1743
"NADK",7271,3159,4736,5758,2691,4147,3241,4868,5619,3560,3872
"NADK2",1079,422,1004,828,693,540,252,210,2689,1107,399
"NADSYN1",9654,4170,7289,18712,11496,5999,4491,8571,11394,6534,19586
"NAE1",1836,1995,3608,3047,2334,3116,1287,2075,3093,2608,1385
"NAF1",632,367,654,960,544,726,524,741,1372,1000,421
"NAGA",6813,1856,2491,1895,1700,2380,1627,1155,1447,1985,2436
"NAGK",13613,5066,7835,7283,13451,9484,7552,8541,6385,12280,5241
"NAGLU",4815,1549,1773,2642,1779,1431,2028,1840,1675,1999,2066
"NAGPA",3373,765,1500,1706,1014,2380,836,1786,1041,758,1381
"NAGS",212,327,212,597,156,374,2004,101,748,149,792
"NAIF1",929,477,1082,1003,607,765,823,860,749,792,1655
"NAIP",139,82,58,29,14,6,47,65,47,42,2
"NALCN",37,4,0,14,15,10,7,3,0,21,0
"NAMPT",4772,19740,9089,8223,34108,22647,30519,20444,33231,9060,9386
"NANOG",2,0,0,28,4,0,11,10,2,4,7
"NANOGNB",0,0,1,8,0,0,2,0,0,0,7
"NANOGP8",0,0,0,0,4,0,0,0,6,4,4
"NANOS1",455,206,448,319,241,358,459,981,460,287,176
"NANOS2",0,1,0,0,0,0,0,0,0,0,0
"NANOS3",54,21,21,22,28,34,14,26,20,11,26
"NANP",526,345,497,625,386,518,480,375,755,335,303
"NANS",4604,2926,3973,7494,4519,5801,1936,3179,5433,4286,4908
"NAP1L1",26114,13133,21777,12815,12343,18858,7314,13644,21426,20134,12956
"NAP1L2",239,10,13,59,90,11,301,384,225,356,159
"NAP1L3",235,22,77,15,19,12,18,15,0,44,13
"NAP1L4",16377,6468,10709,13514,10382,8246,11305,16321,14592,10147,6360
"NAP1L5",254,117,162,60,84,149,259,399,503,382,99
"NAPA",8172,3175,7052,5836,9743,10603,7718,18115,10540,9308,7920
"NAPB",827,435,1617,791,700,531,1235,706,959,803,881
"NAPEPLD",560,293,634,358,300,347,428,502,2118,508,164
"NAPG",1398,1844,2531,1308,1763,1127,1611,2223,2881,2184,3088
"NAPRT",7610,3812,5512,15250,17890,7649,9289,28321,16339,9804,22925
"NAPSA",125,21,93,89,25,17,59,48,38,37,26
"NARF",3648,3130,2579,3051,3142,3154,2315,2713,4291,2987,3056
"NARS2",692,441,940,620,663,1054,520,363,1529,940,924
"NASP",9466,5623,7889,10053,7854,5778,5045,6004,11203,8179,6023
"NAT1",201,199,121,229,215,243,96,43,445,176,100
"NAT10",5640,1972,6071,9817,4405,15230,4106,5287,7344,4827,2675
"NAT14",2394,415,1958,1801,487,653,590,921,683,305,774
"NAT16",0,6,0,0,1,1,0,0,4,4,1
"NAT2",0,12,0,0,3,0,0,8,0,0,0
"NAT8",1,0,0,0,1,0,0,0,0,0,4
"NAT8L",282,0,35,13,58,36,6,21,6,435,4
"NAT9",1782,910,2203,2132,1352,1045,1774,1282,1650,1426,1580
"NATD1",3781,572,1085,635,1090,2423,1486,1236,922,3773,1958
"NAV1",13331,10192,12206,10969,10189,6013,10114,8036,17880,1603,5655
"NAV2",6946,1925,4120,4549,1574,3730,5874,6395,7183,4074,2487
"NAV3",822,549,198,680,81,612,2190,330,1015,273,910
"NBAS",4475,1615,3139,2361,1980,2369,3202,2294,2931,2985,2759
"NBEA",198,6,12,6,20,13,57,2,22,1203,20
"NBEAL1",1086,1114,1420,1364,1069,904,1087,741,2195,1303,1117
"NBEAL2",9216,13789,6054,10436,22223,14957,8844,9546,14937,19653,9910
"NBL1",10116,3334,5688,5057,4956,3220,3660,5272,4408,2855,3194
"NBN",2890,1503,3421,2001,1369,1977,3043,3364,2650,2417,1186
"NBPF1",757,550,441,444,339,173,202,216,352,866,175
"NBPF10",406,208,395,199,210,500,229,463,231,269,238
"NBPF11",550,494,620,266,336,179,200,259,264,711,113
"NBPF12",642,514,720,240,405,195,276,340,459,620,91
"NBPF14",1163,719,955,804,717,653,532,850,744,885,689
"NBPF15",1520,1380,567,722,563,315,375,427,330,552,198
"NBPF19",857,696,1217,370,696,870,685,816,812,1151,762
"NBPF20",364,164,161,208,106,143,211,102,177,156,143
"NBPF26",79,243,475,163,248,433,64,30,443,324,32
"NBPF3",472,410,269,280,373,414,336,208,478,356,49
"NBPF4",0,0,0,1,0,0,0,0,1,1,0
"NBPF6",0,0,4,1,0,0,0,0,0,1,0
"NBPF9",865,860,700,632,313,185,404,272,330,392,183
"NBR1",9556,4338,6813,5700,5583,5712,9764,8290,8906,11618,5100
"NCALD",1461,274,403,285,186,201,1129,1115,139,7001,125
"NCAM1",9848,1761,46,36,989,101,110,33,23,2958,130
"NCAM2",54,0,7,0,1,0,33,1,2,23,4
"NCAN",1,2,1,1,12,6,0,2,28,15,3
"NCAPD2",8040,2687,7406,9204,4563,7290,6002,5571,10447,5117,4718
"NCAPD3",5939,1309,4897,1883,1772,2324,954,1421,1909,2232,483
"NCAPG",1563,1536,1740,2819,1339,1427,944,1005,1597,973,953
"NCAPG2",1371,1241,2116,2642,826,1527,914,1088,1345,1595,693
"NCAPH",1873,801,1258,1756,895,973,760,558,1509,743,453
"NCAPH2",4627,2231,3403,6055,3241,2852,2263,1277,4601,3909,4928
"NCBP1",2956,1795,4099,4118,2303,3116,2725,3178,4513,2194,1773
"NCBP2",6724,2708,5462,7921,2927,5165,5210,5996,8843,3728,2732
"NCBP2L",1,0,0,0,0,0,0,1,0,0,0
"NCCRP1",2100,1325,7638,8021,86123,32798,12013,24181,20881,22415,34323
"NCDN",4881,1226,2942,3017,1586,3061,3794,5073,4145,2011,5649
"NCEH1",2995,883,520,1493,588,417,127,1312,2175,603,216
"NCF1",2297,1728,118,224,273,774,684,306,428,77,1001
"NCF2",9948,2902,1993,3781,1066,8114,5733,4980,1007,302,1069
"NCF4",2209,1711,525,277,701,678,1032,390,468,178,446
"NCK1",2154,1279,1360,2298,1775,2860,2032,5544,5850,1710,868
"NCK2",6811,3074,4164,7101,9549,7309,9493,9012,10254,8031,5146
"NCKAP1",7901,8696,14530,10427,7816,13337,12459,12583,14960,11021,5295
"NCKAP1L",8286,508,384,174,690,531,443,863,203,453,258
"NCKAP5",961,641,1021,777,484,1025,1836,1862,2286,708,555
"NCKAP5L",7643,1351,1421,1145,3793,2257,2090,1076,1521,2337,775
"NCKIPSD",1861,563,961,1040,1603,897,1380,1157,2115,1739,1956
"NCL",48456,20577,76322,81153,47724,44075,37429,38579,68036,53178,29782
"NCLN",16072,6468,14140,18554,6730,12412,8923,7628,12120,4070,6631
"NCMAP",35,1,17,7,0,26,22,50,10,1097,7
"NCOA1",3142,1905,3823,1109,4310,2674,1548,2332,3573,4811,1031
"NCOA2",1810,972,3187,662,2117,3478,1770,2676,2453,3024,707
"NCOA3",6160,2171,9884,5180,2823,7279,10118,9560,6219,3356,4602
"NCOA4",14063,7993,15429,10203,10666,20636,8321,14816,42196,16214,5246
"NCOA5",4903,1393,5119,2386,3004,4204,2371,2038,4312,3566,1525
"NCOA6",7227,2407,8371,4229,4264,12472,7640,4948,6716,5125,4058
"NCOA7",1709,2295,3414,4892,1551,7115,1390,1912,16828,1110,992
"NCOR1",11765,6232,7442,6016,8297,10331,8753,5791,9444,10683,6066
"NCOR2",40198,7631,14675,16885,14910,14351,17203,15138,21033,23691,18915
"NCR1",15,3,6,0,0,6,26,5,1,6,1
"NCR2",18,0,0,0,7,0,0,0,4,1,0
"NCR3",25,0,1,0,14,11,1,9,0,5,0
"NCR3LG1",62,138,27,85,38,32,92,29,993,93,19
"NCS1",9275,2805,6282,10048,3145,7343,8122,3227,12738,4484,8431
"NCSTN",23307,6272,10968,8010,6172,5966,14174,15556,8974,7809,7273
"NDC1",1889,1116,2598,2974,1177,1613,1116,1399,2366,1481,1012
"NDC80",839,708,1130,978,780,511,529,634,1429,724,660
"NDE1",3818,2192,4888,4360,1728,9737,6314,2642,5915,1716,4610
"NDEL1",6302,6310,12389,6199,9932,17504,14408,7559,13694,6595,16118
"NDFIP1",6668,5268,12006,3564,4439,6303,3797,8934,5553,6440,3115
"NDFIP2",1878,4518,6323,5699,3033,5223,5102,4490,2807,3541,3065
"NDN",3387,1413,359,1837,1036,810,438,200,115,1030,1558
"NDNF",209,538,95,7,28,5,23,8,1,169,1
"NDOR1",1949,971,2122,2370,1436,1697,877,920,2092,1013,1427
"NDP",43,0,1,4,5,0,1,17,4,3,1
"NDRG1",36478,95055,584129,125573,74856,208485,742625,126261,197393,34360,337115
"NDRG2",6780,299,1116,2619,11085,24077,1539,9825,5050,42673,2823
"NDRG3",4507,1225,3481,3122,3141,5162,2807,3125,4119,3448,2943
"NDRG4",1777,415,582,1036,2791,7057,4687,4287,303,1599,1625
"NDST1",25200,11194,13439,10820,13645,18933,7168,20822,22066,16726,12158
"NDST2",434,201,364,164,191,571,196,322,322,294,170
"NDST3",12,0,0,0,0,14,1,0,4,0,5
"NDST4",0,0,2,1,0,1,3,0,1,1,1
"NDUFA1",7091,2865,4540,4989,8583,4178,2864,3515,6570,8577,4878
"NDUFA10",6545,3945,9726,8681,6202,5906,4780,7208,7749,10554,5078
"NDUFA11",4446,2033,3072,4928,5101,3347,2000,2325,3601,3579,3209
"NDUFA12",5221,2621,3280,2971,4390,6034,3198,4565,6643,4603,4076
"NDUFA13",2307,1163,1933,3295,2689,1689,924,5389,2075,2290,1991
"NDUFA2",3442,1979,2922,2405,3719,2568,1338,3867,3389,4268,1978
"NDUFA3",5698,1893,3783,5797,5662,4098,3922,7253,4137,5876,3395
"NDUFA4",6960,5505,7198,7165,7240,6632,3215,7684,9815,12528,7444
"NDUFA4L2",3068,10955,4247,7149,21085,6777,51981,1119,43770,5278,24280
"NDUFA5",2221,1500,2365,1897,1906,1822,1798,1869,1602,4296,1061
"NDUFA6",5450,2717,4167,5345,5671,4124,2354,2076,6218,6194,7065
"NDUFA7",195,192,330,311,335,202,174,203,208,358,211
"NDUFA8",3721,1411,2784,5016,3291,3716,1329,1601,4459,3569,3150
"NDUFA9",3114,1378,2018,2826,2387,3251,1572,2513,3893,2889,2149
"NDUFAB1",4406,3355,4193,5685,3652,7225,2301,4625,6692,4773,3154
"NDUFAF1",1093,635,607,1489,1285,629,380,1113,1230,1484,560
"NDUFAF2",1182,1095,1935,1378,1737,973,571,881,2297,1335,1210
"NDUFAF3",3823,1755,2189,1720,3544,2024,1847,2369,2250,4035,2008
"NDUFAF4",723,359,485,1048,769,934,269,464,1364,1006,225
"NDUFAF5",650,730,1024,1018,720,705,226,352,763,805,442
"NDUFAF6",778,411,1180,1134,669,560,526,1031,1053,968,534
"NDUFAF7",860,511,1245,653,701,533,659,521,860,922,480
"NDUFB1",3813,3203,4179,2729,4303,2098,2699,2896,3616,4344,2563
"NDUFB10",11442,3945,8546,8334,9343,16599,5132,7080,9106,11449,9150
"NDUFB11",7924,3312,4060,6529,5931,6765,2475,5043,4180,7822,3170
"NDUFB2",5983,3967,4197,5367,4410,3623,2851,2004,2988,5739,3472
"NDUFB3",2912,2324,3118,4393,4171,2205,3026,4560,5349,4494,2969
"NDUFB4",9231,5231,8363,8442,12277,9461,6937,13381,24520,11267,9152
"NDUFB5",5092,1647,3680,4653,2954,2826,2382,4950,8047,4157,2360
"NDUFB6",1231,1536,1673,1285,1685,1953,774,849,3112,1983,925
"NDUFB7",8685,5932,9041,9288,10709,6958,4137,3972,10530,9734,8205
"NDUFB8",2116,1257,1231,2232,2369,2607,1463,1978,1882,2300,2338
"NDUFB9",18840,4927,23135,23137,14771,9500,13274,18407,17456,17337,15685
"NDUFC1",3234,1544,2027,4098,4328,2998,2429,4378,4170,4410,2970
"NDUFC2",1010,360,1064,1129,774,1359,322,1064,2137,1001,1369
"NDUFC2-KCTD14",0,0,0,0,0,0,0,0,0,0,0
"NDUFS1",6447,2953,5801,4098,4471,3880,3373,4732,7239,12441,3660
"NDUFS2",10202,3868,7206,6862,6332,4493,5870,6101,9671,12089,7817
"NDUFS3",6190,2032,3029,5803,4503,5261,2026,3891,5137,5394,2464
"NDUFS4",1858,1208,2656,1764,2030,1487,1036,2073,3934,3273,1714
"NDUFS5",16349,6723,8145,13323,10452,6448,5502,9625,13275,12590,12365
"NDUFS6",8175,3180,5579,12036,7655,4857,3868,7237,20021,6810,11903
"NDUFS7",5389,2059,5512,6445,7212,4737,2669,3401,7335,9042,2481
"NDUFS8",8668,2661,5852,9580,6731,6084,8468,7112,6986,7528,8539
"NDUFV1",16176,5009,11824,25012,11375,10433,5357,9789,25515,18654,17952
"NDUFV2",1211,985,1186,795,1715,770,620,1710,1505,1492,1593
"NDUFV3",4065,1988,3598,3830,3689,2777,1295,2836,2292,4735,2316
"NEB",91004,41,16,126,5900,342,68,334,147,295852,572
"NEBL",865,603,896,950,6481,4360,1228,3567,2950,6045,2435
"NECAB1",11,2,0,0,2,2,14,8,0,13,2
"NECAB2",7,66,0,12,251,9,23,61,27,8,84
"NECAB3",1974,469,1900,648,810,1596,1028,1357,1282,1805,1362
"NECAP1",1561,1261,1197,1604,1237,1799,2172,1632,2720,1774,1009
"NECAP2",7945,3860,4626,5932,2932,4890,6242,7198,4153,2880,4320
"NEDD1",1126,1076,1445,1176,477,1411,1141,795,1755,1049,543
"NEDD4",2144,2282,2887,2320,892,1024,2364,2336,2238,1166,928
"NEDD4L",2539,1608,1866,2459,3339,2016,3691,1184,3433,3486,2886
"NEDD8",8625,2971,6032,7646,5238,5386,8391,7587,6564,4021,9251
"NEDD8-MDP1",6,15,6,16,8,12,7,2,5,0,9
"NEDD9",4740,1069,520,2658,318,1132,1399,475,432,2116,531
"NEFH",483,40,3,17,281,0,20,37,14,198,1
"NEFL",3136,217,1211,2947,754,8533,2611,334,6031,1705,2775
"NEFM",35,240,467,5163,560,358,22,0,2,618,8
"NEGR1",507,103,508,173,181,40,207,111,43,64,58
"NEIL1",416,372,290,253,895,121,159,217,156,1542,88
"NEIL2",1222,535,838,973,1063,633,940,413,1966,1851,557
"NEIL3",109,179,195,275,94,180,170,192,469,140,194
"NEK1",724,523,448,627,383,523,870,280,792,793,346
"NEK10",21,13,15,19,2,25,11,22,12,180,10
"NEK11",888,229,279,218,409,646,169,308,672,282,199
"NEK2",485,350,531,881,393,641,313,381,1222,333,384
"NEK3",592,509,915,690,245,155,211,347,142,502,345
"NEK4",1098,803,769,702,710,566,555,645,681,1150,241
"NEK5",2,18,7,22,12,5,55,8,13,18,20
"NEK6",6990,1448,2101,3498,539,993,1435,535,1336,919,1973
"NEK7",1964,3112,2865,1828,620,2628,2341,1137,2270,1875,959
"NEK8",921,279,464,312,473,180,267,427,370,729,397
"NEK9",7662,2475,4446,3783,3899,4214,4297,2329,3775,5364,2474
"NELFA",4090,1069,2333,3179,4344,2957,3196,3393,2081,3858,3152
"NELFB",8193,3346,6114,17007,4863,8972,3682,3724,9112,5498,8571
"NELFCD",7607,1531,10018,6646,5479,6596,4309,5683,6644,4810,6330
"NELFE",9222,3982,7110,5937,6172,7877,6981,6535,9676,5599,9131
"NELL1",12,30,1,8,10,6,4,1,0,2,0
"NELL2",116,3627,390,3607,302,639,46552,2051,8264,355,7326
"NEMF",3921,1835,3573,2970,3454,3137,3710,2973,3109,3392,1664
"NEMP1",1400,955,1363,877,715,1313,1330,1277,1590,879,533
"NEMP2",494,171,477,494,302,382,431,146,662,258,491
"NENF",5599,2739,4848,4464,2961,2780,1587,4311,2133,3566,2666
"NEO1",2487,1497,2609,2811,2273,1500,1330,5021,3017,8699,1220
"NES",45451,2049,1292,3316,3120,1623,3953,545,1115,19339,457
"NET1",9563,9791,7589,8303,7597,12377,9932,8694,8192,7646,6618
"NETO1",16,1,14,4,2,3,73,8,12,0,5
"NETO2",2527,1040,1643,2300,1164,2621,2681,2682,3392,368,1306
"NEU1",9554,2243,3357,4596,2179,4747,5407,7711,6276,2480,3080
"NEU2",0,0,19,9,1,54,138,24,43,1,797
"NEU3",1242,362,688,243,286,379,450,484,1151,1050,727
"NEU4",66,16,0,5,14,28,8,3,12,931,9
"NEURL1",545,24,161,14,136,58,15,68,27,1250,69
"NEURL1B",5642,4029,2176,1730,2494,3745,2018,2372,3971,4700,1262
"NEURL2",222,49,77,67,88,71,64,31,105,358,126
"NEURL3",166,1,27,55,5,82,96,47,74,224,37
"NEURL4",2638,732,2142,1256,1732,1949,1463,775,1728,2287,1552
"NEUROD1",0,1,2,6,0,1,0,1,1,0,1
"NEUROD2",6,8,1,4,0,1,8,1,2,10,3
"NEUROD4",0,0,0,2,0,0,3,0,7,0,0
"NEUROD6",0,0,0,1,0,0,0,0,1,0,0
"NEUROG1",0,0,0,0,1,4,1,0,0,3,1
"NEUROG2",2,4,0,0,1,0,0,1,18,0,7
"NEUROG3",0,0,0,0,0,0,0,0,0,0,1
"NEXN",8969,314,459,134,982,357,326,344,1286,9810,134
"NF1",4171,2416,4030,4137,1543,3140,5911,3354,4154,3654,1991
"NF2",7785,2166,3392,5678,3706,3287,2061,1836,4263,5217,3773
"NFAM1",6762,659,104,126,344,139,534,380,97,181,107
"NFASC",923,409,1604,1901,1106,1579,1533,1918,2535,1143,1050
"NFAT5",2057,2372,3402,1634,1151,2419,4210,2202,2910,2484,996
"NFATC1",3222,858,784,1145,1165,905,872,860,1431,1120,718
"NFATC2",1674,1125,461,220,381,296,372,285,241,940,353
"NFATC2IP",5104,3750,5527,4234,3649,5771,4473,3344,3831,3856,4012
"NFATC3",3861,1391,2786,2785,2188,2546,2270,2444,4914,3190,1976
"NFATC4",3712,1907,3384,1713,755,552,1412,1167,392,1146,712
"NFE2",67,1014,1073,60,7,310,476,129,90,19,719
"NFE2L1",69433,16515,31371,43340,18124,28640,31228,70432,43059,43434,28321
"NFE2L2",7000,8118,12932,12359,19722,12796,12934,18409,43655,27819,7400
"NFE2L3",1017,139,217,748,219,1450,712,2549,516,204,586
"NFIA",2511,1187,1712,3342,3385,1359,1360,1554,3107,5907,1084
"NFIB",2842,2022,1617,1619,2438,2302,847,4055,1679,8132,989
"NFIC",27621,6786,6817,12634,26108,6277,8728,5885,16990,41423,7085
"NFIL3",1806,1479,3971,1564,712,3004,7832,3224,2815,819,2881
"NFIX",14562,2813,7025,5339,17282,6811,3001,3909,14214,48842,3684
"NFKB1",4997,3105,4599,9337,3504,5515,7532,6780,9248,4828,4226
"NFKB2",9270,3917,3330,10972,3757,8977,6566,7567,9482,2992,5242
"NFKBIA",11697,8633,8835,35031,11410,25054,55117,14888,20938,9832,17611
"NFKBIB",3547,1715,2987,4906,3579,4114,3193,5788,4077,2703,3020
"NFKBID",821,747,427,551,703,256,351,594,490,322,330
"NFKBIE",2628,741,564,2535,686,1151,1791,1955,692,551,1011
"NFKBIL1",2062,539,1732,2040,1307,1527,1565,1519,2015,1511,2105
"NFKBIZ",926,4016,2259,7368,4095,9356,10116,4238,7087,2913,3320
"NFRKB",3426,1779,4488,2145,2106,2602,1368,2218,2203,2882,1647
"NFS1",2294,661,2686,1852,1598,3483,1966,1439,2236,1895,1519
"NFU1",1977,1783,2033,1727,1390,1331,1536,932,1466,1365,1289
"NFX1",3194,2123,5076,2921,3725,3301,1965,2127,6370,5893,4496
"NFXL1",494,452,591,711,433,490,338,378,646,697,283
"NFYA",2922,1569,3533,2625,1102,2095,3028,2711,2190,1704,934
"NFYB",1546,1183,1602,944,1139,1956,756,869,1414,1512,551
"NFYC",5104,1720,3226,3882,4685,3126,3323,5570,4577,4697,4720
"NGB",165,0,1,2,1,112,0,0,20,4,0
"NGDN",3197,938,2527,2015,1686,2524,1812,2190,1971,1794,1851
"NGEF",1463,347,915,2391,1195,1604,1817,297,3564,599,1015
"NGF",540,313,401,1011,61,135,306,24,29,17,540
"NGFR",5082,63,215,4299,769,1570,1423,3540,8381,3090,776
"NGLY1",1596,837,1020,724,1277,910,934,907,980,2067,650
"NGRN",2861,1375,1731,2126,1783,2630,4616,3136,4126,4123,1928
"NHEJ1",62,24,117,41,48,68,61,47,117,67,38
"NHLH1",32,39,14,43,46,9,23,23,19,33,28
"NHLH2",369,88,17,111,178,47,0,8,36,198,1
"NHLRC1",318,135,360,127,129,140,470,135,1,202,215
"NHLRC2",1254,887,1120,1067,705,1785,943,1017,1577,1935,543
"NHLRC3",1927,431,576,648,545,373,470,738,407,1119,396
"NHLRC4",117,25,14,7,5,47,17,21,8,10,8
"NHP2",4647,3205,6127,4643,7738,4748,2136,4997,8059,6883,4124
"NHS",598,748,622,672,224,452,480,188,454,783,57
"NHSL1",2396,1632,2555,3027,3634,4136,4202,5290,8214,2828,4933
"NHSL2",272,160,72,20,10,13,117,11,8,62,22
"NICN1",979,387,524,262,537,221,221,283,312,958,236
"NID1",29789,14136,10804,5287,752,2990,12774,2817,2110,550,3447
"NID2",10049,2242,2964,1722,497,1090,3993,536,706,85,86
"NIF3L1",1389,1018,1674,1370,1322,1231,1160,1421,1888,1191,914
"NIFK",2588,1589,4595,5362,2939,2650,3030,2688,5436,2648,1464
"NIM1K",68,92,43,76,34,20,59,73,156,60,143
"NIN",5085,3547,5518,3781,1954,4220,3771,3931,5445,2490,1977
"NINJ1",6819,2725,2063,2732,3403,1751,4956,4421,3363,4913,1993
"NINJ2",588,179,63,109,110,401,831,158,223,170,273
"NINL",1401,514,733,479,647,829,801,196,1937,961,466
"NIP7",1954,2432,4520,4382,2474,3600,2842,3098,4161,2494,2636
"NIPA1",1286,887,639,1460,1036,1203,2707,1897,3627,709,1086
"NIPA2",4086,2173,2480,5147,2011,3891,2488,4098,4458,2367,1563
"NIPAL1",258,1994,958,2074,1379,3571,1152,1518,858,2093,700
"NIPAL2",2742,1340,7732,2147,3969,3629,1424,5252,4542,4277,3827
