"GENE_SYMBOL","GSM4799045--1050685","GSM4799049--1081893","GSM4799054--1005994","GSM4799056--1040211","GSM4799059--1005335","GSM4799060--1006796","GSM4799071--1055419","GSM4799075--1087088","GSM4799076--1096936","GSM4799079--1064719","GSM4799085--1096489","GSM4799086--1045404","GSM4799091--1028337","GSM4799095--1062786","GSM4799096--1045396","GSM4799102--1020143","GSM4799108--1046677","GSM4799111--1028265","GSM4799113--1097176","GSM4799116--1014302","GSM4799120--1091717","GSM4799122--1030566","GSM4799128--1028046","GSM4799129--1011434","GSM4799130--1064847","GSM4799131--1042693","GSM4799132--1081897","GSM4799133--1042013"
"SFRP4",0,61,0,369,349,68,121,5679,0,4196,0,58,2506,7,282,0,96,211,10,39,1091,20,0,459,135,0,0,523
"SFRP5",0,0,0,0,5,0,14,6,0,0,0,13,0,1,10,0,0,0,0,0,0,0,1,1,0,0,0,0
"SFSWAP",760,2170,1834,847,1005,173,1028,2214,0,895,1367,935,629,128,691,0,579,732,397,1030,1543,863,1082,1507,1085,98,2025,1044
"SFT2D1",1,56,2291,2360,2888,150,3031,723,0,1606,32,4219,534,1,3814,34,463,4317,971,2553,2147,4942,1131,2478,3066,0,276,2994
"SFT2D2",3,510,5160,4037,3394,552,5717,3062,0,620,22,928,696,23,5434,0,5010,4628,4501,5792,4857,4113,2429,3846,10697,13,622,4371
"SFT2D3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SFTA2",4,0,0,0,1165,0,4,2,0,0,0,0,0,4,8,0,0,0,0,0,1,154,8,3,0,325,0,159
"SFTA3",4,3,82,0,1151,82,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,93,0,3,0,0,0,221
"SFTPA1",451,26,13,0,94518,12,0,121,0,0,0,1,0,0,0,0,0,0,0,0,0,16628,0,5,0,1580,0,13097
"SFTPA2",177,4,5,0,43824,6,0,50,0,2,0,0,0,0,0,0,0,1,0,0,0,10327,0,20,0,2023,1,11588
"SFTPB",146,13,1,2,52664,15,0,66,0,0,0,0,0,5,0,0,0,6,6,1,2,12970,0,3,0,951,11,11631
"SFTPC",346,21,6,30,106144,0,40,120,0,1,0,0,0,1,201,0,5,0,0,2,1,8805,0,36,0,2731,0,17341
"SFTPD",6,0,0,0,1955,10,3,1,0,0,0,1,0,0,7,0,0,0,0,0,0,192,19,0,0,164,0,499
"SFXN1",1,325,1675,3142,1508,337,1628,593,0,63,4,4420,148,41,1938,0,439,2517,553,2081,1780,1354,1179,650,1441,10,502,1409
"SFXN2",0,178,609,389,519,127,242,339,0,76,6,295,4,9,1209,0,0,213,211,0,402,710,207,716,626,0,23,525
"SFXN3",1,323,2603,2226,1085,91,1181,494,1,304,1,1019,715,47,1896,10,1775,1373,1013,2637,2297,2326,1608,1219,3920,0,260,2374
"SFXN4",1,253,1272,2363,1772,60,840,182,0,1100,36,2701,145,9,1609,0,0,1328,741,906,818,1908,943,831,1509,0,19,2184
"SFXN5",0,19,415,309,329,169,260,159,0,76,21,292,141,13,165,0,668,635,121,0,336,135,911,441,432,0,106,288
"SGCA",1,2,505,26,61,11,2,2,0,127,114,0,43,3,138,0,7,10,4,28,64,113,7,205,298,0,7,12
"SGCB",1,51,3651,4105,3072,39,1660,184,0,652,12,778,131,4,1668,0,1491,2879,866,2656,4593,1776,1710,2486,1317,0,150,1680
"SGCD",9,7,16101,7821,19318,233,2682,475,1,284,138,0,150,27,9512,0,2933,4645,948,18582,1430,5541,971,9587,5518,1,640,5186
"SGCE",0,186,2693,1484,3406,102,4498,305,0,132,332,550,479,16,4895,0,234,11122,824,3258,3268,3303,708,785,1143,0,31,2132
"SGCG",0,4,9,0,23,47,17,0,0,1,0,19,0,1,41,0,0,34,0,0,0,0,0,35,0,0,0,6
"SGCZ",0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0
"SGIP1",0,1991,104,169,446,111,271,274,0,136,0,0,219,12,231,0,61,716,55,2,2010,82,262,263,195,15,52,106
"SGK1",14,3825,4130,26282,17201,842,13094,1362,0,157,204,2314,979,143,19569,0,14737,11630,9117,36611,1737,24472,4439,6881,40975,1,2802,5086
"SGK2",0,7,86,7,2,39,17,0,0,0,22,0,17,2,0,0,7,0,52,179,13,84,969,41,64,0,0,6
"SGK3",0,311,521,638,1172,139,1861,570,0,71,312,547,204,22,1568,1,459,1816,309,233,624,1629,304,933,243,18,33,319
"SGMS1",1,294,486,84,546,54,361,329,0,201,3,242,102,9,88,0,0,314,312,102,829,303,1254,1154,197,0,287,324
"SGMS2",0,3,679,234,1249,67,112,187,0,73,1,172,242,0,768,0,56,105,355,20,253,340,1042,198,195,4,208,478
"SGPL1",5,585,4506,2381,3281,155,1722,659,0,1573,1,3096,471,14,2421,0,534,2437,1620,2392,3066,4797,4969,1705,3711,0,139,3520
"SGPP1",0,17,1405,499,756,33,599,476,0,6,215,667,65,1,518,0,40,580,518,760,594,602,1067,863,204,0,97,563
"SGPP2",0,23,37,9,56,46,54,56,0,0,0,58,0,1,0,0,0,84,24,0,80,58,204,55,73,0,215,111
"SGSH",1,22,608,553,363,36,471,121,0,62,128,535,35,9,790,1,350,447,205,172,615,676,800,1347,1166,0,103,709
"SGSM1",0,10,0,24,17,226,0,15,0,76,0,220,161,1,0,0,0,24,8,0,76,24,525,1,0,0,0,15
"SGSM2",0,580,425,823,352,72,551,69,0,201,152,233,257,48,1348,0,1865,456,206,363,729,422,870,1598,927,0,689,504
"SGSM3",1,820,1100,1191,786,40,641,34,1,460,7,719,143,15,1293,0,511,1664,580,1375,1209,1006,1152,747,1709,0,153,793
"SGTA",1,41,448,1057,264,31,471,12,0,69,33,1250,54,2,510,0,122,704,173,842,532,653,530,719,1247,168,347,557
"SGTB",0,252,1014,2395,1057,118,383,337,15,851,90,582,124,18,421,0,88,304,650,1042,304,1464,253,1586,256,0,31,433
"SH2B1",1330,253,116,248,113,34,236,172,0,80,113,295,147,34,185,0,332,210,89,164,452,142,450,135,434,2,243,148
"SH2B2",0,4,2,4,1,1,1,2,0,4,0,0,0,1,0,0,5,3,0,7,0,0,0,0,0,0,0,1
"SH2B3",5,719,3930,820,1805,175,1839,865,0,181,0,1410,929,0,2809,0,533,17801,952,1338,2511,2131,2167,926,1499,192,149,2918
"SH2D1A",0,90,741,395,921,25,393,693,0,48,13,98,84,43,191,0,9,40,350,0,612,1249,237,83,38,0,0,541
"SH2D1B",0,0,0,285,94,25,529,0,0,0,0,0,1,1,68,0,0,0,36,355,116,70,0,41,0,0,0,90
"SH2D2A",0,5,83,91,53,9,112,204,0,0,0,106,18,8,53,0,155,42,41,157,135,103,41,23,110,0,0,95
"SH2D3A",9,41,13,22,38,151,16,79,0,13,0,0,26,11,13,0,0,24,6,3,99,53,489,1,37,0,149,27
"SH2D3C",0,163,318,122,262,50,195,575,0,68,0,335,229,18,274,0,427,225,73,201,343,235,1612,276,348,0,29,408
"SH2D4A",2,4,1718,162,564,139,724,75,0,203,139,220,28,10,997,0,578,1714,80,221,448,1066,549,85,56,0,74,494
"SH2D4B",0,2,0,0,4,33,38,14,0,0,0,0,0,4,14,0,0,1,3,0,2,4,4,0,0,0,0,1
"SH2D5",0,0,30,13,0,0,14,0,0,1,0,214,0,2,14,0,0,0,3,1,1,48,0,210,14,0,33,25
"SH2D6",0,0,204,10,69,40,3,1,0,0,0,0,0,2,32,0,0,152,13,0,22,6,0,0,18,0,0,14
"SH2D7",0,0,31,4,0,0,0,6,0,0,0,0,0,5,0,0,0,14,0,0,27,0,0,0,67,0,0,0
"SH3BGR",1,266,495,184,439,41,314,4,0,0,3,269,78,2,397,0,32,305,41,151,178,158,292,142,206,0,40,280
"SH3BGRL",21,1813,11086,9934,18159,318,7335,3952,0,7232,154,779,1629,281,8087,5,4221,9742,6228,12915,8718,10925,7451,7675,3023,769,147,8220
"SH3BGRL2",0,69,953,62,475,137,31,205,0,577,0,2142,166,8,36,60,57,46,58,221,408,63,721,123,76,480,0,272
"SH3BGRL3",4146,415,26543,11310,5792,654,66048,4043,15,4764,403,9488,6424,109,9480,285,5153,28663,6546,4199,13584,12857,11886,7850,24767,604,5877,11941
"SH3BP1",25,32,29,25,5,9,75,66,0,10,0,96,22,14,39,0,113,46,17,50,115,28,131,57,24,9,70,49
"SH3BP2",14,2486,4139,979,1426,254,945,2105,1,1821,285,755,828,227,1841,0,1046,1533,858,2570,2855,742,3625,1619,2449,5,1073,1654
"SH3BP4",1,0,1133,2451,2086,104,635,285,1,144,699,872,108,4,3403,0,2248,2257,354,806,609,1599,943,5307,3184,0,20,1119
"SH3BP5",0,29,186,30,69,56,18,47,0,50,0,1,3,8,47,0,0,100,40,38,18,188,121,10,265,0,5,11
"SH3BP5L",0,8,337,482,235,49,137,135,0,31,0,604,127,2,389,0,1429,583,251,881,576,393,647,359,791,12,355,281
"SH3D19",1,136,794,310,1865,110,727,561,1,1995,260,1465,863,27,690,6,879,786,209,1030,1972,789,2764,2649,733,18,425,1428
"SH3D21",0,1615,326,476,172,40,112,153,0,0,294,10,22,27,587,0,231,33,66,372,117,675,28,28,525,33,1103,145
"SH3GL1",0,69,1077,224,68,24,295,109,0,37,3,463,208,24,243,6,179,368,106,382,587,85,307,331,503,45,304,196
"SH3GL2",0,0,8,0,12,31,0,0,0,1,0,0,0,2,0,0,1,0,10,12,0,42,0,0,0,0,34,1
"SH3GL3",0,0,0,8,10,66,0,4,0,0,0,0,0,1,0,0,0,0,0,45,0,0,0,0,1,0,4,0
"SH3GLB1",6,574,13996,1929,3966,147,4740,1766,0,2014,67,2911,1111,73,2898,4,992,5970,1479,3202,4557,3203,2015,2043,2917,8,657,4205
"SH3GLB2",0,331,305,42,22,36,42,61,0,75,123,92,17,33,118,0,42,197,39,32,170,128,592,114,161,4,240,115
"SH3KBP1",5,814,4714,1572,2903,98,5090,2520,0,765,623,2130,814,153,2262,37,1247,8895,877,961,5041,3657,2856,1525,1150,352,170,1988
"SH3PXD2A",15,1978,1568,3288,1002,130,1057,1153,1,1621,149,2137,641,105,1403,1,1063,1564,225,1833,4981,2764,5901,871,6655,38,766,1963
"SH3PXD2B",4,1089,822,1862,789,89,682,596,0,287,8,2659,470,12,475,0,260,1192,2593,1158,2552,518,1441,1165,3155,0,602,1817
"SH3RF1",0,11,1314,999,710,82,413,172,0,102,91,225,98,10,752,0,747,586,226,568,790,395,2830,735,620,21,32,564
"SH3RF2",0,9,247,0,66,92,10,0,0,190,0,0,53,2,28,0,0,0,13,0,73,311,3939,0,225,0,978,61
"SH3RF3",0,21,265,73,77,6,235,135,0,1088,0,121,95,28,1,0,22,332,35,184,479,28,905,14,15,0,14,157
"SH3TC1",739,90,162,73,58,47,262,116,0,179,8,236,49,75,282,0,179,757,104,515,222,207,305,311,509,0,82,60
"SH3TC2",0,16,5,262,689,281,1724,77,0,97,1,10,0,10,1555,0,2105,2538,225,1576,735,2491,0,1142,1840,0,114,999
"SH3YL1",1,93,1779,765,1022,83,428,290,0,571,91,8,232,13,1150,0,978,686,248,1115,671,680,1952,535,848,0,174,1054
"SHANK1",6,1,0,0,0,27,0,0,0,0,0,2,0,1,2,0,0,37,0,0,0,0,0,6,0,0,0,0
"SHANK2",0,25,540,4,114,116,10,28,0,10,0,0,0,24,0,0,0,79,69,0,4,0,183,0,151,4,0,98
"SHARPIN",15,35,837,608,371,63,827,161,0,268,158,1015,285,22,696,1,256,810,221,289,682,455,538,494,698,9,729,997
"SHB",0,1,51,34,16,16,111,5,0,3,0,69,55,1,1,0,0,846,20,93,126,106,281,91,277,0,8,37
"SHBG",0,1,2,1,33,20,0,0,0,0,0,0,0,0,0,0,0,18,9,1,0,13,0,4,9,0,0,38
"SHC1",0,510,1527,1513,1537,99,4440,729,0,792,131,3141,354,15,955,0,4016,13502,479,8249,2823,752,1615,1054,3702,0,691,1791
"SHC2",1,39,1,105,31,7,20,69,0,319,43,23,30,19,35,0,674,82,4,233,115,11,234,237,13,9,123,34
"SHC3",0,35,410,261,209,76,50,35,0,70,0,0,171,3,24,0,13,1,2,522,88,17,266,122,38,0,372,170
"SHC4",1,55,138,2449,4430,175,1542,104,0,56,28,4,6,7,3400,2,126,1313,1743,614,7349,4459,599,1842,1860,1,370,1400
"SHCBP1",1,17,1841,879,339,104,218,133,0,0,2,188,13,0,634,0,0,373,265,570,115,168,5,301,1001,0,4,1291
"SHCBP1L",0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"SHD",0,262,1912,0,21,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,5,0,2,0,4,0,0,0
"SHE",0,25,166,41,237,283,175,102,0,598,9,40,375,16,178,8,159,213,26,2441,380,108,689,199,123,1,14,1035
"SHF",5,0,91,34,118,41,42,4,0,3,0,41,2,9,99,0,1,43,11,2,107,12,20,61,209,0,3,42
"SHH",1,2,1,8,113,4,0,0,0,0,0,7,1,1,5,0,0,0,54,0,0,16,130,0,0,0,0,80
"SHISA2",7,1,19962,274,290,45,12,8,0,0,12,0,1,0,3159,0,1034,412,66,3539,1447,53,699,44,137,504,0,486
"SHISA3",0,8,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"SHISA4",8,0,37,93,152,4,337,6,0,1,4,17,1,1,85,0,0,1017,27,16,229,104,4,76,224,0,13,42
"SHISA5",3,236,3949,4519,2859,247,8177,856,0,2240,43,8080,1026,17,3762,1,1640,5172,2609,4552,8190,8218,3535,5981,5523,21,2027,6705
"SHISA6",1,0,0,0,1,31,6,16,0,19,0,0,0,7,1,0,0,0,1,0,17,0,0,2,6,0,6,473
"SHISA7",1,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,60,1,0,0,0,0,0,0,0
"SHISA8",0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"SHISA9",0,9,0,1,0,93,49,2,0,2,0,0,0,5,0,0,0,0,2,0,20,0,4,0,0,0,0,0
"SHKBP1",4,166,109,92,70,52,84,200,0,39,9,197,32,14,92,0,115,178,60,101,408,111,162,200,276,0,32,131
"SHMT1",1,24,2108,1280,998,129,410,161,0,95,210,260,283,2,1142,0,373,1549,546,720,1198,2182,1364,720,1315,0,420,1237
"SHMT2",3,169,3425,8416,2306,463,2973,305,0,1170,76,3894,724,25,3748,0,1636,5198,876,7831,1977,3949,2527,3404,5252,0,744,4236
"SHOC2",19,1261,2232,1372,1493,69,1262,1704,0,920,325,1041,725,48,1150,4,172,1150,971,1201,1760,2489,905,1661,938,16,693,988
"SHOX",0,1,0,1,0,88,1,2,0,6,0,0,0,1,0,0,0,0,1,0,6,2,0,0,34,0,4,0
"SHOX2",0,666,366,159,8,65,89,755,0,577,1,280,118,41,167,0,469,17,23,378,287,51,192,90,26,0,48,65
"SHPK",0,117,169,190,169,12,83,40,0,2,2,266,21,0,222,0,0,221,107,178,99,200,206,307,339,2,17,526
"SHPRH",3,3893,4413,3457,2821,211,1857,4070,0,1870,1454,2016,1129,81,2342,1,1187,1736,2089,5932,3858,3703,6955,2513,2342,8,907,2458
"SHQ1",0,164,2444,1037,2669,216,756,566,0,382,25,1214,95,23,2597,0,346,1645,614,797,1416,1752,770,1237,1153,1,345,2375
"SHROOM1",18,16,17,19,26,13,134,26,0,209,2,129,24,26,96,0,0,139,30,124,48,25,49,35,15,0,34,21
"SHROOM2",2,6,258,73,286,13,949,6,0,0,0,263,10,25,350,1,0,1492,141,0,1556,699,523,493,1787,0,68,186
"SHROOM3",0,1,468,2,273,186,585,9,0,0,319,145,18,11,204,0,1,431,36,97,58,119,503,131,236,0,1,108
"SHROOM4",2,148,176,207,606,28,1314,106,0,560,17,19,344,94,296,0,1465,533,121,1759,1603,218,1092,330,347,0,4,535
"SHTN1",1,733,1583,829,1974,38,5217,2217,1,610,110,1105,472,138,7532,1,2384,4006,2839,3801,2050,2966,3022,3881,8819,5,1353,2719
"SI",0,17,0,0,2,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SIAE",1,73,307,403,1432,86,407,227,0,853,11,887,41,17,243,0,81,413,436,720,667,706,841,515,546,0,133,1461
"SIAH1",0,69,733,650,1359,111,525,300,0,42,200,97,74,13,901,0,545,370,472,542,964,458,521,1546,407,0,183,427
"SIAH2",11,135,1202,843,433,25,795,118,0,218,5,579,13,110,557,0,885,484,225,662,435,605,493,397,574,0,66,352
"SIAH3",0,51,0,0,0,47,0,0,0,2,0,0,0,0,0,0,0,0,5,0,4,4,0,0,6,0,0,0
"SIDT1",0,124,118,55,334,151,34,160,0,3,37,0,35,2,53,0,0,162,58,344,181,138,366,84,120,0,0,87
"SIDT2",16,455,1085,611,1832,121,2148,328,0,240,69,723,187,11,570,0,711,2284,891,1789,1881,1409,1424,1318,1198,0,43,1507
"SIGIRR",120,343,119,538,91,19,573,33,0,182,99,540,119,16,120,0,821,221,87,297,195,419,67,350,323,0,128,1082
"SIGLEC1",2,2123,848,550,1583,122,1068,2772,0,100,20,685,1142,94,322,0,39,1025,843,99,2780,1111,90,2048,485,0,1,1188
"SIGLEC10",10,475,952,57,302,25,230,238,2,1,5,6,173,4,205,0,6,348,369,167,193,602,222,81,130,0,0,184
"SIGLEC11",0,0,25,43,41,8,0,204,0,3,9,0,1,1,2,0,0,19,68,9,96,43,0,10,0,0,0,97
"SIGLEC12",0,2,71,0,0,42,16,0,0,1,0,0,6,1,0,0,0,149,14,31,1,69,0,44,0,0,0,18
"SIGLEC14",0,75,95,68,208,6,142,67,0,0,0,12,47,0,61,0,54,119,110,8,115,294,23,81,50,0,0,231
"SIGLEC15",0,115,458,1,12,68,3,2,0,1,0,184,1,16,0,0,1,33,15,69,11,27,1,38,58,0,0,15
"SIGLEC5",0,36,27,6,1,3,3,0,0,0,0,4,10,0,5,0,0,8,15,0,7,45,1,1,0,0,0,1
"SIGLEC6",0,0,30,0,10,7,0,52,0,0,0,0,0,3,34,0,0,0,0,0,11,0,11,0,43,0,0,11
"SIGLEC7",1,534,188,233,467,6,185,152,0,0,0,134,75,3,146,0,1,196,140,181,115,449,3,168,73,0,0,438
"SIGLEC8",0,305,289,24,297,4,7,250,0,0,0,0,60,4,62,0,0,8,252,1,20,415,0,119,1,0,0,246
"SIGLEC9",0,414,516,144,303,93,226,129,0,1,0,1,144,0,336,0,134,446,204,59,370,438,117,132,176,0,0,251
"SIGLECL1",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SIGMAR1",6,4,2104,2533,682,148,1148,428,0,262,8,1599,88,22,1920,0,490,1154,1192,3966,1944,1289,2529,2020,2895,0,659,1716
"SIK1",0,0,0,0,46,0,0,2,0,0,0,214,9,0,50,0,0,0,0,0,33,0,0,33,8,0,0,0
"SIK2",2,15,833,722,1443,107,543,606,0,834,21,88,441,9,545,0,19,1054,870,1359,1026,642,868,1220,616,359,77,1139
"SIK3",131,1330,755,540,581,218,1035,1010,0,653,12,424,482,15,271,0,815,557,470,1026,1269,292,957,959,519,253,337,715
"SIKE1",2,269,5171,1157,2079,234,4679,1180,0,392,66,1169,174,2,1732,0,975,1341,961,1046,2723,1805,1125,1560,1843,0,19,2846
"SIL1",480,143,1867,1489,2602,130,2107,223,1,859,64,1391,252,39,1791,0,456,2079,357,1739,1634,1434,945,1482,2389,1,398,2789
"SIM1",0,5,0,17,0,29,43,0,0,0,0,1,0,3,0,0,0,0,1,0,125,0,76,13,39,0,1,0
"SIM2",1,1,1745,88,53,78,19,81,0,2,1,404,13,9,41,0,182,35,11,457,123,214,17,70,120,0,1,115
"SIMC1",0,10,289,693,403,102,307,282,2,25,7,179,91,14,395,0,320,245,215,576,271,407,116,412,529,0,141,420
"SIN3A",271,593,4101,2799,2137,432,1165,838,0,909,339,944,318,63,2051,0,698,2077,979,1478,3308,3401,3469,2334,2150,63,102,2922
"SIN3B",0,402,443,257,142,64,224,179,0,210,137,380,101,19,144,0,353,235,103,428,415,240,378,375,252,0,397,275
"SIPA1",124,203,204,150,172,18,177,54,0,24,72,161,226,19,116,0,152,478,135,232,343,85,130,333,96,0,46,205
"SIPA1L1",17,1768,2593,491,873,241,1007,842,0,839,123,1385,493,17,900,0,290,1242,821,830,2005,1494,1629,480,509,1,98,217
"SIPA1L2",1,219,747,753,1365,128,2693,609,0,236,403,15,394,47,592,0,449,2420,474,883,2874,1412,1318,1722,623,14,1066,851
"SIPA1L3",22,259,152,129,131,122,87,144,0,74,22,1033,186,45,191,0,121,105,63,131,339,141,177,228,183,2,101,136
"SIRPA",5,437,7322,2255,2783,429,3356,1058,0,438,64,917,379,54,5311,0,722,5578,2324,1537,1232,2714,2486,10928,3914,0,803,2326
"SIRPB1",1,17,103,87,834,36,51,548,0,0,0,4,445,14,113,0,20,161,297,129,54,475,1,109,163,0,4,340
"SIRPB2",48,7,104,218,625,81,119,133,0,9,4,0,209,14,148,0,0,145,199,0,131,472,9,53,16,1,3,107
"SIRPD",0,0,0,0,13,17,0,1,0,0,0,0,0,0,0,0,0,2,5,0,0,12,0,0,0,0,0,28
"SIRPG",1,445,900,725,1610,38,463,1554,0,1,0,1,142,8,397,0,0,26,438,1,460,1804,4,149,256,0,0,634
"SIRT1",377,82,1480,544,728,40,163,569,0,26,6,711,184,38,412,639,0,302,453,1352,953,827,843,1292,477,375,23,584
"SIRT2",188,120,3356,2464,1883,90,1523,205,0,331,39,466,206,8,1300,1,416,1719,591,2633,1557,3038,1211,1245,2135,408,187,1862
"SIRT3",0,198,565,564,430,61,547,99,0,83,20,1165,135,29,331,0,495,601,189,294,815,366,327,156,1262,1,256,456
"SIRT4",0,193,220,123,229,29,0,64,0,0,159,12,0,0,78,0,0,77,44,209,85,96,51,150,21,0,0,205
"SIRT5",9,13,1135,1484,1033,158,295,130,0,689,19,3066,164,3,1337,0,2,506,291,237,468,782,1333,1110,1190,0,21,1418
"SIRT6",7,17,100,169,51,9,252,32,0,23,1,165,62,5,239,0,380,187,68,228,142,118,77,133,146,0,122,115
"SIRT7",1,395,412,468,244,62,422,559,0,104,79,517,136,18,291,0,737,448,276,426,622,608,151,353,631,0,625,300
"SIT1",4,5,215,165,232,20,117,23,0,0,0,0,46,0,80,1,0,15,41,0,235,279,153,16,54,0,0,103
"SIVA1",10,70,1868,2941,1106,52,465,445,0,185,111,1832,246,9,1314,21,1406,922,309,1479,1361,2290,974,2973,3508,162,296,859
"SIX1",1,17,851,217,116,82,111,175,0,309,0,359,100,0,97,0,286,38,139,139,510,232,165,274,119,0,26,24
"SIX2",0,0,34,0,0,1,6,15,0,0,0,0,14,0,1,0,0,0,0,0,23,0,270,0,0,0,0,0
"SIX3",0,9,38,64,0,6,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4,0,16,0,0,11
"SIX4",0,34,365,17,43,114,41,29,0,231,1,130,22,0,64,0,140,0,5,340,97,59,0,202,180,0,0,53
"SIX5",0,0,1,1,1,0,0,2,0,1,0,12,1,0,1,0,0,3,0,3,11,0,0,0,1,0,0,0
"SIX6",0,2,0,0,0,4,0,4,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"SKA1",2,10,1108,1341,71,201,514,98,0,0,213,1043,0,31,306,0,17,432,384,847,76,195,122,316,702,0,52,811
"SKA2",1,52,4398,4228,2178,100,919,659,0,689,210,4726,463,5,3567,0,1201,2559,1707,1772,2231,3220,1418,2470,3492,69,473,2015
"SKA3",0,2,3726,1187,128,140,409,77,0,0,221,934,54,2,535,0,171,1134,557,2007,56,267,52,226,864,6,81,2465
"SKAP1",8,747,473,119,445,129,347,580,0,15,0,0,231,16,101,0,0,396,137,0,1246,408,562,143,125,0,2,131
"SKAP2",30,424,4076,3864,6520,279,3944,1125,0,944,196,3221,1133,74,2991,2,1512,7813,2388,3755,3164,4429,2210,1608,1107,260,1110,8911
"SKI",69,225,400,107,98,22,189,351,8,297,87,436,52,14,84,0,103,573,59,322,479,122,291,203,279,0,439,236
"SKIDA1",0,31,42,16,7,97,29,100,0,6,22,0,9,26,66,0,0,24,18,94,15,5,76,42,57,0,11,94
"SKIL",2,1473,13577,2595,2542,68,707,2021,0,692,106,3706,1017,60,2797,0,441,1415,2796,1513,6902,2636,2304,2021,1500,1,176,5389
"SKIV2L",17,202,1608,1192,1428,164,925,167,0,72,40,1898,255,29,1534,0,510,1201,478,1306,2117,917,1374,1001,1682,1,636,1777
"SKOR1",0,2,1,1,0,2,1,0,0,0,8,0,0,1,0,0,0,0,1,0,0,7,0,12,10,0,0,0
"SKOR2",0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SKP1",33,812,24193,28105,42606,931,28295,2940,2,10761,772,11622,2921,76,30069,2,2527,27804,7535,23952,15290,57266,17796,18489,18803,1397,3565,25669
"SKP2",0,45,2159,1583,725,105,459,292,1,195,25,292,61,4,1306,0,405,826,351,916,850,771,1437,616,633,0,107,917
"SLA",592,2456,3567,1949,3503,267,1527,3846,1,854,48,2019,1119,114,1349,1,926,2163,1928,1107,2809,4423,1112,616,889,0,426,1950
"SLA2",0,18,228,180,259,17,77,248,0,35,0,0,9,1,180,0,2,2,112,0,406,678,14,34,84,0,0,161
"SLAIN1",0,20,48,56,112,154,458,78,0,0,0,1,13,16,19,0,0,229,213,423,81,420,0,86,227,0,320,1350
"SLAIN2",1,99,3453,1438,1113,169,1524,1046,0,1222,431,2380,433,85,1249,0,100,1058,799,760,1767,739,1674,1234,1203,0,956,1220
"SLAMF1",3,758,250,141,2815,67,427,690,0,0,0,74,17,9,192,0,0,4,149,319,646,752,195,59,215,0,206,86
"SLAMF6",1,258,472,356,906,44,201,663,0,1,0,1,71,1,327,0,0,19,352,0,392,1285,173,86,324,0,0,342
"SLAMF7",0,3590,2187,1603,3401,83,2366,4770,0,458,6,71,235,76,4852,5,6,50,2644,268,2933,12430,434,2083,1251,0,77,1773
"SLAMF8",5,1864,2430,909,1807,61,2475,2002,0,696,52,588,709,34,1276,185,358,863,1513,654,2882,3427,587,496,1268,0,87,1325
"SLAMF9",0,385,84,14,4,14,149,0,0,8,0,153,0,4,236,0,32,0,15,1021,6,505,75,5,48,0,0,4
"SLBP",1,227,1765,1414,899,116,795,712,0,49,14,1224,116,11,1082,0,612,1102,1017,1050,783,566,405,2692,1169,5,578,1304
"SLC10A1",0,17,70,77,77,103,36,57,0,2,0,0,4,1,28,0,0,60,127,49,44,80,17,98,142,0,1,44
"SLC10A2",0,3,0,7,1,2,0,0,0,0,0,0,0,1,10,0,0,0,1,0,0,0,0,0,2,0,0,0
"SLC10A3",2,5,1875,202,261,6,466,94,0,49,5,335,118,3,334,0,505,614,145,60,946,256,717,403,257,0,83,572
"SLC10A4",0,1,6,0,1,22,14,4,0,0,0,0,0,1,14,0,0,0,7,0,0,17,0,1,0,0,0,62
"SLC10A5",0,39,25,101,0,26,25,0,0,0,0,0,13,4,49,0,0,7,5,24,0,14,0,101,46,0,0,68
"SLC10A6",0,1,56,18,10,13,1,3,0,0,0,0,14,1,68,0,0,1,4,0,0,0,26,0,145,0,792,2
"SLC10A7",13,81,420,323,672,50,380,281,0,391,25,485,121,9,415,1,19,268,244,862,429,237,374,436,272,1,3,517
"SLC11A1",11,532,807,228,180,59,126,1,0,42,14,829,341,1,102,0,35,1368,234,163,155,406,41,2,218,0,0,177
"SLC11A2",1,871,2357,4401,7064,600,2447,785,0,436,16,889,837,5,4635,0,879,5475,1883,4430,2159,4378,667,5155,3570,0,254,6049
"SLC12A1",0,31,0,84,109,68,10,20,0,0,4,0,26,26,0,0,0,15,12,0,24,1,2,2,0,0,0,1
