"GENE_SYMBOL","GSM5512434","GSM5512437","GSM5512443","GSM5512446","GSM5512449","GSM5512452","GSM5512455","GSM5512458"
"MRPL48",182,1814,1634,796,961,555,1300,1417
"MRPL49",518,1541,963,1540,696,572,1247,1305
"MRPL50",218,2317,2301,876,1952,856,2790,1440
"MRPL51",4553,6841,8064,4101,3217,3525,5908,53954
"MRPL52",430,1176,832,804,605,451,1462,863
"MRPL53",37,94,109,136,79,36,81,157
"MRPL54",923,1975,1339,1480,1186,607,1618,1383
"MRPL55",592,1059,1056,948,794,779,1215,1265
"MRPL57",386,1081,1562,1298,1065,777,1506,929
"MRPL9",1079,3298,2624,2156,1782,1531,2238,2530
"MRPS10",148,2336,2414,591,1203,598,1484,1006
"MRPS11",700,2111,2234,1899,1333,959,2229,2276
"MRPS12",1451,780,1515,1235,579,491,991,1670
"MRPS14",209,1772,1947,861,1256,603,1299,959
"MRPS15",1776,3221,3218,2643,1576,1009,2527,3694
"MRPS16",1501,1671,4921,3397,2339,1667,3106,4451
"MRPS17",9,128,145,60,94,34,33,151
"MRPS18A",1449,2695,2032,1939,1266,1017,1605,2027
"MRPS18B",1183,3648,4715,2255,2336,1643,2317,2971
"MRPS18C",327,1433,1345,595,1085,382,1481,1234
"MRPS2",3856,5387,6479,3702,2170,1911,3217,3942
"MRPS21",838,4793,8176,1148,3690,2641,6443,3182
"MRPS22",480,3599,2492,1389,1496,648,2208,1227
"MRPS23",1020,4744,2765,1578,1850,1322,2547,2897
"MRPS24",361,477,341,399,189,196,196,726
"MRPS25",8862,6507,25609,22751,9862,6764,22076,5816
"MRPS26",2269,1150,1986,4382,699,680,1678,1696
"MRPS27",1003,3112,5781,3628,2909,2330,5489,3966
"MRPS28",369,1536,1071,809,509,529,767,866
"MRPS30",3074,4487,6931,3215,3622,1538,5222,5379
"MRPS31",105,897,1930,1592,2209,998,2479,1925
"MRPS33",340,2456,2047,987,1166,731,1493,1641
"MRPS34",2738,4096,5051,3563,1825,1380,3463,3139
"MRPS35",875,1808,3935,1081,1611,1116,2424,2387
"MRPS36",230,766,1161,519,586,232,887,708
"MRPS5",3551,3695,4747,3310,2464,2159,4159,4320
"MRPS6",222,1549,1768,2937,986,578,2826,1126
"MRPS7",1089,6438,3833,3214,2111,1755,2704,4960
"MRPS9",1110,2057,1664,1068,1253,864,2019,1380
"MRRF",530,1622,3374,1845,1539,1044,3281,2119
"MRS2",1315,2212,3252,1850,1436,983,1958,2206
"MRTO4",790,2717,2545,2284,1723,1261,1809,2147
"MS4A1",1,52,370,1,2185,199,7109,568
"MS4A10",0,0,0,21,0,0,0,0
"MS4A12",0,2,0,1,0,8,0,1
"MS4A13",0,0,0,0,0,0,0,0
"MS4A14",7,458,620,131,133,692,1240,294
"MS4A15",14,140,11,2,2,46,3,2
"MS4A18",0,0,0,1,0,0,0,0
"MS4A2",2,19,2,0,3,3,164,2
"MS4A3",0,0,1,0,0,0,4,1
"MS4A4A",83,630,380,183,1839,596,3397,594
"MS4A4E",13,53,186,22,233,134,769,87
"MS4A5",1,1,0,0,0,0,0,0
"MS4A6A",273,2305,2358,518,6798,2245,8436,3078
"MS4A6E",6,4,0,0,0,1,0,0
"MS4A7",104,1879,1375,527,1394,1857,6254,1341
"MS4A8",3,23,22,29,0,96,7,0
"MSANTD1",89,94,119,162,29,20,69,101
"MSANTD2",276,1563,1567,5309,1239,810,3474,2488
"MSANTD3",469,2671,2073,3043,3545,1925,7938,3066
"MSANTD3-TMEFF1",5,23,39,17,27,14,76,29
"MSANTD4",1180,1472,2339,1254,1444,943,2468,1286
"MSC",63,939,182,69,252,426,443,147
"MSGN1",0,0,3,4,4,0,10,32
"MSH2",1027,7596,5284,7994,4256,1879,6401,8704
"MSH3",1238,4766,8626,4671,6136,2126,9719,5719
"MSH4",91,344,780,186,300,124,260,280
"MSH5",256,1264,775,1015,634,570,751,1715
"MSH5-SAPCD1",26,97,55,105,54,15,51,173
"MSH6",2268,12282,8753,16750,12762,7671,19207,31079
"MSI1",31,487,38,2856,10,19,83,444
"MSI2",5432,1698,12769,14882,8918,5838,11789,11801
"MSL1",2900,7855,7457,8027,6386,7532,14015,10443
"MSL2",2870,9478,13286,7425,8060,3865,17004,10760
"MSL3",606,4049,3726,2286,4924,2235,9113,3523
"MSLN",2405,3455,15652,956,15637,53,14865,1219
"MSLNL",0,0,1,0,0,0,0,0
"MSMB",4,25,27,6,36,25,89,112
"MSMO1",107,2050,2017,3925,1547,340,2134,1742
"MSMP",34,30,32,13,8,6,100,6
"MSN",5917,23586,15260,13569,22198,14837,42400,29532
"MSR1",680,4187,5385,1272,5657,2994,9487,4802
"MSRA",124,681,751,684,384,204,1122,602
"MSRB1",776,2435,1592,504,584,423,774,856
"MSRB2",379,1097,977,642,680,612,1330,1017
"MSRB3",132,491,966,268,475,404,2556,340
"MSS51",308,370,1397,1064,901,700,1412,1238
"MST1",1012,2358,2018,4654,2013,1534,3596,7151
"MST1R",3680,3562,2842,21853,13976,24415,17170,11286
"MSTN",0,50,71,37,20,15,88,3
"MSTO1",427,1789,2645,1495,1499,961,1472,2956
"MSX1",38,63,179,658,60,46,152,211
"MSX2",3,14,40,443,58,63,118,4
"MT1A",0,4,18,7417,45,0,130,29
"MT1B",0,1,0,2750,0,6,1,6
"MT1E",9,277,236,3845,716,221,1567,3496
"MT1F",45,71,56,7047,62,18,101,352
"MT1G",265,168,46,16148,27,31,123,1635
"MT1H",0,22,1,3246,4,4,3,156
"MT1HL1",0,0,0,1,0,1,0,0
"MT1M",0,16,20,557,134,13,266,280
"MT1X",588,446,385,11311,521,110,1975,1484
"MT2A",887,1208,1393,23472,5568,1559,9713,16298
"MT3",1,6,29,11,15,81,93,327
"MT4",0,0,0,0,0,1,1,0
"MTA1",4182,11526,22297,24802,11693,7209,17052,15091
"MTA2",8868,10612,27103,29951,14753,11081,22649,18576
"MTA3",2436,8329,8041,6115,3212,2488,8863,3738
"MTAP",1364,5294,6648,6472,4351,543,15110,680
"MTBP",354,4291,1569,1641,1503,798,2745,3313
"MTCH1",7713,18252,11667,13269,7035,5903,13600,8501
"MTCH2",1623,6078,5511,3040,2975,2259,4277,5205
"MTCL1",14740,25647,17601,22830,5703,9540,12466,65379
"MTCP1",13,60,106,84,73,66,128,115
"MTDH",4697,15979,13064,7663,9028,4280,12826,5801
"MTERF1",144,1935,2251,1036,1546,791,2609,2003
"MTERF2",15,1423,848,752,813,421,1652,1542
"MTERF3",211,4913,2219,1331,1876,829,3277,2796
"MTERF4",842,6309,3734,3149,3260,1694,6353,2909
"MTF1",763,2749,2823,2571,2166,1117,3760,3753
"MTF2",775,3588,4585,4638,3855,2023,6672,4536
"MTFMT",438,1566,1010,1043,612,261,1220,1466
"MTFP1",127,83,77,206,55,47,69,136
"MTFR1",666,4586,2365,1339,858,512,1941,1741
"MTFR1L",510,2835,2748,2812,1556,921,2206,1313
"MTFR2",63,668,461,256,351,139,378,1119
"MTG1",1309,1504,2391,2760,1474,1121,1187,2766
"MTG2",2551,6755,3200,5975,2364,2208,3424,4656
"MTHFD1",1418,15536,6810,9377,6924,3727,13286,13903
"MTHFD1L",1001,7277,3789,6011,3434,2937,9346,6865
"MTHFD2",1029,3346,2852,4765,3979,3862,6827,5632
"MTHFD2L",319,1149,1206,1228,656,389,1018,900
"MTHFR",1428,6502,5206,4164,3614,2955,5525,4800
"MTHFS",229,533,441,1022,318,317,434,891
"MTHFSD",375,1895,1776,3218,1132,788,2820,1391
"MTIF2",669,4455,6172,2041,3241,1809,5517,4462
"MTIF3",189,822,3117,1256,1881,864,3029,1105
"MTM1",86,1352,1961,828,1541,489,2379,1156
"MTMR1",1406,4046,7886,3360,7575,2861,8866,9405
"MTMR10",2557,10497,9833,7167,7569,3551,14369,11892
"MTMR11",346,512,1062,2072,1726,1217,4122,2266
"MTMR12",3018,6398,6141,5631,4728,1992,6905,7088
"MTMR14",1649,3239,3966,3630,2906,2287,5082,3160
"MTMR2",183,5344,3362,2349,3735,1925,7065,4905
"MTMR3",1947,6659,6689,12863,7003,4144,13481,10050
"MTMR4",3289,12017,10892,15404,13189,14995,21486,40229
"MTMR6",144,2487,2027,1004,2552,1056,4526,1996
"MTMR7",4,1283,9,1521,4,36,27,906
"MTMR8",54,327,817,583,1269,421,1801,107
"MTMR9",140,3749,1629,1416,1510,1098,2579,2771
"MTNR1A",4,340,58,76,3,7,21,19
"MTNR1B",4,9,34,0,0,6,17,0
"MTO1",655,4130,3784,3030,3810,1719,5069,3550
"MTOR",7298,47137,26134,31912,21399,14668,30737,25861
"MTPAP",942,4353,5473,3254,3060,1355,3491,4901
"MTPN",1450,4655,5319,2267,3250,1775,6694,3246
"MTR",10473,13940,42261,13149,12988,8266,25369,19849
"MTRF1",65,766,2283,1494,1838,874,2759,1074
"MTRF1L",195,1065,1011,1177,732,395,963,540
"MTRNR2L1",0,5,16,2,7,0,5,3
"MTRNR2L10",0,1,2,1,2,1,0,1
"MTRNR2L11",0,0,0,0,0,0,0,0
"MTRNR2L13",0,0,0,0,0,0,0,0
"MTRNR2L3",0,0,2,0,0,0,0,0
"MTRNR2L4",1,3,0,0,0,0,0,0
"MTRNR2L5",0,0,0,0,0,0,0,0
"MTRNR2L6",0,2,3,26,0,0,0,6
"MTRNR2L7",1,0,0,0,0,0,0,0
"MTRNR2L8",5,43,32,12,16,7,23,58
"MTRR",671,4210,5730,5161,4481,2001,6457,6141
"MTSS1",727,10965,3871,4715,3568,2357,16215,15028
"MTTP",11,114,94,15,37,92,37,1017
"MTURN",260,495,599,2501,697,724,1725,167
"MTUS1",1555,20664,5095,71077,2621,2861,17280,12287
"MTUS2",42,66,722,46,23,424,51,92
"MTX1",401,1100,1096,719,650,456,893,978
"MTX2",596,3185,3399,2172,1676,975,4381,1537
"MTX3",307,1014,1268,852,959,598,1987,1120
"MUC1",4570,7708,4389,7765,2533,979,5370,489
"MUC12",12,19,9,33,10,55,46,27
"MUC13",4,52,4,1,19,10,54,20
"MUC15",2,536,400,34,59,59,112,118
"MUC16",126797,1570,40088,20011,32554,60277,241507,118624
"MUC17",11,33,22,21,41,19,185,25
"MUC2",1339,46,77298,2153,53,128,1224,25
"MUC20",9313,1659,27126,41479,5406,912,15405,830
"MUC21",1,335,11,87,0,2,1,1
"MUC22",1,11,6,34,0,3,1,9
"MUC3A",18,731,202,139,1010,408,4815,1296
"MUC4",208,4138,89688,487953,149096,1587,549563,426
"MUC5AC",2,3,2229,2,1,90,0,1
"MUC5B",113,373,367,68,49,56,530,1052
"MUC6",26931,337,99359,182,145,796,276,297
"MUC7",6,0,0,0,0,1,0,0
"MUCL1",1,0,1,0,3,23,31,10
"MUL1",460,1740,1179,1495,820,560,1209,868
"MUS81",2077,4293,3921,7992,3337,2363,4648,7128
"MUSK",0,28,2,0,24,7,43,45
"MUSTN1",4,4,1,6,9,2,14,13
"MUTYH",1046,2520,2272,4725,1901,1056,2884,5725
"MVB12A",287,3620,543,1777,1090,1264,1671,2488
"MVB12B",118,2296,1174,1467,3313,1159,5200,4334
"MVD",1298,1554,2098,3900,1117,612,1831,2826
"MVK",1159,1461,1740,1417,489,539,948,1939
"MVP",9845,7609,16582,16010,19319,12227,29513,7334
"MX1",7038,7982,3870,16149,60833,6842,17055,20892
"MX2",2984,1522,3722,5841,27459,3739,11682,12380
"MXD1",741,758,1071,686,641,804,1289,811
"MXD3",668,959,862,3228,655,313,858,1138
"MXD4",2399,4565,5741,2110,1942,1655,3591,1973
"MXI1",988,2161,4461,1034,2244,2564,3873,894
"MXRA5",2207,13206,61094,10958,69536,32757,162211,4915
"MXRA7",2853,4667,4302,7206,2846,2918,11111,8638
"MXRA8",1398,1961,6433,2722,2734,2687,14070,1770
"MYADM",1164,2315,3430,2790,2146,2232,6670,4822
"MYADML2",0,7,0,3,0,0,2,11
"MYB",301,997,5501,18354,5151,1138,5597,37008
"MYBBP1A",11938,9028,26073,32396,9526,4895,13288,10758
"MYBL1",281,4106,230,538,894,140,1474,1113
"MYBL2",4076,28320,7590,20252,4118,3198,4985,22167
"MYBPC1",107,70,3523,25,127976,83391,296516,69598
"MYBPC2",22,555,578,25,324,1047,1147,13550
"MYBPC3",53,128,27,54,260,132,135,136
"MYBPH",16,22,151,2,316,239,170,4
"MYBPHL",4,26,32,88,6,5,25,6
"MYC",22214,2877,41959,10718,20775,21113,48536,7378
"MYCBP",44,87,71,65,47,31,32,99
"MYCBP2",2742,31544,50789,24580,67332,20102,99747,38649
"MYCBPAP",52,241,154,149,266,97,560,1703
"MYCL",1428,706,660,284,1261,1200,981,17177
"MYCN",97,370,164,3605,164,81,195,6679
"MYCT1",15,422,221,117,223,66,676,190
"MYD88",549,1543,1902,2399,3838,2130,3444,2596
"MYDGF",891,4126,2236,2567,1888,1119,2468,2741
"MYEF2",596,7508,4741,6016,3520,4891,1382,458
"MYEOV",3142,11,3644,10,195,754,102,896
"MYF5",0,0,0,0,0,0,0,0
"MYF6",0,1,0,0,1,1,9,0
"MYH1",6,34,35,4,4,8,32,1
"MYH10",1687,14519,8303,14542,4075,7028,22143,7387
"MYH11",3461,7855,7912,2345,2258,2623,51090,10745
"MYH13",4,131,2,0,0,8,1,0
"MYH14",22089,7837,6046,42679,90,7143,987,1496
"MYH15",34,381,1007,37,658,218,865,187
"MYH2",0,68,30,0,0,16,91,4
"MYH3",404,840,1581,1729,1206,552,2194,646
"MYH4",9,0,1,0,0,0,3,0
"MYH6",2,34,11,1,31,16,0,43
"MYH7",39,42,2,2,167,76,22,4
"MYH7B",173,1473,343,1627,113,121,486,275
"MYH8",3,192,1,0,0,4,197,0
"MYH9",102753,111519,206216,217550,169387,219666,353515,305567
"MYL1",0,23,1,0,0,5,20,0
"MYL10",0,0,1,0,0,0,0,0
"MYL12A",939,11606,13079,11332,15524,5274,27220,14113
"MYL12B",1429,14624,14067,9976,10917,4885,20254,10555
"MYL2",0,135,1,0,5,2,0,0
"MYL3",0,8,15,34,10,5,64,7
"MYL4",3,38,2,24,6,18,54,12
"MYL5",1233,1708,1974,1637,870,1106,2184,2073
"MYL6",19013,32349,35793,30037,17871,22400,51593,18865
"MYL6B",1768,3431,2399,4317,1362,2122,3036,2240
"MYL7",3,96,11,3,1,6,18,2
"MYL9",1202,20767,8600,3505,4559,4891,28690,3375
"MYLIP",555,2170,2797,3425,1997,1501,3854,2177
"MYLK",3052,8093,10843,3196,5546,4969,26065,7842
"MYLK2",47,24417,49,212,15,13,43,199
"MYLK3",61,264,17,105,31,26,62,8
"MYLK4",40,83,252,210,88,73,184,97
"MYLPF",1,220,16,39,4,14,55,5
"MYNN",150,3240,3292,1890,3101,1078,5860,3979
"MYO10",17857,13279,27552,20606,5358,5088,18840,11191
"MYO15A",3845,2280,962,788,130,511,475,156
"MYO15B",1,10,11,21,9,0,14,10
"MYO16",23,832,109,19,296,779,586,68
"MYO18A",9516,18745,12478,13713,11480,13237,22782,17251
"MYO18B",73,22,32,6,1061,2483,1412,1822
"MYO19",6511,16396,13723,23268,9897,20172,14494,30733
"MYO1A",83,38,635,217,476,445,569,274
"MYO1B",397,16648,9528,39959,14710,8096,29578,13815
"MYO1C",11213,25757,26755,16672,15685,9969,31521,15634
"MYO1D",782,25126,8933,8518,5287,2554,23226,12963
"MYO1E",768,12057,6207,11954,12784,11197,25708,16305
"MYO1F",848,2457,2911,2144,7019,3946,7215,6203
"MYO1G",228,1504,1231,485,3887,1840,5170,7093
"MYO1H",19,186,10,8,1,17,25,2
"MYO3A",242,1340,1314,5229,8898,6987,9905,6
"MYO3B",153,196,1395,48,127,329,6500,2660
"MYO5A",762,9814,5321,7778,8239,3985,17685,4880
"MYO5B",2924,21718,12869,9581,3807,7422,10487,12818
"MYO5C",4265,9305,17373,17548,7877,3650,16603,12713
"MYO6",7344,20073,16261,13325,15108,25747,23053,11203
"MYO7A",418,4360,586,1093,3886,1657,3423,4890
"MYO7B",40,284,106,31,497,75,1040,246
"MYO9A",724,11460,10325,9757,5934,2684,18356,8810
"MYO9B",14838,19090,26469,43449,26919,16520,43973,42558
"MYOC",1,19,37,0,10,5,34,0
"MYOCD",82,108,53,81,47,8,694,192
"MYOD1",0,270,11,3,0,1,0,0
"MYOF",3098,7582,18489,7430,28557,9762,54464,33119
"MYOG",0,704,2,2,1,237,1,0
"MYOM1",86,1266,932,1267,694,442,4726,3852
"MYOM2",199,619,2758,5330,30,139,364,104
"MYOM3",61,63,289,147,159,50,530,66
"MYOT",1,32,0,4,2,0,36,26
"MYOZ1",3,31,9,68,3,7,65,35
"MYOZ2",0,6,12,2,218,57,136,134
"MYOZ3",15,14,24,4,14,8,51,22
"MYPN",0,19,0,1,1,13,14,3
"MYPOP",877,1172,1065,1758,722,671,1371,2159
"MYRF",173,2304,245,288,112,62,227,558
"MYRFL",33,30,183,84,69,17,59,127
"MYRIP",198,5372,419,2552,135,108,685,329
"MYSM1",949,5135,8235,4968,5548,2633,8899,4258
"MYT1",11,244,39,2939,20,960,134,9
"MYT1L",5,36,0,0,0,6,0,1
"MYZAP",0,10,2,6,7,6,16,1
"MZB1",52,282,109,7,7173,1283,4772,310
"MZF1",3703,2299,6677,6536,3002,3561,6356,4284
"MZT1",163,598,556,474,290,190,453,352
"MZT2A",3277,4652,6364,5026,1308,518,3075,3543
"MZT2B",5048,2506,5576,7819,2171,1760,4324,5136
"N4BP1",732,7841,4782,6267,9045,3822,9320,4390
"N4BP2",454,3302,6586,5222,7335,2582,11260,6649
"N4BP2L1",257,933,2010,924,3768,1462,4748,3145
"N4BP2L2",791,9880,31703,11611,26127,9163,48926,10791
"N4BP3",162,1126,250,2740,216,166,633,449
"N6AMT1",134,989,567,730,353,176,853,633
"NAA10",3460,5669,3564,3990,2661,1704,4528,3527
"NAA11",10,3,0,0,0,0,0,0
"NAA15",849,7108,7784,3644,5876,2913,8678,6557
"NAA16",211,1575,1262,2349,1930,807,3347,2019
"NAA20",813,5784,3135,2651,2135,1115,4028,3417
"NAA25",1158,5335,9630,4115,5437,3496,9233,8568
"NAA30",616,3011,1558,1837,1047,603,1606,1600
"NAA35",1115,4811,4967,3448,3597,2555,6850,3828
"NAA38",1317,2314,3535,1057,1375,914,2606,1165
"NAA40",2178,2445,2200,3507,1717,1450,3130,2064
"NAA50",657,3786,3722,2870,2763,1614,6480,2399
"NAA60",239,640,687,570,500,311,869,624
"NAAA",321,785,858,509,1682,542,2745,2622
"NAALAD2",11,205,81,10,55,28,415,62
"NAALADL1",2192,104,148,203,122,153,237,161
"NAALADL2",35,996,546,239,737,170,1716,304
"NAB1",1493,2869,4709,20501,6094,2940,11286,6734
"NAB2",3649,1654,3825,5738,1392,1421,3837,5745
"NABP1",77,2416,2780,4925,4239,11194,8708,2595
"NABP2",2055,1681,3225,2862,1566,1605,2951,4405
"NACA",10352,26360,99415,20816,28625,25094,89495,37936
"NACA2",3,16,51,5,21,15,135,16
"NACAD",274,1821,365,2647,105,174,533,892
"NACC1",5112,8882,6796,8229,3387,4108,4656,11568
"NACC2",1530,714,1382,1452,577,508,1209,1125
"NADK",3041,4143,11437,9036,5522,3865,6797,5675
"NADK2",165,1826,1030,691,1462,1185,3010,1963
"NADSYN1",10372,9015,27204,20769,9715,5288,14290,13953
"NAE1",243,3907,3008,3115,2158,779,3904,2039
"NAF1",1210,2719,2025,1958,1579,958,2288,2319
"NAGA",409,3062,1300,2613,1829,1216,2360,3536
"NAGK",5516,7245,10048,7898,7036,5741,9937,10768
"NAGLU",1529,5086,2621,2823,2388,3006,4253,6997
"NAGPA",432,1453,862,1509,890,684,1268,1792
"NAGS",13,400,58,80,63,25,103,533
"NAIF1",226,630,518,686,535,402,574,1038
"NAIP",53,537,452,129,885,573,1021,661
"NALCN",57,569,861,26,288,602,2182,343
"NAMPT",661,5667,4451,2616,6727,3835,9838,4461
"NANOG",1,51,65,38,15,11,34,23
"NANOGNB",0,0,0,0,0,0,0,0
"NANOGP8",7,181,167,119,57,7,61,45
"NANOS1",30,141,32,140,14,38,106,44
"NANOS2",0,1,1,5,0,1,0,2
"NANOS3",6,11,21,299,5,23,44,145
"NANP",180,913,771,998,482,214,780,1011
"NANS",2136,5042,4718,3854,2450,1856,4714,3192
"NAP1L1",5794,14050,39117,12305,16752,26990,46233,30119
"NAP1L2",5,72,54,5,88,15,288,223
"NAP1L3",49,609,414,52,147,102,779,57
"NAP1L4",3193,6262,15366,13565,10398,6109,19807,16586
"NAP1L5",106,371,165,218,206,181,569,259
"NAPA",1575,5484,4357,5026,4662,2186,3502,4722
"NAPB",266,1519,1276,1417,1109,1043,2125,1198
"NAPEPLD",674,2302,2795,1158,1515,873,2498,2496
"NAPG",518,2709,2315,2335,1768,758,3605,2180
"NAPRT",2079,1789,3772,7115,2053,622,2270,2530
"NAPSA",23,4281,54,110,70,89,159,464
"NARF",1783,5472,5188,9099,3674,3340,6836,11434
"NARS2",524,2153,2276,1731,1302,689,2459,1976
"NASP",3022,8936,5537,18356,7822,6282,13985,23805
"NAT1",20,231,635,252,342,242,627,1703
"NAT10",3754,10249,12110,9016,7256,5117,12100,12822
"NAT14",108,445,105,990,202,272,342,156
"NAT16",4,1,0,2,0,5,4,1
"NAT2",0,320,2,0,5,4,2,106
"NAT8",1,0,2,4,0,1,0,70
"NAT8L",23,135,1840,530,151,321,401,20
"NAT9",1118,2804,2886,2501,1832,2553,2678,4098
"NATD1",21,181,149,219,59,58,189,44
"NAV1",8367,12268,18936,44466,20516,15876,36913,18148
"NAV2",11158,9495,84550,332898,19667,16522,82093,103740
"NAV3",402,1046,26433,336,2603,1101,10458,552
"NBAS",2284,19842,12030,11847,13607,7840,27120,24297
"NBEA",136,6553,2875,1797,9175,7414,16362,4448
"NBEAL1",340,11488,6888,9664,6348,3386,20256,18669
"NBEAL2",19604,9840,40639,58717,22086,23059,33991,28374
"NBL1",254,267,641,285,487,400,2188,323
"NBN",501,7559,4371,1651,7112,2929,12208,4137
"NBPF1",309,3544,1080,1298,691,792,2083,1102
"NBPF10",44,408,1056,312,452,742,2638,405
"NBPF11",290,2728,2534,1659,1551,1101,3251,2197
"NBPF12",719,4789,4294,3583,3531,3629,5954,2945
"NBPF14",232,2914,4462,1596,1811,1598,4175,3622
"NBPF15",292,4839,2658,1662,1304,2168,5307,4161
"NBPF19",238,1482,3212,1152,2452,2444,4222,1927
"NBPF20",337,4353,912,719,378,736,840,1027
"NBPF26",360,4637,4071,1157,2226,2625,3587,1559
"NBPF3",104,2240,1618,1285,1024,921,1890,1849
"NBPF4",2,43,0,0,12,0,2,322
"NBPF6",4,68,1,1,7,2,13,538
"NBPF9",193,2673,909,822,634,846,2045,2669
"NBR1",3086,12306,12824,6896,12144,7632,18492,11816
"NCALD",104,222,407,69,1223,444,1479,632
"NCAM1",1427,115,606,189,377,199,1065,2879
"NCAM2",16,626,506,17,8666,379,8109,2778
"NCAN",11,130,12,7,5,4,69,20
"NCAPD2",8581,15381,21666,18320,10976,8192,16208,324418
"NCAPD3",2334,11537,12419,11033,7639,3851,11481,22761
"NCAPG",410,4908,3311,3320,3317,1418,3509,6206
"NCAPG2",1228,10854,5452,12486,5931,3201,7768,15067
"NCAPH",557,3188,1247,2513,1795,1164,2257,7047
"NCAPH2",3217,7018,3130,19519,3794,3342,5029,10600
"NCBP1",1391,6789,9262,8272,6482,3270,12137,6480
"NCBP2",1037,3805,3229,3174,2654,2327,4102,4187
"NCBP2L",0,0,0,0,0,0,0,0
"NCCRP1",12,46,21,55,55,293,37,189
"NCDN",5958,16766,3768,3288,2158,1219,3343,4203
"NCEH1",89,919,419,578,3770,3509,2581,2045
"NCF1",98,145,185,46,1349,397,870,665
"NCF2",606,1934,1846,409,2347,1628,2276,2481
"NCF4",264,564,800,464,3809,1902,3568,3072
"NCK1",548,5474,4788,1039,5903,3271,8275,6364
"NCK2",1850,3433,2936,6744,4078,2987,6495,4534
"NCKAP1",2836,29186,25660,9946,10687,5495,25728,11247
"NCKAP1L",2380,2842,27350,619,10768,7992,23488,4058
"NCKAP5",8255,1574,4781,2922,8854,3509,9359,2720
"NCKAP5L",7254,4015,4306,5609,3231,4091,8083,6409
"NCKIPSD",784,3138,1745,7808,2067,1751,5971,4606
"NCL",38769,45478,62934,41442,39854,28883,63552,40812
"NCLN",2529,6020,4656,5120,2401,1724,3187,8828
"NCMAP",1,20,9,17,30,5,46,61
"NCOA1",945,14522,17767,8019,12679,5066,27085,16861
"NCOA2",784,14547,10574,58401,12381,4409,24527,11006
"NCOA3",2905,20989,27753,13901,25474,25151,36016,214253
"NCOA4",3923,13831,19863,7668,10806,5788,15608,12059
"NCOA5",1609,9435,6624,8797,4785,2915,6258,7103
"NCOA6",5863,57819,26578,33450,19839,11192,39259,29614
"NCOA7",402,5716,6802,6006,7158,8280,14793,2833
"NCOR1",7905,39184,54267,44801,35248,12706,62103,31225
"NCOR2",74797,38512,113173,84099,62839,64852,118352,116267
"NCR1",1,58,5,7,144,567,133,860
"NCR2",1,0,1,0,1,16,2,0
"NCR3",8,13,23,1,59,18,114,41
"NCR3LG1",167,59,99,57,90,74,419,273
"NCS1",723,2825,610,3130,606,254,1617,610
"NCSTN",1770,10595,11861,5282,7130,5085,10735,9481
"NDC1",418,3197,4147,2337,2180,1167,2670,4018
"NDC80",166,2777,1366,2346,1945,722,1806,2529
"NDE1",3161,4919,4396,10994,9878,11468,14320,22057
"NDEL1",567,2631,3222,2821,2564,964,6353,1913
"NDFIP1",638,4035,2414,1789,2430,1392,6378,1912
"NDFIP2",160,2514,1700,1948,1078,745,1357,1393
"NDN",401,1896,995,879,1245,928,1598,1518
"NDNF",41,2927,98,57,47,338,236,14
"NDOR1",3367,2303,3036,5401,2609,1760,3437,3923
"NDP",5,35,1,16,55,6,201,1
"NDRG1",1660,71198,3042,9806,5201,4966,12302,2381
"NDRG2",626,5693,2769,1687,856,604,4672,1261
"NDRG3",369,8483,1837,1033,1010,695,2020,2214
"NDRG4",383,2809,295,1797,216,380,652,378
"NDST1",4500,8670,9988,5704,3878,3499,11178,8147
"NDST2",134,177,402,537,625,426,833,864
"NDST3",4,239,56,87,13,18,143,156
"NDST4",0,0,3,1,0,68,14242,1
"NDUFA1",1574,3350,5898,2580,2794,1893,4529,2808
"NDUFA10",3307,9579,13801,8401,6149,4082,12142,7357
"NDUFA11",1566,2833,2918,1965,1024,1023,2018,2459
"NDUFA12",662,3230,3365,1795,1678,1154,4063,2433
"NDUFA13",1573,2284,2299,2585,1173,767,2716,2377
"NDUFA2",921,3262,2684,1595,1443,1082,1774,2105
"NDUFA3",2575,2942,3725,2506,2160,2279,3088,3752
"NDUFA4",832,5910,4290,2086,2288,1485,2494,4117
"NDUFA4L2",2369,719,5496,3772,581,197,2600,2053
"NDUFA5",323,2028,1745,1073,1182,549,1903,872
"NDUFA6",1100,3270,4312,3288,2336,1878,4002,4148
"NDUFA7",17,183,155,76,56,38,74,169
"NDUFA8",2928,5145,4915,2279,1921,1182,3747,1987
"NDUFA9",1066,1713,3511,1639,1269,901,1487,7722
"NDUFAB1",514,2002,2152,1067,1055,591,1716,1086
"NDUFAF1",289,887,1317,1137,957,428,1718,612
"NDUFAF2",89,325,432,272,311,188,756,457
"NDUFAF3",602,1786,1656,2418,1525,1264,2685,2662
"NDUFAF4",226,1465,973,510,432,260,601,696
"NDUFAF5",1109,801,1439,1856,972,691,1993,1224
"NDUFAF6",473,2410,1029,1474,874,412,1560,1409
"NDUFAF7",275,2436,2061,2087,1849,1003,3363,2896
"NDUFB1",119,2381,1575,646,1169,637,2082,805
"NDUFB10",2254,6473,6485,4009,2908,2301,6742,4343
"NDUFB11",4404,5642,4356,4792,2579,2252,4528,5035
"NDUFB2",1927,5129,3059,1619,1733,1109,2412,2462
"NDUFB3",327,1626,2362,723,1165,543,1669,1030
