"GENE_SYMBOL","GSM5512434","GSM5512437","GSM5512443","GSM5512446","GSM5512449","GSM5512452","GSM5512455","GSM5512458"
"NDUFB4",2096,9416,8206,4607,4838,2635,10006,5202
"NDUFB5",1561,3289,3121,1438,1540,777,2579,1714
"NDUFB6",959,2257,1182,757,722,548,902,593
"NDUFB7",4229,5711,4025,3681,1728,1503,2499,3699
"NDUFB8",688,2273,2078,1388,1545,1316,2349,2103
"NDUFB9",6950,20600,10109,7659,4082,3410,6803,7384
"NDUFC1",797,2068,1358,830,799,471,1370,1104
"NDUFC2",83,2926,1582,995,1212,541,1950,1586
"NDUFC2-KCTD14",0,0,0,0,0,0,0,0
"NDUFS1",2189,8355,11525,6708,7272,3756,12018,5443
"NDUFS2",4070,8998,15276,5959,7076,6207,13650,8430
"NDUFS3",3510,4752,5290,4201,2615,1898,4022,3781
"NDUFS4",531,1579,2475,890,1520,616,2103,1259
"NDUFS5",1011,5380,5407,3845,3963,2278,5320,4371
"NDUFS6",1555,4660,3504,2729,1685,1152,3396,3107
"NDUFS7",3432,3703,2871,2480,1434,994,1808,2519
"NDUFS8",4466,4962,5659,5223,2591,2004,4063,5750
"NDUFV1",19168,15491,24962,18373,8628,7307,11861,18973
"NDUFV2",228,739,985,835,675,257,434,611
"NDUFV3",2418,5509,7218,6614,3624,2179,7147,5413
"NEB",461,16363,14119,1211,12866,6338,15140,21868
"NEBL",127,6749,2702,702,956,3121,3248,1551
"NECAB1",0,115,2,1,1,9,13,1
"NECAB2",27,306,29,30,7,23,95,32
"NECAB3",3197,10786,2924,6123,634,887,1523,3086
"NECAP1",1212,4368,3346,1743,2325,1673,3889,2705
"NECAP2",1169,2743,3448,2710,4924,3633,4575,3191
"NEDD1",269,2127,2512,1455,11410,4865,17317,8962
"NEDD4",120,2176,1459,1048,1273,591,4277,5568
"NEDD4L",317,9898,2798,7030,1900,1071,4764,23310
"NEDD8",141,2261,1468,1014,973,510,1229,1208
"NEDD8-MDP1",1,0,1,2,1,0,0,0
"NEDD9",630,5622,2012,11094,7304,4100,19364,14372
"NEFH",234,68,131,68,322,38,401,906
"NEFL",0,1914,11,3,16,6,13,1
"NEFM",5,19837,1,41,7,13,30,4
"NEGR1",65,189,192,25,254,223,728,29
"NEIL1",229,418,894,1136,292,143,1108,340
"NEIL2",431,1876,743,366,302,253,905,572
"NEIL3",93,1974,628,546,529,235,696,1492
"NEK1",264,4398,2631,1755,2361,1420,5063,1673
"NEK10",27,470,569,158,220,582,722,277
"NEK11",69,1007,426,424,315,242,1075,344
"NEK2",405,1743,1494,1143,949,438,1424,3281
"NEK3",76,781,767,731,587,507,1551,638
"NEK4",487,2188,1607,3656,2703,1851,5220,3858
"NEK5",17,1408,38,41,27,17,195,8
"NEK6",1711,4225,3444,679,2785,5833,6317,1494
"NEK7",53,1924,2342,747,2132,700,4645,1434
"NEK8",784,1033,1939,1917,1231,1079,1442,1741
"NEK9",1737,15467,9475,8206,7450,4277,18636,9112
"NELFA",4399,3338,8577,7611,3436,2637,6809,6231
"NELFB",3131,6799,4821,8855,3420,2576,5387,6689
"NELFCD",1747,13185,9280,16632,5685,3636,8654,9657
"NELFE",1662,5424,2989,4047,2177,1779,2995,3872
"NELL1",6,1706,132,25,146,238,236,1
"NELL2",57,1267,810,21,2497,4112,8602,4575
"NEMF",1020,10239,8362,4557,7380,3837,12682,5917
"NEMP1",752,1614,2529,2703,2741,2024,4340,9618
"NEMP2",95,716,398,3470,1135,522,1985,1997
"NENF",432,2706,1490,1654,928,741,1890,2528
"NEO1",2157,25940,4511,11418,5143,3003,11615,8909
"NES",1328,5913,2210,5388,2520,1834,9282,1424
"NET1",4117,17889,14306,25626,8934,6362,14012,8762
"NETO1",7,1528,55,22,72,51,585,600
"NETO2",245,3654,1633,2995,771,627,1883,2304
"NEU1",1007,6519,2291,2251,2178,1288,2903,3336
"NEU2",2,0,0,0,0,1,4,0
"NEU3",423,3806,2491,1568,2368,1471,2724,2881
"NEU4",895,1076,691,131,33,9,36,128
"NEURL1",239,997,1146,1114,235,242,155,740
"NEURL1B",957,1662,1234,3354,717,667,2176,2915
"NEURL2",735,3298,634,990,586,242,707,437
"NEURL3",136,33,61,24,130,690,787,207
"NEURL4",3861,4995,8456,6173,4698,2522,7777,5197
"NEUROD1",0,1883,1,0,0,7,8,10
"NEUROD2",37,34,17,3,0,2,11,6
"NEUROD4",0,0,0,0,0,9,1,0
"NEUROD6",0,0,0,0,0,0,0,0
"NEUROG1",7,116,0,1,4,25,11,4
"NEUROG2",4,2,1,3,24,167,22,10
"NEUROG3",0,0,0,0,0,3,0,1
"NEXN",79,333,788,52,1044,605,4260,371
"NF1",7530,49630,39039,32532,28116,26892,51915,54515
"NF2",1823,4221,3172,5375,3041,2168,5933,7100
"NFAM1",345,244,3429,184,475,652,508,1142
"NFASC",353,939,598,256,1187,3493,2738,1306
"NFAT5",1092,13435,15737,13666,16587,5726,39312,28694
"NFATC1",1441,18232,5081,6196,11961,5235,38109,4947
"NFATC2",2039,3183,19806,5803,7252,6841,10382,3841
"NFATC2IP",1705,2776,2929,6869,3187,2346,4495,4457
"NFATC3",1989,13008,10824,13472,10916,5336,20332,12124
"NFATC4",10836,6165,6912,12029,2142,5308,15783,1831
"NFE2",12,388,17,0,8,23,37,18
"NFE2L1",15651,35583,27511,26499,30184,34636,57390,31174
"NFE2L2",2014,16168,19993,13743,18393,8468,36828,12620
"NFE2L3",995,2024,3996,7092,18556,4166,23973,11801
"NFIA",1196,20378,17527,787,20027,11405,36502,5485
"NFIB",811,3887,3859,98182,5948,4526,29527,10495
"NFIC",17900,14755,21730,20765,20308,16243,42264,15104
"NFIL3",776,2981,1615,2365,2989,1198,5966,3307
"NFIX",2988,21359,23151,4678,12491,2706,14922,3533
"NFKB1",4789,7737,32888,1746,27251,10419,35199,11708
"NFKB2",5488,4361,6634,5245,17840,18249,20644,41895
"NFKBIA",9592,8218,9346,13712,41994,44152,51664,44762
"NFKBIB",1385,1237,1881,2824,1984,1471,3854,3603
"NFKBID",737,640,1017,972,1194,1679,1844,1360
"NFKBIE",1384,553,1793,839,2626,3587,2046,3021
"NFKBIL1",2689,2828,2584,2966,1265,1246,1862,2227
"NFKBIZ",416,5016,2601,2659,9917,7003,29482,16778
"NFRKB",2125,9210,7964,10051,6345,4215,10555,9991
"NFS1",522,6051,2315,2409,1508,869,2412,2475
"NFU1",135,1294,1163,416,953,380,1986,1557
"NFX1",2506,11501,13528,11567,10556,5335,21669,7055
"NFXL1",778,1776,2165,1967,1722,1261,3705,3032
"NFYA",513,3697,2889,2774,1777,987,3774,4226
"NFYB",172,1089,3584,1024,1489,565,3905,2240
"NFYC",1194,4983,6039,4671,4002,2636,6444,6534
"NGB",0,223,53,24,0,5,1,0
"NGDN",466,3061,1677,1501,1614,869,2608,1807
"NGEF",23,654,337,733,101,31,103,233
"NGF",21,123,28,47,61,48,144,42
"NGFR",5656,1057,2272,11415,1685,1304,2008,557
"NGLY1",332,4687,4071,2668,3864,1799,7285,3006
"NGRN",1363,2252,2399,2331,1430,879,2274,2089
"NHEJ1",21,41,12,61,38,18,39,54
"NHLH1",21,15,37,12,15,24,10,23
"NHLH2",6,0,56,2,7,0,34,0
"NHLRC1",14,262,292,89,94,83,93,631
"NHLRC2",912,3460,3792,3939,5121,5556,7743,5391
"NHLRC3",224,817,2203,1579,2094,1041,3070,1266
"NHLRC4",20,20,45,24,34,45,47,21
"NHP2",1133,4101,4039,2768,2105,1266,3562,3247
"NHS",580,1203,4828,2584,1440,2378,4978,1095
"NHSL1",682,3868,4106,9740,4159,5474,8513,13832
"NHSL2",70,1849,1345,651,1180,1410,3784,642
"NICN1",95,491,467,1034,764,368,1348,713
"NID1",26018,11559,32884,8032,9269,12123,32586,58766
"NID2",1800,9078,6088,2855,4244,3741,16085,2169
"NIF3L1",610,1430,2006,1386,1219,818,2078,2280
"NIFK",392,2782,2755,985,1823,753,2567,1764
"NIM1K",4,40,11,27,44,23,58,11
"NIN",2179,11293,10007,10303,15203,8419,26712,8569
"NINJ1",724,1251,1961,577,2307,1131,4036,2095
"NINJ2",33,265,276,23,166,117,332,239
"NINL",933,6654,3553,41515,2227,1566,4666,7620
"NIP7",252,1169,830,1022,692,406,951,1144
"NIPA1",218,2122,297,556,363,290,867,853
"NIPA2",522,3294,2431,1985,1937,878,3131,1813
"NIPAL1",55,278,436,353,62,42,163,479
"NIPAL2",116,1226,3289,1048,2694,1174,6023,1184
"NIPAL3",593,3074,3469,3260,3033,1101,3322,1893
"NIPAL4",170,6,212,46,48,28,186,6
"NIPBL",3457,25849,36853,17587,25826,14013,45507,24284
"NIPSNAP1",1499,1827,1467,2462,1134,1522,2506,1895
"NIPSNAP3A",150,919,1087,695,774,340,1304,696
"NIPSNAP3B",4,172,125,297,142,74,458,159
"NISCH",7811,6681,15411,42547,18449,10175,42591,14084
"NIT1",928,4374,3894,3119,2882,3627,6647,3901
"NIT2",225,3787,3718,2127,2231,1174,5287,2983
"NKAIN1",10,9,3,23,4,14,6,9
"NKAIN2",0,28,22,16,59,0,26,6
"NKAIN3",0,781,9,1,2,1,80,1
"NKAIN4",14,380,12,5,1,2,40,8
"NKAP",480,1504,964,1025,953,663,1536,1373
"NKAPL",12,1169,41,16,18,14,70,14
"NKD1",161,2007,252,1258,70,49,359,166
"NKD2",1111,314,3502,53,859,489,1328,2235
"NKG7",28,450,77,26,974,548,527,797
"NKIRAS1",29,466,188,155,257,264,478,175
"NKIRAS2",1054,3320,1600,2463,1269,1436,1881,2927
"NKPD1",422,28,632,272,19,52,123,111
"NKRF",437,1342,4102,2300,3340,1345,4799,2051
"NKTR",2013,24913,33869,25547,31841,14732,74455,18206
"NKX1-1",0,0,0,0,1,0,0,1
"NKX1-2",5,23,0,17,0,1,11,6
"NKX2-1",1,913,5,17050,365,754,353,1
"NKX2-2",0,182,0,1,0,4,2,0
"NKX2-3",1,0,0,0,0,16,21,27
"NKX2-4",0,1,0,2,0,1,0,0
"NKX2-5",235,1,12,1,0,6,23,11071
"NKX2-6",0,0,0,0,0,0,0,0
"NKX2-8",3,142,0,19,0,24,7,1
"NKX3-1",34,91,51,171,39,45,89,157
"NKX3-2",4,4,81,30,30,25,112,185
"NKX6-1",0,476,23,45,5,90,142,6
"NKX6-2",0,32,4,0,1,0,0,0
"NKX6-3",102,2,42,0,8,4,0,104
"NLE1",1038,2868,2298,2513,953,1258,1835,4462
"NLGN1",6,1487,25,6,28,25,397,45
"NLGN2",383,2996,887,2567,1376,638,5263,3198
"NLGN3",294,199,573,374,367,225,1181,986
"NLGN4X",141,829,357,65,446,280,2205,86
"NLGN4Y",1,29,3558,1,7,2892,5871,5365
"NLK",211,4164,2504,1976,2030,1737,3088,4070
"NLN",215,2223,1976,2069,1149,772,2116,1678
"NLRC3",152,448,322,106,1516,526,1824,1167
"NLRC4",21,295,139,61,432,235,770,370
"NLRC5",9328,10048,4652,5464,30699,6978,22269,13403
"NLRP1",5929,1978,11112,9835,25070,3589,56356,14095
"NLRP10",2,8,0,0,2,6,5,2
"NLRP11",3,4,34,0,5,1,7,8
"NLRP12",16,46,126,40,58,87,110,108
"NLRP13",2,1,0,545,0,2,0,0
"NLRP14",1,130,6,0,193,58,223,4
"NLRP2",37,220,75,15,821,3389,51,639
"NLRP3",119,257,551,162,1518,1135,1664,576
"NLRP4",4,0,6,0,10,4,10,1
"NLRP5",1,1,0,282,0,2,0,0
"NLRP6",276,39,645,39,119,22,363,102
"NLRP7",0,15,5,4,105,19,8,1997
"NLRP8",5,0,0,116,0,5,0,0
"NLRP9",2,0,6,0,0,1,0,0
"NLRX1",1145,3005,1504,2108,1212,979,2407,4791
"NMB",46,366,159,83,92,37,217,143
"NMBR",5,23,4,10,6,6,20,6
"NMD3",463,4243,4204,1385,3881,1449,10045,3171
"NME1",388,2223,1765,1399,1162,1133,1617,2541
"NME1-NME2",8,8,9,16,8,12,5,25
"NME2",1285,2655,3407,1146,962,1196,840,4367
"NME3",1340,1362,2654,1783,964,764,1428,998
"NME4",2060,6087,1627,3013,1084,1239,3121,1919
"NME5",3,487,73,32,13,3,159,11
"NME6",213,474,530,936,642,399,858,901
"NME7",77,2724,944,615,1139,626,1920,551
"NME8",2,14,52,1,390,231,377,45
"NME9",61,74,54,2,194,3,386,5
"NMI",100,893,1108,407,3810,831,2523,1961
"NMNAT1",99,669,876,400,359,350,856,370
"NMNAT2",6,26,41,31,54,19,58,36
"NMNAT3",172,703,486,307,529,1160,675,1578
"NMRAL1",3583,4058,5817,7349,2137,1702,4103,2938
"NMRK1",178,730,1310,311,1775,431,2584,1069
"NMRK2",1,15,0,0,0,0,6,4
"NMS",1,0,0,0,0,0,0,0
"NMT1",2791,13154,9597,7679,7865,8364,10484,17131
"NMT2",161,1699,1007,1144,2583,2351,5451,2224
"NMU",14,222,49,229,13,2,52,5
"NMUR1",8,1284,10,12,14,35,72,88
"NMUR2",1,8,1,0,0,0,11,0
"NNAT",12,3,10,15,20,0,69,2
"NNMT",405,648,3301,821,3520,2563,15912,3836
"NNT",3881,6010,7589,6613,5143,2840,9007,18543
"NOA1",2726,3314,5841,3703,2605,1965,4011,6018
"NOB1",1675,2752,3398,3712,1946,1413,3226,2950
"NOBOX",0,0,1,1,1,0,1,4
"NOC2L",2992,6266,6535,8184,3686,2500,4261,4495
"NOC3L",340,1238,2398,1579,2605,1338,2340,2976
"NOC4L",2057,2038,2669,2625,1280,1267,1673,3827
"NOCT",317,929,903,635,884,959,2077,3479
"NOD1",320,1833,1399,3850,2196,1120,5022,3909
"NOD2",104,392,194,76,688,514,565,1107
"NODAL",15,6,11,5,0,10,5,0
"NOG",1,100,27,32,19,9,51,35
"NOL10",489,3239,3412,2092,2538,1317,4145,4252
"NOL11",438,5779,4520,2575,3458,2113,5416,6381
"NOL12",182,179,292,376,196,115,260,378
"NOL3",711,1223,884,2791,218,268,779,281
"NOL4",51,188,39,30,2170,1730,1148,6
"NOL4L",1838,3555,1710,2001,3549,4891,5871,3662
"NOL6",3744,5820,6293,8693,3786,3362,6437,4981
"NOL7",2168,1663,1969,1893,1456,877,1925,1456
"NOL8",857,6205,8877,3921,6572,2676,11618,5043
"NOL9",657,5098,5932,4388,4179,2102,5329,3136
"NOLC1",4382,7644,10816,7200,6327,3899,9248,10216
"NOM1",2635,2941,3836,6183,3319,2085,5937,7903
"NOMO1",3829,24659,13544,13230,8317,4126,12417,11869
"NOMO2",1549,7829,5418,3499,3906,2047,4276,6424
"NOMO3",321,3288,2624,1852,1233,386,886,1634
"NONO",8618,22932,25169,29237,16456,16288,23892,28945
"NOP10",424,2137,1720,1248,1266,936,2460,1804
"NOP14",4410,4248,10348,7818,5394,3436,9226,8289
"NOP16",939,1041,1985,1246,823,569,1477,1395
"NOP2",4425,6508,11092,7595,4780,4815,7761,90002
"NOP56",5961,8659,17652,22767,10306,8206,12438,20899
"NOP58",1049,4801,7186,3212,4582,2405,6681,4006
"NOP9",2969,8863,5707,10754,4039,2440,6651,7039
"NOS1",160,162,3977,169,46,900,1936,16
"NOS1AP",121,1069,782,907,73,1041,1464,306
"NOS2",21,597,68,558,522,101,244,7675
"NOS3",1226,2639,1174,1511,1139,545,2795,1400
"NOSIP",1204,1619,1646,2455,1426,958,2679,2341
"NOSTRIN",13,231,105,166,224,61,824,122
"NOTCH1",37476,14101,150786,57641,30074,20776,40907,22750
"NOTCH2",4859,30059,52623,22491,42152,40219,103896,31385
"NOTCH3",24699,44984,43721,73381,13802,11480,48972,11373
"NOTCH4",2633,5193,3813,7610,6998,6426,15860,7517
"NOTO",1,15,0,0,0,0,0,0
"NOTUM",4,650,6,25,0,3,3,49
"NOVA1",86,588,750,367,1887,1312,2575,811
"NOVA2",70,379,240,310,157,199,900,343
"NOX1",1,3,8,0,5,3,8,22
"NOX3",2,0,0,0,0,5,4,0
"NOX4",27,298,1293,229,705,1023,4550,443
"NOX5",246,41,725,57,40,14,114,1102
"NOXA1",3678,1092,5221,2040,455,365,1446,518
"NOXO1",236,8,107,211,61,768,532,622
"NOXRED1",20,236,326,135,108,90,206,139
"NPAP1",37,398,12,654,88,9,35,27
"NPAS1",40,93,20,109,23,41,55,24
"NPAS2",107,1914,958,963,1254,418,2224,1111
"NPAS3",27,157,86,14,1382,422,1199,1009
"NPAS4",22,11,29,288,17,15,121,23
"NPAT",692,5237,6968,6127,9237,3692,15282,8712
"NPB",8,107,18,109,34,183,67,24
"NPBWR2",0,6,1,0,1,0,1,0
"NPC1",1100,8106,6622,17059,9847,3794,14328,18976
"NPC1L1",25,59,77,91,3,21,17,482
"NPC2",1085,12980,6476,7580,9111,4505,12038,12255
"NPDC1",350,1227,2307,3514,894,664,2457,537
"NPEPL1",1295,3253,3210,2029,844,634,1177,1520
"NPEPPS",2667,17029,17072,6694,8986,8398,13171,17053
"NPFF",0,0,0,0,0,0,0,0
"NPFFR1",11,4,4,2,94,15,41,57
"NPFFR2",3,3266,4,1,2,0,46,1
"NPHP1",19,1379,165,460,122,114,542,311
"NPHP3",39,530,407,419,382,158,872,401
"NPHP3-ACAD11",0,3,6,15,3,0,5,5
"NPHP4",757,4615,1922,6372,1528,1450,2735,2464
"NPHS1",47,32,2,1,511,945,204,13
"NPHS2",0,0,0,1,6,8,0,6
"NPIPA1",485,2287,5315,1209,3262,3328,7323,5207
"NPIPA2",1,0,6,6,5,0,7,1
"NPIPA3",938,1802,3995,1689,2345,2243,8036,2365
"NPIPA5",2689,3612,6911,5286,2821,2307,11812,1616
"NPIPA7",56,98,340,114,123,162,644,101
"NPIPA8",189,266,982,308,452,459,1839,257
"NPIPB11",3102,4040,15142,5359,5813,5039,16592,5675
"NPIPB15",191,387,2765,82,1314,1020,4687,3327
"NPIPB3",2478,2164,7888,5533,3915,3737,16283,2905
"NPIPB4",1666,4708,12586,7667,8702,8800,26418,3052
"NPIPB5",7774,9138,27484,18239,17325,12826,44081,11304
"NPIPB6",141,132,546,164,196,86,701,167
"NPIPB7",56,93,286,101,152,172,652,157
"NPIPB8",2,12,31,9,20,8,110,9
"NPIPB9",16,10,77,81,70,53,186,40
"NPL",211,1613,952,361,4132,3984,4907,8962
"NPLOC4",1789,16131,7786,9396,7557,4112,11283,15416
"NPM1",6252,23531,37174,13137,17882,17096,32361,20466
"NPM2",135,864,425,132,19,96,52,16
"NPM3",1208,1422,1871,1021,590,606,761,1406
"NPNT",319,1354,2215,1143,949,770,4307,186
"NPPA",0,2,0,0,0,2,0,0
"NPPB",0,2,0,0,0,0,0,3
"NPPC",49,236,58,29,11,22,24,976
"NPR1",234,944,450,174,958,714,3427,1070
"NPR2",1821,1454,1925,910,708,702,2594,1163
"NPR3",17,513,142,68,104,24,673,87
"NPRL2",133,1256,838,2235,1634,1001,2940,1478
"NPRL3",2802,7088,7112,5206,2961,3059,5744,6150
"NPS",0,1,0,1,0,0,0,0
"NPSR1",0,0,0,0,4,0,1,0
"NPTN",2507,6481,6323,4285,3420,2615,8093,5430
"NPTX1",427,28923,19,52,19,35,9971,22
"NPTX2",6,761,51,129,17,14,235,17
"NPTXR",288,69,2206,1199,558,642,564,57
"NPVF",0,0,0,0,0,0,0,0
"NPW",29,214,80,53,9,9,48,51
"NPY",0,118,1,33,0,0,1,0
"NPY1R",12,687,87,4,434,301,1617,94
"NPY2R",0,1,0,4,0,1,5,0
"NPY4R",0,49,0,0,2,0,2,0
"NPY5R",0,11,13,0,37,19,142,11
"NQO1",264,3981,726,1058,241,156,702,373
"NQO2",77,876,375,145,597,347,829,1045
"NR0B1",58,45,37,11,1,138,289,0
"NR0B2",8,21,67,2,3,31,0,80
"NR1D1",755,1773,1408,1496,913,1406,2888,1397
"NR1D2",266,3657,5119,2807,2857,2730,8826,1400
"NR1H2",2048,1863,3835,4331,2652,2263,4443,5667
"NR1H3",1179,4628,2149,1041,3601,1549,2826,3689
"NR1H4",7,4,0,0,0,1,1,495
"NR1I2",16,127,361,32,26,8,39,745
"NR1I3",6,0,5,2,4,2,14,689
"NR2C1",248,3054,2878,4611,2001,1179,4156,3981
"NR2C2",1048,3926,7310,5684,5752,2900,10056,5696
"NR2C2AP",728,806,995,2026,611,414,1037,2732
"NR2E1",2,0,0,0,0,11,15,2
"NR2E3",3,10,24,10,3,3,38,9
"NR2F1",129,633,560,1212,808,301,3422,537
"NR2F2",4571,2701,5532,14056,6338,4524,18831,2820
"NR2F6",3318,4542,3821,4079,891,1304,1873,4058
"NR3C1",649,9893,7596,4161,9112,2407,14486,22782
"NR3C2",251,3553,3193,1279,3505,1226,8392,3334
"NR4A1",21923,7865,4473,9232,4468,15565,35953,4422
"NR4A2",2163,814,1118,565,1846,2556,6839,530
"NR4A3",486,419,133,88,1119,1208,4141,444
"NR5A1",163,3,21,6,11,25,41,11
"NR5A2",9,296,141,153,303,1004,1089,438
"NR6A1",283,206,676,1006,348,2881,949,649
"NRAP",2,14,2,2,18,14,24,0
"NRARP",518,103,1776,679,267,501,762,920
"NRAS",106,1471,1207,674,1300,441,1738,1233
"NRBF2",144,485,1361,761,1227,791,1489,1717
"NRBP1",1696,5372,4489,4246,5057,2219,9669,8261
"NRBP2",830,5077,3370,4508,2501,1295,3560,2838
"NRCAM",250,14136,4394,1534,702,1067,2383,6461
"NRDE2",716,4043,5219,5276,4034,3025,6472,4236
"NREP",278,2338,2687,2007,2444,1208,6097,569
"NRF1",738,2103,3136,2796,2057,1369,4032,4415
"NRG1",27,264,213,1679,1259,1406,1351,1812
"NRG2",319,118,540,48,52,320,181,36
"NRG3",104,383,514,2976,822,496,677,873
"NRG4",38,18,834,1,9,0,2,3
"NRGN",19,55,56,589,18,26,86,34
"NRIP1",280,9818,4055,2732,11900,5178,17422,3591
"NRIP2",209,41,140,16,71,102,329,39
"NRIP3",2,711,27,55,51,22,106,72
"NRK",104,470,383,3,201,90,1561,29
"NRL",90,159,97,368,106,57,149,159
"NRM",412,561,321,1192,717,572,708,1426
"NRN1",18,91,46,98,236,110,1257,80
"NRN1L",0,1,0,1,0,0,0,0
"NRP1",1090,5758,6033,4421,6517,3548,21120,6339
"NRP2",2172,3587,5015,2412,4025,4517,10513,10408
"NRROS",199,855,255,439,921,480,784,1552
"NRSN1",2,7,16,10,0,199,9,0
"NRSN2",616,904,317,1205,277,414,685,185
"NRTN",791,52,561,35,114,65,73,64
"NRXN1",12,126,73,2,57,993,908,8876
"NRXN2",849,199,530,448,1050,7194,3743,182
"NRXN3",198,1588,1139,1437,1040,943,2709,510
"NSA2",759,3989,5257,1622,2925,1347,5320,2554
"NSD1",7849,36469,42796,25970,33650,19422,57168,27487
"NSDHL",986,1297,1786,1005,636,416,1062,1253
"NSF",704,2665,2797,985,1340,788,2405,1199
"NSFL1C",1548,4877,3775,6217,3119,2046,5405,5078
"NSL1",379,2660,2364,1391,2445,1451,3132,3120
"NSMAF",577,10245,4357,3148,4568,1432,8920,5362
"NSMCE1",819,2153,2183,830,954,936,2871,924
"NSMCE2",111,1554,813,833,856,391,1152,1155
"NSMCE4A",1011,3238,3384,3433,3196,963,4049,3894
"NSMF",1648,3470,6478,3909,1715,1109,4319,2611
"NSRP1",963,3443,4302,1732,3186,2868,6769,1980
"NSUN2",3055,6877,10946,7939,10796,4280,14256,13379
"NSUN3",69,1135,894,630,1035,404,1592,1041
"NSUN4",518,2163,2431,2512,1865,1096,2576,3267
"NSUN5",1663,3118,2545,2022,1106,827,1362,3207
"NSUN6",559,1859,3431,1589,2072,1099,2950,2316
"NSUN7",208,671,242,2308,1059,568,1466,1466
"NT5C",1654,1686,2174,2452,1214,1188,2072,2402
"NT5C1A",8,106,4,0,1,4,46,5
"NT5C1B",4,0,2,2,0,0,2,2
"NT5C1B-RDH14",0,3,0,0,0,0,0,0
"NT5C2",848,10362,8782,4690,6592,2475,8146,5280
"NT5C3A",244,1632,2060,759,4160,1202,2463,1734
"NT5C3B",132,2918,825,1744,549,424,1402,2265
"NT5DC1",1284,2949,1465,1533,4410,4535,4145,2881
"NT5DC2",717,3523,2829,17711,3225,1633,9260,5177
"NT5DC3",1498,535,1539,824,1004,501,2585,1818
"NT5DC4",0,2,3,6,10,1,3,4
"NT5E",138,237,1178,390,1518,826,2681,663
"NT5M",52,91,217,722,116,200,337,166
"NTAN1",76,1437,866,901,690,552,1458,1172
"NTF3",102,251,637,50,31,19,147,324
"NTF4",212,65,240,254,5,33,230,211
"NTHL1",2758,1457,2625,1508,928,1057,1584,1074
"NTM",74,777,1623,734,773,706,2343,459
"NTMT1",443,1845,1013,1714,882,547,1455,959
"NTN1",2874,1314,21296,1841,353,865,853,138
"NTN3",426,321,491,246,116,346,326,855
"NTN4",32,3111,401,1077,642,414,1903,1861
"NTN5",17,78,29,153,16,20,105,111
"NTNG1",3,144,28,0,712,46,307,234
"NTNG2",20,86,127,34,175,160,446,902
"NTPCR",508,1693,1915,865,974,849,1485,1071
"NTRK1",275,3164,124,147,286,152,681,97
"NTRK2",191,2048,2811,879,2840,2542,17278,150923
"NTRK3",70,205,464,462,159,32,1808,72
"NTS",2,79,0,0,31,7,23,39
"NTSR1",6,21,10,2,18,19,2,4
"NTSR2",0,382,3,2,62,5,22,0
"NUAK1",701,1884,4027,1936,2195,1724,5557,18310
"NUAK2",1399,343,1909,901,2112,2471,2477,3908
"NUB1",1199,4067,4369,3312,10239,7244,10576,5537
"NUBP1",386,2117,1592,1702,1829,1076,2137,2989
"NUBP2",2722,3531,4185,5165,2023,1436,4062,4311
"NUBPL",123,2219,666,569,669,462,1145,699
"NUCB1",3026,7033,5959,8338,5729,3078,11210,6900
"NUCB2",79,2553,710,476,1470,456,3026,955
"NUCKS1",11497,16335,28188,8530,15534,11331,20443,16032
"NUDC",3223,10648,7113,7879,4000,3424,6510,4535
"NUDCD1",153,3449,1263,887,1443,587,2398,2247
"NUDCD2",515,1082,841,517,551,358,848,591
"NUDCD3",1372,3083,3164,4123,2042,1437,4001,4910
"NUDT1",596,910,905,1438,707,429,1107,3172
"NUDT10",20,15,39,349,16,5,19,1
"NUDT11",19,50,156,445,212,92,96,2
"NUDT12",58,1368,807,765,1026,392,1360,551
"NUDT13",32,119,296,298,248,124,472,379
"NUDT14",876,3573,3810,2985,649,651,1232,1078
"NUDT15",145,298,576,426,313,240,393,318
"NUDT16",281,1382,720,724,727,377,1274,687
"NUDT16L1",1703,980,2154,1812,764,494,1028,921
"NUDT17",169,464,524,280,236,98,506,272
"NUDT18",752,451,1883,424,606,512,1640,1020
"NUDT19",875,978,2216,1271,630,348,867,1719
"NUDT2",224,390,542,536,328,293,988,269
"NUDT21",446,3023,1856,3796,1571,706,2886,2277
"NUDT22",2532,1556,3274,3523,1406,1128,2242,1795
"NUDT3",1454,3642,3112,1476,1193,803,2008,1425
"NUDT4",708,451,1741,2737,542,644,2008,1064
"NUDT5",649,2113,2356,1628,1936,1512,2964,3584
"NUDT6",25,290,106,313,217,63,509,282
"NUDT7",0,393,205,11,178,59,387,260
"NUDT8",720,383,499,484,83,104,273,1615
"NUDT9",751,2635,1825,875,1067,591,2074,1582
"NUF2",68,1376,750,604,534,318,762,1467
"NUFIP1",172,450,940,1070,688,388,972,958
"NUFIP2",3538,15528,19897,11765,13005,11407,27145,29104
"NUGGC",38,105,91,22,1323,191,1135,290
"NUMA1",33966,37138,47783,105145,37545,27528,77497,42222
"NUMB",1297,9589,6303,18794,4973,3432,11328,6015
"NUMBL",1606,2582,1715,3863,995,637,4411,1114
"NUP107",1546,5119,8795,4197,5209,4380,11179,10536
"NUP133",1197,6383,8488,4369,6234,3238,8790,7016
"NUP153",2017,10284,14389,11180,16354,7841,19038,24147
"NUP155",1081,10656,6753,8309,6467,3255,9371,11462
"NUP160",1699,11094,9792,12164,11970,4967,17810,11140
"NUP188",3399,17733,8384,15489,7770,4436,15273,11005
