"GENE_SYMBOL","GSM4128049","GSM4128050","GSM4128051","GSM4128052","GSM4128053","GSM4128054"
"LARP1B",346,139,465,123,208,25
"LARP4",150,657,171,147,371,2
"LARP4B",465,246,355,457,1473,0
"LARP6",107,11,99,34,199,0
"LARP7",741,285,551,313,360,200
"LARS2",62,358,90,232,282,0
"LAS1L",201,77,106,122,133,0
"LASP1",2817,1822,2299,4235,4487,22
"LAT",112,0,39,94,6,0
"LAT2",229,62,152,126,77,0
"LATS1",151,3,138,224,83,0
"LATS2",179,7,254,125,212,0
"LAX1",123,0,0,0,2,0
"LAYN",90,18,79,0,104,0
"LBH",466,114,171,202,119,263
"LBHD1",0,0,0,0,0,0
"LBP",7,197,0,0,6,31
"LBR",233,308,255,172,341,0
"LBX1",0,0,0,0,0,0
"LBX2",1,6,7,52,12,0
"LCA5",17,0,7,4,0,0
"LCA5L",8,83,32,137,33,0
"LCAT",87,7,97,50,90,0
"LCE1A",0,0,0,0,0,0
"LCE1B",0,0,0,0,0,0
"LCE1C",0,0,0,0,0,0
"LCE1D",0,0,0,0,0,0
"LCE1E",0,0,0,0,0,0
"LCE1F",0,0,0,0,0,0
"LCE2A",0,0,0,0,0,0
"LCE2B",0,0,0,0,0,0
"LCE2C",0,0,0,0,0,0
"LCE2D",0,0,0,0,0,0
"LCE3A",0,0,0,0,0,0
"LCE3B",0,0,0,0,0,0
"LCE3C",0,0,0,0,0,0
"LCE3D",0,0,0,0,0,0
"LCE3E",0,0,0,0,0,977
"LCE4A",0,0,0,0,0,0
"LCE5A",0,0,0,0,0,0
"LCE6A",0,0,0,0,0,0
"LCK",289,0,46,0,28,0
"LCLAT1",36,159,55,149,136,0
"LCMT1",231,1253,432,1622,1726,998
"LCMT2",80,86,59,44,133,0
"LCN1",0,0,1,0,0,0
"LCN10",0,0,0,0,0,0
"LCN12",27,50,18,0,358,26
"LCN15",0,0,0,0,0,0
"LCN2",18,13,5,0,6,0
"LCN6",0,0,0,0,0,0
"LCN8",1,0,0,0,0,0
"LCN9",0,0,0,0,0,0
"LCNL1",6,0,0,0,4,0
"LCOR",263,349,227,357,792,0
"LCORL",201,70,136,236,205,8
"LCP1",4508,36,1289,591,125,2
"LCP2",545,43,86,35,95,6
"LCT",0,389,0,0,0,0
"LCTL",3,0,0,1,4,0
"LDAH",92,12,48,39,81,0
"LDB1",11,1,3,3,3,0
"LDB2",118,186,70,31,157,0
"LDB3",10,0,0,0,2,0
"LDHA",559,666,773,611,1091,813
"LDHAL6A",0,0,0,0,0,0
"LDHAL6B",0,0,0,0,0,0
"LDHB",808,148,408,136,1315,187
"LDHC",0,0,0,22,0,0
"LDHD",11,148,87,234,682,0
"LDLR",316,206,1315,2729,771,31
"LDLRAD1",0,45,1,0,0,0
"LDLRAD2",1,0,0,0,2,1
"LDLRAD3",213,59,363,4580,494,3
"LDLRAD4",189,97,280,319,1230,696
"LDLRAP1",1096,3623,906,917,2652,68
"LDOC1",246,18,327,644,1459,39
"LEAP2",7,0,2,42,37,0
"LECT2",0,0,0,0,0,0
"LEF1",68,1,91,33,17,0
"LEFTY1",0,0,0,51,0,0
"LEFTY2",11,9,0,25,14,0
"LEKR1",0,46,0,22,9,0
"LELP1",0,0,0,0,0,0
"LEMD1",0,0,0,0,4,0
"LEMD2",393,596,637,800,736,829
"LEMD3",34,31,64,0,554,1
"LENEP",0,0,0,0,0,0
"LENG1",119,9,97,89,80,0
"LENG8",1820,2192,1316,525,1654,129
"LENG9",17,13,20,0,2,0
"LEO1",27,20,13,5,36,0
"LEP",120,0,0,0,12,0
"LEPR",58,24,50,47,123,0
"LEPROT",481,329,781,473,474,239
"LEPROTL1",536,382,299,676,399,149
"LETM1",370,1868,475,656,1355,61
"LETM2",8,8,64,41,36,0
"LETMD1",367,1629,257,120,1015,79
"LEUTX",0,0,0,0,0,0
"LFNG",358,3,285,1791,269,3170
"LGALS1",4358,337,8170,1513,9780,3744
"LGALS12",2,5,20,0,20,0
"LGALS13",0,0,0,0,0,0
"LGALS14",0,0,0,0,0,0
"LGALS16",0,0,0,0,0,0
"LGALS2",45,0,4,0,0,0
"LGALS3",912,631,397,199,408,47
"LGALS3BP",1099,101,1878,1435,3496,754
"LGALS4",4,2,11,15,20,0
"LGALS7",0,0,0,0,0,0
"LGALS8",609,2840,1421,2464,1457,36
"LGALS9",2306,996,5661,1056,1776,3600
"LGALS9B",3,0,50,0,0,0
"LGALS9C",0,0,0,0,0,0
"LGALSL",53,29,152,142,86,90
"LGI1",0,0,0,0,1,1
"LGI2",344,19,67,0,26,419
"LGI3",0,0,0,0,0,0
"LGI4",74,33,17,6,48,0
"LGMN",1262,87,355,236,182,0
"LGR4",81,2,89,15,67,1
"LGR5",26,0,17,0,2,0
"LGR6",27,0,0,0,18,0
"LGSN",20,0,0,0,0,0
"LHB",3,0,0,0,7,0
"LHCGR",0,0,0,0,0,0
"LHFPL1",0,0,0,0,0,0
"LHFPL2",688,491,1337,957,898,2667
"LHFPL3",0,0,0,0,0,0
"LHFPL4",0,0,0,0,0,0
"LHFPL5",0,6,3,0,0,0
"LHPP",99,128,85,112,229,78
"LHX1",0,0,1,0,23,0
"LHX2",6,6,14,35,0,0
"LHX3",0,0,0,0,0,1
"LHX4",1,0,0,0,0,0
"LHX5",0,0,0,0,0,0
"LHX6",18,130,0,39,9,0
"LHX8",0,0,0,34,0,0
"LHX9",1,0,0,0,0,0
"LIAS",70,62,51,54,30,0
"LIF",1,0,0,0,0,0
"LIFR",108,23,33,116,47,0
"LIG1",425,557,648,1433,363,211
"LIG3",287,202,182,575,206,0
"LIG4",32,0,5,19,1,1
"LILRA1",13,6,7,0,0,0
"LILRA2",139,18,35,59,32,0
"LILRA4",46,12,0,0,27,0
"LILRA5",47,5,0,0,0,0
"LILRA6",40,0,36,0,22,0
"LILRB1",100,6,28,0,17,0
"LILRB2",251,30,72,68,29,0
"LILRB3",22,2,7,0,0,0
"LILRB4",567,52,196,143,54,11
"LILRB5",473,45,19,0,31,47
"LIM2",0,0,0,0,0,0
"LIMA1",263,14,130,124,52,0
"LIMCH1",539,203,245,150,116,0
"LIMD1",59,122,24,180,70,0
"LIMD2",252,201,155,20,126,929
"LIME1",0,0,0,0,0,0
"LIMK1",265,324,342,143,265,152
"LIMK2",236,1407,575,580,735,0
"LIMS1",295,226,505,435,505,8
"LIMS2",314,130,567,22,493,3396
"LIMS3",0,0,0,0,0,0
"LIN28A",3,0,0,0,0,0
"LIN28B",0,0,0,0,0,0
"LIN37",0,21,0,0,29,0
"LIN52",53,121,97,188,37,0
"LIN54",22,1,26,9,13,0
"LIN7A",61,222,39,0,918,0
"LIN7B",119,665,238,154,573,0
"LIN7C",114,88,83,185,249,0
"LIN9",7,2,0,22,4,0
"LINGO1",15,10,28,76,320,1033
"LINGO2",0,0,0,0,5,0
"LINGO3",0,0,10,0,0,0
"LINGO4",18,13,9,0,12,1
"LIPA",1814,340,348,468,203,27
"LIPC",26,0,33,0,0,0
"LIPE",157,44,13,38,34,0
"LIPF",0,0,0,0,2,0
"LIPG",325,6,9,1,4,0
"LIPH",9,410,79,150,85,0
"LIPI",0,0,0,0,0,0
"LIPJ",0,0,0,0,0,0
"LIPK",0,0,0,0,0,0
"LIPM",0,0,1,0,0,0
"LIPN",0,0,0,0,0,0
"LIPT1",31,4,9,23,8,0
"LIPT2",0,58,7,0,43,0
"LITAF",3980,5328,2850,5937,7212,1033
"LIX1",0,0,0,0,0,0
"LIX1L",89,0,38,5,50,0
"LKAAEAR1",0,0,13,63,5,0
"LLGL1",14,0,5,10,2,0
"LLGL2",282,255,1398,1661,1032,7
"LLPH",163,401,397,103,632,1
"LMAN1",1219,209,1325,723,331,215
"LMAN1L",0,0,0,0,0,0
"LMAN2",1462,2527,1237,1773,3482,3012
"LMAN2L",278,397,367,161,1428,117
"LMBR1",96,266,102,297,453,0
"LMBR1L",322,129,280,172,290,0
"LMBRD1",410,91,212,318,143,0
"LMBRD2",243,321,95,402,358,0
"LMCD1",553,75,1527,625,1031,5
"LMF1",120,467,295,634,835,3
"LMF2",777,1801,1211,474,976,4900
"LMLN",53,18,99,94,35,0
"LMNA",1200,449,2570,3074,1166,1638
"LMNB1",145,44,169,417,62,2
"LMNB2",153,92,555,501,107,0
"LMNTD1",0,0,0,0,0,0
"LMNTD2",4,105,19,23,70,0
"LMO1",0,0,0,0,0,0
"LMO2",37,17,10,7,20,0
"LMO3",48,0,9,0,40,0
"LMO4",503,256,451,1456,255,1
"LMO7",181,86,270,86,95,330
"LMO7DN",6,0,0,0,4,0
"LMOD1",163,46,318,0,210,1
"LMOD2",0,0,0,0,0,0
"LMOD3",0,0,11,5,0,0
"LMTK2",15,12,20,53,9,0
"LMTK3",30,310,288,97,824,35
"LMX1A",0,0,0,0,4,0
"LMX1B",17,700,499,837,588,68
"LNP1",7,36,12,5,30,300
"LNPEP",675,99,347,284,166,3
"LNX1",45,271,37,247,159,0
"LNX2",86,355,244,490,561,1
"LONP1",191,1656,526,158,516,0
"LONP2",1068,5128,1308,1320,1622,495
"LONRF1",98,54,20,114,28,1
"LONRF2",8,30,117,184,147,0
"LONRF3",13,0,21,0,6,0
"LOX",46,12,368,135,313,9
"LOXHD1",7,0,9,0,2,0
"LOXL1",1477,101,5348,1879,3084,76
"LOXL2",166,89,920,160,900,13
"LOXL3",53,4,29,13,12,0
"LOXL4",128,64,59,0,59,0
"LPA",0,0,0,0,0,0
"LPAR1",221,26,527,96,337,1
"LPAR2",98,101,180,101,67,1
"LPAR3",0,0,11,0,4,0
"LPAR4",23,0,41,0,23,1
"LPAR5",74,5,96,56,88,782
"LPAR6",160,15,80,32,23,0
"LPCAT1",344,247,484,842,631,99
"LPCAT2",73,18,61,81,74,0
"LPCAT3",424,3133,598,853,428,1
"LPCAT4",39,0,6,35,0,0
"LPGAT1",240,101,106,371,92,1
"LPIN1",453,185,172,91,344,0
"LPIN2",179,57,149,147,328,909
"LPIN3",537,585,892,764,1656,1
"LPL",2430,83,321,125,316,0
"LPO",29,0,9,0,0,0
"LPP",775,231,716,867,327,162
"LPXN",450,376,273,79,191,593
"LRAT",15,23,0,54,0,1
"LRBA",388,1267,864,720,2489,36
"LRCH1",261,47,125,4,344,30
"LRCH2",9,2,15,0,35,0
"LRCH3",330,647,410,232,766,3
"LRCH4",3,0,0,28,0,1
"LRCOL1",26,0,0,0,0,0
"LRFN1",43,33,62,63,61,0
"LRFN2",0,49,12,11,2,0
"LRFN3",89,73,251,244,134,0
"LRFN4",96,0,43,30,24,0
"LRFN5",8,0,12,0,10,0
"LRG1",313,1170,721,1326,201,1
"LRGUK",0,0,5,25,7,0
"LRIF1",41,117,55,35,46,0
"LRIG1",211,499,219,1017,297,152
"LRIG2",93,58,76,134,141,0
"LRIG3",19,234,105,98,77,0
"LRIT1",0,0,0,0,0,0
"LRIT2",0,0,0,0,0,0
"LRIT3",0,15,0,0,2,0
"LRP1",1892,91,3680,948,2367,1821
"LRP10",944,4241,1315,1692,4249,2318
"LRP11",60,154,204,56,128,0
"LRP12",156,257,356,106,280,1
"LRP1B",1,0,0,117,0,0
"LRP2",114,0,6,70,2,0
"LRP2BP",3,39,5,13,30,0
"LRP3",9,119,35,66,52,0
"LRP4",17,36,12,10,21,0
"LRP5",82,15,69,33,63,0
"LRP5L",73,179,51,157,143,0
"LRP6",95,50,77,77,78,1
"LRP8",139,1,237,179,104,1
"LRPAP1",689,1094,683,662,1994,228
"LRPPRC",281,524,320,1162,704,2
"LRR1",92,15,79,60,132,0
"LRRC1",165,117,161,386,301,979
"LRRC10",0,0,0,0,0,0
"LRRC10B",5,0,62,36,172,34
"LRRC14",132,663,262,184,501,79
"LRRC14B",0,0,0,0,0,0
"LRRC15",1116,12,8712,1709,1309,969
"LRRC17",60,0,391,82,370,0
"LRRC18",0,0,0,0,0,0
"LRRC19",0,0,0,0,0,0
"LRRC2",4,0,0,74,2,0
"LRRC20",21,56,39,3,128,0
"LRRC23",46,107,101,121,43,0
"LRRC24",7,24,0,71,29,0
"LRRC25",65,2,3,14,2,0
"LRRC26",16,2144,55,419,103,1961
"LRRC27",46,58,48,151,133,1
"LRRC28",43,195,83,196,201,7
"LRRC29",14,37,38,69,27,0
"LRRC3",47,1,93,6,101,0
"LRRC30",0,0,0,0,0,0
"LRRC31",0,20,0,0,0,0
"LRRC32",248,172,561,102,819,4
"LRRC34",5,2,18,0,7,0
"LRRC36",0,0,11,78,29,0
"LRRC37A",0,0,0,0,0,0
"LRRC37A2",0,0,0,0,2,0
"LRRC37A3",13,56,9,0,84,0
"LRRC37B",19,3,20,4,14,0
"LRRC38",0,0,0,0,1,0
"LRRC39",11,5,1,0,0,0
"LRRC3B",21,0,0,0,0,0
"LRRC3C",0,0,0,0,0,0
"LRRC4",49,0,26,0,6,1
"LRRC40",70,19,43,109,93,0
"LRRC41",206,2,170,216,232,1
"LRRC42",160,79,422,521,384,0
"LRRC43",4,0,1,6,1,0
"LRRC45",34,160,81,48,62,0
"LRRC46",2,0,20,167,8,0
"LRRC47",900,6007,1822,2022,4751,1828
"LRRC49",10,2,22,0,31,0
"LRRC4B",3,0,0,1,5,0
"LRRC4C",10,0,6,0,7,0
"LRRC52",0,0,0,0,0,0
"LRRC53",0,0,0,0,0,0
"LRRC55",8,0,12,0,2,0
"LRRC56",7,267,82,255,169,0
"LRRC57",115,145,108,193,183,0
"LRRC58",706,1703,792,1803,1637,133
"LRRC59",598,1830,2865,2299,1254,2358
"LRRC6",43,132,134,107,87,0
"LRRC61",79,254,237,970,146,4162
"LRRC63",0,0,0,0,0,0
"LRRC66",0,0,0,0,0,0
"LRRC69",49,31,13,31,71,0
"LRRC7",0,1,11,0,0,0
"LRRC70",0,0,0,0,0,0
"LRRC71",0,0,0,0,0,0
"LRRC72",0,0,0,0,0,0
"LRRC73",0,0,61,144,62,0
"LRRC74A",0,0,0,0,0,0
"LRRC74B",6,0,0,0,4,0
"LRRC75A",46,1,39,0,120,1
"LRRC75B",44,449,104,12,157,0
"LRRC8A",222,520,476,318,543,23
"LRRC8B",47,32,76,114,36,0
"LRRC8C",101,69,32,25,54,0
"LRRC8D",82,64,30,117,137,19
"LRRC8E",46,322,83,143,361,0
"LRRC9",1,0,0,0,0,0
"LRRCC1",91,67,48,337,91,0
"LRRD1",0,0,2,0,0,0
"LRRFIP1",1738,258,1264,2028,474,0
"LRRFIP2",218,192,279,223,279,1305
"LRRIQ1",0,10,0,56,5,0
"LRRIQ3",2,0,3,0,2,0
"LRRIQ4",0,0,7,0,0,0
"LRRK1",340,146,189,329,110,0
"LRRK2",75,14,35,0,48,1
"LRRN1",4,0,4,27,8,0
"LRRN2",2,1,4,6,7,1
"LRRN3",0,2,18,0,1,0
"LRRN4",0,0,0,0,4,0
"LRRN4CL",54,0,6,0,51,0
"LRRTM1",0,0,0,0,0,1
"LRRTM2",22,0,4,0,13,0
"LRRTM3",0,0,0,0,0,0
"LRRTM4",0,0,6,19,0,0
"LRSAM1",125,1162,168,199,113,2324
"LRTM1",0,0,0,0,0,1
"LRTM2",0,12,5,0,7,0
"LRTOMT",10,92,89,501,104,0
"LRWD1",43,50,75,135,57,0
"LSAMP",60,0,0,0,34,0
"LSG1",611,171,354,265,433,2
"LSM1",304,2027,1324,1840,3600,12
"LSM10",406,1339,553,1189,1160,269
"LSM11",93,31,94,83,188,0
"LSM12",0,0,0,0,0,0
"LSM14A",187,258,210,430,529,10
"LSM14B",87,85,146,166,366,5
"LSM2",239,980,316,341,484,1
"LSM3",356,3318,472,895,1888,604
"LSM4",488,1189,671,1590,551,80
"LSM5",246,1387,322,1707,627,126
"LSM6",44,15,27,13,58,0
"LSM7",597,3373,1742,1172,1269,268
"LSM8",283,66,206,288,255,2
"LSMEM1",11,7,18,0,84,0
"LSMEM2",0,0,0,10,2,0
"LSP1",1194,89,644,283,193,987
"LSR",326,1512,381,546,2343,905
"LSS",129,371,312,123,499,0
"LST1",239,20,92,46,13,2
"LTA",41,0,0,0,0,0
"LTA4H",834,336,278,244,89,0
"LTB",1789,86,92,82,58,0
"LTB4R",306,90,212,485,339,0
"LTB4R2",25,44,11,1,43,0
"LTBP1",181,67,200,257,217,253
"LTBP2",393,93,515,9,802,822
"LTBP3",1309,740,2131,1836,1364,3079
"LTBP4",364,68,578,478,337,6
"LTBR",1230,972,1944,1753,1286,4312
"LTC4S",0,5,0,0,2,0
"LTF",19693,2007,1367,1536,63,200
"LTK",55,22,35,0,0,0
"LTN1",94,187,106,129,95,15
"LTV1",89,16,74,232,39,0
"LUC7L",604,683,897,1644,1591,3431
"LUC7L2",689,1182,523,808,593,60
"LUC7L3",4970,2425,3159,2919,2113,484
"LUM",3171,124,7809,935,3040,1044
"LURAP1",12,0,22,0,27,0
"LURAP1L",63,38,87,172,92,4
"LUZP1",134,108,278,40,207,0
"LUZP2",1,33,0,0,14,0
"LUZP4",0,0,0,0,0,0
"LVRN",10,0,0,0,11,0
"LXN",81,5,31,0,27,0
"LY6D",58,0,0,0,8,0
"LY6E",790,657,1212,905,6268,3802
"LY6G5B",9,0,13,0,0,0
"LY6G5C",31,31,35,93,10,0
"LY6G6C",0,0,11,15,7,0
"LY6G6D",0,0,0,0,0,0
"LY6G6F",0,0,0,0,0,0
"LY6H",2,0,19,0,21,0
"LY6K",20,0,148,342,667,0
"LY75",96,1,34,60,12,0
"LY75-CD302",0,0,0,0,0,0
"LY86",545,125,200,180,115,0
"LY9",202,7,46,0,5,0
"LY96",125,8,47,61,25,0
"LYAR",299,3,170,160,31,0
"LYG1",15,0,25,0,18,0
"LYG2",2,0,0,0,0,0
"LYL1",203,21,74,59,52,0
"LYN",498,166,386,67,327,2
"LYNX1",76,147,44,140,2075,1
"LYPD1",8,0,5,8,15,0
"LYPD2",0,0,0,0,0,0
"LYPD3",114,672,837,812,738,0
"LYPD4",0,0,0,0,0,0
"LYPD5",34,50,8,104,26,0
"LYPD6",1,0,11,96,33,0
"LYPD6B",36,0,90,486,164,0
"LYPD8",0,0,0,0,0,0
"LYPLA1",160,1368,308,476,1409,27
"LYPLA2",867,3024,2101,4540,2490,1438
"LYPLAL1",74,177,34,97,87,0
"LYRM1",146,381,189,490,379,3
"LYRM2",317,123,151,594,206,0
"LYRM4",242,697,349,538,609,178
"LYRM7",282,855,311,1116,366,0
"LYRM9",176,518,207,542,532,0
"LYSMD1",53,38,87,413,61,0
"LYSMD2",7,1,12,1,8,0
"LYSMD3",91,108,177,89,129,0
"LYSMD4",44,10,32,0,28,0
"LYST",377,72,239,32,118,1
"LYVE1",33,0,5,0,16,0
"LYZ",2817,279,463,31,195,0
"LYZL1",0,0,0,0,0,0
"LYZL2",0,0,4,0,1,0
"LYZL4",0,0,0,0,0,0
"LYZL6",0,0,0,0,0,0
"LZIC",54,46,65,223,102,0
"LZTFL1",109,9,56,219,158,0
"LZTR1",512,1885,1279,359,848,0
"LZTS1",159,129,500,398,716,18
"LZTS2",15,0,18,66,3,0
"LZTS3",6,0,8,0,19,0
"M1AP",12,0,5,0,1,0
"M6PR",785,126,360,708,136,1
"MAB21L1",1,0,1,0,6,0
"MAB21L2",0,0,6,0,0,0
"MAB21L3",8,0,0,0,0,0
"MACC1",23,44,18,115,67,0
"MACF1",3181,865,2544,1069,5393,581
"MACROD1",10,55,26,1,82,1
"MACROD2",21,8,36,56,54,0
"MAD1L1",160,105,135,184,127,0
"MAD2L1",12,109,59,86,124,31
"MAD2L1BP",31,23,11,24,10,0
"MAD2L2",209,87,330,403,334,0
"MADCAM1",0,0,2,0,10,0
"MADD",414,271,382,591,451,1
"MAEA",443,3409,730,565,2091,432
"MAEL",5,30,1,0,0,1
"MAF",441,16,320,103,113,100
"MAF1",621,1832,1603,2092,2997,5911
"MAFA",0,0,16,0,7,0
"MAFB",3336,130,3246,521,2360,195
"MAFF",236,57,325,394,389,218
"MAFG",361,204,511,576,523,39
"MAFK",665,960,1169,1872,1025,2411
"MAG",0,0,0,9,122,0
"MAGEA1",0,0,0,0,0,0
"MAGEA10",2,2,0,0,1,13
"MAGEA11",0,0,0,0,0,0
"MAGEA12",0,0,9,0,0,0
"MAGEA2",0,0,0,0,0,0
"MAGEA2B",0,0,0,0,0,0
"MAGEA3",0,0,0,0,0,0
"MAGEA4",0,0,0,0,0,0
"MAGEA6",0,0,0,0,0,0
"MAGEA8",0,0,0,0,0,0
"MAGEA9",0,0,0,0,0,0
"MAGEA9B",0,0,0,0,0,0
"MAGEB1",0,0,0,0,0,0
"MAGEB10",0,0,0,0,0,0
"MAGEB16",0,0,0,0,0,0
"MAGEB17",0,0,0,0,0,0
"MAGEB18",0,0,0,0,0,0
"MAGEB2",0,0,0,0,0,0
"MAGEB3",0,0,0,0,0,0
"MAGEB4",3,0,0,0,0,0
"MAGEB5",0,0,0,0,0,0
"MAGEB6",0,0,0,0,0,0
"MAGEC1",0,0,2,10,0,0
"MAGEC2",70,0,41,0,0,0
"MAGEC3",0,0,0,0,0,0
"MAGED1",478,2877,1393,890,1378,5125
"MAGED2",817,4761,4385,5616,26046,6988
"MAGED4",0,0,0,0,0,0
"MAGED4B",0,0,0,0,0,1
"MAGEE1",47,15,26,3,115,0
"MAGEE2",0,0,0,0,2,0
"MAGEF1",219,348,366,507,1427,2
"MAGEH1",259,401,572,138,728,12
"MAGEL2",0,0,0,0,0,2
"MAGI1",353,1667,332,1244,3224,377
"MAGI2",35,0,41,92,27,3
"MAGI3",34,100,54,8,58,0
"MAGIX",30,34,62,46,38,0
"MAGOH",622,433,667,735,685,4
"MAGOHB",113,211,258,628,340,0
"MAGT1",268,475,378,474,398,0
"MAK",1,17,20,20,1,0
"MAK16",51,84,31,145,83,2
"MAL",31,26,0,0,10,0
"MAL2",174,3438,1520,6437,3520,118
"MALAT1",61945,18973,98388,170310,33888,44599
"MALL",0,0,0,0,0,0
"MALRD1",7,0,1,18,0,0
"MALSU1",135,703,193,153,830,6
"MALT1",212,93,133,27,231,0
"MAMDC2",2,0,1,1,1,0
"MAMDC4",69,15,105,417,45,0
"MAML1",345,335,620,886,1257,3
"MAML2",228,18,165,165,46,0
"MAML3",35,20,23,23,84,7
"MAMLD1",40,4,16,27,42,0
"MAMSTR",19,4,1,110,0,0
"MAN1A1",116,82,88,101,87,0
"MAN1A2",1362,322,968,623,762,29
"MAN1B1",365,257,412,451,228,0
"MAN1C1",218,224,76,46,480,859
"MAN2A1",424,183,504,300,182,1607
"MAN2A2",649,1551,504,378,1830,2
"MAN2B1",32,0,28,0,0,0
"MAN2B2",1058,1559,799,2047,2385,37
"MAN2C1",732,116,448,304,319,1
"MANBA",124,7,56,13,23,0
"MANBAL",349,525,537,903,1007,10
"MANEA",21,5,18,90,38,0
"MANEAL",3,573,111,81,285,0
"MANF",642,56,337,457,367,0
"MANSC1",47,502,37,529,92,0
"MANSC4",2,0,0,0,0,0
"MAOA",153,9067,277,157,846,1
"MAOB",303,0,23,1875,64,0
"MAP10",12,0,3,0,3,0
"MAP1A",400,26,749,133,401,1
"MAP1B",469,23,401,175,226,65
"MAP1LC3A",38,209,104,436,238,0
"MAP1LC3B",348,116,361,251,854,4
"MAP1LC3B2",0,0,0,0,0,0
"MAP1LC3C",0,0,0,0,0,0
"MAP1S",91,281,249,194,258,2395
"MAP2",31,127,116,330,135,0
"MAP2K1",42,0,13,41,15,0
"MAP2K2",1011,1686,1522,1152,998,916
"MAP2K3",802,77,372,634,192,0
"MAP2K4",76,269,149,202,517,583
"MAP2K5",174,246,70,301,392,301
"MAP2K6",48,60,24,44,25,2
"MAP2K7",202,360,470,644,299,53
"MAP3K1",364,2164,699,3512,1890,2
"MAP3K10",44,15,29,69,14,0
"MAP3K11",292,128,252,193,366,164
"MAP3K12",281,73,236,243,395,0
"MAP3K13",619,1264,920,2587,421,3290
"MAP3K14",163,304,63,150,39,82
"MAP3K15",1,1,2,4,1,1
"MAP3K19",0,0,0,0,0,0
"MAP3K2",695,280,784,1189,1594,318
"MAP3K3",1113,816,1245,230,2148,1508
"MAP3K4",309,69,253,277,589,1
"MAP3K5",428,213,237,48,148,2
"MAP3K6",216,124,179,282,296,0
"MAP3K7",344,308,301,496,331,0
"MAP3K7CL",55,202,62,213,93,69
"MAP3K8",77,14,88,29,21,0
"MAP3K9",19,50,24,45,71,26
"MAP4",1358,1197,2387,1742,3506,1003
"MAP4K1",520,46,60,50,67,0
"MAP4K2",231,280,227,303,398,1
"MAP4K3",70,38,35,120,143,0
"MAP4K4",2690,666,2532,1059,2091,4735
"MAP4K5",348,587,797,623,1233,1342
"MAP6",11,0,6,32,106,0
"MAP6D1",15,36,21,137,204,0
"MAP7",98,374,638,590,234,0
"MAP7D1",678,2288,1719,530,2087,559
"MAP7D2",63,2,12,1,18,0
"MAP7D3",303,20,168,0,170,1
"MAP9",101,64,190,29,159,0
"MAPK1",350,614,433,679,389,14
"MAPK10",37,248,77,164,29,0
"MAPK11",185,82,247,84,48,0
"MAPK12",127,85,41,63,63,2719
"MAPK13",640,894,694,3106,2097,6
"MAPK14",555,505,507,306,532,0
"MAPK15",22,0,57,98,56,0
"MAPK1IP1L",568,473,427,900,764,329
"MAPK3",513,96,693,1486,731,0
"MAPK4",0,0,0,8,0,0
"MAPK6",283,529,383,387,872,0
"MAPK7",19,0,9,1,10,0
"MAPK8",192,164,190,373,483,0
"MAPK8IP1",1,0,40,0,41,0
"MAPK8IP2",0,1331,201,597,116,1
"MAPK8IP3",479,535,807,1413,1074,285
"MAPK9",43,271,26,89,185,107
"MAPKAP1",366,736,402,957,320,32
"MAPKAPK2",3695,6361,6858,24901,12133,8176
"MAPKAPK3",329,635,252,399,733,1
"MAPKAPK5",188,265,122,206,170,1013
"MAPKBP1",169,88,186,169,147,26
"MAPRE1",200,27,142,230,150,0
"MAPRE2",511,1214,329,91,301,53
"MAPRE3",27,30,40,74,92,481
"MAPT",112,570,659,3687,1669,3
"MARCKS",2438,1226,2498,928,2278,1303
"MARCKSL1",78,332,241,886,712,96
"MARCO",315,0,22,0,2,441
"MARK1",5,3,16,115,29,0
"MARK2",425,922,1137,900,763,756
"MARK3",847,636,689,744,788,1
"MARK4",341,918,660,977,2030,1351
"MARS2",0,23,4,18,19,8
"MARVELD1",1472,257,4503,1176,1730,7430
"MARVELD2",89,741,323,971,227,1
"MARVELD3",121,413,239,1199,972,2496
"MAS1",4,0,0,0,0,0
"MAS1L",0,0,0,0,0,0
"MASP1",10,0,8,37,0,0
"MASP2",0,0,0,0,0,0
"MAST1",6,21,6,4,27,0
"MAST2",287,691,557,306,638,2
"MAST3",222,176,55,146,417,0
"MAST4",986,1532,827,301,858,1
"MASTL",29,26,25,61,41,0
"MAT1A",6,1,0,0,0,6
"MAT2A",362,40,219,16,266,0
"MAT2B",154,418,218,319,1278,174
"MATK",180,82,65,0,6,356
"MATN1",3,21,0,0,13,0
"MATN2",124,1,44,0,99,0
"MATN3",36,0,68,51,31,2
"MATN4",10,0,0,0,19,0
"MATR3",1,12,31,0,4,1
"MAU2",523,447,467,81,569,0
"MAVS",1152,367,967,1171,1331,2
"MAX",895,1268,542,957,2092,1238
"MAZ",313,346,404,1177,420,1
"MB",17,1594,263,713,534,188
"MB21D2",33,18,50,14,24,0
"MBD1",328,138,167,124,304,524
"MBD2",309,213,264,202,319,0
"MBD3",692,774,746,768,309,0
"MBD3L1",0,0,0,0,0,0
"MBD3L2",0,0,0,0,0,0
"MBD3L3",0,0,0,0,0,0
"MBD3L4",0,0,0,0,0,0
"MBD3L5",0,0,0,0,0,0
"MBD4",1279,1122,1639,736,1599,182
"MBD5",192,44,129,289,61,0
"MBD6",617,374,546,968,1043,5
"MBIP",11,19,30,72,36,0
"MBL2",0,0,0,0,0,0
"MBLAC1",12,4,33,0,10,0
"MBLAC2",16,40,20,51,32,0
