"GENE_SYMBOL","GSM4128049","GSM4128050","GSM4128051","GSM4128052","GSM4128053","GSM4128054"
"MBNL1",1831,428,1238,1454,690,11
"MBNL2",248,117,194,343,257,71
"MBNL3",162,73,54,183,168,148
"MBOAT1",0,0,0,0,0,0
"MBOAT2",230,1065,557,936,571,51
"MBOAT4",0,0,0,0,0,0
"MBOAT7",400,1657,551,872,2865,7041
"MBP",1323,122,494,597,955,1
"MBTD1",53,30,33,39,28,0
"MBTPS1",1327,962,2279,2572,3070,762
"MBTPS2",81,27,157,204,196,0
"MC1R",83,0,140,255,45,0
"MC2R",0,0,0,0,0,0
"MC3R",0,1,0,0,0,0
"MC4R",54,0,0,0,0,0
"MC5R",0,0,0,0,0,0
"MCAM",64,1,68,3,46,618
"MCAT",92,842,169,149,167,3
"MCC",121,0,98,3,33,0
"MCCC1",142,1840,94,153,445,0
"MCCC2",248,1725,577,1616,1529,1
"MCCD1",0,0,0,0,65,0
"MCEE",12,1,10,5,2,0
"MCEMP1",18,0,2,0,0,0
"MCF2",0,0,0,0,6,0
"MCF2L",221,106,447,282,1204,1
"MCF2L2",6,0,0,0,0,0
"MCFD2",250,559,272,401,709,1
"MCHR1",11,0,0,0,28,0
"MCHR2",0,0,0,0,0,0
"MCIDAS",2,2,0,0,0,0
"MCL1",1790,436,1411,2772,2403,5
"MCM10",23,120,67,171,92,0
"MCM2",93,27,136,276,98,0
"MCM3",325,1861,363,475,1318,0
"MCM3AP",684,626,513,746,867,0
"MCM4",137,941,405,292,1188,2
"MCM5",329,527,476,458,188,0
"MCM6",129,161,157,293,300,6
"MCM7",597,1538,742,1469,773,4215
"MCM8",102,37,44,244,56,2
"MCM9",22,22,5,5,36,1
"MCMBP",69,81,111,36,137,1
"MCMDC2",0,0,0,0,33,0
"MCOLN1",200,35,73,93,31,1
"MCOLN2",142,28,48,4,18,0
"MCOLN3",279,0,57,0,97,0
"MCPH1",121,138,116,141,39,0
"MCRS1",942,4279,1903,4297,2401,105
"MCTP1",187,22,57,28,30,0
"MCTP2",150,35,47,13,41,0
"MCTS1",235,1148,498,442,1174,788
"MCU",160,34,132,80,85,0
"MCUR1",149,206,173,143,265,1
"MDC1",178,164,289,155,145,0
"MDFI",90,10,222,143,88,575
"MDFIC",343,2,178,126,128,2
"MDGA1",58,68,154,49,147,1
"MDGA2",0,0,3,0,0,0
"MDH1",380,1615,648,612,1261,72
"MDH1B",1,1,4,45,3,0
"MDH2",397,1116,342,767,1174,269
"MDK",718,56,1429,563,5649,16
"MDM1",35,24,82,46,367,0
"MDM2",615,5994,2661,2770,11794,607
"MDM4",1354,1268,1209,3600,1979,3290
"MDN1",338,168,193,253,295,435
"MDP1",0,0,0,0,0,0
"MDS2",5,0,1,0,0,0
"ME1",51,169,62,53,37,0
"ME2",115,17,65,88,86,1
"ME3",211,0,141,47,43,0
"MEA1",778,6262,1378,2537,3718,447
"MEAF6",279,132,515,627,1144,89
"MECOM",42,55,90,85,119,0
"MECP2",578,97,646,525,1040,3
"MECR",192,517,164,383,942,148
"MED1",831,180,490,843,636,0
"MED10",168,490,308,110,365,0
"MED11",119,26,115,137,122,0
"MED12",350,74,219,174,564,659
"MED12L",16,1,16,0,21,0
"MED13",207,12,296,482,100,1
"MED13L",483,192,371,740,272,3008
"MED14",208,166,217,226,481,1
"MED15",463,728,712,950,701,50
"MED16",162,88,203,33,69,1
"MED17",144,79,109,348,185,0
"MED18",76,369,66,120,312,134
"MED19",249,112,563,372,297,0
"MED20",43,71,137,156,162,0
"MED21",42,87,61,153,164,0
"MED22",163,625,123,149,587,1
"MED23",105,992,483,259,676,27
"MED24",777,939,832,3801,1371,2155
"MED25",136,2092,275,239,1108,1
"MED26",124,36,59,135,143,1
"MED27",217,387,664,564,506,40
"MED28",394,592,391,711,668,2
"MED29",124,64,124,105,119,264
"MED30",26,0,14,53,33,0
"MED31",154,822,275,505,295,185
"MED4",327,1451,559,1479,1092,131
"MED6",276,280,135,126,352,12
"MED7",44,242,59,15,167,0
"MED8",331,588,546,376,788,12
"MED9",100,94,120,95,222,0
"MEDAG",336,32,338,101,278,7
"MEF2A",334,366,250,66,378,0
"MEF2C",643,95,276,131,245,1859
"MEF2D",362,253,318,513,306,205
"MEFV",0,0,6,1,1,0
"MEGF10",8,0,86,229,27,623
"MEGF11",0,0,0,0,9,0
"MEGF6",431,27,682,94,390,1
"MEGF8",185,46,133,120,184,1
"MEGF9",26,6,40,91,3,1
"MEI1",245,19,44,37,36,0
"MEI4",0,0,0,0,0,0
"MEIG1",11,11,17,0,3,0
"MEIKIN",0,0,0,0,0,0
"MEIOB",0,0,0,0,0,0
"MEIS1",94,69,113,215,54,285
"MEIS2",256,19,79,42,58,1
"MEIS3",288,4,1206,743,1385,60
"MELK",25,42,44,76,86,7
"MEMO1",205,314,396,502,226,0
"MEN1",376,1272,1163,1092,685,94
"MEOX1",16,1,0,0,11,0
"MEOX2",17,0,0,6,19,0
"MEP1A",3,0,0,0,0,0
"MEP1B",0,0,0,0,0,0
"MEPCE",296,537,494,398,489,0
"MEPE",0,0,0,0,0,0
"MERTK",364,520,236,225,219,0
"MESP1",59,35,20,0,65,1317
"MESP2",3,0,4,0,55,0
"MEST",143,1,43,142,91,0
"MET",141,2681,19,1,118,0
"METAP1",381,443,469,515,735,4
"METAP1D",66,16,19,32,31,0
"METAP2",1910,4825,1626,1653,1547,5
"METRN",111,231,616,11642,1290,525
"METRNL",917,25,1244,200,915,6
"METTL1",211,574,785,397,337,1367
"METTL11B",0,0,0,0,0,0
"METTL14",218,83,135,209,155,1041
"METTL15",176,729,139,274,551,8
"METTL16",154,55,101,161,99,0
"METTL17",94,6,37,95,61,0
"METTL18",16,20,17,31,31,9
"METTL21A",67,82,116,117,121,15
"METTL21C",0,0,0,0,0,0
"METTL22",78,34,82,212,103,1
"METTL23",223,296,195,423,435,41
"METTL24",0,0,0,0,0,0
"METTL25",20,6,14,12,6,0
"METTL2A",12,0,20,25,66,0
"METTL2B",40,73,61,171,75,0
"METTL3",59,204,100,49,275,2
"METTL4",16,21,67,12,90,0
"METTL5",141,73,138,131,151,0
"METTL6",61,90,57,44,100,0
"METTL7A",2327,881,435,841,1030,0
"METTL7B",23,0,0,0,2,0
"METTL8",249,372,174,305,190,1
"METTL9",627,1566,794,2690,1466,7
"MEX3A",180,5,296,721,239,66
"MEX3B",2,0,0,0,1,0
"MEX3C",130,8,77,52,116,1
"MEX3D",170,258,810,817,594,2
"MFAP1",313,356,390,433,364,1
"MFAP2",7,0,6,0,4,0
"MFAP3",18,49,21,50,30,155
"MFAP3L",47,39,79,0,91,0
"MFAP4",110,0,53,0,36,1
"MFAP5",617,32,3363,446,741,51
"MFF",313,646,304,294,636,101
"MFGE8",7786,415,4520,872,2405,4124
"MFHAS1",929,252,568,280,128,128
"MFN1",66,101,59,24,107,0
"MFN2",322,623,447,330,1748,1
"MFNG",205,36,113,82,50,0
"MFRP",0,0,0,0,0,0
"MFSD1",587,154,213,279,132,0
"MFSD10",852,709,906,1868,1752,32
"MFSD11",322,396,331,515,194,7
"MFSD12",1193,1126,1153,678,968,82
"MFSD2A",405,182,80,89,64,0
"MFSD2B",11,3,6,0,13,0
"MFSD3",191,2863,220,667,2065,1136
"MFSD5",368,426,444,731,340,291
"MFSD6",143,160,12,236,274,1
"MFSD6L",0,0,10,47,6,0
"MFSD8",112,305,191,266,400,0
"MFSD9",18,117,79,26,91,1
"MGA",452,216,420,403,392,108
"MGAM",13,0,0,0,0,0
"MGAM2",0,0,0,0,0,0
"MGARP",4,0,1,0,0,0
"MGAT1",3119,1386,2113,1412,1936,19
"MGAT2",95,90,117,66,105,1
"MGAT3",20,0,4,0,4,1
"MGAT4A",484,39,252,3460,1002,956
"MGAT4B",1146,6145,2173,2948,9030,70
"MGAT4C",10,0,0,0,0,0
"MGAT4D",0,0,0,0,0,0
"MGAT5",570,90,735,693,1650,2
"MGAT5B",21,1,20,0,4,0
"MGLL",1049,850,621,117,495,2
"MGME1",162,394,101,228,328,5
"MGMT",448,817,349,398,1649,11237
"MGP",15964,44093,731,5449,9529,9430
"MGRN1",344,409,659,2051,468,782
"MGST1",538,4851,951,1112,1849,14
"MGST2",639,1301,669,1169,942,4
"MGST3",652,78,492,694,430,3
"MIA",162,0,0,0,5,0
"MIA2",258,55,234,359,282,435
"MIA3",253,1713,428,2516,678,263
"MIB1",146,153,174,393,506,19
"MIB2",267,135,434,133,410,109
"MICA",158,85,321,15,206,1
"MICAL1",470,42,220,204,128,0
"MICAL2",197,56,859,373,733,7
"MICAL3",44,60,62,37,60,925
"MICALL1",110,560,191,237,210,0
"MICALL2",501,244,499,1054,879,0
"MICB",223,147,376,559,1604,39
"MICU1",233,81,438,218,369,24
"MICU2",60,106,45,71,151,0
"MICU3",44,14,6,25,19,0
"MID1",225,92,75,36,143,455
"MID1IP1",163,52,182,381,91,1
"MID2",35,49,31,226,114,0
"MIDN",1392,1319,1776,4695,1038,3176
"MIEF1",469,1576,408,571,423,1621
"MIEF2",43,17,48,112,47,0
"MIEN1",335,2182,404,1726,1582,1368
"MIER1",269,105,253,378,403,0
"MIER2",115,278,205,291,323,1
"MIER3",40,22,58,77,55,0
"MIF",5,30,12,2,7,0
"MIF4GD",137,187,204,488,248,0
"MIIP",385,270,372,214,237,0
"MILR1",209,22,110,35,43,0
"MINK1",112,451,241,203,339,1144
"MINPP1",159,20,129,287,99,0
"MIOS",49,491,63,100,185,0
"MIOX",0,0,0,0,0,0
"MIP",0,0,5,0,0,0
"MIPEP",52,29,26,127,55,0
"MIPOL1",5,13,24,3,81,0
"MIS12",167,144,137,259,265,0
"MIS18A",114,100,277,367,83,0
"MIS18BP1",243,136,115,124,241,1
"MISP",2,0,74,59,145,1843
"MITD1",79,14,52,9,33,0
"MITF",544,324,783,357,781,87
"MIXL1",56,0,0,0,0,0
"MKI67",178,488,210,437,273,0
"MKKS",133,313,142,126,393,0
"MKLN1",637,1501,664,1227,777,2
"MKNK1",685,301,379,237,558,55
"MKNK2",1152,2454,1011,2081,691,1900
"MKRN1",310,117,258,570,394,0
"MKRN2",74,198,57,19,115,0
"MKRN2OS",0,0,0,0,0,0
"MKRN3",0,0,0,0,0,0
"MKS1",202,188,283,1072,207,0
"MKX",1,0,0,0,1,0
"MLANA",0,0,0,0,0,0
"MLC1",2,0,4,31,9,0
"MLEC",1225,3175,1387,2343,1068,468
"MLF1",18,53,135,192,361,59
"MLF2",1152,7360,2287,7774,4748,1272
"MLH1",207,137,221,170,301,0
"MLH3",302,89,268,368,238,0
"MLIP",1,0,1,0,5,0
"MLKL",414,124,318,0,168,0
"MLLT1",546,276,640,820,714,0
"MLLT10",62,77,133,181,77,0
"MLLT11",43,111,155,222,233,10
"MLLT3",106,70,95,0,141,0
"MLLT6",1573,1879,851,2079,4965,852
"MLN",0,0,0,0,0,0
"MLNR",0,0,0,0,0,0
"MLPH",436,11787,2328,15367,3840,38
"MLST8",241,261,131,340,119,1920
"MLX",101,193,150,268,188,66
"MLXIP",1407,1396,1470,784,1367,695
"MLXIPL",149,0,33,24,179,0
"MLYCD",222,225,123,283,484,0
"MMAA",114,1026,233,97,315,0
"MMAB",250,1625,134,282,193,619
"MMACHC",26,5,6,60,20,0
"MMADHC",350,259,789,902,985,8
"MMD",89,41,86,9,67,539
"MMD2",0,0,0,0,0,0
"MME",136,19,339,35,149,183
"MMEL1",26,4,91,313,425,336
"MMGT1",509,885,599,542,3386,280
"MMP1",11,0,109,1,43,387
"MMP10",0,0,0,0,30,0
"MMP11",258,106,20823,158,4801,171
"MMP12",19,0,106,0,0,0
"MMP13",111,0,1689,386,130,1
"MMP14",1600,191,10845,1129,6502,29643
"MMP15",55,47,105,163,383,0
"MMP16",123,0,166,154,432,7
"MMP17",3,41,42,56,1,0
"MMP19",170,2,147,38,296,0
"MMP2",6166,257,7875,230,3145,7407
"MMP20",0,0,0,0,0,0
"MMP21",0,0,0,0,0,0
"MMP23B",0,0,14,0,2,0
"MMP24",1,0,32,0,2,0
"MMP25",33,0,126,223,391,1
"MMP26",0,0,0,0,0,0
"MMP27",0,0,9,0,0,0
"MMP28",21,0,8,85,13,2
"MMP3",22,0,12,13,20,0
"MMP7",298,0,207,87,151,2
"MMP8",3,0,9,0,0,0
"MMP9",6748,54,4206,57,316,910
"MMRN1",9,0,0,0,2,0
"MMRN2",124,37,26,52,81,637
"MMS19",1093,330,1341,551,993,170
"MMS22L",62,18,23,41,44,2
"MN1",56,11,106,85,67,0
"MNAT1",1,0,1,2,3,0
"MND1",5,38,33,29,131,0
"MNDA",156,0,62,41,18,0
"MNS1",66,110,84,72,46,0
"MNT",263,225,237,482,347,36
"MNX1",1,64,1,98,15,0
"MOAP1",78,111,67,235,218,1
"MOB1A",265,311,250,277,761,16
"MOB1B",10,0,5,2,13,0
"MOB2",129,278,224,118,360,307
"MOB3A",433,558,535,482,296,709
"MOB3B",62,25,104,1,181,0
"MOB3C",628,57,544,464,428,4
"MOB4",206,995,433,632,356,8
"MOBP",3,0,0,0,0,0
"MOCOS",108,33,103,148,55,4
"MOCS1",236,515,201,279,518,179
"MOCS2",35,59,5,17,26,0
"MOCS3",69,210,116,210,231,164
"MOG",0,0,0,0,0,0
"MOGAT1",0,0,0,0,0,0
"MOGAT2",9,723,1,0,0,38
"MOGAT3",0,0,0,0,0,0
"MOGS",349,369,307,380,440,37
"MOK",377,460,413,409,459,93
"MON1A",79,95,66,191,88,0
"MON1B",546,755,439,716,756,1284
"MON2",253,425,298,342,994,1
"MORC1",0,0,0,0,0,0
"MORC2",80,95,38,62,78,1
"MORC3",76,153,119,84,119,0
"MORC4",94,23,90,213,103,0
"MORF4L1",975,118,909,2095,1830,2
"MORF4L2",1789,4665,3086,4157,9550,17
"MORN1",15,74,50,83,61,0
"MORN2",43,128,87,429,150,0
"MORN3",61,0,22,132,14,1
"MORN4",51,88,150,86,217,0
"MORN5",0,0,0,0,0,0
"MOS",0,0,0,0,0,0
"MOSPD1",116,62,118,114,894,0
"MOSPD2",113,8,97,22,95,0
"MOSPD3",163,98,200,748,353,4
"MOV10",520,239,491,373,458,0
"MOV10L1",0,0,42,0,21,0
"MOXD1",59,8,201,1,65,0
"MPC1",329,136,230,251,333,0
"MPC2",156,2646,320,1116,547,424
"MPDU1",550,751,935,1208,442,274
"MPDZ",39,19,62,79,46,19
"MPEG1",822,126,99,234,105,198
"MPG",304,95,358,669,448,0
"MPHOSPH10",240,102,140,46,47,1
"MPHOSPH6",282,826,479,224,440,0
"MPHOSPH8",1278,1255,865,716,1399,683
"MPHOSPH9",156,38,110,209,74,0
"MPI",217,148,141,115,320,572
"MPL",0,0,0,0,0,0
"MPLKIP",271,670,259,929,679,9
"MPND",114,492,85,51,109,0
"MPO",4,0,2,0,0,0
"MPP1",683,71,199,102,183,658
"MPP2",6,12,55,72,231,0
"MPP3",74,1661,314,191,385,8
"MPP4",0,0,0,0,3,0
"MPP5",119,210,135,291,80,1
"MPP6",100,77,76,1,26,161
"MPP7",5,59,5,0,49,0
"MPPE1",180,535,161,339,496,234
"MPPED1",7,0,0,0,15,0
"MPPED2",36,0,62,55,41,0
"MPRIP",904,1968,2318,4566,3999,888
"MPST",172,269,382,689,347,367
"MPV17",764,912,764,3183,1471,8
"MPV17L",22,9807,162,827,184,137
"MPV17L2",63,19,30,16,31,4
"MPZ",48,12,18,1,61,0
"MPZL1",527,1100,664,1082,580,1
"MPZL2",608,81,160,360,436,0
"MPZL3",95,117,75,179,237,0
"MR1",272,79,252,984,293,17
"MRAP",15,0,0,0,11,0
"MRAP2",9,0,0,0,2,0
"MRAS",355,135,304,183,509,16
"MRC1",822,49,98,13,78,0
"MRC2",2053,12,5394,943,1584,2423
"MREG",90,80,136,76,132,0
"MRFAP1",969,1714,1553,1973,6089,11
"MRFAP1L1",559,183,552,601,785,0
"MRGBP",107,100,165,206,966,0
"MRGPRD",0,0,0,0,0,0
"MRGPRE",0,0,0,0,0,0
"MRGPRF",110,15,41,0,27,0
"MRGPRG",0,0,0,0,0,0
"MRGPRX1",0,0,0,0,0,0
"MRGPRX2",0,0,0,0,0,0
"MRGPRX3",0,0,0,0,0,0
"MRGPRX4",0,0,0,0,0,0
"MRI1",70,154,126,173,166,0
"MRLN",0,0,0,0,0,0
"MRM1",47,2,51,109,19,0
"MRO",20,15,19,17,10,1557
"MROH1",202,297,313,56,1542,1
"MROH2A",0,0,0,0,0,0
"MROH2B",0,0,0,0,0,0
"MROH6",47,743,227,50,141,0
"MROH7",39,0,39,0,15,0
"MROH7-TTC4",0,0,0,0,0,0
"MROH8",26,29,17,0,2,0
"MROH9",0,0,0,0,0,0
"MRPL1",84,144,104,0,236,0
"MRPL10",69,168,93,156,127,0
"MRPL11",198,745,319,255,304,0
"MRPL12",87,237,267,181,140,0
"MRPL13",59,47,17,41,106,0
"MRPL14",115,571,339,354,510,0
"MRPL15",118,1527,444,423,2977,1
"MRPL16",66,0,33,15,16,0
"MRPL17",158,375,186,345,366,0
"MRPL18",197,114,254,568,272,0
"MRPL19",31,55,55,44,54,0
"MRPL2",126,250,112,25,170,2
"MRPL20",711,1655,938,876,2203,0
"MRPL21",376,2125,909,584,2224,235
"MRPL22",227,538,354,347,982,1
"MRPL23",0,0,0,0,0,0
"MRPL24",519,5323,646,2288,1463,3324
"MRPL27",492,887,783,263,550,42
"MRPL28",121,115,71,144,40,0
"MRPL3",287,972,492,1428,1094,0
"MRPL30",137,1240,183,118,668,24
"MRPL32",18,64,19,9,22,0
"MRPL33",32,8,17,57,46,0
"MRPL34",234,169,182,306,115,1
"MRPL35",137,466,280,681,534,269
"MRPL36",29,73,30,23,38,1
"MRPL37",266,698,367,345,685,0
"MRPL38",19,92,41,34,44,0
"MRPL39",7,0,6,0,0,0
"MRPL4",281,674,339,394,254,1
"MRPL40",209,865,189,142,436,1113
"MRPL41",854,1727,763,498,463,0
"MRPL42",258,656,245,178,252,0
"MRPL43",336,1705,436,658,1737,229
"MRPL44",48,599,105,283,323,17
"MRPL45",133,40,53,106,59,0
"MRPL46",155,2000,152,546,983,0
"MRPL47",145,385,145,268,339,2
"MRPL48",146,706,238,95,624,264
"MRPL49",410,125,785,1317,847,0
"MRPL50",41,33,42,68,35,1
"MRPL51",828,3039,1204,1337,2459,86
"MRPL52",231,618,301,168,1229,681
"MRPL53",11,135,18,0,41,0
"MRPL54",258,131,219,172,112,0
"MRPL55",457,2103,711,1056,1854,0
"MRPL57",442,1707,540,1431,2327,4
"MRPL9",321,271,344,905,211,203
"MRPS10",545,1050,606,1143,740,1143
"MRPS11",163,494,171,188,413,1
"MRPS12",208,1626,372,381,792,361
"MRPS14",193,252,348,1323,307,17
"MRPS15",307,1168,509,535,546,186
"MRPS16",522,2013,797,756,1684,3
"MRPS17",27,397,102,162,208,374
"MRPS18A",142,634,144,166,213,707
"MRPS18B",895,4346,873,1600,636,1499
"MRPS18C",224,442,258,295,515,157
"MRPS2",379,870,314,142,678,0
"MRPS21",1171,10799,1724,6231,4234,1415
"MRPS22",53,23,25,18,26,0
"MRPS23",65,460,223,354,333,0
"MRPS24",17,0,0,40,3,0
"MRPS25",261,1241,123,327,440,697
"MRPS26",127,467,422,636,443,6
"MRPS27",400,2257,353,1542,448,1
"MRPS28",42,593,123,508,378,0
"MRPS30",159,2060,238,2987,452,1
"MRPS31",25,15,6,29,3,0
"MRPS33",288,1418,423,659,789,5
"MRPS34",698,561,754,927,855,61
"MRPS35",187,1540,346,1091,739,2
"MRPS36",80,96,63,84,65,0
"MRPS5",462,202,483,477,626,1
"MRPS6",214,2729,832,560,1862,201
"MRPS7",338,1792,725,905,852,198
"MRPS9",178,83,116,154,198,0
"MRRF",161,867,108,129,378,0
"MRS2",46,281,55,67,233,0
"MRTO4",107,269,252,178,258,880
"MS4A1",160,0,2,42,0,0
"MS4A10",0,0,0,0,0,0
"MS4A12",0,0,0,0,0,0
"MS4A13",0,0,0,0,0,0
"MS4A14",51,21,14,18,1,0
"MS4A15",0,0,13,0,19,0
"MS4A18",0,0,14,0,1,0
"MS4A2",20,0,15,1,34,0
"MS4A3",0,0,0,0,0,0
"MS4A4A",552,49,61,21,49,0
"MS4A4E",0,0,0,0,0,0
"MS4A5",0,0,0,0,0,0
"MS4A6A",709,342,137,180,289,110
"MS4A6E",5,0,0,0,0,0
"MS4A7",775,124,82,108,101,0
"MS4A8",12,0,13,140,310,0
"MSANTD1",0,1,5,18,38,1
"MSANTD2",20,15,25,23,14,0
"MSANTD3",52,40,89,81,73,0
"MSANTD3-TMEFF1",0,0,0,0,0,0
"MSANTD4",112,17,137,74,82,377
"MSC",121,4,28,0,10,0
"MSGN1",0,0,0,0,0,0
"MSH2",137,936,237,602,815,146
"MSH3",99,108,158,197,105,0
"MSH4",0,8,0,0,0,0
"MSH5",3,0,0,0,0,0
"MSH5-SAPCD1",0,0,0,0,0,0
"MSH6",174,100,220,139,239,2
"MSI1",23,1,51,67,254,0
"MSI2",370,700,1008,2955,584,93
"MSL1",852,1234,1251,1706,2754,2
"MSL2",537,1188,549,920,861,33
"MSL3",252,211,173,235,442,2
"MSLN",1,0,1,0,0,0
"MSLNL",0,0,0,0,0,0
"MSMB",9,142,42,186,56,0
"MSMO1",100,307,297,452,455,565
"MSMP",38,0,1,0,24,0
"MSN",3191,253,2112,1028,1473,1483
"MSR1",1025,219,547,332,169,67
"MSRA",136,297,115,191,120,8
"MSRB1",275,899,464,799,783,0
"MSRB2",709,4490,2180,4846,3166,8436
"MSRB3",333,33,1023,35,289,2205
"MSS51",52,6,18,0,52,0
"MST1",90,49,29,15,113,0
"MST1R",19,477,50,165,182,0
"MSTN",0,2,4,0,12,0
"MSTO1",81,224,148,76,162,0
"MSX1",90,27,116,176,122,0
"MSX2",38,478,225,191,733,1
"MT1A",49,0,36,0,58,0
"MT1B",0,0,2,0,0,0
"MT1E",1231,23,910,866,240,13
"MT1F",406,34,133,325,269,0
"MT1G",354,56,78,1746,97,42
"MT1H",9,0,5,0,0,1
"MT1HL1",0,0,0,0,0,0
"MT1M",253,10,137,0,29,0
"MT1X",210,24,138,111,363,486
"MT2A",6405,8539,5815,10907,13560,2757
"MT3",0,0,0,0,0,0
"MT4",0,0,0,0,0,0
"MTA1",266,47,83,335,38,132
"MTA2",1147,1876,2152,2270,4400,3022
"MTA3",86,459,161,678,482,0
"MTAP",136,192,168,234,272,4
"MTBP",65,5,36,0,22,1
"MTCH1",2256,11156,3578,3596,10523,4057
"MTCH2",548,1265,1459,1408,1883,732
"MTCL1",45,44,72,37,83,0
"MTCP1",0,0,0,0,10,0
"MTDH",2662,2572,2407,1583,5679,1688
"MTERF1",101,99,71,123,100,0
"MTERF2",87,601,325,103,140,0
"MTERF3",7,10,5,0,3,0
"MTERF4",270,324,160,202,241,102
"MTF1",258,109,264,141,119,2
"MTF2",330,108,233,260,489,0
"MTFMT",54,84,84,5,181,0
"MTFP1",76,63,109,115,91,0
"MTFR1",39,254,48,67,337,0
"MTFR1L",231,807,241,143,703,0
"MTFR2",13,50,134,70,109,0
"MTG1",26,78,19,43,45,1358
"MTG2",198,344,224,146,434,1987
"MTHFD1",485,1886,568,1467,2294,61
"MTHFD1L",58,15,90,31,279,99
"MTHFD2",328,1382,477,2101,1738,7
"MTHFD2L",81,319,69,211,260,0
"MTHFR",395,79,307,753,164,88
"MTHFS",0,0,0,0,0,0
"MTHFSD",119,79,57,5,260,0
"MTIF2",164,145,89,91,193,0
"MTIF3",321,229,283,290,172,183
"MTM1",7,23,11,49,32,0
"MTMR1",152,270,153,528,253,0
"MTMR10",306,452,170,80,550,0
"MTMR11",141,12,350,527,289,1
"MTMR12",58,334,55,294,179,0
"MTMR14",277,632,319,246,486,2942
"MTMR2",152,39,198,66,299,0
"MTMR3",252,249,203,201,390,2
"MTMR4",456,216,331,472,467,1
"MTMR6",417,335,399,483,707,0
"MTMR7",0,0,1,0,1,0
"MTMR8",0,0,0,0,0,0
"MTMR9",389,1905,416,374,437,0
"MTNR1A",0,0,0,0,0,0
"MTNR1B",0,0,0,0,0,0
"MTO1",123,233,48,171,187,35
"MTOR",123,179,95,36,279,21
"MTPAP",56,52,35,46,79,236
"MTPN",1765,11197,2864,4844,6664,5777
"MTR",291,25,173,249,33,608
"MTRF1",51,44,12,34,26,0
"MTRF1L",28,27,72,1,43,97
"MTRNR2L1",1193,35,45,11,18,0
"MTRNR2L10",0,6,4,1,0,0
"MTRNR2L11",0,2,0,0,1,0
"MTRNR2L13",0,0,1,0,0,1
"MTRNR2L3",123,141,359,219,177,1
"MTRNR2L4",0,5,1,0,1,0
"MTRNR2L5",0,0,1,0,0,2
"MTRNR2L6",2,0,19,0,1,0
"MTRNR2L7",6,15,5,5,47,0
"MTRNR2L8",7,37,93,35,14,2
"MTRR",151,190,139,60,250,0
"MTSS1",103,17,376,203,1031,1
"MTTP",0,16,0,0,0,0
"MTURN",198,759,61,943,144,0
"MTUS1",305,8889,478,1088,1189,110
"MTUS2",7,6,48,27,16,0
"MTX1",0,0,0,0,0,0
"MTX2",22,78,33,25,77,1
"MTX3",46,25,69,106,60,0
"MUC1",276,14314,1983,10886,1231,3437
"MUC12",0,0,0,0,18,0
"MUC13",6,0,0,0,0,0
"MUC15",8,1,9,0,17,0
"MUC16",0,15,58,0,8,0
"MUC17",0,0,0,0,0,0
"MUC2",0,1,0,0,5,0
"MUC20",66,0,125,275,48,0
"MUC21",0,0,0,0,0,0
"MUC22",0,0,0,0,0,0
"MUC3A",30,0,0,0,9,0
"MUC4",346,0,0,0,12,0
"MUC5AC",16,0,17,0,0,0
"MUC5B",127,29,183,122,141,913
"MUC6",0,1,0,514,5,0
"MUC7",10,0,0,0,0,0
"MUCL1",271,1992358,4843,476,10676,310
"MUL1",146,370,285,100,377,0
"MUS81",45,50,63,4,28,0
"MUSK",0,0,0,0,0,0
"MUSTN1",0,0,0,0,0,0
"MUTYH",85,101,78,114,189,0
"MVB12A",299,509,414,511,280,1249
"MVB12B",125,41,135,115,151,1
"MVD",98,67,287,134,134,1212
"MVK",103,1729,331,329,114,62
"MVP",640,327,897,666,1165,2605
"MX1",1145,134,4466,239,6162,1781
"MX2",513,59,803,50,419,227
"MXD1",50,132,119,61,127,11
"MXD3",24,168,68,96,71,0
"MXD4",1000,1718,1295,1363,1569,939
"MXI1",420,453,248,296,741,110
"MXRA5",3215,47,9778,1094,4947,22
"MXRA7",159,51,426,84,393,2541
"MXRA8",4792,148,10112,4717,2081,2000
"MYADM",1117,1013,2525,3302,4601,2496
"MYADML2",4,0,0,0,0,0
"MYB",63,2431,588,3069,1874,934
"MYBBP1A",154,97,135,132,309,0
"MYBL1",96,20,14,1,413,0
"MYBL2",113,316,442,371,70,306
"MYBPC1",11,1851,2,0,17,39
"MYBPC2",18,0,0,0,0,0
"MYBPC3",6,26,0,0,0,0
"MYBPH",5,0,0,0,0,0
"MYBPHL",0,0,0,0,0,0
"MYC",31,5,5,0,9,0
"MYCBP",66,491,117,570,202,105
"MYCBP2",969,1543,509,56,758,143
"MYCBPAP",14,0,2,72,2,992
"MYCL",74,298,11,216,88,0
"MYCN",2,1,2,0,0,0
"MYCT1",26,13,92,1,8,0
"MYD88",61,8,105,38,88,0
"MYDGF",1477,474,2039,1047,1814,1
"MYEF2",0,13,48,123,154,0
"MYEOV",77,0,12,48,161,0
"MYF5",0,0,0,0,0,0
"MYF6",0,0,0,0,0,0
"MYH1",0,0,0,0,0,0
"MYH10",450,88,793,643,423,23
"MYH11",139,49,30,0,289,12
"MYH13",0,0,0,0,0,0
"MYH14",55,0,407,158,1327,0
"MYH15",0,0,0,0,0,0
"MYH2",0,0,0,0,0,0
"MYH3",9,68,9,0,4,0
"MYH4",0,0,0,0,0,0
"MYH6",0,0,0,0,0,1
